,VaR0,VaR1,$|VaR_2 - VaR_1|$,Max VaR,NetLoss0,NetLoss1,$|L_2 - L_1|$,$P(L > Q(0.6))$,Required Capital,Payout CVaR,Average Cost,Payout Cost,s_1,s_2
810,4.92,6.94,2.02,6.94,4.16,5.94,1.78,0.08,6.46,11.53,6.04,507.35,3.89,5.94
811,6.95,5.17,1.78,6.95,6.02,4.21,1.81,0.06,8.50,12.87,5.65,437.56,6.29,4.46
812,7.13,5.73,1.40,7.13,6.00,4.86,1.14,0.00,8.12,12.45,5.55,432.84,6.25,4.99
813,4.76,6.91,2.15,6.91,4.01,5.79,1.78,0.04,5.49,11.04,6.38,555.53,3.93,6.10
814,6.86,5.21,1.65,6.86,5.95,4.38,1.57,0.07,6.31,10.48,5.11,416.83,6.31,4.56
815,5.46,5.10,0.35,5.46,4.46,4.26,0.20,0.00,8.37,14.58,7.46,620.18,4.46,4.50
816,6.25,5.36,0.89,6.25,5.37,4.36,1.01,0.01,6.30,11.58,6.23,528.33,5.40,4.45
817,7.10,4.99,2.12,7.10,6.14,4.22,1.92,0.07,6.46,10.87,5.38,441.32,6.40,4.45
818,5.54,5.40,0.14,5.54,4.68,4.44,0.24,0.00,6.73,12.41,6.68,567.12,4.86,4.35
819,6.04,6.75,0.71,6.75,5.12,5.79,0.67,0.00,7.21,11.56,5.43,435.11,5.34,6.10
820,4.65,7.07,2.42,7.07,3.88,6.17,2.30,0.03,5.85,10.81,5.84,496.09,4.19,6.58
821,6.21,4.70,1.51,6.21,5.20,3.91,1.29,0.01,6.67,12.41,6.75,574.63,5.52,3.85
822,6.80,5.42,1.38,6.80,5.92,4.45,1.47,0.02,5.51,10.00,5.32,448.83,6.37,4.44
823,5.10,5.16,0.06,5.16,4.33,4.21,0.11,0.00,7.58,14.47,8.02,688.50,4.22,4.27
824,6.75,5.94,0.81,6.75,5.82,5.09,0.73,0.05,6.92,10.80,4.92,388.04,6.23,5.32
825,6.94,7.31,0.37,7.31,6.04,6.23,0.20,0.07,5.97,8.91,3.84,294.60,6.40,6.46
826,7.15,5.15,2.01,7.15,5.91,4.23,1.68,0.03,10.58,15.47,6.48,488.91,6.23,4.38
827,5.79,7.16,1.38,7.16,4.99,6.20,1.21,0.05,7.47,11.51,5.16,404.19,5.11,6.47
828,7.16,6.52,0.64,7.16,6.30,5.46,0.85,0.02,9.00,12.63,4.98,362.83,6.43,6.10
829,5.77,5.37,0.40,5.77,4.83,4.49,0.34,0.00,9.18,14.66,6.85,547.61,4.74,4.57
830,5.53,6.49,0.96,6.49,4.36,5.67,1.31,0.03,7.99,13.02,6.23,502.61,4.50,5.93
831,5.67,5.92,0.25,5.92,4.77,4.82,0.04,0.00,6.27,12.42,7.09,614.84,4.72,4.70
832,6.66,5.71,0.94,6.66,5.68,4.92,0.76,0.00,5.40,9.67,5.07,426.15,6.04,4.98
833,4.76,5.55,0.78,5.55,4.08,4.84,0.76,0.00,7.57,13.70,7.27,613.42,4.18,5.02
834,6.89,5.35,1.54,6.89,5.87,4.48,1.38,0.12,8.09,12.24,5.37,415.29,6.34,4.60
835,6.42,5.58,0.84,6.42,5.58,4.53,1.05,0.02,7.91,12.77,6.05,486.48,5.93,4.63
836,6.35,6.61,0.27,6.61,5.49,5.66,0.17,0.01,7.14,11.37,5.30,422.81,5.46,6.13
837,5.63,6.20,0.57,6.20,4.70,5.41,0.71,0.00,6.58,11.84,6.25,526.24,4.68,5.40
838,7.21,5.60,1.61,7.21,6.07,4.75,1.33,0.04,8.17,12.39,5.44,421.27,6.36,4.80
839,5.23,5.14,0.09,5.23,4.40,4.14,0.27,0.00,8.80,15.68,8.19,687.20,4.64,4.17
840,5.58,5.37,0.22,5.58,4.62,4.48,0.14,0.00,6.10,11.95,6.77,585.43,4.77,4.65
841,5.61,7.11,1.50,7.11,4.83,6.05,1.22,0.06,7.37,11.44,5.17,406.55,4.83,6.36
842,4.79,5.66,0.87,5.66,3.98,4.82,0.84,0.00,6.31,12.14,6.78,583.23,4.05,4.91
843,4.92,6.96,2.04,6.96,4.10,5.74,1.65,0.02,5.87,11.19,6.20,532.43,4.18,6.21
844,6.00,5.10,0.90,6.00,4.96,4.26,0.71,0.00,5.97,12.41,7.33,643.65,4.92,4.27
845,5.39,4.61,0.78,5.39,4.65,3.92,0.73,0.00,7.88,14.92,8.22,703.63,4.60,4.06
846,5.88,4.82,1.06,5.88,5.04,3.92,1.12,0.02,7.79,13.43,6.82,564.73,5.39,4.24
847,4.84,5.63,0.79,5.63,4.12,4.78,0.67,0.00,6.48,12.41,6.90,593.24,4.18,5.10
848,7.15,6.80,0.35,7.15,6.10,5.75,0.34,0.03,6.54,10.10,4.54,356.31,6.48,6.12
849,7.01,5.34,1.67,7.01,5.99,4.53,1.46,0.05,6.10,10.14,4.95,403.88,6.60,4.72
850,5.39,5.96,0.56,5.96,4.57,5.05,0.48,0.00,6.18,11.49,6.23,530.76,4.52,5.37
851,5.22,6.58,1.36,6.58,4.31,5.72,1.41,0.10,5.94,10.28,5.23,434.18,4.33,6.22
852,5.25,5.15,0.10,5.25,4.51,4.33,0.18,0.00,8.71,15.09,7.69,638.27,4.43,4.38
853,5.71,5.27,0.44,5.71,4.69,4.32,0.37,0.00,8.88,14.58,7.02,569.11,4.91,4.32
854,5.32,5.17,0.15,5.32,4.59,4.36,0.23,0.00,5.62,11.67,6.89,604.51,4.49,4.62
855,6.69,6.62,0.07,6.69,5.76,5.66,0.10,0.03,6.86,10.59,4.76,372.93,6.36,5.85
856,5.41,6.69,1.28,6.69,4.43,5.70,1.27,0.01,7.12,12.06,6.01,494.33,4.48,5.90
857,5.12,5.80,0.68,5.80,4.37,5.06,0.69,0.00,5.07,10.96,6.65,588.55,4.41,4.96
858,5.00,5.63,0.63,5.63,4.21,4.62,0.41,0.00,8.86,14.92,7.39,605.69,4.23,4.83
859,4.94,6.52,1.59,6.52,4.12,5.48,1.36,0.00,7.88,13.30,6.60,541.66,4.50,5.62
860,5.91,5.35,0.56,5.91,5.09,4.50,0.58,0.01,5.31,10.42,5.91,511.17,5.33,4.73
861,5.30,7.16,1.85,7.16,4.38,6.04,1.66,0.02,6.30,11.00,5.65,470.15,4.66,6.21
862,5.36,5.48,0.12,5.48,4.57,4.66,0.09,0.00,5.40,10.85,6.26,544.78,4.58,4.98
863,5.29,5.26,0.03,5.29,4.32,4.43,0.10,0.00,6.58,12.88,7.29,630.17,4.63,4.34
864,5.43,5.14,0.29,5.43,4.68,4.23,0.45,0.00,6.88,13.24,7.39,635.70,4.68,4.21
865,5.25,5.45,0.19,5.45,4.43,4.46,0.03,0.00,7.62,13.99,7.52,637.55,4.55,4.56
866,5.54,7.37,1.84,7.37,4.51,6.36,1.86,0.15,7.42,11.63,5.33,421.41,4.52,6.68
867,4.94,4.90,0.04,4.94,3.93,4.06,0.12,0.00,5.89,12.96,7.95,706.61,3.95,4.25
868,6.78,6.94,0.16,6.94,5.82,5.78,0.04,0.07,6.81,10.11,4.31,329.28,6.12,6.10
869,6.75,5.38,1.37,6.75,5.87,4.51,1.36,0.01,6.83,11.79,5.98,495.88,6.26,4.56
870,5.65,6.99,1.34,6.99,4.83,5.91,1.08,0.02,8.19,12.71,5.74,451.22,4.72,6.00
871,5.11,5.64,0.54,5.64,4.34,4.81,0.47,0.00,5.69,11.44,6.60,574.51,4.40,4.78
872,5.46,6.61,1.15,6.61,4.43,5.58,1.15,0.02,7.97,13.04,6.26,506.86,4.47,6.04
873,5.45,5.26,0.19,5.45,4.44,4.36,0.09,0.00,7.73,13.26,6.69,552.96,4.50,4.44
874,5.56,4.72,0.84,5.56,4.43,3.90,0.54,0.00,9.44,16.00,7.98,656.11,4.50,3.99
875,6.86,6.44,0.42,6.86,5.97,5.38,0.59,0.05,8.67,12.29,4.92,362.38,6.37,5.72
876,5.99,5.35,0.65,5.99,4.99,4.50,0.49,0.00,6.46,12.14,6.65,568.00,5.13,4.46
877,6.98,7.01,0.03,7.01,5.83,5.99,0.16,0.15,6.81,9.65,3.86,284.38,6.43,6.15
878,5.30,5.19,0.10,5.30,4.35,4.35,0.00,0.00,5.66,12.52,7.71,686.26,4.49,4.60
879,6.44,7.45,1.01,7.45,5.57,6.26,0.69,0.13,8.83,12.05,4.55,322.38,5.83,6.39
880,6.88,6.30,0.58,6.88,5.94,5.21,0.73,0.04,5.89,9.68,4.67,379.13,6.26,5.45
881,5.96,5.30,0.67,5.96,5.01,4.29,0.72,0.00,6.31,11.39,6.03,508.06,5.36,4.34
882,5.26,5.84,0.58,5.84,4.57,4.80,0.23,0.00,7.28,12.87,6.68,559.23,4.64,4.66
883,5.45,5.19,0.26,5.45,4.45,4.15,0.30,0.00,8.43,14.99,7.82,655.78,4.42,4.29
884,5.20,5.00,0.20,5.20,4.12,4.23,0.11,0.00,7.61,14.83,8.35,721.13,4.21,4.31
885,6.19,5.01,1.18,6.19,5.30,4.20,1.10,0.01,7.38,12.76,6.49,537.98,5.39,4.36
886,6.29,5.47,0.82,6.29,5.35,4.52,0.82,0.02,7.58,12.82,6.38,523.79,5.38,4.60
887,5.88,6.92,1.04,6.92,4.91,5.98,1.07,0.01,5.80,10.07,5.15,427.87,5.09,6.47
888,6.73,6.89,0.16,6.89,5.74,5.82,0.08,0.05,6.92,10.22,4.34,330.69,6.29,6.29
889,5.37,4.99,0.37,5.37,4.71,4.13,0.59,0.01,7.68,13.21,6.68,552.38,4.80,4.33
890,5.48,6.86,1.38,6.86,4.65,5.93,1.28,0.02,7.77,12.48,5.87,470.60,4.67,6.33
891,5.44,5.60,0.16,5.60,4.37,4.78,0.41,0.00,8.60,14.33,7.02,573.26,4.36,5.18
892,6.37,5.68,0.68,6.37,5.28,4.60,0.68,0.00,8.37,13.62,6.51,525.33,5.50,4.81
893,5.01,6.91,1.90,6.91,4.15,5.74,1.58,0.08,6.93,11.28,5.39,435.14,4.43,6.15
894,5.25,5.29,0.04,5.29,4.34,4.47,0.13,0.00,5.98,11.96,6.87,597.78,4.33,4.57
895,5.34,6.85,1.51,6.85,4.41,5.84,1.43,0.00,4.84,9.63,5.51,478.13,4.31,6.16
896,6.64,5.14,1.50,6.64,5.57,4.38,1.19,0.04,7.72,11.85,5.28,412.55,6.18,4.53
897,6.22,6.65,0.43,6.65,5.34,5.81,0.46,0.02,6.72,10.98,5.27,426.11,5.63,5.83
898,6.88,6.90,0.02,6.90,5.85,5.83,0.02,0.02,8.63,12.26,4.93,363.41,5.92,6.08
899,5.15,5.43,0.28,5.43,4.45,4.49,0.04,0.00,6.11,12.05,6.86,593.97,4.45,4.48
900,6.60,6.88,0.29,6.88,5.73,5.81,0.08,0.04,6.72,10.28,4.57,355.79,5.77,6.01
901,5.26,5.22,0.05,5.26,4.24,4.35,0.11,0.00,6.27,12.48,7.15,620.58,4.50,4.51
902,5.26,5.46,0.20,5.46,4.34,4.62,0.28,0.00,6.45,12.52,7.03,606.37,4.37,4.70
903,6.64,5.78,0.87,6.64,5.69,4.92,0.77,0.02,6.31,10.74,5.38,443.73,5.99,4.90
904,6.65,7.45,0.80,7.45,5.60,6.10,0.50,0.17,9.03,12.16,4.49,313.15,6.13,6.59
905,6.60,6.82,0.22,6.82,5.70,5.74,0.05,0.05,8.71,12.71,5.31,399.98,6.00,6.16
906,6.86,6.01,0.85,6.86,5.75,5.15,0.60,0.03,8.61,12.58,5.26,396.77,6.32,5.26
907,6.24,5.05,1.20,6.24,5.32,4.21,1.10,0.00,5.51,10.94,6.26,543.42,5.43,4.21
908,5.24,6.63,1.39,6.63,4.27,5.64,1.37,0.00,5.03,10.07,5.80,504.71,4.39,5.88
909,7.10,5.23,1.87,7.10,5.99,4.25,1.74,0.09,7.71,12.11,5.56,440.15,6.62,4.42
910,5.55,6.92,1.38,6.92,4.45,5.83,1.38,0.01,6.83,11.66,5.85,482.36,4.60,6.30
911,6.85,5.92,0.93,6.85,5.66,5.16,0.50,0.05,6.40,10.60,5.16,420.08,6.09,5.32
912,5.61,6.08,0.47,6.08,4.92,5.33,0.41,0.00,8.42,13.61,6.46,519.38,4.96,5.44
913,5.38,7.11,1.73,7.11,4.55,6.00,1.44,0.05,4.92,9.81,5.63,489.05,4.40,6.36
914,5.26,5.78,0.52,5.78,4.32,4.81,0.49,0.00,8.50,14.95,7.72,644.87,4.30,4.80
915,5.12,5.96,0.83,5.96,4.32,4.98,0.66,0.01,6.22,11.37,6.09,515.51,4.64,4.96
916,5.00,5.26,0.26,5.26,4.23,4.47,0.24,0.00,7.92,13.88,7.15,595.82,4.39,4.63
917,5.32,5.83,0.50,5.83,4.44,4.88,0.44,0.01,9.20,14.71,6.90,551.63,4.44,5.19
918,4.90,5.40,0.50,5.40,4.03,4.48,0.46,0.00,6.06,11.92,6.77,586.08,3.96,4.58
919,7.15,5.42,1.73,7.15,6.15,4.56,1.59,0.05,7.01,11.70,5.74,469.38,6.31,4.49
920,5.51,4.90,0.61,5.51,4.62,4.21,0.41,0.00,6.33,12.52,7.14,618.86,4.59,4.22
921,6.60,6.78,0.18,6.78,5.77,6.01,0.23,0.07,7.24,10.42,4.27,318.44,5.98,6.03
922,4.95,5.26,0.31,5.26,4.31,4.49,0.18,0.00,7.53,14.34,7.94,680.85,4.43,4.48
923,5.31,7.04,1.73,7.04,4.49,6.06,1.57,0.04,6.49,10.68,5.17,419.60,4.59,6.40
924,6.60,5.80,0.80,6.60,5.68,5.08,0.61,0.05,7.61,11.80,5.33,418.88,6.06,5.21
925,5.45,6.72,1.27,6.72,4.38,5.78,1.40,0.02,7.00,11.99,6.04,499.53,4.33,6.12
926,5.45,6.88,1.43,6.88,4.59,5.92,1.33,0.02,6.00,10.76,5.65,475.22,4.86,6.06
927,5.84,7.12,1.29,7.12,4.85,6.08,1.23,0.04,7.85,11.89,5.22,404.40,5.00,6.50
928,6.68,5.46,1.22,6.68,5.78,4.62,1.16,0.00,6.29,10.89,5.55,460.31,6.35,4.59
929,5.48,5.07,0.42,5.48,4.54,4.14,0.40,0.00,6.53,13.32,7.77,679.01,4.38,4.17
930,5.81,6.99,1.17,6.99,5.03,5.98,0.96,0.06,7.98,11.44,4.66,346.03,5.14,6.63
931,5.40,5.76,0.36,5.76,4.48,4.92,0.45,0.00,6.30,11.68,6.32,537.42,4.34,5.16
932,4.79,6.50,1.71,6.50,3.94,5.58,1.64,0.00,6.37,11.63,6.22,526.12,4.18,6.13
933,5.59,5.68,0.09,5.68,4.70,4.80,0.11,0.01,10.04,15.17,6.63,512.81,4.81,5.06
934,6.84,6.37,0.47,6.84,5.83,5.52,0.30,0.00,7.25,11.12,4.96,386.90,6.04,5.91
935,7.02,5.18,1.85,7.02,5.93,4.34,1.60,0.09,7.85,12.87,6.20,502.20,6.20,4.35
936,5.08,5.60,0.52,5.60,4.36,4.56,0.20,0.00,8.09,13.53,6.66,544.78,4.60,4.69
937,6.10,6.81,0.71,6.81,5.16,5.78,0.62,0.11,6.70,10.34,4.64,363.94,5.50,6.31
938,5.69,5.34,0.35,5.69,4.76,4.43,0.33,0.00,8.06,13.90,7.05,584.49,4.61,4.39
939,5.18,6.69,1.51,6.69,4.48,5.50,1.02,0.00,7.43,12.66,6.34,522.75,4.53,6.20
940,5.70,6.84,1.15,6.84,4.60,5.66,1.06,0.01,6.85,11.50,5.67,464.60,4.71,6.17
941,5.31,5.06,0.24,5.31,4.45,4.22,0.23,0.00,8.09,13.98,7.10,589.07,4.68,4.39
942,7.20,5.31,1.89,7.20,6.25,4.52,1.72,0.03,6.06,11.04,5.89,498.38,6.42,4.47
943,5.84,6.89,1.04,6.89,4.79,5.95,1.16,0.07,9.33,14.02,6.09,468.84,4.89,6.22
944,5.46,5.64,0.18,5.64,4.54,4.78,0.24,0.00,7.59,12.88,6.43,528.99,4.72,4.81
945,5.18,6.88,1.71,6.88,4.28,5.74,1.46,0.01,5.71,11.26,6.41,555.34,4.26,6.10
946,7.10,5.27,1.83,7.10,6.10,4.37,1.73,0.04,6.26,10.51,5.19,425.04,6.29,4.61
947,5.43,5.62,0.19,5.62,4.59,4.60,0.01,0.00,9.08,15.20,7.48,611.70,4.63,4.57
948,5.70,6.67,0.97,6.67,4.57,5.73,1.15,0.04,6.29,10.82,5.47,453.02,4.80,6.08
949,6.44,5.15,1.29,6.44,5.41,4.53,0.87,0.01,8.63,13.56,6.22,492.60,5.55,4.50
950,5.41,6.94,1.53,6.94,4.49,5.82,1.33,0.04,6.45,11.23,5.74,477.63,4.56,6.22
951,4.95,5.60,0.65,5.60,4.10,4.65,0.54,0.00,6.25,12.73,7.42,648.11,4.22,4.76
952,6.94,7.25,0.31,7.25,6.05,6.02,0.03,0.05,7.45,11.03,4.69,357.28,6.37,6.10
953,5.33,5.42,0.09,5.42,4.37,4.58,0.21,0.00,5.67,10.91,6.09,523.80,4.49,4.73
954,6.72,5.03,1.69,6.72,5.69,4.05,1.64,0.00,8.26,13.25,6.23,499.10,5.95,4.17
955,5.95,5.24,0.71,5.95,4.87,4.29,0.58,0.01,6.93,12.64,6.75,571.21,5.12,4.22
956,5.09,5.92,0.83,5.92,4.23,4.84,0.61,0.00,6.06,12.25,7.09,618.56,4.35,4.68
957,5.20,5.00,0.20,5.20,4.36,4.20,0.16,0.00,6.12,13.02,7.82,690.40,4.32,4.18
958,5.32,6.49,1.16,6.49,4.53,5.51,0.99,0.00,7.03,12.54,6.56,550.15,4.42,5.80
959,5.26,5.76,0.50,5.76,4.39,4.65,0.26,0.00,6.57,12.61,7.02,603.69,4.40,4.85
960,6.21,4.99,1.23,6.21,5.19,4.05,1.13,0.00,8.17,14.15,7.20,597.75,5.37,4.16
961,6.24,6.68,0.44,6.68,5.24,5.72,0.48,0.03,8.20,12.38,5.42,418.63,5.37,5.66
962,5.85,6.59,0.74,6.59,4.78,5.75,0.97,0.00,7.70,12.76,6.21,505.39,4.92,5.72
963,5.44,5.61,0.17,5.61,4.62,4.73,0.11,0.00,8.33,14.33,7.25,599.92,4.65,4.82
964,6.28,5.28,1.00,6.28,5.40,4.37,1.03,0.00,7.00,12.27,6.32,527.14,5.59,4.42
965,7.25,6.32,0.93,7.25,6.10,5.32,0.78,0.09,5.58,9.37,4.62,378.70,6.42,5.44
966,5.57,5.54,0.03,5.57,4.66,4.66,0.00,0.00,9.58,15.50,7.36,592.47,4.81,4.91
967,5.34,5.15,0.19,5.34,4.50,4.10,0.40,0.00,7.39,13.34,7.06,595.29,4.72,4.30
968,5.50,5.67,0.17,5.67,4.73,4.89,0.16,0.00,10.20,15.79,7.11,558.21,4.63,4.91
969,6.87,5.85,1.02,6.87,5.83,4.84,0.99,0.00,5.47,10.05,5.41,458.66,5.96,4.88
970,6.73,6.67,0.06,6.73,5.74,5.71,0.04,0.05,5.67,9.24,4.42,357.26,6.03,5.97
971,5.84,5.29,0.55,5.84,5.10,4.50,0.59,0.00,7.15,12.57,6.50,542.86,5.09,4.52
972,5.56,5.67,0.12,5.67,4.65,4.49,0.16,0.00,6.74,12.55,6.82,581.33,4.68,4.49
973,5.83,5.22,0.60,5.83,4.94,4.24,0.69,0.00,6.50,12.18,6.65,567.35,4.96,4.52
974,7.00,5.53,1.48,7.00,5.85,4.56,1.29,0.02,7.08,11.45,5.43,436.85,6.19,4.84
975,6.71,7.07,0.37,7.07,5.79,5.98,0.19,0.14,7.74,10.74,4.15,299.21,6.22,6.34
976,5.27,5.77,0.50,5.77,4.41,4.83,0.41,0.00,6.61,12.15,6.53,553.40,4.72,4.89
977,6.72,6.56,0.16,6.72,5.51,5.66,0.14,0.06,7.74,11.43,4.85,369.27,6.10,5.85
978,5.45,4.93,0.52,5.45,4.64,3.96,0.69,0.00,7.93,13.61,6.87,568.13,4.81,4.06
979,5.17,5.17,0.00,5.17,4.15,4.26,0.11,0.00,7.54,13.85,7.44,630.45,4.32,4.58
980,7.12,6.62,0.50,7.12,6.05,5.54,0.51,0.01,7.80,11.33,4.70,353.25,6.43,5.87
981,5.06,4.89,0.17,5.06,4.33,4.11,0.22,0.00,6.21,13.01,7.74,680.40,4.40,4.18
982,5.04,6.92,1.88,6.92,4.48,5.81,1.32,0.02,6.58,11.58,5.99,500.39,4.45,6.22
983,5.41,5.56,0.15,5.56,4.73,4.72,0.01,0.00,7.62,13.74,7.26,612.13,4.67,4.77
984,6.89,5.43,1.46,6.89,5.89,4.47,1.42,0.00,6.50,11.21,5.68,470.91,6.26,4.51
985,6.03,5.45,0.58,6.03,4.91,4.64,0.27,0.00,6.52,12.28,6.74,576.00,5.10,4.61
986,7.14,5.72,1.42,7.14,5.98,4.65,1.32,0.01,6.22,10.22,4.93,400.16,6.52,4.88
987,5.39,6.51,1.12,6.51,4.40,5.70,1.30,0.01,6.08,11.09,5.93,501.35,4.44,5.93
988,6.46,6.86,0.40,6.86,5.42,5.98,0.56,0.16,6.38,9.50,4.08,312.01,5.68,6.12
989,5.51,5.93,0.42,5.93,4.63,5.15,0.51,0.01,6.78,11.69,5.93,491.79,4.76,5.34
990,7.39,5.21,2.19,7.39,6.03,4.42,1.62,0.10,8.11,12.38,5.49,427.61,6.26,4.56
991,6.11,6.22,0.11,6.22,5.20,5.28,0.08,0.01,8.37,12.87,5.76,450.32,5.47,5.60
992,6.29,5.32,0.97,6.29,5.22,4.60,0.63,0.00,6.73,12.06,6.34,533.02,5.62,4.58
993,5.20,5.86,0.66,5.86,4.38,5.04,0.66,0.00,7.98,13.16,6.37,517.66,4.47,5.23
994,5.78,5.93,0.15,5.93,4.81,4.98,0.17,0.00,9.28,14.61,6.72,533.04,5.02,4.79
995,5.10,6.28,1.18,6.28,4.17,5.40,1.23,0.01,6.48,11.25,5.73,476.19,4.18,5.90
996,5.36,5.00,0.36,5.36,4.59,4.20,0.39,0.00,8.31,14.37,7.31,606.05,4.80,4.16
997,5.55,6.82,1.27,6.82,4.57,5.92,1.35,0.02,9.42,14.27,6.26,484.85,4.54,6.05
998,7.19,5.84,1.35,7.19,6.02,4.98,1.05,0.01,7.73,11.97,5.40,423.84,6.37,5.13
999,5.18,5.27,0.10,5.27,4.33,4.41,0.08,0.00,6.74,12.54,6.81,580.32,4.48,4.68
