,CVaR0,CVaR1,$|CVaR_2 - CVaR_1|$,Max CVaR,VaR0,VaR1,$|VaR_2 - VaR_1|$,Max VaR,NetLoss0,NetLoss1,$|L_2 - L_1|$,$P(L > Q(0.6))$,Required Capital,Payout CVaR,Average Cost,a_1,a_2,b_1,b_2
809,39.22,43.57,4.36,43.57,32.38,27.56,4.82,32.38,26.67,25.64,1.03,0.09,16.46,47.83,32.20,0.90,0.80,-27.76,-16.58
810,37.06,36.36,0.70,37.06,31.84,29.00,2.84,31.84,27.93,26.06,1.87,0.10,18.90,45.00,27.05,0.91,0.80,-28.36,-19.64
811,34.05,43.96,9.91,43.96,28.53,31.78,3.26,31.78,23.63,27.46,3.83,0.09,24.04,54.64,31.80,0.83,0.84,-21.11,-21.13
812,43.57,37.32,6.25,43.57,30.96,28.47,2.49,30.96,27.31,24.19,3.12,0.09,18.34,50.42,33.00,0.90,0.83,-23.68,-20.38
813,34.91,38.24,3.33,38.24,28.44,29.98,1.54,29.98,25.02,25.85,0.83,0.09,19.18,49.72,31.50,0.88,0.86,-22.62,-21.92
814,36.52,30.14,6.38,36.52,27.85,26.67,1.18,27.85,24.74,23.45,1.29,0.05,25.79,56.96,32.46,0.90,0.86,-22.01,-20.95
815,35.40,38.66,3.26,38.66,25.69,34.08,8.39,34.08,22.47,28.55,6.08,0.16,17.01,47.68,31.51,0.78,0.93,-15.50,-28.47
816,35.20,38.08,2.88,38.08,28.76,30.56,1.79,30.56,24.30,25.60,1.30,0.04,26.30,57.93,32.95,0.88,0.92,-21.71,-24.96
817,38.50,35.77,2.73,38.50,29.36,30.38,1.02,30.38,25.88,25.57,0.31,0.05,16.21,45.00,29.60,0.85,0.88,-22.37,-24.01
818,37.77,34.56,3.20,37.77,28.66,25.43,3.23,28.66,25.97,23.24,2.73,0.05,22.58,55.87,34.42,0.90,0.84,-23.18,-18.61
819,32.90,38.02,5.13,38.02,28.36,30.31,1.95,30.31,24.85,27.09,2.24,0.07,17.75,45.00,28.14,0.87,0.89,-22.70,-24.47
820,34.79,40.09,5.30,40.09,29.33,30.63,1.30,30.63,24.53,26.82,2.29,0.08,22.24,52.55,31.41,0.87,0.91,-21.96,-25.25
821,32.45,33.10,0.65,33.10,28.55,28.90,0.35,28.90,25.45,24.95,0.50,0.03,20.29,48.54,29.27,0.90,0.87,-24.49,-22.24
822,41.42,37.96,3.46,41.42,31.63,27.78,3.85,31.63,26.94,24.31,2.63,0.10,15.69,45.00,30.10,0.92,0.86,-26.11,-21.09
823,37.14,32.54,4.60,37.14,30.77,27.73,3.04,30.77,26.30,22.68,3.62,0.04,20.70,52.30,32.64,0.92,0.84,-25.55,-19.41
824,35.61,34.27,1.34,35.61,29.16,28.74,0.42,29.16,24.34,25.16,0.82,0.03,19.83,52.13,33.29,0.84,0.89,-19.82,-23.01
825,38.91,36.98,1.93,38.91,29.47,29.56,0.09,29.56,26.65,26.00,0.65,0.07,21.83,51.49,30.75,0.86,0.88,-22.27,-23.56
826,34.47,40.24,5.78,40.24,29.53,29.81,0.27,29.81,23.96,26.54,2.58,0.09,15.52,46.86,32.12,0.87,0.91,-21.64,-24.13
827,36.22,38.00,1.78,38.00,30.85,30.60,0.25,30.85,25.34,26.80,1.46,0.07,17.73,46.48,29.64,0.85,0.87,-23.43,-22.93
828,32.66,33.26,0.60,33.26,28.54,29.59,1.05,29.59,24.53,25.58,1.06,0.03,19.28,49.28,30.97,0.86,0.90,-20.79,-25.45
829,36.24,41.50,5.26,41.50,26.58,33.45,6.88,33.45,22.95,28.14,5.18,0.18,21.46,51.73,31.34,0.83,0.90,-18.34,-26.06
830,37.65,37.87,0.21,37.87,30.93,28.58,2.35,30.93,25.98,23.57,2.41,0.08,25.03,58.81,35.03,0.89,0.80,-24.05,-16.24
831,37.45,37.18,0.27,37.45,29.44,31.12,1.67,31.12,25.58,26.53,0.95,0.02,23.10,53.33,31.39,0.87,0.92,-21.32,-26.14
832,35.78,43.38,7.60,43.38,28.94,31.30,2.36,31.30,24.97,28.43,3.46,0.12,21.02,49.50,29.53,0.86,0.90,-21.81,-25.72
833,37.19,35.49,1.69,37.19,29.88,28.10,1.78,29.88,25.57,25.25,0.32,0.05,20.65,52.79,33.17,0.87,0.89,-22.20,-22.76
834,34.14,36.97,2.84,36.97,27.05,31.19,4.14,31.19,24.69,27.00,2.30,0.08,25.64,54.23,29.88,0.85,0.88,-21.04,-24.72
835,34.69,40.07,5.38,40.07,29.68,29.84,0.16,29.84,25.11,26.53,1.43,0.05,20.96,51.78,31.88,0.91,0.85,-25.52,-20.61
836,36.27,31.30,4.97,36.27,29.20,25.72,3.49,29.20,24.64,22.39,2.26,0.01,17.12,51.15,34.89,0.85,0.88,-18.64,-21.62
837,33.35,37.16,3.81,37.16,28.48,31.24,2.76,31.24,24.92,26.35,1.43,0.03,31.01,62.16,32.70,0.85,0.94,-20.66,-26.86
838,38.70,39.18,0.48,39.18,30.60,30.52,0.08,30.60,25.49,25.10,0.39,0.09,24.36,56.73,33.58,0.92,0.84,-24.74,-20.79
839,35.12,40.56,5.44,40.56,30.02,31.75,1.73,31.75,24.94,27.74,2.80,0.04,16.58,45.00,29.25,0.80,0.94,-19.83,-28.09
840,32.15,36.60,4.44,36.60,26.59,27.19,0.60,27.19,23.53,23.70,0.17,0.04,18.67,50.49,32.75,0.87,0.89,-20.24,-22.31
841,37.69,39.28,1.60,39.28,30.85,30.07,0.78,30.85,25.76,25.64,0.12,0.13,24.23,54.65,31.63,0.89,0.81,-26.30,-17.68
842,39.40,42.36,2.96,42.36,27.38,31.34,3.95,31.34,24.03,25.94,1.91,0.13,34.28,66.26,33.70,0.86,0.86,-20.10,-22.04
843,42.49,36.28,6.20,42.49,32.77,29.12,3.65,32.77,27.95,24.84,3.11,0.07,17.64,48.23,31.48,0.87,0.90,-23.79,-23.97
844,34.81,34.43,0.38,34.81,28.35,29.48,1.14,29.48,24.99,25.65,0.65,0.04,17.85,45.08,28.13,0.87,0.87,-22.67,-23.27
845,42.64,37.66,4.98,42.64,30.33,30.81,0.49,30.81,26.83,25.13,1.71,0.12,20.82,51.67,31.89,0.89,0.85,-24.47,-21.44
846,39.62,40.46,0.83,40.46,32.50,30.13,2.37,32.50,26.49,26.22,0.27,0.06,28.51,58.57,31.49,0.84,0.86,-23.39,-22.47
847,37.22,36.18,1.04,37.22,30.78,29.59,1.19,30.78,26.10,25.92,0.19,0.07,29.79,57.67,29.36,0.87,0.87,-22.56,-23.38
848,39.56,34.42,5.14,39.56,28.21,26.08,2.13,28.21,25.59,22.06,3.54,0.11,26.05,61.59,36.84,0.91,0.85,-22.79,-17.98
849,38.37,38.39,0.01,38.39,28.63,28.23,0.40,28.63,26.20,25.51,0.69,0.09,17.79,47.17,30.28,0.87,0.89,-22.70,-24.00
850,35.45,36.47,1.02,36.47,29.14,28.83,0.31,29.14,25.42,26.21,0.80,0.03,18.10,46.98,29.79,0.90,0.87,-25.09,-22.30
851,35.35,37.15,1.80,37.15,30.16,28.41,1.75,30.16,25.36,25.65,0.29,0.08,18.59,46.60,28.94,0.91,0.86,-25.17,-21.91
852,37.91,38.93,1.03,38.93,32.54,28.36,4.18,32.54,26.85,25.21,1.64,0.07,20.74,50.56,30.86,0.87,0.84,-24.32,-20.56
853,45.01,31.88,13.12,45.01,31.87,26.97,4.90,31.87,28.12,23.10,5.02,0.06,24.58,54.57,31.22,0.92,0.83,-26.37,-19.51
854,37.02,36.45,0.57,37.02,31.08,29.06,2.02,31.08,27.12,26.14,0.98,0.02,25.28,52.99,28.98,0.86,0.86,-23.40,-24.03
855,34.33,40.80,6.48,40.80,30.01,31.10,1.10,31.10,24.76,26.41,1.65,0.06,24.20,53.60,30.62,0.90,0.84,-24.90,-21.56
856,33.41,37.84,4.44,37.84,27.47,32.40,4.93,32.40,23.56,26.69,3.13,0.08,23.32,52.25,30.09,0.84,0.85,-20.27,-22.61
857,32.59,37.51,4.92,37.51,27.11,28.10,0.99,28.10,23.95,25.68,1.73,0.08,36.83,67.54,32.55,0.86,0.85,-22.02,-20.87
858,36.76,35.36,1.40,36.76,25.86,24.91,0.95,25.86,23.43,22.55,0.88,0.07,25.98,61.64,36.96,0.87,0.87,-19.46,-18.18
859,40.50,40.43,0.08,40.50,33.64,27.65,5.98,33.64,26.98,24.74,2.24,0.06,28.63,59.25,32.05,0.88,0.81,-25.10,-17.94
860,35.64,38.96,3.32,38.96,29.07,32.77,3.70,32.77,24.90,27.98,3.08,0.08,22.98,50.41,28.58,0.85,0.87,-22.67,-24.56
861,35.38,34.67,0.72,35.38,31.26,29.12,2.14,31.26,26.43,25.23,1.20,0.01,23.71,51.07,28.55,0.91,0.87,-27.26,-22.72
862,34.21,36.97,2.76,36.97,26.67,30.58,3.91,30.58,23.99,26.44,2.45,0.07,18.16,45.00,27.75,0.87,0.90,-21.82,-24.67
863,36.31,32.02,4.29,36.31,29.42,28.09,1.32,29.42,25.99,23.28,2.71,0.03,25.29,55.86,31.83,0.87,0.82,-23.46,-18.79
864,35.10,37.57,2.47,37.57,27.49,30.98,3.50,30.98,23.73,25.90,2.17,0.06,23.66,54.32,31.85,0.84,0.89,-19.61,-24.32
865,37.31,42.70,5.39,42.70,28.27,28.59,0.32,28.59,24.23,26.83,2.60,0.11,21.44,53.43,33.07,0.86,0.91,-19.96,-24.54
866,38.32,35.90,2.43,38.32,30.21,28.56,1.65,30.21,26.20,24.51,1.69,0.07,22.73,53.12,31.52,0.89,0.87,-23.82,-22.17
867,43.08,36.77,6.31,43.08,38.18,29.16,9.02,38.18,28.93,24.65,4.28,0.05,23.41,53.92,31.68,0.84,0.83,-23.37,-20.76
868,42.18,30.62,11.56,42.18,32.92,25.75,7.17,32.92,29.09,22.64,6.45,0.05,27.67,55.79,29.51,0.88,0.86,-24.75,-21.16
869,34.93,31.35,3.58,34.93,30.93,25.60,5.34,30.93,26.53,23.13,3.40,0.01,26.85,57.64,32.13,0.94,0.85,-26.91,-19.60
870,41.35,40.36,1.00,41.35,31.91,30.15,1.75,31.91,25.96,26.15,0.19,0.09,22.18,52.41,31.33,0.83,0.86,-21.49,-22.59
871,31.63,38.82,7.19,38.82,26.15,30.51,4.36,30.51,23.11,26.15,3.04,0.05,23.99,55.47,32.68,0.86,0.86,-20.13,-21.87
872,36.41,36.96,0.55,36.96,27.96,32.52,4.57,32.52,24.80,26.09,1.29,0.06,17.25,46.99,30.60,0.89,0.86,-22.84,-23.64
873,36.81,38.22,1.41,38.22,30.56,25.71,4.85,30.56,25.66,24.37,1.28,0.07,28.02,59.94,33.32,0.89,0.88,-23.75,-21.02
874,36.79,36.63,0.16,36.79,33.34,28.02,5.32,33.34,26.97,24.52,2.45,0.05,29.15,56.67,28.98,0.93,0.80,-29.65,-17.33
875,35.05,33.49,1.55,35.05,28.87,26.50,2.38,28.87,25.24,23.59,1.65,0.02,22.32,55.20,33.99,0.89,0.85,-22.60,-19.96
876,38.35,37.70,0.66,38.35,30.08,29.31,0.77,30.08,25.73,24.29,1.44,0.10,21.17,52.44,32.33,0.92,0.84,-26.23,-19.64
877,35.44,37.15,1.71,37.15,26.28,28.68,2.40,28.68,22.73,25.10,2.37,0.09,20.44,54.28,34.87,0.85,0.90,-19.29,-22.90
878,43.07,38.41,4.66,43.07,33.57,30.40,3.17,33.57,27.84,25.88,1.96,0.11,22.85,52.58,30.88,0.85,0.81,-23.91,-20.17
879,35.68,37.22,1.54,37.22,28.22,31.99,3.77,31.99,23.60,26.85,3.24,0.15,16.85,45.00,28.99,0.81,0.87,-20.01,-23.49
880,31.67,39.19,7.52,39.19,25.35,28.19,2.85,28.19,22.16,23.89,1.73,0.06,21.03,56.16,36.18,0.90,0.83,-21.12,-17.33
881,41.03,36.67,4.36,41.03,33.52,28.69,4.83,33.52,27.75,25.03,2.72,0.04,25.11,54.72,30.87,0.87,0.86,-23.94,-22.06
882,38.59,38.10,0.49,38.59,31.00,30.56,0.44,31.00,26.05,26.06,0.01,0.04,26.66,56.52,31.19,0.84,0.90,-21.43,-24.69
883,29.84,38.12,8.28,38.12,26.84,30.41,3.58,30.41,23.35,27.70,4.35,0.05,33.27,62.64,31.04,0.88,0.91,-21.91,-25.16
884,30.29,29.32,0.97,30.29,24.19,25.33,1.14,25.33,21.56,22.84,1.27,0.01,16.67,49.50,33.66,0.83,0.86,-16.74,-20.19
885,35.50,38.43,2.93,38.43,32.08,29.77,2.31,32.08,26.24,26.66,0.43,0.05,19.76,47.61,28.84,0.89,0.85,-27.05,-21.53
886,42.20,31.20,11.00,42.20,31.34,26.09,5.25,31.34,27.54,22.34,5.20,0.06,20.46,52.05,32.61,0.85,0.85,-22.56,-19.79
887,35.12,36.98,1.86,36.98,28.84,31.04,2.21,31.04,24.30,26.34,2.03,0.03,26.70,56.02,30.66,0.82,0.86,-18.99,-24.35
888,37.97,37.05,0.92,37.97,29.44,28.33,1.11,29.44,26.08,24.88,1.19,0.09,28.20,59.47,32.68,0.87,0.88,-21.70,-22.73
889,30.45,43.14,12.70,43.14,25.92,32.16,6.24,32.16,21.63,27.97,6.33,0.09,22.89,53.80,32.06,0.86,0.89,-20.32,-24.43
890,34.09,37.46,3.37,37.46,28.19,29.29,1.11,29.29,25.24,25.00,0.24,0.04,30.12,60.60,31.98,0.85,0.83,-21.43,-20.36
891,34.27,39.21,4.95,39.21,21.38,30.09,8.71,30.09,20.18,26.29,6.11,0.13,35.55,69.82,36.05,0.83,0.92,-14.93,-24.06
892,35.95,42.04,6.09,42.04,30.13,29.48,0.65,30.13,25.98,25.74,0.24,0.07,19.60,50.82,32.20,0.88,0.82,-23.53,-19.91
893,37.85,36.58,1.27,37.85,31.87,29.80,2.07,31.87,26.52,25.90,0.61,0.04,24.32,55.01,31.91,0.84,0.83,-22.33,-21.17
894,35.47,35.11,0.36,35.47,29.46,28.02,1.44,29.46,24.32,25.39,1.07,0.06,14.62,46.16,32.27,0.86,0.88,-21.22,-21.57
895,32.29,33.39,1.09,33.39,28.42,29.75,1.33,29.75,24.64,25.24,0.60,0.02,21.77,51.62,30.94,0.89,0.83,-23.81,-20.27
896,36.12,42.08,5.96,42.08,28.64,30.63,2.00,30.63,25.24,26.29,1.05,0.07,23.98,56.00,33.22,0.85,0.86,-21.16,-21.49
897,38.36,41.67,3.31,41.67,31.13,32.62,1.50,32.62,25.88,28.14,2.27,0.12,38.69,67.96,31.20,0.82,0.92,-20.05,-26.91
898,43.40,33.28,10.12,43.40,32.91,27.76,5.15,32.91,28.09,23.50,4.59,0.04,26.72,56.59,31.21,0.87,0.89,-23.73,-23.35
899,34.16,42.36,8.20,42.36,29.89,31.81,1.92,31.81,24.95,28.52,3.57,0.07,18.10,45.00,27.80,0.89,0.86,-25.83,-23.15
900,41.42,36.56,4.86,41.42,30.52,28.30,2.22,30.52,26.17,24.70,1.47,0.09,20.41,51.25,31.85,0.87,0.87,-23.66,-21.38
901,34.94,33.47,1.48,34.94,28.90,27.81,1.09,28.90,25.52,23.75,1.77,0.04,20.14,49.36,30.22,0.88,0.85,-22.84,-21.01
902,36.68,36.84,0.16,36.84,30.14,30.49,0.35,30.49,26.59,27.16,0.56,0.06,20.25,48.27,29.04,0.87,0.91,-23.43,-26.04
903,35.27,31.01,4.26,35.27,26.18,24.80,1.38,26.18,23.54,21.16,2.38,0.05,18.51,53.78,36.19,0.86,0.82,-19.54,-16.27
904,40.99,32.08,8.91,40.99,33.20,23.92,9.28,33.20,28.07,20.92,7.15,0.05,24.45,55.05,31.82,0.91,0.76,-27.63,-12.99
905,36.56,33.33,3.23,36.56,28.38,28.88,0.51,28.88,25.43,24.83,0.60,0.03,23.12,55.07,33.11,0.88,0.87,-22.66,-22.28
906,40.23,33.16,7.07,40.23,28.77,29.32,0.55,29.32,27.15,24.64,2.51,0.07,24.76,54.30,30.78,0.91,0.88,-24.36,-23.61
907,33.90,36.27,2.37,36.27,28.34,28.06,0.28,28.34,23.85,24.56,0.71,0.05,26.64,58.34,33.03,0.85,0.87,-20.80,-21.38
908,35.73,37.94,2.21,37.94,28.60,31.90,3.30,31.90,24.01,28.28,4.27,0.09,23.81,51.78,29.17,0.81,0.92,-18.53,-27.89
909,38.04,35.37,2.66,38.04,29.81,30.46,0.65,30.46,24.47,26.01,1.54,0.05,22.62,53.79,32.30,0.79,0.93,-16.88,-27.65
910,38.51,38.69,0.18,38.69,27.43,29.43,2.00,29.43,23.90,25.69,1.80,0.09,28.41,60.98,33.99,0.87,0.91,-20.00,-23.93
911,37.15,33.86,3.29,37.15,26.84,27.39,0.55,27.39,24.08,23.56,0.52,0.05,20.73,55.13,35.44,0.86,0.89,-18.89,-21.90
912,36.79,37.24,0.45,37.24,28.64,31.09,2.45,31.09,24.53,26.32,1.79,0.09,18.79,48.38,30.53,0.82,0.88,-19.93,-23.71
913,34.78,30.58,4.20,34.78,31.28,26.68,4.60,31.28,26.56,23.44,3.12,0.01,20.19,48.57,29.39,0.87,0.84,-24.15,-19.97
914,43.87,31.67,12.20,43.87,31.78,27.43,4.35,31.78,28.40,23.66,4.74,0.05,25.72,54.09,29.66,0.91,0.88,-25.35,-22.52
915,36.36,34.81,1.55,36.36,27.97,27.88,0.10,27.97,24.52,25.03,0.51,0.08,23.18,55.33,33.31,0.85,0.87,-20.69,-21.04
916,38.77,37.19,1.58,38.77,25.26,27.18,1.92,27.18,23.84,24.28,0.44,0.07,24.59,55.85,32.49,0.91,0.85,-21.45,-19.68
917,36.73,39.19,2.46,39.19,28.39,30.88,2.49,30.88,23.64,26.90,3.26,0.09,16.43,45.00,29.39,0.84,0.93,-19.53,-27.25
918,39.74,39.21,0.53,39.74,30.86,29.20,1.66,30.86,27.43,26.51,0.92,0.14,24.21,52.68,29.68,0.91,0.87,-25.64,-23.03
919,36.50,38.20,1.70,38.20,29.76,26.91,2.85,29.76,25.41,23.95,1.47,0.08,29.79,63.53,35.23,0.88,0.87,-22.53,-19.93
920,36.40,37.06,0.66,37.06,29.05,30.25,1.20,30.25,25.22,25.50,0.27,0.09,25.30,56.92,32.88,0.82,0.83,-20.64,-20.94
921,38.50,38.92,0.42,38.92,28.76,30.31,1.55,30.31,25.58,26.83,1.25,0.09,15.78,45.00,30.01,0.81,0.91,-20.05,-26.29
922,36.59,38.63,2.05,38.63,28.96,29.95,0.98,29.95,24.76,25.60,0.84,0.06,30.56,61.05,32.01,0.86,0.84,-21.35,-22.00
923,35.74,34.69,1.06,35.74,27.44,27.07,0.37,27.44,23.97,23.96,0.01,0.05,24.27,55.75,32.69,0.86,0.83,-21.06,-19.25
924,37.63,34.00,3.63,37.63,31.31,25.40,5.92,31.31,26.49,22.23,4.26,0.04,18.75,51.47,33.66,0.86,0.82,-23.31,-17.18
925,36.36,42.71,6.35,42.71,26.37,30.78,4.41,30.78,23.59,26.98,3.39,0.08,26.17,57.81,32.95,0.87,0.85,-20.24,-21.73
926,35.98,39.56,3.58,39.56,29.66,34.20,4.54,34.20,24.53,27.11,2.58,0.08,18.21,49.66,32.36,0.81,0.85,-19.29,-22.81
927,36.31,37.16,0.85,37.16,30.75,30.72,0.03,30.75,26.27,27.19,0.91,0.04,18.81,46.97,29.09,0.88,0.92,-23.99,-27.13
928,38.91,37.03,1.88,38.91,30.45,29.99,0.46,30.45,27.51,24.93,2.58,0.07,26.68,56.86,31.51,0.95,0.83,-28.30,-19.44
929,31.87,40.54,8.67,40.54,27.36,32.99,5.63,32.99,23.34,28.29,4.96,0.10,23.96,52.45,29.69,0.82,0.93,-19.42,-27.62
930,34.39,35.79,1.40,35.79,29.85,28.73,1.12,29.85,25.18,25.77,0.58,0.03,18.99,46.09,28.06,0.90,0.87,-24.87,-23.99
931,35.52,35.86,0.34,35.86,27.56,29.62,2.07,29.62,24.89,24.60,0.29,0.04,23.93,54.21,31.48,0.89,0.88,-21.90,-23.27
932,33.50,29.45,4.05,33.50,25.48,20.08,5.40,25.48,23.12,18.33,4.79,0.06,23.77,63.40,40.82,0.86,0.81,-18.49,-11.92
933,38.01,35.94,2.07,38.01,32.50,29.07,3.43,32.50,27.47,24.99,2.47,0.06,24.78,51.40,27.86,0.87,0.84,-24.47,-21.29
934,36.68,38.98,2.31,38.98,30.89,31.39,0.49,31.39,24.40,26.81,2.41,0.11,19.73,48.74,30.00,0.85,0.89,-22.26,-24.47
935,37.05,39.44,2.38,39.44,30.95,30.71,0.24,30.95,25.70,25.73,0.03,0.08,27.12,56.27,30.51,0.86,0.83,-23.39,-21.04
936,36.55,34.15,2.39,36.55,31.29,29.88,1.40,31.29,26.27,25.27,1.00,0.02,20.51,49.73,30.24,0.86,0.85,-23.38,-21.82
937,33.33,33.61,0.28,33.61,27.98,29.25,1.27,29.25,24.24,25.45,1.21,0.03,23.55,52.93,30.56,0.84,0.84,-19.82,-22.90
938,33.00,34.32,1.31,34.32,27.92,26.61,1.31,27.92,24.22,24.18,0.04,0.03,20.94,51.38,31.49,0.91,0.91,-23.38,-22.39
939,30.28,33.31,3.03,33.31,25.80,27.27,1.47,27.27,22.54,23.33,0.79,0.05,30.21,63.29,34.60,0.88,0.85,-20.90,-18.51
940,37.74,38.15,0.42,38.15,29.99,27.70,2.30,29.99,26.19,25.51,0.68,0.08,23.51,53.88,31.55,0.93,0.88,-24.83,-22.78
941,40.93,39.44,1.49,40.93,32.96,28.33,4.64,32.96,27.12,24.14,2.98,0.09,16.57,49.33,33.59,0.87,0.81,-24.85,-17.73
942,38.40,43.00,4.61,43.00,29.43,31.24,1.81,31.24,25.68,26.96,1.28,0.12,20.78,51.61,31.88,0.88,0.84,-23.17,-21.47
943,41.24,33.71,7.53,41.24,29.19,28.00,1.19,29.19,26.98,24.41,2.57,0.05,26.81,56.39,30.92,0.89,0.91,-23.28,-24.30
944,34.79,36.66,1.87,36.66,28.86,28.21,0.66,28.86,24.59,24.72,0.14,0.06,20.54,50.34,30.83,0.89,0.85,-23.80,-19.87
945,36.99,39.31,2.32,39.31,29.18,30.48,1.30,30.48,24.73,26.46,1.73,0.14,22.55,53.46,32.05,0.86,0.88,-22.80,-22.41
946,39.18,33.37,5.81,39.18,29.05,28.32,0.73,29.05,25.65,24.47,1.17,0.08,32.81,64.24,33.07,0.83,0.87,-19.43,-21.73
947,38.75,34.52,4.23,38.75,29.00,28.87,0.13,29.00,25.53,25.36,0.17,0.05,28.68,58.82,31.57,0.85,0.82,-21.19,-21.54
948,37.57,38.82,1.25,38.82,25.22,28.49,3.27,28.49,22.88,24.70,1.82,0.10,16.72,52.64,36.75,0.84,0.87,-17.45,-20.50
949,35.07,38.83,3.76,38.83,28.82,31.85,3.04,31.85,24.46,26.76,2.29,0.13,29.20,58.74,30.99,0.86,0.86,-23.19,-22.63
950,32.66,32.13,0.53,32.66,25.65,27.09,1.43,27.09,23.61,24.23,0.62,0.04,25.75,56.14,31.68,0.87,0.90,-20.53,-23.45
951,37.10,40.59,3.48,40.59,25.51,28.44,2.93,28.44,23.00,26.14,3.13,0.13,18.60,49.90,32.23,0.85,0.87,-18.81,-22.17
952,33.65,41.45,7.80,41.45,26.49,31.98,5.49,31.98,21.94,26.02,4.08,0.11,23.30,57.21,35.07,0.87,0.87,-20.40,-20.62
953,36.46,36.36,0.09,36.46,27.79,31.55,3.76,31.55,25.11,25.83,0.72,0.05,22.42,53.78,32.48,0.87,0.88,-22.05,-23.30
954,37.78,34.66,3.12,37.78,28.99,28.31,0.68,28.99,26.07,24.13,1.95,0.06,21.74,52.18,31.52,0.91,0.85,-23.72,-21.01
955,33.26,41.00,7.74,41.00,28.50,33.58,5.08,33.58,23.55,28.53,4.98,0.03,18.28,48.27,30.90,0.82,0.90,-18.67,-28.11
956,42.24,37.39,4.84,42.24,32.09,29.48,2.62,32.09,27.80,24.95,2.84,0.05,21.06,51.60,31.59,0.87,0.84,-23.72,-20.70
957,32.91,33.14,0.23,33.14,21.88,27.28,5.40,27.28,19.37,23.50,4.13,0.07,24.97,63.40,39.67,0.75,0.85,-9.62,-19.78
958,36.55,31.92,4.63,36.55,31.22,26.93,4.29,31.22,26.91,23.40,3.51,0.03,20.98,51.28,31.34,0.91,0.83,-25.99,-19.34
959,35.04,29.25,5.79,35.04,28.39,25.66,2.73,28.39,25.32,22.00,3.32,0.04,16.77,46.75,30.82,0.88,0.87,-22.34,-20.63
960,36.00,37.72,1.71,37.72,29.48,29.88,0.39,29.88,25.12,26.15,1.03,0.07,17.75,45.00,28.14,0.83,0.88,-20.62,-24.32
961,36.30,31.53,4.77,36.30,28.04,25.79,2.25,28.04,24.97,22.58,2.39,0.07,21.94,52.54,31.70,0.87,0.82,-21.37,-18.09
962,41.75,34.31,7.44,41.75,32.45,27.46,4.99,32.45,27.76,24.02,3.74,0.05,23.68,50.05,27.56,0.91,0.84,-25.68,-21.51
963,32.10,36.74,4.64,36.74,26.77,30.61,3.84,30.61,23.41,26.28,2.87,0.07,22.56,51.34,29.91,0.85,0.87,-20.21,-23.46
964,37.29,35.86,1.43,37.29,27.77,29.42,1.65,29.42,25.09,24.74,0.35,0.07,25.84,57.08,32.53,0.87,0.89,-21.91,-22.67
965,32.14,35.96,3.81,35.96,24.19,27.30,3.11,27.30,21.86,23.79,1.93,0.04,24.02,59.33,36.51,0.83,0.89,-16.45,-21.49
966,35.38,34.71,0.68,35.38,29.65,28.51,1.14,29.65,24.91,24.78,0.13,0.10,16.00,45.00,29.80,0.90,0.86,-25.26,-20.55
967,39.02,30.73,8.29,39.02,28.85,25.13,3.71,28.85,26.08,22.49,3.59,0.03,16.67,48.31,32.48,0.89,0.87,-22.49,-20.38
968,37.01,41.50,4.49,41.50,29.25,33.97,4.72,33.97,24.41,27.91,3.50,0.06,17.70,47.44,30.62,0.80,0.93,-17.94,-28.69
969,33.91,41.83,7.92,41.83,28.79,30.16,1.37,30.16,24.91,27.25,2.34,0.06,27.62,56.39,30.16,0.82,0.88,-20.13,-24.80
970,29.18,36.13,6.94,36.13,25.81,24.88,0.93,25.81,22.84,21.19,1.65,0.10,16.53,50.96,35.25,0.91,0.77,-22.98,-11.75
971,32.21,34.86,2.65,34.86,27.15,29.70,2.55,29.70,22.78,24.95,2.17,0.02,31.03,65.99,36.51,0.83,0.91,-16.60,-24.83
972,35.92,37.25,1.32,37.25,25.93,29.39,3.46,29.39,23.17,26.07,2.90,0.14,19.53,50.31,31.76,0.85,0.89,-20.31,-23.24
973,36.46,36.47,0.01,36.47,29.72,31.46,1.74,31.46,25.17,26.09,0.91,0.07,30.02,58.62,30.10,0.83,0.93,-20.10,-26.94
974,32.42,34.22,1.80,34.22,28.35,30.02,1.66,30.02,23.37,24.93,1.56,0.03,21.60,52.12,31.60,0.84,0.93,-19.22,-26.40
975,32.39,37.73,5.34,37.73,25.96,30.85,4.89,30.85,22.86,26.45,3.59,0.04,23.55,56.59,34.22,0.83,0.90,-17.16,-25.60
976,37.95,33.52,4.43,37.95,32.35,28.13,4.22,32.35,26.79,24.33,2.46,0.06,27.18,56.70,30.88,0.90,0.85,-25.25,-21.30
977,31.33,36.91,5.57,36.91,28.21,29.77,1.56,29.77,25.14,26.12,0.98,0.03,21.93,51.00,30.16,0.86,0.88,-21.13,-24.82
978,37.26,33.36,3.91,37.26,30.61,28.01,2.60,30.61,26.41,24.56,1.85,0.03,17.84,48.16,31.21,0.87,0.89,-22.41,-23.12
979,38.46,34.94,3.52,38.46,29.95,28.20,1.75,29.95,26.22,24.52,1.70,0.06,32.26,62.93,32.28,0.86,0.85,-22.32,-21.27
980,32.22,35.45,3.22,35.45,28.20,29.60,1.39,29.60,25.16,25.46,0.31,0.05,34.10,63.53,31.13,0.91,0.87,-24.39,-21.84
981,36.52,41.86,5.34,41.86,28.26,31.57,3.31,31.57,24.99,26.22,1.23,0.09,20.23,52.66,33.44,0.86,0.89,-21.24,-23.92
