,CVaR0,CVaR1,$|CVaR_2 - CVaR_1|$,Max CVaR,VaR0,VaR1,$|VaR_2 - VaR_1|$,Max VaR,NetLoss0,NetLoss1,$|L_2 - L_1|$,$P(L > Q(0.6))$,Required Capital,Payout CVaR,Average Cost,a_1,a_2,b_1,b_2
636,32.15,38.64,6.49,38.64,26.91,32.05,5.14,32.05,23.16,26.95,3.79,0.04,21.48,50.84,30.44,0.83,0.93,-18.46,-28.10
637,33.60,33.77,0.17,33.77,26.86,29.17,2.31,29.17,22.52,24.88,2.36,0.04,23.17,54.90,32.89,0.80,0.88,-16.08,-23.12
638,35.85,40.10,4.25,40.10,28.88,31.50,2.61,31.50,23.82,26.33,2.52,0.07,20.90,50.99,31.14,0.84,0.88,-20.31,-24.26
639,33.80,42.01,8.22,42.01,28.80,30.02,1.22,30.02,25.52,28.31,2.79,0.08,24.00,54.25,31.45,0.85,0.85,-22.21,-21.95
640,34.00,41.26,7.26,41.26,27.85,34.73,6.88,34.73,24.29,28.92,4.62,0.12,29.30,58.31,30.47,0.83,0.83,-21.13,-24.01
641,35.32,37.28,1.96,37.28,28.38,29.64,1.26,29.64,24.82,26.41,1.59,0.06,20.84,52.07,32.27,0.85,0.86,-21.35,-22.21
642,34.28,40.43,6.15,40.43,28.93,26.40,2.52,28.93,24.73,25.44,0.72,0.06,25.82,57.90,33.37,0.90,0.88,-23.23,-21.30
643,34.28,39.34,5.06,39.34,27.18,29.11,1.94,29.11,24.65,26.73,2.08,0.05,23.33,53.79,31.63,0.86,0.92,-20.41,-25.31
644,35.02,32.98,2.04,35.02,29.41,28.69,0.73,29.41,25.75,24.74,1.01,0.02,20.92,51.51,31.63,0.85,0.87,-21.13,-22.93
645,33.26,37.81,4.54,37.81,26.76,30.63,3.87,30.63,23.11,26.43,3.32,0.10,24.38,57.39,34.22,0.84,0.91,-18.21,-25.19
646,39.23,35.13,4.11,39.23,29.83,28.60,1.22,29.83,26.96,24.86,2.09,0.06,26.55,55.92,30.70,0.89,0.84,-24.43,-20.85
647,38.25,34.06,4.19,38.25,30.06,28.33,1.73,30.06,27.47,24.76,2.71,0.08,17.34,45.00,28.53,0.90,0.84,-25.25,-21.50
648,33.52,31.29,2.23,33.52,26.33,26.72,0.38,26.72,23.76,23.92,0.15,0.05,24.34,55.84,32.71,0.86,0.88,-20.04,-21.27
649,33.44,39.98,6.54,39.98,28.95,30.88,1.93,30.88,23.78,27.81,4.03,0.07,22.21,52.02,30.92,0.83,0.88,-20.65,-24.11
650,40.28,35.78,4.49,40.28,34.15,28.68,5.46,34.15,28.70,24.36,4.34,0.04,34.78,65.25,32.21,0.95,0.89,-28.15,-22.47
651,38.38,32.94,5.44,38.38,31.04,28.52,2.52,31.04,26.28,24.08,2.20,0.04,20.74,49.25,29.55,0.86,0.84,-22.66,-20.90
652,42.04,33.27,8.77,42.04,31.74,26.08,5.66,31.74,28.49,22.89,5.60,0.05,33.36,62.72,31.03,0.89,0.83,-25.17,-19.19
653,33.78,36.22,2.44,36.22,26.29,31.23,4.94,31.23,24.23,26.73,2.49,0.05,29.91,59.94,31.53,0.82,0.89,-19.09,-25.09
654,35.96,31.31,4.65,35.96,31.08,25.41,5.67,31.08,26.94,22.66,4.28,0.03,23.88,53.86,31.17,0.92,0.84,-26.07,-18.69
655,34.92,31.44,3.48,34.92,29.43,28.38,1.05,29.43,26.36,24.23,2.13,0.01,20.96,50.46,30.54,0.85,0.87,-21.75,-22.41
656,36.76,33.26,3.50,36.76,28.55,28.06,0.49,28.55,26.30,24.35,1.95,0.03,25.75,57.04,32.58,0.88,0.89,-22.15,-23.46
657,40.74,34.89,5.85,40.74,33.69,25.30,8.39,33.69,27.95,23.40,4.55,0.04,24.47,54.37,31.13,0.90,0.84,-25.89,-19.35
658,38.34,35.10,3.24,38.34,28.43,29.85,1.42,29.85,26.80,25.34,1.46,0.05,20.24,48.44,29.20,0.87,0.88,-22.42,-23.75
659,33.30,38.03,4.73,38.03,27.83,32.23,4.40,32.23,24.47,26.79,2.31,0.05,24.50,52.96,29.69,0.85,0.89,-20.85,-25.87
660,36.00,37.11,1.10,37.11,28.69,29.49,0.80,29.49,25.02,25.20,0.18,0.04,20.53,50.86,31.36,0.89,0.86,-23.04,-21.49
661,33.52,30.29,3.23,33.52,26.60,26.27,0.33,26.60,23.24,23.23,0.01,0.02,27.77,61.68,35.29,0.82,0.85,-17.28,-20.21
662,38.17,35.78,2.40,38.17,29.74,30.11,0.37,30.11,25.73,25.52,0.21,0.05,29.86,59.94,31.57,0.88,0.87,-22.97,-23.25
663,33.99,35.17,1.17,35.17,27.66,29.94,2.28,29.94,23.99,26.01,2.03,0.05,23.44,53.59,31.32,0.87,0.87,-21.48,-22.56
664,33.62,35.31,1.68,35.31,26.54,26.86,0.33,26.86,23.71,23.89,0.18,0.07,20.57,55.03,35.48,0.89,0.83,-21.70,-18.12
665,35.72,39.43,3.71,39.43,27.42,31.83,4.41,31.83,24.38,27.00,2.62,0.11,24.72,55.21,31.73,0.88,0.87,-22.24,-23.55
666,41.61,37.66,3.95,41.61,32.33,28.45,3.88,32.33,27.06,24.89,2.17,0.08,19.94,50.75,31.80,0.82,0.89,-20.31,-23.56
667,34.92,34.00,0.91,34.92,29.12,30.14,1.01,30.14,25.29,24.78,0.51,0.02,17.96,47.52,30.46,0.89,0.86,-23.77,-22.41
668,38.55,34.58,3.97,38.55,33.49,30.38,3.11,33.49,27.26,25.89,1.36,0.04,18.80,46.58,28.73,0.93,0.85,-28.10,-22.69
669,39.62,36.95,2.67,39.62,29.01,28.45,0.56,29.01,25.22,24.12,1.11,0.11,23.70,56.57,34.06,0.89,0.82,-24.16,-17.39
670,35.52,34.60,0.92,35.52,31.14,29.90,1.25,31.14,27.14,25.71,1.43,0.02,22.73,49.19,27.59,0.88,0.89,-24.69,-24.59
671,37.67,38.59,0.92,38.59,31.04,30.84,0.20,31.04,26.74,26.70,0.04,0.05,31.55,59.05,29.08,0.87,0.83,-23.01,-22.51
672,36.38,38.81,2.43,38.81,29.94,32.81,2.87,32.81,25.17,27.04,1.88,0.04,24.37,51.48,28.32,0.84,0.92,-20.23,-27.89
673,36.97,38.04,1.06,38.04,29.24,31.44,2.20,31.44,24.00,25.22,1.22,0.04,16.53,49.65,33.95,0.84,0.88,-19.76,-23.43
674,37.36,37.64,0.29,37.64,29.15,32.41,3.26,32.41,25.05,27.51,2.46,0.08,20.18,46.95,27.78,0.80,0.92,-19.55,-27.64
675,40.37,38.13,2.24,40.37,29.15,31.92,2.77,31.92,26.60,27.49,0.89,0.09,26.08,55.29,30.51,0.83,0.93,-20.63,-27.91
676,39.67,32.99,6.68,39.67,33.38,26.27,7.11,33.38,28.19,23.60,4.59,0.07,20.76,49.54,29.82,0.89,0.84,-26.43,-19.47
677,38.03,40.06,2.03,40.06,31.16,31.50,0.34,31.50,24.85,27.29,2.43,0.10,23.04,53.23,31.34,0.84,0.87,-21.09,-23.51
678,47.87,35.19,12.68,47.87,33.40,28.39,5.02,33.40,30.12,23.61,6.51,0.09,19.22,48.57,30.31,0.93,0.87,-26.72,-22.63
679,37.71,30.89,6.82,37.71,31.17,27.01,4.17,31.17,27.40,23.29,4.11,0.04,25.55,54.71,30.44,0.89,0.84,-26.13,-19.23
680,39.18,35.67,3.51,39.18,33.63,27.81,5.81,33.63,27.76,23.81,3.94,0.08,31.68,59.41,29.32,0.90,0.80,-27.83,-18.08
681,40.34,38.68,1.66,40.34,29.77,32.71,2.94,32.71,25.73,26.99,1.26,0.09,16.68,46.18,30.33,0.85,0.88,-21.44,-24.95
682,41.90,34.63,7.27,41.90,30.48,28.80,1.68,30.48,27.53,24.67,2.86,0.06,19.96,51.22,32.25,0.91,0.85,-25.52,-21.01
683,45.37,35.18,10.19,45.37,31.70,30.42,1.27,31.70,27.74,25.07,2.67,0.07,18.92,51.31,33.34,0.86,0.91,-21.10,-25.29
684,36.21,30.28,5.93,36.21,30.34,26.51,3.82,30.34,26.73,23.31,3.42,0.02,18.99,48.24,30.20,0.92,0.88,-25.75,-21.50
685,36.07,35.74,0.33,36.07,29.85,27.64,2.22,29.85,25.87,24.18,1.69,0.04,19.50,51.23,32.71,0.86,0.85,-21.91,-20.50
686,42.50,34.12,8.37,42.50,28.73,29.99,1.26,29.99,26.03,23.98,2.05,0.04,23.57,54.80,32.42,0.88,0.90,-21.99,-23.47
687,34.64,39.89,5.25,39.89,27.73,32.52,4.78,32.52,23.44,27.22,3.78,0.04,22.54,53.07,31.66,0.78,0.90,-16.42,-26.66
688,33.20,37.71,4.51,37.71,26.37,32.39,6.02,32.39,23.38,26.97,3.59,0.06,18.82,47.96,30.07,0.83,0.91,-19.51,-26.81
689,36.86,31.91,4.95,36.86,31.57,25.67,5.90,31.57,27.08,22.28,4.80,0.04,20.29,49.76,30.48,0.93,0.84,-27.03,-18.87
690,39.67,36.76,2.91,39.67,33.79,29.78,4.01,33.79,30.14,26.39,3.75,0.06,21.34,48.31,28.03,0.93,0.85,-29.28,-22.48
691,35.23,37.57,2.34,37.57,27.71,27.78,0.07,27.78,24.66,23.93,0.73,0.08,27.37,60.74,34.74,0.86,0.84,-20.97,-18.68
692,39.72,39.03,0.69,39.72,31.31,27.46,3.85,31.31,26.29,24.74,1.55,0.12,34.85,67.69,34.58,0.90,0.86,-24.11,-19.83
693,34.47,27.65,6.81,34.47,28.68,24.16,4.52,28.68,24.52,20.45,4.07,0.03,21.94,55.05,34.21,0.90,0.80,-22.81,-14.76
694,39.07,40.02,0.95,40.02,32.06,29.72,2.34,32.06,26.63,26.05,0.58,0.05,21.74,53.75,33.10,0.86,0.87,-23.27,-22.40
695,33.96,37.47,3.51,37.47,29.43,31.09,1.66,31.09,25.89,26.39,0.50,0.07,18.82,46.12,28.24,0.91,0.85,-25.66,-23.29
696,36.06,36.50,0.44,36.50,30.05,26.25,3.80,30.05,25.79,23.47,2.31,0.08,23.68,53.82,31.32,0.92,0.83,-26.04,-17.95
697,38.06,34.18,3.89,38.06,30.50,30.38,0.12,30.50,26.35,25.02,1.34,0.05,25.25,55.16,31.18,0.91,0.87,-24.79,-23.06
698,32.27,29.12,3.16,32.27,24.40,25.10,0.70,25.10,22.73,22.71,0.02,0.05,22.88,55.91,34.18,0.88,0.88,-19.00,-20.50
699,31.59,36.63,5.04,36.63,28.92,29.18,0.27,29.18,24.12,25.77,1.65,0.04,21.83,53.80,33.07,0.90,0.89,-22.99,-22.72
700,36.30,33.93,2.37,36.30,29.79,26.09,3.71,29.79,26.23,22.40,3.83,0.05,19.51,53.03,34.50,0.89,0.80,-24.38,-16.39
701,44.22,36.33,7.89,44.22,29.41,30.55,1.14,30.55,26.62,24.14,2.48,0.06,19.68,53.15,34.45,0.86,0.89,-20.89,-23.10
702,35.94,35.98,0.04,35.98,29.61,28.78,0.83,29.61,25.52,24.77,0.76,0.05,23.91,53.25,30.53,0.88,0.88,-22.51,-23.31
703,34.48,38.84,4.35,38.84,25.81,28.72,2.91,28.72,23.10,25.10,2.01,0.11,21.11,53.03,32.98,0.90,0.87,-22.34,-20.98
704,38.09,36.48,1.61,38.09,33.44,28.46,4.98,33.44,27.75,24.57,3.18,0.04,23.49,52.70,30.38,0.88,0.80,-26.68,-18.08
705,35.62,41.42,5.80,41.42,28.32,30.85,2.53,30.85,24.06,27.26,3.20,0.13,17.80,49.20,32.29,0.88,0.91,-21.84,-23.95
706,32.85,36.98,4.13,36.98,27.10,30.72,3.62,30.72,23.98,26.82,2.84,0.05,24.12,52.88,29.96,0.89,0.89,-22.48,-24.14
707,34.42,36.92,2.50,36.92,29.07,30.10,1.03,30.10,25.37,25.88,0.51,0.07,19.94,48.46,29.51,0.92,0.86,-25.60,-22.41
708,38.50,37.70,0.79,38.50,31.63,28.63,3.00,31.63,28.37,25.91,2.47,0.05,26.34,55.54,30.52,0.90,0.87,-25.49,-22.83
709,33.66,43.12,9.46,43.12,29.44,33.41,3.97,33.41,23.83,29.09,5.26,0.08,29.53,59.24,31.19,0.78,0.93,-18.15,-27.77
710,33.22,40.92,7.70,40.92,29.30,31.35,2.05,31.35,24.60,28.18,3.58,0.07,21.75,50.32,29.66,0.87,0.90,-23.09,-25.94
711,39.58,42.44,2.86,42.44,29.15,33.22,4.07,33.22,24.41,27.35,2.94,0.15,16.76,45.00,29.07,0.82,0.87,-19.43,-25.12
712,35.01,39.59,4.59,39.59,26.21,31.72,5.51,31.72,23.29,26.43,3.14,0.08,26.41,58.67,33.58,0.84,0.86,-18.33,-22.60
713,42.85,37.40,5.45,42.85,30.38,28.83,1.55,30.38,26.55,24.20,2.35,0.09,19.18,51.04,32.82,0.89,0.89,-23.09,-22.60
714,40.33,35.36,4.97,40.33,30.49,28.27,2.23,30.49,26.26,24.75,1.51,0.06,21.63,54.15,33.60,0.84,0.89,-20.48,-23.08
715,36.86,32.59,4.27,36.86,30.60,28.06,2.54,30.60,26.62,24.56,2.06,0.02,28.50,57.43,30.35,0.90,0.90,-24.73,-24.34
716,29.12,43.51,14.39,43.51,24.07,32.35,8.28,32.35,21.92,29.05,7.12,0.09,19.26,50.95,32.65,0.84,0.90,-18.30,-25.64
717,35.70,31.80,3.90,35.70,27.78,25.92,1.86,27.78,24.41,21.94,2.47,0.06,18.96,53.84,35.83,0.88,0.83,-20.86,-17.03
718,36.49,37.06,0.57,37.06,30.47,30.55,0.08,30.55,25.19,26.62,1.43,0.06,27.91,56.56,30.04,0.85,0.93,-21.21,-27.53
719,42.46,36.32,6.14,42.46,31.92,28.30,3.62,31.92,27.32,25.11,2.21,0.10,15.74,46.87,31.91,0.88,0.84,-25.02,-20.30
720,36.00,35.77,0.23,36.00,28.89,28.94,0.06,28.94,26.17,25.57,0.61,0.05,21.58,50.02,29.52,0.92,0.90,-24.49,-24.66
721,39.97,33.06,6.92,39.97,26.18,28.26,2.08,28.26,23.78,23.10,0.68,0.07,25.03,61.09,37.31,0.85,0.87,-17.70,-21.26
722,36.76,38.72,1.96,38.72,28.66,28.37,0.29,28.66,25.41,25.87,0.46,0.08,28.82,59.93,32.55,0.91,0.86,-25.33,-20.49
723,39.59,35.99,3.59,39.59,28.49,27.06,1.43,28.49,26.34,23.86,2.49,0.08,23.50,54.98,32.66,0.85,0.90,-20.59,-22.88
724,38.31,35.70,2.61,38.31,31.79,26.90,4.89,31.79,26.94,23.76,3.18,0.04,26.23,58.12,33.20,0.92,0.84,-25.75,-19.30
725,32.20,39.30,7.10,39.30,27.32,30.51,3.19,30.51,23.27,26.91,3.64,0.05,21.52,52.11,31.66,0.83,0.91,-18.47,-26.96
726,35.11,38.51,3.39,38.51,30.61,28.42,2.19,30.61,25.99,24.79,1.20,0.05,20.90,49.22,29.37,0.90,0.85,-25.43,-20.73
727,32.74,47.50,14.76,47.50,29.07,36.02,6.94,36.02,23.11,31.26,8.15,0.26,18.01,45.00,27.89,0.82,0.87,-20.60,-26.35
728,29.38,34.91,5.53,34.91,25.30,27.52,2.22,27.52,22.26,24.63,2.37,0.04,33.87,67.79,35.61,0.86,0.86,-18.77,-20.37
729,35.71,35.71,0.00,35.71,28.71,28.53,0.18,28.71,24.05,25.04,0.99,0.07,24.57,56.14,32.79,0.85,0.90,-19.35,-23.76
730,30.14,34.67,4.53,34.67,26.34,30.62,4.28,30.62,23.59,26.71,3.12,0.01,26.56,54.40,29.17,0.87,0.87,-21.15,-23.96
731,37.49,42.16,4.67,42.16,26.68,30.10,3.42,30.10,23.98,27.29,3.30,0.09,16.70,47.59,31.73,0.83,0.86,-19.73,-22.60
732,33.02,33.25,0.23,33.25,28.03,28.75,0.72,28.75,24.66,25.79,1.13,0.02,21.20,52.65,32.50,0.84,0.90,-20.37,-24.46
733,33.04,40.31,7.26,40.31,29.44,29.79,0.35,29.79,24.11,26.49,2.38,0.08,19.82,48.70,29.86,0.83,0.83,-22.04,-20.26
734,41.17,30.86,10.30,41.17,29.86,26.25,3.61,29.86,26.32,21.81,4.51,0.07,21.53,54.24,33.79,0.83,0.84,-19.40,-19.06
735,37.36,37.92,0.56,37.92,27.65,32.01,4.36,32.01,25.39,27.27,1.88,0.09,27.06,54.41,28.71,0.86,0.90,-22.27,-25.99
736,37.10,36.92,0.18,37.10,28.75,27.00,1.76,28.75,23.99,24.77,0.78,0.07,23.03,55.31,33.43,0.83,0.88,-19.57,-21.81
737,36.95,37.36,0.41,37.36,29.11,30.92,1.80,30.92,25.61,27.19,1.57,0.05,19.34,47.49,29.11,0.89,0.86,-24.54,-23.15
738,38.61,35.10,3.51,38.61,30.62,30.02,0.60,30.62,26.44,25.53,0.91,0.06,24.11,51.58,28.68,0.85,0.90,-21.63,-26.60
739,32.94,40.55,7.61,40.55,26.60,33.56,6.96,33.56,23.71,28.79,5.07,0.11,21.96,47.43,26.57,0.84,0.91,-19.75,-28.91
740,38.15,31.18,6.96,38.15,31.11,26.74,4.38,31.11,26.07,23.05,3.02,0.04,24.75,56.48,32.98,0.87,0.85,-22.58,-19.89
741,33.57,34.04,0.47,34.04,22.74,26.11,3.37,26.11,21.51,22.90,1.39,0.08,17.76,52.61,35.74,0.84,0.90,-16.13,-21.24
742,39.48,35.72,3.76,39.48,34.04,28.62,5.42,34.04,28.80,25.94,2.86,0.06,24.10,51.04,28.14,0.88,0.85,-26.44,-22.47
743,37.08,36.59,0.49,37.08,31.06,29.01,2.05,31.06,26.47,25.26,1.21,0.09,21.98,51.32,30.44,0.86,0.87,-23.31,-22.21
744,36.57,33.94,2.63,36.57,31.07,23.03,8.04,31.07,26.27,21.91,4.36,0.06,24.08,56.15,33.28,0.92,0.85,-25.90,-18.07
745,34.60,37.34,2.74,37.34,29.34,28.68,0.66,29.34,25.85,25.93,0.08,0.06,37.25,67.27,31.89,0.90,0.84,-25.40,-20.40
746,38.15,35.27,2.88,38.15,29.43,27.76,1.67,29.43,25.63,23.89,1.74,0.08,23.35,55.37,33.19,0.86,0.88,-20.76,-21.88
747,37.21,38.60,1.39,38.60,28.44,29.58,1.14,29.58,24.66,25.10,0.44,0.08,15.43,45.00,30.34,0.87,0.88,-21.87,-22.93
748,38.09,31.78,6.31,38.09,30.46,27.60,2.86,30.46,25.62,23.27,2.35,0.01,27.04,60.25,34.56,0.86,0.90,-20.56,-22.78
749,33.43,38.28,4.85,38.28,28.77,30.76,2.00,30.76,23.73,26.54,2.81,0.04,23.36,54.74,32.56,0.86,0.88,-21.64,-23.28
750,36.48,35.74,0.74,36.48,29.68,30.05,0.37,30.05,26.04,25.91,0.13,0.10,23.87,52.83,30.15,0.90,0.87,-26.21,-22.20
751,33.63,39.51,5.87,39.51,25.61,35.90,10.29,35.90,23.53,28.99,5.46,0.12,18.87,45.00,27.07,0.81,0.89,-18.20,-27.78
752,38.72,43.33,4.61,43.33,29.07,32.30,3.23,32.30,26.11,27.54,1.43,0.11,24.31,52.56,29.47,0.86,0.91,-23.22,-26.14
753,38.15,35.23,2.91,38.15,29.29,30.22,0.93,30.22,24.71,24.48,0.24,0.03,25.21,56.67,32.72,0.81,0.89,-17.79,-24.27
754,33.43,36.75,3.32,36.75,26.36,27.20,0.84,27.20,24.12,25.43,1.31,0.06,22.47,52.79,31.45,0.83,0.87,-18.95,-22.39
755,43.07,33.33,9.73,43.07,29.35,27.45,1.90,29.35,26.71,23.52,3.19,0.06,22.47,54.48,33.13,0.85,0.93,-20.08,-25.27
756,35.13,37.20,2.07,37.20,26.67,30.67,4.00,30.67,23.95,26.85,2.90,0.04,23.00,53.17,31.32,0.85,0.92,-19.47,-26.41
757,35.14,34.59,0.55,35.14,25.06,29.75,4.69,29.75,23.82,24.90,1.08,0.05,29.89,61.78,33.39,0.87,0.90,-18.91,-24.09
758,35.84,39.13,3.29,39.13,25.97,28.70,2.72,28.70,23.67,25.03,1.35,0.10,25.00,57.28,33.53,0.94,0.89,-23.56,-21.40
759,31.36,40.77,9.41,40.77,24.91,30.45,5.53,30.45,21.45,26.27,4.81,0.13,29.85,65.17,36.81,0.87,0.86,-20.50,-19.74
760,35.27,41.72,6.44,41.72,30.81,29.09,1.71,30.81,25.70,25.54,0.17,0.09,25.20,54.23,30.28,0.87,0.83,-24.36,-19.38
761,35.11,38.47,3.35,38.47,27.11,33.65,6.54,33.65,24.48,27.53,3.05,0.04,26.76,56.83,31.41,0.79,0.92,-18.23,-29.02
762,40.72,41.59,0.87,41.59,31.79,30.45,1.34,31.79,27.12,26.22,0.89,0.13,27.68,57.71,31.41,0.86,0.91,-22.75,-24.95
763,32.45,42.18,9.74,42.18,27.28,35.14,7.86,35.14,22.66,29.56,6.90,0.13,17.19,45.51,29.18,0.83,0.91,-20.55,-27.04
764,36.27,34.57,1.69,36.27,29.26,29.63,0.37,29.63,26.30,25.43,0.87,0.03,24.99,55.02,31.28,0.90,0.88,-25.37,-22.42
765,36.75,33.50,3.25,36.75,29.97,28.51,1.46,29.97,24.82,24.76,0.06,0.04,30.20,61.01,32.32,0.85,0.85,-20.43,-21.81
766,34.65,39.90,5.25,39.90,29.22,31.96,2.74,31.96,24.01,27.31,3.31,0.06,22.99,51.32,29.47,0.85,0.88,-21.70,-25.46
767,36.99,39.66,2.67,39.66,30.68,30.19,0.48,30.68,24.92,25.87,0.95,0.07,18.90,47.68,29.72,0.86,0.88,-22.50,-23.17
768,36.57,32.62,3.95,36.57,30.33,26.33,4.00,30.33,26.39,23.61,2.78,0.05,22.80,53.43,31.77,0.92,0.83,-27.39,-18.45
769,39.52,32.82,6.70,39.52,30.54,27.73,2.81,30.54,26.34,24.84,1.50,0.04,23.94,54.44,31.70,0.89,0.88,-23.37,-22.86
770,36.06,37.08,1.02,37.08,30.41,30.65,0.24,30.65,26.56,25.86,0.70,0.07,18.49,45.00,27.43,0.95,0.88,-27.34,-24.01
771,38.22,36.68,1.54,38.22,32.23,27.23,5.00,32.23,26.62,23.18,3.45,0.06,23.84,56.60,33.95,0.91,0.87,-24.77,-21.11
772,32.46,33.54,1.08,33.54,27.08,27.77,0.69,27.77,23.45,23.78,0.33,0.04,24.23,56.76,33.75,0.90,0.85,-22.85,-19.50
773,38.84,38.62,0.22,38.84,30.40,31.03,0.63,31.03,26.70,26.58,0.12,0.06,24.00,52.65,29.86,0.83,0.86,-21.96,-23.50
774,34.55,38.38,3.84,38.38,25.14,26.75,1.61,26.75,21.78,23.42,1.64,0.08,31.12,68.64,39.07,0.85,0.86,-16.30,-19.72
775,35.58,35.05,0.53,35.58,30.32,28.57,1.75,30.32,24.74,25.07,0.33,0.04,34.34,64.93,32.31,0.91,0.88,-23.86,-21.96
776,28.50,39.92,11.42,39.92,21.29,30.40,9.11,30.40,20.05,27.74,7.68,0.11,20.38,54.02,34.67,0.84,0.93,-15.66,-25.90
777,35.75,39.23,3.49,39.23,29.63,28.73,0.90,29.63,25.72,26.09,0.37,0.05,19.44,48.79,30.32,0.93,0.84,-26.74,-20.99
778,34.26,40.43,6.17,40.43,28.50,26.30,2.20,28.50,24.87,23.15,1.72,0.08,22.61,55.92,34.44,0.89,0.80,-23.08,-14.96
779,35.84,33.25,2.59,35.84,25.87,29.07,3.20,29.07,24.08,24.24,0.16,0.06,20.18,50.99,31.82,0.87,0.86,-20.55,-21.52
780,38.09,37.08,1.01,38.09,31.11,30.01,1.10,31.11,26.37,25.13,1.24,0.05,21.65,50.62,30.05,0.87,0.94,-22.90,-25.96
781,33.60,36.10,2.50,36.10,29.55,30.35,0.80,30.35,24.66,26.38,1.72,0.05,21.90,51.78,30.97,0.87,0.87,-22.01,-23.03
782,33.81,38.39,4.58,38.39,27.63,33.19,5.56,33.19,24.80,27.89,3.09,0.10,33.08,60.92,29.49,0.83,0.87,-21.08,-24.86
783,37.10,34.59,2.51,37.10,29.21,29.62,0.41,29.62,25.79,26.05,0.25,0.03,25.61,53.70,29.38,0.85,0.90,-21.90,-25.17
784,38.95,36.67,2.28,38.95,30.65,29.59,1.06,30.65,25.69,24.37,1.32,0.08,25.49,56.82,32.61,0.90,0.85,-23.16,-21.31
785,37.88,35.30,2.58,37.88,29.00,29.38,0.38,29.38,25.82,24.47,1.35,0.06,13.68,45.00,32.00,0.88,0.80,-24.17,-17.50
786,31.56,30.29,1.27,31.56,20.90,24.08,3.18,24.08,19.39,20.36,0.97,0.08,19.33,57.26,38.90,0.85,0.85,-14.77,-16.34
787,33.97,34.49,0.52,34.49,30.44,28.65,1.78,30.44,25.33,25.39,0.07,0.02,21.69,51.33,30.73,0.84,0.87,-21.17,-23.34
788,32.20,38.30,6.09,38.30,28.00,30.23,2.22,30.23,24.37,27.38,3.01,0.05,25.83,54.47,29.93,0.85,0.93,-21.23,-26.15
789,34.02,36.04,2.01,36.04,29.22,31.37,2.15,31.37,24.35,27.35,3.00,0.09,21.27,47.56,27.35,0.86,0.90,-23.76,-25.49
790,40.99,32.74,8.25,40.99,33.02,27.31,5.71,33.02,27.35,23.42,3.93,0.06,23.67,53.97,31.49,0.92,0.86,-26.56,-20.14
791,34.87,33.20,1.67,34.87,29.88,29.16,0.71,29.88,26.92,24.65,2.26,0.03,24.89,54.90,31.25,0.92,0.85,-26.12,-21.22
792,35.07,33.41,1.65,35.07,31.56,24.06,7.51,31.56,26.52,21.97,4.55,0.02,23.91,55.66,32.95,0.87,0.83,-23.76,-17.51
793,36.11,33.47,2.64,36.11,29.34,30.36,1.02,30.36,25.28,24.70,0.58,0.02,26.67,53.91,28.57,0.80,0.89,-18.25,-26.16
794,33.92,34.99,1.07,34.99,27.10,30.00,2.89,30.00,23.91,25.23,1.31,0.02,20.37,50.30,30.95,0.81,0.90,-17.59,-25.01
795,31.26,36.41,5.15,36.41,27.94,29.16,1.23,29.16,24.11,24.66,0.56,0.05,17.35,48.71,32.22,0.90,0.83,-23.99,-18.72
796,38.22,38.46,0.25,38.46,28.50,29.74,1.24,29.74,25.40,26.06,0.66,0.11,22.28,52.31,31.15,0.88,0.90,-22.50,-24.03
797,39.45,33.95,5.49,39.45,30.94,28.82,2.12,30.94,26.28,23.72,2.57,0.06,29.55,59.80,31.73,0.86,0.90,-21.13,-24.30
798,37.12,37.10,0.01,37.12,30.98,31.93,0.95,31.93,25.16,26.55,1.39,0.05,25.17,54.57,30.66,0.87,0.89,-22.76,-25.16
799,36.38,35.68,0.70,36.38,31.26,27.73,3.53,31.26,26.01,23.47,2.54,0.04,18.71,50.15,32.37,0.89,0.87,-23.74,-21.76
800,41.06,38.48,2.57,41.06,30.81,26.49,4.32,30.81,26.59,24.51,2.08,0.10,16.86,47.22,31.21,0.91,0.81,-24.65,-17.86
801,39.95,36.01,3.94,39.95,30.12,27.67,2.45,30.12,25.64,23.64,1.99,0.06,28.11,60.73,34.03,0.81,0.85,-18.20,-20.36
802,30.34,29.41,0.93,30.34,24.88,19.21,5.68,24.88,21.64,17.94,3.70,0.04,28.10,69.33,42.64,0.85,0.81,-17.49,-10.23
803,37.74,34.87,2.87,37.74,28.78,27.77,1.01,28.78,25.43,24.07,1.36,0.08,27.31,59.14,33.19,0.90,0.88,-23.21,-21.57
804,32.29,35.36,3.08,35.36,27.26,28.46,1.20,28.46,23.40,23.95,0.55,0.08,19.70,52.77,34.06,0.85,0.82,-20.14,-17.82
805,33.94,34.24,0.30,34.24,27.66,28.99,1.33,28.99,23.32,23.42,0.10,0.07,14.72,48.16,34.18,0.89,0.87,-21.87,-20.54
806,33.58,41.46,7.87,41.46,28.57,28.12,0.45,28.57,24.38,24.94,0.57,0.08,22.46,54.61,33.27,0.88,0.81,-23.57,-17.09
807,33.85,38.63,4.77,38.63,27.15,29.62,2.47,29.62,23.09,25.32,2.24,0.14,19.48,51.54,33.03,0.85,0.88,-19.44,-22.74
808,40.06,37.87,2.19,40.06,30.29,26.91,3.37,30.29,26.64,24.63,2.01,0.09,24.52,56.12,32.83,0.85,0.81,-22.99,-18.23
