,CVaR0,CVaR1,$|CVaR_2 - CVaR_1|$,Max CVaR,VaR0,VaR1,$|VaR_2 - VaR_1|$,Max VaR,NetLoss0,NetLoss1,$|L_2 - L_1|$,$P(L > Q(0.6))$,Required Capital,Payout CVaR,Average Cost,s_1,s_2
113,37.79,36.33,1.46,37.79,27.90,31.13,3.22,31.13,25.63,26.15,0.53,0.06,62.53,90.00,30.59,28.26,30.03
114,35.94,32.86,3.09,35.94,25.84,25.65,0.19,25.84,24.87,23.38,1.49,0.04,57.56,90.00,35.32,26.94,25.85
115,33.00,31.07,1.93,33.00,25.66,26.22,0.56,26.22,24.43,24.42,0.02,0.04,54.43,90.00,38.29,26.80,27.07
116,38.48,40.01,1.53,40.01,29.03,25.81,3.22,29.03,27.25,25.20,2.05,0.07,53.92,90.00,38.78,28.94,25.78
117,28.77,32.10,3.33,32.10,22.01,24.18,2.17,24.18,20.49,22.16,1.67,0.05,54.25,90.00,38.46,22.32,24.35
118,33.06,38.94,5.87,38.94,26.57,26.13,0.44,26.57,24.07,25.40,1.33,0.06,52.27,90.00,40.34,26.46,25.79
119,34.32,33.02,1.30,34.32,25.04,24.98,0.07,25.04,23.42,23.84,0.42,0.05,56.67,90.00,36.16,25.53,26.42
120,36.05,36.86,0.81,36.86,28.54,28.33,0.21,28.54,26.36,26.09,0.27,0.05,58.51,90.00,34.41,28.40,28.06
121,37.93,35.69,2.24,37.93,26.30,26.99,0.69,26.99,25.23,25.40,0.17,0.08,58.75,90.00,34.19,27.44,28.45
122,35.08,33.20,1.88,35.08,28.93,28.25,0.68,28.93,26.34,25.00,1.35,0.02,58.77,90.00,34.17,29.16,27.90
123,33.00,38.45,5.45,38.45,23.69,30.34,6.65,30.34,22.16,26.32,4.16,0.04,53.56,90.00,39.12,23.97,29.77
124,29.32,31.95,2.62,31.95,26.50,27.40,0.90,27.40,23.30,23.92,0.63,0.02,60.66,90.00,32.37,26.82,27.56
125,35.45,32.18,3.27,35.45,27.93,26.78,1.15,27.93,25.20,23.77,1.43,0.06,59.34,90.00,33.63,28.63,27.51
126,32.88,32.30,0.59,32.88,25.16,25.86,0.70,25.86,23.71,23.77,0.05,0.02,51.20,90.00,41.36,25.24,25.87
127,30.72,28.88,1.84,30.72,25.88,24.61,1.26,25.88,22.96,22.19,0.77,0.05,62.76,90.00,30.38,27.38,26.26
128,40.35,39.32,1.03,40.35,31.04,27.96,3.09,31.04,27.79,26.59,1.19,0.04,54.76,90.00,37.98,30.72,28.31
129,33.87,32.04,1.83,33.87,25.79,26.04,0.25,26.04,24.76,24.32,0.44,0.03,53.49,90.00,39.19,26.88,26.68
130,32.82,29.27,3.56,32.82,25.85,22.44,3.42,25.85,23.96,20.67,3.29,0.03,54.53,90.00,38.20,26.39,23.25
131,35.40,34.52,0.88,35.40,27.58,25.92,1.66,27.58,25.79,24.59,1.19,0.09,58.20,90.00,34.71,27.96,27.00
132,32.88,32.87,0.01,32.88,29.91,27.47,2.44,29.91,24.57,24.08,0.49,0.01,57.16,90.00,35.70,28.07,26.71
133,38.20,36.71,1.49,38.20,30.77,29.70,1.07,30.77,27.65,25.68,1.97,0.03,55.71,90.00,37.07,29.82,27.59
134,33.30,37.36,4.05,37.36,19.86,29.07,9.22,29.07,19.59,26.69,7.10,0.07,53.71,90.00,38.98,19.75,29.70
135,30.79,31.31,0.53,31.31,27.81,25.57,2.24,27.81,24.81,24.05,0.76,0.03,60.26,90.00,32.75,29.43,26.89
136,29.54,40.54,10.99,40.54,20.77,28.56,7.78,28.56,20.36,26.33,5.97,0.08,53.10,90.00,39.55,21.57,28.39
137,33.74,37.28,3.54,37.28,28.20,29.76,1.56,29.76,25.92,27.82,1.90,0.03,58.52,90.00,34.41,28.97,29.94
138,30.85,30.55,0.30,30.85,26.04,26.00,0.04,26.04,23.41,23.28,0.13,0.02,54.63,90.00,38.10,26.28,26.76
139,32.35,29.28,3.07,32.35,25.10,23.56,1.53,25.10,22.77,21.58,1.19,0.03,55.51,90.00,37.27,26.20,24.34
140,32.43,33.95,1.51,33.95,25.51,25.99,0.48,25.99,23.49,24.06,0.57,0.05,58.16,90.00,34.75,26.76,26.70
141,29.06,33.55,4.48,33.55,24.52,24.45,0.07,24.52,22.40,23.18,0.78,0.06,56.15,90.00,36.66,25.55,25.45
142,34.78,36.76,1.98,36.76,28.17,28.22,0.05,28.22,25.42,25.33,0.09,0.06,59.36,90.00,33.61,29.10,29.03
143,31.34,30.49,0.85,31.34,27.88,26.87,1.01,27.88,24.76,22.96,1.80,0.02,60.88,90.00,32.16,29.10,27.15
144,33.35,32.66,0.68,33.35,28.60,25.18,3.42,28.60,25.15,22.62,2.53,0.07,60.08,90.00,32.92,29.29,25.99
145,31.33,28.01,3.31,31.33,27.00,25.82,1.18,27.00,23.63,22.90,0.72,0.02,60.25,90.00,32.76,27.56,26.18
146,36.25,36.07,0.18,36.25,25.98,26.14,0.17,26.14,24.76,24.67,0.10,0.07,53.75,90.00,38.94,26.50,27.02
147,32.19,33.44,1.25,33.44,24.72,28.53,3.81,28.53,22.00,24.20,2.19,0.01,55.44,90.00,37.33,24.06,27.52
148,32.98,30.01,2.97,32.98,26.76,26.88,0.12,26.88,24.24,23.78,0.46,0.03,58.67,90.00,34.26,27.10,28.06
149,29.88,35.13,5.25,35.13,26.69,26.55,0.15,26.69,24.21,25.27,1.05,0.05,56.90,90.00,35.95,27.71,27.00
150,35.69,36.99,1.30,36.99,26.46,27.08,0.63,27.08,23.95,24.04,0.08,0.07,57.25,90.00,35.61,27.23,26.36
151,35.04,34.27,0.77,35.04,28.94,28.36,0.58,28.94,27.64,26.87,0.77,0.04,54.92,90.00,37.82,29.76,29.02
152,36.08,36.31,0.23,36.31,26.74,27.49,0.75,27.49,25.56,25.05,0.51,0.05,55.42,90.00,37.35,27.19,27.18
153,32.81,33.55,0.74,33.55,22.07,27.02,4.95,27.02,21.22,23.62,2.40,0.05,59.74,90.00,33.25,22.62,27.97
154,34.89,32.72,2.17,34.89,26.76,25.56,1.19,26.76,24.01,23.52,0.49,0.02,51.67,90.00,40.91,25.84,25.41
155,36.28,33.35,2.93,36.28,28.80,26.68,2.12,28.80,25.87,24.47,1.40,0.05,55.63,90.00,37.15,28.06,26.61
156,36.70,43.36,6.65,43.36,26.27,27.64,1.37,27.64,25.16,27.20,2.04,0.06,51.46,90.00,41.11,26.81,27.35
157,33.63,35.01,1.38,35.01,27.72,26.37,1.34,27.72,24.33,24.76,0.42,0.05,56.47,90.00,36.35,27.82,26.60
158,32.56,33.97,1.41,33.97,26.87,25.68,1.18,26.87,24.26,23.92,0.35,0.07,59.74,90.00,33.25,27.57,26.40
159,32.73,34.00,1.27,34.00,28.96,28.03,0.93,28.96,26.31,25.79,0.52,0.02,58.69,90.00,34.25,29.77,28.45
160,30.38,35.59,5.21,35.59,26.46,28.87,2.40,28.87,23.19,25.16,1.96,0.05,61.69,90.00,31.39,27.51,30.10
161,40.09,36.28,3.81,40.09,28.09,27.20,0.90,28.09,27.59,25.91,1.68,0.03,51.42,90.00,41.15,28.46,26.67
162,37.79,38.17,0.38,38.17,25.64,26.15,0.51,26.15,24.39,25.59,1.20,0.12,61.24,90.00,31.82,26.15,27.28
163,34.28,35.23,0.95,35.23,25.41,25.05,0.36,25.41,23.30,23.61,0.31,0.04,46.61,90.00,45.72,24.53,24.92
164,35.61,34.97,0.64,35.61,29.20,27.06,2.14,29.20,25.36,25.40,0.04,0.06,57.55,90.00,35.33,28.00,27.92
165,32.25,31.67,0.58,32.25,26.91,26.86,0.05,26.91,22.99,23.35,0.36,0.03,61.95,90.00,31.15,27.35,27.46
166,34.25,35.84,1.59,35.84,25.88,24.12,1.76,25.88,22.92,22.16,0.76,0.04,45.44,90.00,46.83,24.11,21.81
167,31.69,36.64,4.95,36.64,25.87,25.56,0.31,25.87,23.86,24.20,0.34,0.04,58.74,90.00,34.20,26.45,26.31
168,35.37,35.11,0.27,35.37,26.79,25.48,1.31,26.79,25.00,24.10,0.91,0.09,55.83,90.00,36.96,27.25,25.76
169,32.12,34.08,1.96,34.08,24.70,26.11,1.41,26.11,23.01,24.00,0.99,0.04,52.66,90.00,39.98,25.23,25.94
170,36.28,35.51,0.78,36.28,26.44,26.20,0.24,26.44,24.98,24.52,0.46,0.06,49.31,90.00,43.15,25.38,25.79
171,34.10,29.43,4.67,34.10,27.37,24.24,3.13,27.37,24.89,22.81,2.08,0.04,55.63,90.00,37.15,27.14,24.90
172,33.58,34.83,1.25,34.83,26.02,27.94,1.92,27.94,23.52,24.73,1.21,0.05,59.76,90.00,33.23,26.66,28.29
173,35.18,33.10,2.09,35.18,28.79,27.67,1.13,28.79,24.66,23.60,1.06,0.02,60.07,90.00,32.93,29.16,27.72
174,33.62,33.48,0.14,33.62,27.42,25.94,1.47,27.42,24.84,24.18,0.65,0.04,55.83,90.00,36.97,27.81,26.35
175,34.92,33.05,1.88,34.92,28.29,27.46,0.82,28.29,25.40,24.59,0.81,0.03,57.64,90.00,35.24,28.80,27.78
176,35.50,34.61,0.89,35.50,25.20,27.85,2.65,27.85,23.76,25.28,1.52,0.04,56.68,90.00,36.15,25.85,27.59
177,35.52,31.88,3.64,35.52,26.97,25.54,1.43,26.97,25.18,24.40,0.78,0.03,58.98,90.00,33.97,27.30,26.92
178,36.23,37.84,1.61,37.84,28.71,27.83,0.88,28.71,25.31,25.83,0.53,0.05,56.18,90.00,36.63,28.28,28.04
179,30.35,31.02,0.68,31.02,25.62,27.04,1.43,27.04,22.44,23.78,1.33,0.02,59.52,90.00,33.46,25.65,27.38
180,32.26,34.76,2.50,34.76,27.43,30.05,2.62,30.05,24.22,24.97,0.75,0.04,67.64,90.00,25.75,29.01,30.98
181,33.82,35.19,1.37,35.19,28.09,28.11,0.03,28.11,24.31,25.11,0.80,0.06,59.36,90.00,33.61,27.20,28.58
182,33.02,34.11,1.09,34.11,28.47,29.78,1.31,29.78,25.99,26.81,0.82,0.02,58.26,90.00,34.65,29.38,29.63
183,32.23,36.31,4.08,36.31,25.58,25.77,0.19,25.77,23.15,24.02,0.87,0.05,58.79,90.00,34.15,26.53,26.26
184,34.18,31.22,2.95,34.18,25.97,23.22,2.74,25.97,24.23,22.03,2.20,0.06,59.50,90.00,33.47,27.30,24.86
185,33.38,35.34,1.96,35.34,26.90,27.45,0.55,27.45,24.65,25.31,0.66,0.05,61.03,90.00,32.02,28.25,28.42
186,28.83,34.41,5.58,34.41,23.08,25.48,2.40,25.48,21.88,24.20,2.32,0.04,56.59,90.00,36.24,24.66,26.64
187,34.46,33.91,0.54,34.46,28.53,26.25,2.28,28.53,25.04,23.58,1.46,0.06,59.97,90.00,33.03,29.22,26.95
188,35.74,35.51,0.23,35.74,29.79,27.15,2.64,29.79,26.85,25.01,1.84,0.04,58.25,90.00,34.66,28.66,27.01
189,33.94,35.21,1.26,35.21,25.99,27.93,1.94,27.93,24.01,25.75,1.74,0.04,56.85,90.00,35.99,26.11,28.95
190,39.98,36.43,3.54,39.98,25.51,27.78,2.27,27.78,25.29,25.80,0.51,0.08,51.55,90.00,41.02,25.65,27.78
191,29.86,31.91,2.04,31.91,24.66,26.48,1.82,26.48,23.19,24.14,0.94,0.02,54.86,90.00,37.88,25.19,26.38
192,36.01,34.27,1.74,36.01,29.38,27.80,1.58,29.38,24.75,24.74,0.01,0.02,57.45,90.00,35.42,28.22,27.76
193,31.59,33.57,1.98,33.57,27.22,27.75,0.53,27.75,24.50,25.38,0.88,0.05,60.72,90.00,32.32,28.18,29.22
194,29.29,32.56,3.26,32.56,26.39,26.45,0.06,26.45,22.89,23.27,0.38,0.02,60.77,90.00,32.27,27.52,27.52
195,36.51,34.55,1.96,36.51,28.09,28.02,0.07,28.09,26.18,25.18,1.00,0.04,56.39,90.00,36.43,27.90,26.91
196,35.50,31.29,4.21,35.50,27.38,25.44,1.94,27.38,25.07,23.38,1.70,0.05,57.98,90.00,34.92,27.46,26.20
197,32.76,33.93,1.17,33.93,25.48,26.58,1.10,26.58,23.73,25.20,1.47,0.01,53.90,90.00,38.80,24.14,27.34
198,29.41,32.70,3.30,32.70,22.81,28.29,5.48,28.29,21.53,25.11,3.59,0.02,56.99,90.00,35.86,23.58,29.42
199,33.24,29.49,3.75,33.24,29.40,25.41,3.99,29.40,25.39,23.33,2.06,0.02,60.99,90.00,32.06,30.51,26.71
200,32.57,33.30,0.73,33.30,27.13,25.54,1.59,27.13,24.43,23.19,1.23,0.03,57.11,90.00,35.75,27.53,26.33
201,29.79,32.67,2.88,32.67,23.58,27.04,3.46,27.04,21.99,24.18,2.19,0.05,59.04,90.00,33.92,24.71,28.08
202,33.14,34.76,1.61,34.76,23.70,25.07,1.37,25.07,22.61,23.59,0.98,0.08,57.85,90.00,35.05,24.89,26.02
203,32.46,31.29,1.17,32.46,27.04,26.58,0.46,27.04,25.11,24.21,0.89,0.02,57.65,90.00,35.23,27.98,27.03
204,36.28,36.03,0.25,36.28,26.92,28.85,1.93,28.85,25.30,26.47,1.17,0.06,55.68,90.00,37.11,27.35,28.00
205,33.79,34.11,0.32,34.11,24.03,25.88,1.85,25.88,23.29,24.53,1.25,0.04,54.36,90.00,38.36,24.71,26.87
206,31.70,31.29,0.41,31.70,26.80,24.69,2.11,26.80,23.32,23.28,0.04,0.04,55.72,90.00,37.06,25.53,24.92
207,40.62,40.78,0.16,40.78,30.21,30.07,0.15,30.21,26.36,26.73,0.38,0.06,60.99,90.00,32.06,29.96,30.05
208,36.88,38.03,1.15,38.03,27.26,28.04,0.78,28.04,25.09,25.91,0.83,0.06,54.44,90.00,38.28,26.83,28.02
209,34.00,33.23,0.77,34.00,25.78,22.57,3.21,25.78,23.89,21.25,2.63,0.06,54.68,90.00,38.05,26.31,22.05
210,38.62,38.08,0.55,38.62,27.88,30.41,2.53,30.41,25.20,26.21,1.01,0.09,59.67,90.00,33.31,27.95,29.94
211,34.95,38.43,3.48,38.43,23.19,27.21,4.02,27.21,22.70,25.95,3.25,0.06,53.34,90.00,39.33,23.26,27.36
212,37.50,32.55,4.95,37.50,26.24,28.53,2.29,28.53,25.28,25.71,0.43,0.07,55.63,90.00,37.15,25.68,27.86
213,29.43,33.17,3.73,33.17,26.09,26.28,0.19,26.28,22.70,23.45,0.75,0.02,58.48,90.00,34.45,26.69,26.58
214,34.26,36.50,2.24,36.50,26.56,30.07,3.51,30.07,23.95,25.75,1.79,0.02,55.41,90.00,37.36,26.56,28.87
215,38.93,37.00,1.93,38.93,27.35,20.16,7.19,27.35,25.61,21.08,4.53,0.07,49.23,90.00,43.23,27.52,20.28
216,26.59,27.27,0.68,27.27,23.10,24.77,1.68,24.77,21.05,21.99,0.94,0.02,57.96,90.00,34.94,23.79,25.86
217,31.96,30.36,1.60,31.96,28.02,27.88,0.15,28.02,24.46,24.06,0.41,0.02,65.42,90.00,27.85,29.40,29.65
218,31.86,37.96,6.10,37.96,27.35,21.55,5.80,27.35,24.26,22.31,1.95,0.06,52.74,90.00,39.90,27.48,21.84
219,31.94,28.59,3.35,31.94,24.72,24.09,0.63,24.72,22.79,22.19,0.61,0.03,60.28,90.00,32.73,25.88,25.16
220,36.60,34.48,2.12,36.60,25.84,26.02,0.18,26.02,24.46,23.85,0.61,0.05,58.90,90.00,34.05,26.88,26.79
221,32.64,32.47,0.17,32.64,25.37,26.37,1.00,26.37,23.01,23.87,0.86,0.03,52.86,90.00,39.78,24.60,26.35
222,33.09,33.06,0.03,33.09,25.93,26.98,1.05,26.98,23.54,24.11,0.57,0.04,57.32,90.00,35.55,26.72,26.61
223,32.80,31.13,1.67,32.80,23.05,20.41,2.64,23.05,22.14,20.29,1.84,0.04,51.15,90.00,41.41,23.31,20.88
224,33.08,30.51,2.57,33.08,26.35,25.47,0.88,26.35,24.06,23.28,0.78,0.04,56.40,90.00,36.42,26.73,25.46
225,30.87,28.43,2.44,30.87,24.12,24.17,0.05,24.17,22.71,21.86,0.85,0.03,54.66,90.00,38.07,24.81,25.39
226,37.60,32.50,5.10,37.60,26.95,25.16,1.79,26.95,25.53,23.96,1.56,0.07,58.17,90.00,34.74,26.89,26.03
227,28.21,29.40,1.19,29.40,24.48,27.15,2.67,27.15,21.82,23.99,2.17,0.01,58.86,88.71,32.79,25.38,27.07
228,34.33,40.14,5.81,40.14,18.81,27.98,9.18,27.98,19.52,25.41,5.89,0.08,48.53,90.00,43.90,18.82,26.55
229,30.42,33.47,3.05,33.47,25.36,27.81,2.45,27.81,23.19,25.54,2.35,0.04,54.70,90.00,38.03,25.67,27.28
230,32.17,32.75,0.58,32.75,24.01,24.59,0.58,24.59,22.89,23.07,0.19,0.04,52.82,90.00,39.82,24.35,24.45
231,31.28,32.33,1.06,32.33,27.94,28.84,0.90,28.84,23.97,24.67,0.70,0.02,67.41,90.00,25.97,29.32,29.93
232,35.58,33.91,1.66,35.58,27.71,26.85,0.85,27.71,24.65,23.37,1.28,0.04,54.75,90.00,37.98,26.89,26.12
233,32.19,30.51,1.68,32.19,23.85,24.40,0.54,24.40,22.27,22.24,0.03,0.05,55.47,90.00,37.31,24.62,24.88
234,35.50,33.95,1.55,35.50,27.75,27.34,0.41,27.75,24.03,23.50,0.54,0.04,62.99,90.00,30.16,28.07,28.47
235,30.26,28.42,1.84,30.26,26.80,25.19,1.61,26.80,23.55,22.20,1.35,0.04,63.78,90.00,29.41,27.83,26.06
236,32.07,30.49,1.58,32.07,27.00,26.93,0.07,27.00,24.41,24.50,0.09,0.02,57.71,90.00,35.18,27.93,27.89
237,37.58,34.42,3.15,37.58,27.87,26.04,1.83,27.87,25.95,23.65,2.29,0.13,60.15,90.00,32.85,28.29,26.41
238,30.45,33.46,3.01,33.46,25.50,26.18,0.68,26.18,23.54,24.14,0.60,0.03,56.03,90.00,36.77,26.17,26.67
239,38.32,36.18,2.14,38.32,26.49,27.16,0.67,27.16,24.87,24.38,0.49,0.06,51.77,90.00,40.81,24.91,24.59
240,33.01,33.43,0.42,33.43,24.83,25.67,0.84,25.67,23.39,24.29,0.90,0.04,55.14,90.00,37.62,25.37,25.60
241,34.78,37.66,2.87,37.66,26.80,27.41,0.61,27.41,24.81,25.89,1.08,0.06,52.08,90.00,40.52,26.81,27.49
242,34.09,32.44,1.65,34.09,28.45,26.80,1.66,28.45,25.47,24.41,1.05,0.03,54.96,90.00,37.79,28.73,26.10
243,29.54,33.89,4.35,33.89,25.06,26.30,1.24,26.30,23.31,24.36,1.05,0.05,60.68,90.00,32.35,26.23,27.22
244,31.25,30.80,0.45,31.25,25.93,24.22,1.71,25.93,24.07,22.80,1.27,0.06,61.27,90.00,31.80,26.96,25.50
245,30.44,30.43,0.02,30.44,24.23,21.54,2.69,24.23,21.98,20.73,1.25,0.02,50.69,90.00,41.84,23.78,22.53
246,34.51,32.31,2.20,34.51,24.31,25.11,0.80,25.11,22.83,23.19,0.36,0.05,58.85,90.00,34.09,25.28,26.63
247,31.08,32.93,1.84,32.93,24.81,27.87,3.06,27.87,22.07,23.73,1.65,0.04,62.11,90.00,31.00,25.83,28.68
248,28.76,29.94,1.18,29.94,25.83,26.60,0.77,26.60,22.78,23.82,1.03,0.02,61.47,90.00,31.60,27.58,27.83
249,33.81,36.06,2.25,36.06,26.20,26.15,0.04,26.20,24.06,24.25,0.19,0.07,57.38,90.00,35.49,26.44,24.96
250,29.65,31.84,2.19,31.84,24.91,27.21,2.31,27.21,22.78,24.22,1.44,0.01,56.51,90.00,36.32,25.87,27.31
251,35.60,36.50,0.90,36.50,24.92,22.95,1.97,24.92,23.36,22.26,1.09,0.06,53.91,90.00,38.78,25.01,23.26
252,29.82,28.75,1.07,29.82,24.97,24.98,0.01,24.98,23.03,22.73,0.31,0.03,59.71,90.00,33.27,26.13,26.52
253,33.22,33.34,0.12,33.34,28.71,27.38,1.33,28.71,25.37,24.91,0.46,0.04,60.64,90.00,32.39,28.89,28.11
254,30.99,33.27,2.28,33.27,27.73,27.99,0.26,27.99,24.21,25.23,1.02,0.01,56.27,90.00,36.55,27.49,28.61
255,35.45,31.94,3.51,35.45,26.63,25.68,0.95,26.63,24.49,23.86,0.63,0.05,60.07,90.00,32.94,26.67,26.18
256,26.33,28.50,2.17,28.50,23.05,24.05,1.00,24.05,20.49,22.47,1.98,0.01,54.74,90.00,38.00,23.17,25.14
257,35.14,38.46,3.32,38.46,27.79,27.83,0.04,27.83,24.82,25.57,0.75,0.08,58.70,90.00,34.24,28.12,28.05
258,29.27,40.71,11.44,40.71,20.55,25.47,4.92,25.47,19.83,25.74,5.92,0.05,50.32,90.00,42.20,20.12,26.16
259,31.27,32.12,0.86,32.12,25.45,25.68,0.23,25.68,22.85,24.03,1.18,0.04,60.50,90.00,32.53,26.50,26.75
260,32.90,34.45,1.55,34.45,25.99,27.96,1.97,27.96,23.89,25.52,1.64,0.03,53.76,90.00,38.93,27.08,28.16
261,40.81,33.35,7.46,40.81,25.92,23.95,1.98,25.92,24.29,22.34,1.94,0.07,55.73,90.00,37.06,26.63,25.29
262,34.18,32.93,1.25,34.18,26.29,24.93,1.35,26.29,24.28,23.43,0.85,0.05,59.69,90.00,33.30,26.88,25.03
263,34.24,36.30,2.06,36.30,30.33,30.00,0.33,30.33,26.40,26.09,0.31,0.05,57.75,90.00,35.14,30.00,29.58
264,40.96,34.92,6.04,40.96,26.56,25.92,0.64,26.56,26.11,24.21,1.90,0.05,53.00,90.00,39.65,26.09,25.57
265,34.73,30.56,4.17,34.73,24.26,21.84,2.42,24.26,23.95,21.22,2.73,0.05,55.82,90.00,36.97,25.22,22.62
266,28.44,27.63,0.81,28.44,24.78,22.64,2.14,24.78,22.08,20.64,1.45,0.03,58.24,90.00,34.67,25.78,23.56
267,33.50,28.28,5.22,33.50,27.03,24.30,2.73,27.03,24.49,21.80,2.69,0.06,56.41,90.00,36.41,28.14,25.48
268,36.56,34.42,2.13,36.56,26.09,26.78,0.68,26.78,24.12,24.00,0.12,0.07,55.14,90.00,37.62,26.18,27.00
269,35.93,33.51,2.42,35.93,26.41,25.16,1.25,26.41,24.33,23.01,1.32,0.04,59.80,90.00,33.19,27.55,26.77
270,31.23,31.08,0.15,31.23,24.53,25.20,0.67,25.20,22.72,22.62,0.09,0.05,57.77,90.00,35.12,25.15,26.20
271,35.70,36.03,0.33,36.03,27.84,25.51,2.33,27.84,25.05,23.55,1.50,0.08,55.64,90.00,37.14,27.40,25.96
272,28.34,32.46,4.12,32.46,24.06,26.46,2.40,26.46,22.58,24.48,1.90,0.06,59.25,90.00,33.71,25.22,27.74
273,36.89,37.70,0.81,37.70,28.23,30.04,1.81,30.04,25.81,26.79,0.98,0.08,64.51,90.00,28.72,29.04,31.18
274,36.88,34.43,2.45,36.88,26.73,26.95,0.22,26.95,25.01,25.11,0.10,0.08,59.39,90.00,33.58,27.14,27.79
275,40.55,39.06,1.49,40.55,26.33,26.99,0.66,26.99,25.04,25.36,0.31,0.06,55.67,90.00,37.12,25.68,26.81
276,43.32,40.00,3.32,43.32,26.35,27.02,0.67,27.02,24.80,25.25,0.45,0.09,62.01,90.00,31.09,26.84,27.97
277,34.06,34.00,0.06,34.06,26.89,27.39,0.50,27.39,25.15,24.72,0.44,0.08,60.12,90.00,32.88,27.98,28.48
278,34.81,31.14,3.67,34.81,28.02,27.87,0.15,28.02,25.93,25.54,0.39,0.03,54.92,90.00,37.83,28.62,28.41
279,31.63,34.23,2.60,34.23,25.33,25.13,0.20,25.33,23.33,24.18,0.85,0.06,59.38,90.00,33.59,27.01,26.86
280,39.06,38.90,0.16,39.06,29.25,28.19,1.06,29.25,27.54,26.18,1.36,0.08,60.56,90.00,32.47,30.65,28.45
281,30.22,32.93,2.70,32.93,20.35,25.23,4.89,25.23,20.15,23.37,3.22,0.07,56.50,90.00,36.33,21.51,25.87
282,31.60,35.75,4.15,35.75,27.72,26.43,1.29,27.72,24.59,23.93,0.65,0.04,59.56,90.00,33.42,29.23,26.57
283,30.96,34.24,3.29,34.24,25.50,26.64,1.14,26.64,23.49,24.23,0.74,0.04,60.04,90.00,32.96,26.76,27.18
284,34.93,32.73,2.20,34.93,28.30,25.53,2.77,28.30,25.39,23.34,2.05,0.03,56.43,90.00,36.40,28.03,26.41
285,39.62,39.34,0.28,39.62,28.89,30.38,1.48,30.38,26.60,27.35,0.75,0.09,61.12,90.00,31.93,27.93,30.26
286,29.21,34.55,5.33,34.55,22.81,26.09,3.28,26.09,21.10,23.79,2.69,0.05,56.22,90.00,36.59,23.74,26.84
287,31.80,37.77,5.97,37.77,24.80,24.42,0.38,24.80,23.05,23.79,0.74,0.05,52.61,90.00,40.02,25.43,24.45
288,32.90,33.93,1.03,33.93,25.34,25.70,0.36,25.70,23.29,23.78,0.48,0.05,55.03,90.00,37.72,25.15,26.44
289,33.71,27.99,5.72,33.71,26.83,23.12,3.71,26.83,24.54,21.54,2.99,0.05,55.13,90.00,37.63,26.84,23.55
290,34.37,34.87,0.50,34.87,29.55,29.28,0.27,29.55,26.88,26.34,0.54,0.03,58.16,90.00,34.75,30.28,29.20
291,29.44,31.57,2.13,31.57,26.09,25.00,1.08,26.09,23.78,23.92,0.15,0.04,60.08,90.00,32.93,27.80,26.63
292,31.61,29.10,2.51,31.61,26.18,24.80,1.38,26.18,23.82,23.26,0.56,0.04,61.84,90.00,31.25,27.00,26.07
293,31.46,30.45,1.00,31.46,26.19,27.33,1.14,27.33,22.97,24.08,1.11,0.05,62.64,90.00,30.49,26.83,28.50
294,33.04,33.36,0.31,33.36,28.06,26.47,1.59,28.06,24.99,24.39,0.60,0.02,61.57,90.00,31.51,28.45,27.21
295,38.79,39.54,0.74,39.54,26.27,27.31,1.04,27.31,24.72,25.54,0.83,0.07,58.22,90.00,34.69,26.93,27.42
296,35.15,33.22,1.93,35.15,27.48,26.54,0.94,27.48,24.97,24.26,0.70,0.05,61.18,90.00,31.88,27.69,27.49
297,30.07,32.93,2.86,32.93,27.30,27.74,0.45,27.74,23.44,24.71,1.27,0.03,57.04,86.53,32.35,27.92,27.93
298,34.92,36.72,1.80,36.72,25.80,25.92,0.12,25.92,23.42,23.67,0.25,0.06,54.66,90.00,38.07,25.90,26.39
299,35.55,38.75,3.20,38.75,26.96,26.72,0.24,26.96,25.70,25.91,0.21,0.04,51.35,90.00,41.22,27.41,26.55
300,34.27,34.06,0.21,34.27,27.50,30.06,2.56,30.06,25.05,25.85,0.79,0.04,60.53,90.00,32.50,28.07,29.78
301,35.36,37.05,1.69,37.05,26.28,28.80,2.53,28.80,25.49,26.16,0.67,0.06,59.71,90.00,33.28,27.71,29.09
302,36.67,35.19,1.48,36.67,28.02,27.32,0.70,28.02,26.00,25.85,0.14,0.05,56.11,90.00,36.70,28.23,28.19
303,33.18,32.79,0.39,33.18,26.62,28.70,2.08,28.70,24.22,26.07,1.85,0.01,51.34,90.00,41.22,26.15,26.98
304,29.27,29.92,0.65,29.92,26.46,28.04,1.58,28.04,23.32,24.41,1.09,0.01,64.40,90.00,28.82,27.01,29.91
305,32.91,34.59,1.67,34.59,24.88,26.90,2.02,26.90,23.14,24.80,1.66,0.05,53.48,90.00,39.20,25.93,28.31
306,28.63,31.63,3.00,31.63,23.32,24.67,1.36,24.67,21.76,22.88,1.12,0.02,51.03,90.00,41.52,24.52,24.19
307,25.82,30.67,4.85,30.67,23.17,25.86,2.69,25.86,21.29,23.64,2.34,0.03,56.26,90.00,36.55,24.04,26.33
308,31.34,30.97,0.37,31.34,25.42,24.58,0.85,25.42,23.34,22.68,0.66,0.04,60.48,90.00,32.55,26.59,25.95
309,40.83,35.23,5.61,40.83,25.72,29.30,3.57,29.30,25.74,26.36,0.62,0.09,57.82,90.00,35.07,26.61,28.93
