,CVaR0,CVaR1,$|CVaR_2 - CVaR_1|$,Max CVaR,VaR0,VaR1,$|VaR_2 - VaR_1|$,Max VaR,NetLoss0,NetLoss1,$|L_2 - L_1|$,$P(L > Q(0.6))$,Required Capital,Payout CVaR,Average Cost,a_1,a_2,b_1,b_2
317,36.13,34.36,1.77,36.13,31.61,26.42,5.19,31.61,26.80,23.65,3.15,0.04,57.87,88.82,33.84,0.87,0.81,-24.51,-17.79
318,37.52,37.19,0.33,37.52,30.83,27.50,3.33,30.83,27.13,25.63,1.50,0.05,60.76,90.00,32.28,0.87,0.87,-24.14,-22.11
319,37.89,35.66,2.23,37.89,30.22,29.11,1.11,30.22,26.44,25.12,1.33,0.03,61.54,90.00,31.54,0.85,0.88,-22.47,-23.29
320,38.15,37.77,0.38,38.15,31.03,30.65,0.38,31.03,26.50,26.99,0.48,0.05,62.16,88.99,29.94,0.86,0.86,-24.05,-23.57
321,35.21,35.76,0.56,35.76,27.72,28.77,1.06,28.77,24.53,24.59,0.06,0.04,62.78,90.00,30.36,0.89,0.86,-22.98,-22.23
322,36.16,38.43,2.27,38.43,29.93,32.12,2.19,32.12,25.55,26.87,1.32,0.04,55.87,90.00,36.92,0.87,0.87,-21.49,-23.82
323,41.49,44.29,2.80,44.29,31.12,33.31,2.19,33.31,27.15,28.60,1.44,0.13,66.48,90.00,26.84,0.82,0.84,-23.26,-25.85
324,39.55,39.31,0.24,39.55,30.14,32.08,1.94,32.08,26.39,27.30,0.90,0.05,59.08,90.00,33.87,0.83,0.84,-20.77,-22.72
325,36.31,35.28,1.03,36.31,31.91,29.92,1.99,31.91,25.34,24.14,1.20,0.03,61.91,90.00,31.19,0.88,0.86,-24.27,-22.01
326,37.69,38.57,0.88,38.57,27.27,32.15,4.88,32.15,24.29,27.35,3.05,0.06,63.21,90.00,29.95,0.78,0.87,-17.34,-25.71
327,39.63,39.26,0.37,39.63,32.56,32.39,0.18,32.56,27.47,27.06,0.40,0.08,65.60,90.00,27.68,0.82,0.84,-23.75,-24.22
328,38.68,33.60,5.09,38.68,27.93,26.64,1.29,27.93,25.40,23.70,1.70,0.06,56.74,90.00,36.09,0.86,0.87,-20.78,-20.62
329,39.89,36.48,3.41,39.89,34.08,30.65,3.43,34.08,27.31,26.24,1.08,0.04,67.05,90.00,26.31,0.87,0.87,-26.76,-25.53
330,38.59,36.34,2.25,38.59,31.04,30.70,0.34,31.04,27.01,26.93,0.07,0.05,61.70,90.00,31.38,0.83,0.87,-22.72,-24.41
331,38.55,39.78,1.23,39.78,31.70,30.23,1.47,31.70,26.29,25.59,0.70,0.06,59.60,90.00,33.38,0.85,0.81,-22.92,-20.15
332,35.80,33.71,2.10,35.80,30.65,26.95,3.70,30.65,24.86,22.58,2.28,0.03,55.68,90.00,37.11,0.89,0.86,-22.43,-18.37
333,39.46,41.37,1.91,41.37,30.81,32.36,1.54,32.36,27.35,28.06,0.71,0.09,63.66,90.00,29.53,0.87,0.87,-24.49,-24.74
334,32.58,35.33,2.75,35.33,27.59,26.51,1.09,27.59,24.40,23.77,0.63,0.06,63.32,90.00,29.85,0.88,0.85,-22.72,-19.80
335,42.03,40.54,1.49,42.03,36.04,33.17,2.87,36.04,29.37,27.94,1.43,0.07,67.19,90.00,26.17,0.80,0.82,-24.92,-25.74
336,44.42,35.66,8.77,44.42,32.18,27.54,4.64,32.18,28.77,24.55,4.22,0.06,61.30,90.00,31.76,0.88,0.82,-25.63,-19.97
337,36.23,31.59,4.64,36.23,30.49,28.42,2.07,30.49,25.88,23.52,2.35,0.03,55.59,82.09,29.28,0.90,0.84,-25.95,-20.22
338,40.95,39.32,1.63,40.95,34.21,30.35,3.86,34.21,27.78,26.15,1.63,0.07,58.95,90.00,34.00,0.81,0.77,-22.01,-18.13
339,35.40,36.35,0.95,36.35,30.48,30.55,0.06,30.55,26.26,25.48,0.78,0.02,61.84,90.00,31.25,0.85,0.83,-23.72,-21.30
340,40.46,40.02,0.44,40.46,31.85,32.35,0.50,32.35,27.51,27.54,0.03,0.06,61.85,90.00,31.25,0.86,0.86,-24.03,-24.62
341,40.90,39.19,1.71,40.90,30.83,29.58,1.25,30.83,27.36,26.37,0.99,0.09,60.76,90.00,32.27,0.88,0.87,-24.96,-22.34
342,38.49,39.18,0.69,39.18,27.23,31.29,4.06,31.29,23.96,26.17,2.21,0.06,60.29,90.00,32.72,0.83,0.88,-18.46,-24.46
343,39.93,35.59,4.35,39.93,29.49,30.00,0.51,30.00,24.94,24.36,0.59,0.06,57.24,90.00,35.62,0.83,0.82,-19.19,-18.98
344,36.27,38.43,2.16,38.43,30.49,32.76,2.27,32.76,25.12,26.77,1.65,0.09,65.74,90.00,27.55,0.84,0.83,-22.65,-23.81
345,42.65,45.47,2.82,45.47,32.32,32.86,0.54,32.86,27.60,27.72,0.12,0.12,65.16,90.00,28.10,0.88,0.85,-25.82,-23.90
346,36.28,39.51,3.23,39.51,27.91,29.79,1.88,29.79,24.68,25.86,1.18,0.04,58.81,90.00,34.13,0.83,0.84,-19.83,-21.05
347,32.03,33.33,1.29,33.33,26.76,28.81,2.05,28.81,24.23,25.07,0.84,0.03,57.89,83.10,28.10,0.84,0.82,-20.98,-21.50
348,43.54,40.86,2.69,43.54,31.92,31.87,0.05,31.92,29.22,28.52,0.70,0.04,60.42,90.00,32.60,0.82,0.82,-22.12,-23.27
349,44.28,38.69,5.59,44.28,32.39,31.68,0.70,32.39,27.99,26.36,1.62,0.06,54.77,90.00,37.97,0.85,0.83,-21.82,-20.31
350,41.08,38.64,2.44,41.08,29.52,29.75,0.23,29.75,25.03,25.40,0.38,0.07,58.20,90.00,34.71,0.84,0.88,-19.50,-22.34
351,42.19,39.21,2.98,42.19,31.91,32.08,0.17,32.08,27.09,26.99,0.11,0.11,62.98,90.00,30.17,0.85,0.86,-22.61,-24.86
352,40.21,36.53,3.68,40.21,32.69,29.14,3.55,32.69,26.64,25.80,0.84,0.05,56.27,90.00,36.54,0.87,0.87,-21.82,-21.95
353,31.84,38.50,6.66,38.50,25.38,30.27,4.89,30.27,21.71,26.13,4.42,0.04,52.40,90.00,40.22,0.84,0.88,-15.92,-22.36
354,35.33,36.25,0.93,36.25,28.07,29.71,1.63,29.71,24.80,25.93,1.12,0.06,60.48,90.00,32.55,0.83,0.85,-20.80,-21.89
355,37.63,36.19,1.44,37.63,32.78,32.94,0.16,32.94,27.50,27.46,0.05,0.02,51.98,76.82,27.44,0.81,0.79,-23.80,-22.63
356,37.25,36.70,0.55,37.25,29.26,29.24,0.01,29.26,25.60,26.11,0.51,0.04,64.26,90.00,28.95,0.84,0.84,-22.23,-22.27
357,40.68,40.44,0.23,40.68,33.24,30.17,3.07,33.24,28.86,27.94,0.92,0.07,61.77,90.00,31.32,0.86,0.87,-25.06,-24.07
358,36.88,33.21,3.67,36.88,28.83,24.47,4.35,28.83,24.94,21.92,3.03,0.03,55.96,90.00,36.84,0.90,0.85,-22.54,-17.21
359,41.57,42.36,0.79,42.36,31.75,32.69,0.94,32.69,27.08,28.34,1.26,0.05,58.47,90.00,34.46,0.81,0.87,-19.76,-24.70
360,36.58,35.40,1.18,36.58,29.35,30.53,1.18,30.53,25.35,26.16,0.81,0.07,62.80,90.00,30.34,0.86,0.88,-22.28,-24.06
361,39.99,40.46,0.46,40.46,32.32,29.22,3.10,32.32,27.73,26.92,0.81,0.07,53.14,90.00,39.52,0.88,0.86,-23.78,-21.01
362,37.90,40.76,2.86,40.76,27.50,30.90,3.39,30.90,23.74,25.05,1.31,0.10,56.62,90.00,36.22,0.81,0.81,-17.50,-18.24
363,35.93,39.45,3.52,39.45,29.73,30.08,0.35,30.08,25.76,27.00,1.23,0.06,59.07,90.00,33.88,0.85,0.90,-21.41,-23.93
364,41.13,37.39,3.74,41.13,32.55,31.07,1.48,32.55,27.83,26.45,1.39,0.08,62.44,90.00,30.68,0.82,0.83,-22.79,-22.63
365,35.17,38.98,3.82,38.98,28.97,30.39,1.42,30.39,25.16,25.13,0.03,0.04,57.69,90.00,35.19,0.87,0.84,-22.04,-21.10
366,38.61,40.22,1.61,40.22,34.38,33.15,1.23,34.38,26.90,27.82,0.93,0.04,54.99,85.28,33.04,0.88,0.88,-23.90,-25.07
367,39.00,39.07,0.07,39.07,29.43,28.32,1.11,29.43,25.64,25.23,0.41,0.06,65.27,90.00,27.99,0.90,0.88,-24.69,-23.77
368,36.34,40.86,4.52,40.86,28.65,27.88,0.77,28.65,24.01,24.35,0.33,0.08,56.12,90.00,36.69,0.81,0.81,-18.03,-17.44
369,37.25,35.14,2.10,37.25,30.55,29.86,0.69,30.55,26.73,24.95,1.77,0.08,61.65,85.53,26.97,0.85,0.88,-23.72,-25.34
370,37.11,37.59,0.48,37.59,30.77,29.85,0.92,30.77,26.60,26.39,0.22,0.06,58.84,90.00,34.10,0.87,0.86,-23.20,-22.33
371,39.08,39.30,0.22,39.30,30.20,29.81,0.40,30.20,25.59,25.77,0.18,0.05,61.96,90.00,31.13,0.86,0.89,-22.57,-24.59
372,39.12,36.32,2.79,39.12,30.92,29.62,1.30,30.92,25.29,24.42,0.87,0.10,63.79,90.00,29.40,0.85,0.83,-23.54,-20.70
373,32.92,36.33,3.41,36.33,27.21,30.34,3.13,30.34,23.18,25.01,1.83,0.04,61.09,90.00,31.96,0.83,0.87,-19.50,-23.05
374,37.14,38.43,1.29,38.43,30.40,29.30,1.10,30.40,25.67,25.51,0.16,0.08,64.51,90.00,28.72,0.86,0.88,-22.90,-24.13
375,40.52,35.94,4.59,40.52,32.15,29.01,3.14,32.15,27.00,23.93,3.07,0.06,60.38,90.00,32.64,0.85,0.83,-23.36,-19.61
376,34.42,41.47,7.05,41.47,30.05,32.35,2.29,32.35,24.71,27.61,2.90,0.10,57.55,84.78,30.10,0.77,0.80,-18.60,-21.97
377,38.96,40.49,1.53,40.49,33.89,32.06,1.82,33.89,27.76,27.68,0.07,0.05,56.51,90.00,36.32,0.84,0.82,-22.63,-21.80
378,39.18,36.61,2.57,39.18,28.55,29.13,0.57,29.13,24.93,24.29,0.65,0.05,59.49,90.00,33.49,0.85,0.84,-20.97,-20.21
379,35.80,39.55,3.75,39.55,29.48,32.59,3.11,32.59,24.53,27.24,2.71,0.06,63.06,90.00,30.10,0.84,0.89,-21.51,-26.92
380,44.45,43.56,0.88,44.45,36.62,34.93,1.68,36.62,29.65,30.03,0.38,0.13,61.93,90.00,31.16,0.81,0.81,-23.51,-24.13
381,39.00,37.61,1.40,39.00,33.15,31.81,1.34,33.15,26.98,26.27,0.71,0.05,64.33,90.00,28.89,0.86,0.84,-24.33,-23.16
382,34.92,32.51,2.41,34.92,30.23,28.71,1.52,30.23,26.30,24.51,1.78,0.01,61.63,90.00,31.45,0.87,0.84,-23.66,-21.33
383,34.04,33.20,0.85,34.04,29.10,29.05,0.05,29.10,24.51,23.98,0.53,0.03,58.36,85.37,29.93,0.85,0.88,-21.42,-23.00
384,39.56,39.25,0.30,39.56,29.83,31.48,1.66,31.48,25.36,25.83,0.48,0.07,60.66,90.00,32.37,0.83,0.86,-19.85,-22.25
385,33.98,36.09,2.11,36.09,30.46,30.96,0.50,30.96,24.91,25.84,0.93,0.01,54.62,82.11,30.22,0.86,0.87,-23.01,-24.65
386,40.94,40.08,0.86,40.94,33.89,32.46,1.43,33.89,27.89,26.20,1.69,0.09,60.90,90.00,32.14,0.82,0.77,-23.48,-19.04
387,37.64,41.40,3.76,41.40,33.32,34.11,0.79,34.11,28.32,28.71,0.39,0.05,61.62,90.00,31.46,0.86,0.88,-25.00,-26.24
388,36.12,36.30,0.19,36.30,28.66,29.47,0.81,29.47,25.57,25.41,0.16,0.05,66.54,90.00,26.78,0.86,0.86,-23.85,-23.24
389,36.39,43.63,7.24,43.63,29.04,31.69,2.65,31.69,25.56,27.44,1.88,0.07,68.38,90.00,25.04,0.81,0.84,-21.65,-25.11
390,47.69,43.20,4.49,47.69,35.01,35.75,0.74,35.75,28.66,28.73,0.07,0.13,57.41,90.00,35.46,0.86,0.85,-23.73,-23.65
391,33.92,34.37,0.46,34.37,27.84,29.95,2.10,29.95,22.90,24.60,1.70,0.02,56.61,84.27,30.49,0.83,0.82,-19.21,-20.67
392,35.74,35.65,0.09,35.74,31.38,29.36,2.02,31.38,25.85,24.09,1.76,0.02,51.35,80.15,31.37,0.83,0.82,-22.34,-20.37
393,32.93,36.90,3.98,36.90,26.41,27.54,1.13,27.54,22.49,25.12,2.62,0.05,60.92,90.00,32.13,0.88,0.90,-20.93,-23.04
394,31.94,38.06,6.12,38.06,26.25,31.08,4.83,31.08,22.67,26.43,3.77,0.04,61.53,90.00,31.54,0.84,0.85,-19.11,-23.18
395,36.51,38.47,1.96,38.47,29.31,29.95,0.65,29.95,25.55,25.51,0.04,0.06,62.71,90.00,30.42,0.86,0.87,-22.41,-22.39
396,36.37,37.50,1.13,37.50,30.87,28.85,2.03,30.87,25.39,25.34,0.04,0.04,62.02,90.00,31.08,0.84,0.84,-21.53,-21.63
397,38.33,36.69,1.63,38.33,32.99,31.82,1.17,32.99,27.46,27.33,0.13,0.03,59.79,86.43,29.63,0.84,0.82,-24.87,-23.32
398,35.81,31.01,4.80,35.81,28.37,27.07,1.31,28.37,24.71,23.30,1.41,0.03,52.53,81.21,31.30,0.82,0.83,-20.44,-19.76
399,35.35,34.80,0.55,35.35,31.17,30.67,0.51,31.17,25.80,26.69,0.89,0.01,54.44,79.29,27.58,0.84,0.88,-22.74,-25.63
400,35.63,33.13,2.50,35.63,28.55,28.16,0.39,28.55,24.13,22.98,1.15,0.04,66.06,90.00,27.25,0.86,0.86,-22.49,-22.69
401,36.36,40.07,3.71,40.07,28.70,30.61,1.91,30.61,25.25,27.05,1.81,0.07,62.11,90.00,30.99,0.82,0.85,-20.25,-22.86
402,33.92,32.70,1.21,33.92,28.23,26.95,1.28,28.23,24.26,22.75,1.50,0.03,54.71,90.00,38.02,0.86,0.86,-19.71,-18.26
403,36.21,38.16,1.95,38.16,28.98,29.80,0.82,29.80,25.42,26.16,0.74,0.03,59.21,90.00,33.75,0.84,0.86,-20.47,-21.73
404,32.64,34.95,2.31,34.95,28.64,27.69,0.95,28.64,24.47,24.62,0.14,0.02,56.81,89.45,35.48,0.85,0.85,-21.36,-20.70
405,36.96,39.95,2.99,39.95,30.62,31.05,0.43,31.05,26.34,26.77,0.43,0.04,64.05,90.00,29.15,0.82,0.84,-22.45,-24.54
406,31.92,34.84,2.91,34.84,27.03,30.33,3.30,30.33,23.36,25.94,2.58,0.02,54.91,85.84,33.67,0.82,0.87,-18.13,-23.99
407,37.05,34.32,2.73,37.05,30.81,29.21,1.59,30.81,26.38,24.71,1.67,0.01,59.30,90.00,33.67,0.87,0.85,-23.06,-20.86
408,31.98,37.68,5.70,37.68,29.13,29.57,0.45,29.57,24.48,26.76,2.28,0.03,60.63,89.95,32.35,0.84,0.83,-21.28,-21.76
409,40.77,42.08,1.32,42.08,33.26,32.00,1.25,33.26,27.78,27.97,0.19,0.06,59.65,90.00,33.34,0.84,0.87,-23.13,-23.98
410,39.56,36.39,3.17,39.56,31.66,29.14,2.53,31.66,27.17,24.59,2.59,0.04,59.07,90.00,33.89,0.88,0.84,-23.57,-20.27
411,38.89,36.55,2.35,38.89,29.67,29.67,0.00,29.67,27.59,25.48,2.11,0.09,63.11,89.35,29.39,0.85,0.81,-23.66,-20.92
412,36.78,33.40,3.38,36.78,31.45,29.59,1.86,31.45,26.40,25.47,0.92,0.02,57.50,85.73,31.10,0.88,0.88,-24.50,-23.62
413,36.65,41.34,4.69,41.34,31.58,32.70,1.12,32.70,25.53,26.94,1.41,0.09,64.69,90.00,28.54,0.81,0.85,-22.09,-25.34
414,40.30,38.49,1.81,40.30,28.88,28.54,0.34,28.88,24.48,23.50,0.97,0.07,59.76,90.00,33.23,0.85,0.82,-20.69,-18.38
415,43.06,38.16,4.89,43.06,32.31,30.75,1.56,32.31,26.53,25.60,0.93,0.07,62.11,90.00,31.00,0.81,0.79,-20.99,-20.16
416,37.00,37.46,0.46,37.46,31.37,32.99,1.62,32.99,26.71,27.91,1.20,0.02,56.62,90.00,36.21,0.83,0.83,-21.29,-21.94
417,44.04,44.18,0.15,44.18,33.37,30.79,2.58,33.37,28.99,27.78,1.21,0.07,64.64,90.00,28.59,0.86,0.79,-25.57,-21.12
418,40.30,39.10,1.20,40.30,31.15,31.62,0.47,31.62,25.52,25.14,0.38,0.06,60.24,90.00,32.77,0.84,0.81,-21.35,-20.54
419,41.74,39.48,2.25,41.74,32.33,29.83,2.50,32.33,27.84,26.55,1.29,0.07,52.16,90.00,40.45,0.87,0.87,-22.64,-21.63
420,30.33,31.70,1.37,31.70,24.87,27.41,2.54,27.41,21.74,23.83,2.09,0.04,58.75,89.51,33.70,0.84,0.88,-17.35,-21.90
421,41.20,42.22,1.01,42.22,30.83,32.51,1.68,32.51,26.66,27.37,0.72,0.12,67.74,90.00,25.65,0.80,0.83,-21.60,-24.91
422,42.76,37.28,5.48,42.76,28.65,28.32,0.33,28.65,26.28,23.96,2.32,0.05,56.99,90.00,35.86,0.84,0.88,-20.36,-20.45
423,37.90,38.29,0.39,38.29,29.00,30.88,1.88,30.88,26.13,26.60,0.48,0.05,58.47,90.00,34.46,0.86,0.86,-21.55,-22.35
424,40.64,41.38,0.74,41.38,33.61,33.22,0.39,33.61,28.10,27.90,0.20,0.05,55.63,90.00,37.15,0.85,0.82,-23.07,-20.36
425,34.25,35.93,1.68,35.93,29.89,29.02,0.87,29.89,25.36,25.58,0.22,0.04,60.69,86.58,28.93,0.88,0.81,-24.53,-20.70
426,36.50,38.90,2.40,38.90,30.40,29.96,0.43,30.40,24.84,25.76,0.92,0.06,61.04,90.00,32.01,0.85,0.87,-21.93,-23.28
427,36.48,36.58,0.10,36.58,28.29,28.93,0.64,28.93,24.84,25.97,1.13,0.03,61.73,90.00,31.36,0.82,0.85,-20.48,-22.51
428,33.81,36.66,2.85,36.66,29.86,30.23,0.38,30.23,25.33,26.14,0.81,0.01,64.35,90.00,28.87,0.85,0.85,-22.71,-22.82
429,37.89,33.04,4.85,37.89,29.00,27.50,1.51,29.00,25.43,23.20,2.23,0.04,61.15,90.00,31.91,0.89,0.83,-23.52,-18.91
430,36.14,35.59,0.55,36.14,29.45,30.62,1.16,30.62,26.14,26.40,0.26,0.05,62.66,90.00,30.47,0.86,0.84,-22.89,-22.26
431,45.65,38.40,7.24,45.65,34.03,29.74,4.29,34.03,29.44,26.18,3.26,0.09,61.07,90.00,31.98,0.87,0.82,-24.90,-20.57
432,35.62,35.94,0.32,35.94,27.95,27.20,0.76,27.95,24.27,24.26,0.01,0.07,65.48,90.00,27.79,0.87,0.88,-22.32,-22.43
433,42.85,43.02,0.17,43.02,32.31,33.88,1.58,33.88,27.51,27.11,0.40,0.04,53.20,90.00,39.46,0.81,0.81,-20.40,-19.51
434,38.57,35.16,3.41,38.57,30.23,27.59,2.64,30.23,25.69,24.34,1.35,0.06,61.11,90.00,31.94,0.86,0.85,-22.55,-20.67
435,33.10,35.01,1.90,35.01,29.34,28.10,1.23,29.34,23.89,24.20,0.31,0.04,56.79,83.64,29.69,0.88,0.86,-23.44,-21.59
436,40.78,43.21,2.43,43.21,32.04,31.86,0.17,32.04,27.79,27.73,0.06,0.06,60.95,90.00,32.09,0.89,0.84,-26.14,-21.67
437,43.42,37.55,5.87,43.42,30.76,27.48,3.28,30.76,27.05,24.63,2.41,0.08,60.88,90.00,32.16,0.90,0.83,-24.92,-19.90
438,34.49,34.00,0.49,34.49,29.26,30.22,0.97,30.22,25.70,26.02,0.32,0.01,61.01,90.00,32.04,0.87,0.89,-22.93,-24.74
439,35.41,38.00,2.60,38.00,26.59,30.99,4.39,30.99,22.78,25.66,2.88,0.08,58.98,89.51,33.47,0.78,0.83,-15.81,-21.15
440,36.21,34.52,1.69,36.21,30.27,28.05,2.22,30.27,25.78,24.26,1.52,0.04,57.04,90.00,35.81,0.87,0.86,-22.63,-20.40
441,39.41,40.57,1.17,40.57,30.27,32.23,1.96,32.23,26.34,26.77,0.44,0.06,57.35,90.00,35.51,0.83,0.83,-21.44,-21.73
442,36.31,36.04,0.27,36.31,29.87,26.93,2.93,29.87,25.27,24.39,0.88,0.03,54.76,90.00,37.98,0.84,0.83,-20.45,-19.10
443,40.51,41.19,0.68,41.19,33.73,30.92,2.82,33.73,28.40,27.29,1.11,0.04,55.87,90.00,36.93,0.87,0.81,-26.04,-19.34
444,38.43,38.18,0.26,38.43,32.63,28.08,4.56,32.63,25.99,24.58,1.41,0.10,65.36,90.00,27.91,0.83,0.81,-24.48,-19.93
445,39.06,41.51,2.45,41.51,30.27,31.21,0.94,31.21,25.87,27.09,1.22,0.07,58.90,90.00,34.04,0.81,0.85,-20.39,-22.78
446,35.06,35.53,0.47,35.53,30.35,31.31,0.96,31.31,25.57,26.60,1.03,0.04,66.58,88.25,25.00,0.87,0.84,-26.00,-24.88
447,40.39,41.95,1.56,41.95,35.26,32.51,2.75,35.26,27.21,26.44,0.77,0.07,62.30,90.00,30.81,0.82,0.85,-23.21,-23.43
448,39.94,37.74,2.19,39.94,32.22,32.68,0.45,32.68,27.60,27.68,0.08,0.03,61.04,90.00,32.01,0.85,0.85,-23.63,-24.22
449,39.52,37.96,1.56,39.52,33.00,27.09,5.91,33.00,26.14,24.91,1.23,0.07,58.20,90.00,34.71,0.90,0.85,-23.19,-19.76
450,37.52,35.44,2.09,37.52,31.55,29.63,1.92,31.55,27.06,26.18,0.87,0.05,61.04,90.00,32.01,0.85,0.82,-23.41,-21.38
451,42.20,39.69,2.51,42.20,30.21,28.10,2.10,30.21,27.46,26.09,1.37,0.06,56.30,90.00,36.51,0.92,0.86,-24.59,-20.37
452,34.84,35.77,0.93,35.77,27.73,27.79,0.05,27.79,23.95,23.82,0.13,0.04,61.21,90.00,31.85,0.83,0.83,-19.56,-19.74
453,37.66,40.00,2.34,40.00,30.98,32.80,1.82,32.80,27.37,27.91,0.54,0.05,64.60,90.00,28.63,0.87,0.85,-25.48,-24.76
454,40.69,39.95,0.73,40.69,34.03,32.12,1.91,34.03,27.79,27.35,0.44,0.06,59.88,90.00,33.11,0.86,0.84,-24.97,-23.02
455,36.98,37.21,0.23,37.21,31.31,32.62,1.31,32.62,26.89,25.99,0.90,0.04,62.66,85.72,26.19,0.82,0.82,-23.90,-23.92
456,36.50,36.12,0.38,36.50,28.93,28.48,0.45,28.93,24.15,24.74,0.59,0.03,53.94,87.84,36.59,0.87,0.89,-21.27,-22.74
457,32.78,33.44,0.65,33.44,27.20,27.57,0.38,27.57,22.78,24.14,1.36,0.05,60.83,90.00,32.21,0.85,0.85,-20.47,-20.84
458,40.21,38.91,1.31,40.21,28.71,27.43,1.28,28.71,25.02,24.32,0.70,0.06,58.84,90.00,34.10,0.84,0.84,-20.26,-20.08
459,34.87,34.63,0.24,34.87,29.46,29.17,0.29,29.46,25.44,26.08,0.63,0.02,58.80,90.00,34.14,0.86,0.88,-22.03,-23.89
460,36.04,37.68,1.64,37.68,28.82,30.72,1.90,30.72,24.77,26.64,1.87,0.04,59.13,90.00,33.83,0.86,0.89,-20.97,-23.61
461,37.35,37.01,0.34,37.35,29.07,30.38,1.31,30.38,25.05,26.51,1.46,0.04,56.90,90.00,35.95,0.82,0.87,-19.50,-22.78
462,31.78,36.48,4.71,36.48,26.48,26.89,0.41,26.89,22.08,23.73,1.65,0.05,52.39,90.00,40.23,0.82,0.84,-16.38,-17.81
463,49.08,45.38,3.69,49.08,35.59,32.84,2.76,35.59,30.23,27.55,2.69,0.06,60.65,90.00,32.39,0.87,0.82,-26.28,-21.76
464,36.02,32.16,3.87,36.02,30.23,27.30,2.93,30.23,26.00,23.65,2.35,0.05,62.20,86.83,27.74,0.86,0.82,-24.82,-19.39
465,42.93,40.54,2.39,42.93,33.71,33.52,0.19,33.71,28.27,27.46,0.80,0.10,61.41,90.00,31.66,0.85,0.82,-24.78,-23.00
466,35.54,35.79,0.26,35.79,26.75,29.46,2.71,29.46,23.61,25.22,1.60,0.04,60.85,90.00,32.19,0.87,0.87,-20.50,-22.34
467,39.12,40.01,0.89,40.01,31.94,30.18,1.75,31.94,27.57,26.80,0.78,0.04,57.59,90.00,35.29,0.82,0.83,-21.86,-20.87
468,36.26,37.14,0.88,37.14,28.14,29.45,1.31,29.45,24.80,26.09,1.29,0.04,59.13,90.00,33.82,0.82,0.84,-19.76,-21.88
469,34.88,37.07,2.19,37.07,28.42,31.00,2.58,31.00,24.46,26.41,1.96,0.04,59.33,90.00,33.63,0.84,0.84,-20.67,-21.82
470,38.44,35.06,3.37,38.44,32.35,29.28,3.07,32.35,27.61,25.52,2.09,0.02,57.70,90.00,35.18,0.85,0.85,-23.19,-21.54
471,42.19,44.95,2.75,44.95,32.83,32.78,0.05,32.83,28.32,29.12,0.81,0.08,57.90,90.00,35.00,0.86,0.85,-23.90,-23.16
472,41.93,40.18,1.75,41.93,33.47,31.41,2.06,33.47,27.99,26.58,1.41,0.07,59.74,90.00,33.24,0.86,0.87,-24.43,-22.92
473,38.58,38.37,0.21,38.58,30.14,31.17,1.03,31.17,27.12,27.11,0.00,0.04,60.85,90.00,32.20,0.84,0.84,-22.87,-22.86
474,38.91,39.53,0.62,39.53,29.93,32.14,2.22,32.14,26.19,26.44,0.25,0.06,57.30,88.78,34.35,0.85,0.85,-22.03,-22.75
475,35.00,33.02,1.98,35.00,29.40,29.12,0.28,29.40,25.27,24.93,0.34,0.01,61.71,87.83,29.21,0.88,0.85,-24.01,-22.66
476,37.24,37.04,0.20,37.24,28.96,30.78,1.82,30.78,25.47,25.99,0.52,0.05,56.94,90.00,35.90,0.88,0.86,-22.51,-22.03
477,43.12,39.77,3.35,43.12,32.23,31.92,0.32,32.23,27.87,27.92,0.05,0.07,56.18,90.00,36.63,0.84,0.89,-21.65,-24.53
478,36.73,34.21,2.53,36.73,29.58,27.06,2.51,29.58,25.61,23.71,1.90,0.06,58.63,90.00,34.30,0.91,0.87,-24.86,-21.14
479,39.99,41.38,1.39,41.38,29.28,29.12,0.16,29.28,24.93,25.33,0.40,0.07,60.59,90.00,32.44,0.83,0.85,-20.10,-22.35
480,36.28,38.60,2.32,38.60,30.91,31.64,0.73,31.64,25.23,26.89,1.66,0.02,61.60,90.00,31.48,0.82,0.90,-19.78,-26.69
481,34.57,41.01,6.44,41.01,30.73,34.13,3.40,34.13,26.85,30.19,3.34,0.04,64.10,90.00,29.10,0.87,0.89,-25.35,-29.09
482,38.75,40.18,1.44,40.18,31.25,34.07,2.81,34.07,26.63,27.71,1.07,0.03,55.89,88.89,35.79,0.81,0.86,-19.88,-23.86
483,32.99,33.06,0.07,33.06,29.27,29.59,0.32,29.59,23.90,24.87,0.97,0.03,59.44,82.71,26.24,0.85,0.86,-22.00,-23.46
484,35.05,35.06,0.01,35.06,28.96,27.58,1.38,28.96,23.68,24.27,0.60,0.03,57.70,90.00,35.19,0.84,0.88,-18.51,-21.36
485,38.09,39.28,1.19,39.28,31.92,30.41,1.51,31.92,27.34,26.62,0.73,0.05,60.26,90.00,32.76,0.85,0.86,-23.56,-23.94
486,36.13,34.33,1.80,36.13,29.04,29.19,0.15,29.19,25.11,24.80,0.31,0.06,65.63,90.00,27.65,0.86,0.85,-22.58,-23.24
487,37.41,42.99,5.58,42.99,28.38,29.97,1.59,29.97,24.34,27.14,2.80,0.06,56.55,90.00,36.28,0.82,0.82,-19.00,-19.98
488,37.37,37.18,0.19,37.37,31.06,30.58,0.48,31.06,26.57,25.50,1.07,0.03,62.35,88.30,29.07,0.86,0.86,-24.38,-23.05
489,41.23,43.26,2.03,43.26,31.88,31.19,0.69,31.88,26.31,26.98,0.67,0.06,61.65,90.00,31.43,0.85,0.85,-22.90,-22.77
