,CVaR0,CVaR1,$|CVaR_2 - CVaR_1|$,Max CVaR,VaR0,VaR1,$|VaR_2 - VaR_1|$,Max VaR,NetLoss0,NetLoss1,$|L_2 - L_1|$,$P(L > Q(0.6))$,Required Capital,Payout CVaR,Average Cost,a_1,a_2,b_1,b_2
490,38.94,40.00,1.06,40.00,32.19,29.97,2.22,32.19,27.06,26.08,0.98,0.06,55.65,90.00,37.13,0.84,0.84,-21.28,-19.88
491,40.74,41.09,0.35,41.09,29.53,31.95,2.42,31.95,26.18,27.07,0.89,0.07,57.65,90.00,35.23,0.80,0.85,-18.66,-22.30
492,35.98,31.59,4.38,35.98,31.17,27.42,3.75,31.17,25.07,22.26,2.81,0.04,63.63,90.00,29.55,0.88,0.86,-24.49,-20.26
493,35.22,40.03,4.80,40.03,28.14,30.58,2.44,30.58,24.89,26.07,1.18,0.08,62.00,90.00,31.10,0.87,0.85,-22.78,-21.46
494,39.70,39.99,0.28,39.99,32.78,32.34,0.44,32.78,27.22,27.37,0.15,0.12,64.13,90.00,29.07,0.82,0.84,-23.45,-23.87
495,42.02,39.70,2.32,42.02,30.44,30.13,0.31,30.44,26.12,26.26,0.14,0.10,56.69,90.00,36.15,0.87,0.85,-22.11,-21.61
496,35.78,39.28,3.50,39.28,29.29,32.62,3.33,32.62,25.88,27.37,1.48,0.03,59.32,90.00,33.65,0.81,0.81,-20.72,-21.43
497,37.27,37.86,0.59,37.86,30.08,28.52,1.56,30.08,25.48,25.42,0.06,0.07,64.55,90.00,28.68,0.86,0.85,-23.75,-22.19
498,37.13,38.48,1.35,38.48,31.07,30.34,0.72,31.07,26.47,26.49,0.03,0.06,60.48,90.00,32.55,0.85,0.86,-21.93,-23.14
499,36.79,35.24,1.55,36.79,32.61,32.25,0.36,32.61,26.13,25.03,1.10,0.04,50.45,72.60,24.68,0.82,0.81,-23.90,-23.54
500,40.93,38.79,2.14,40.93,30.42,31.64,1.22,31.64,26.67,26.84,0.17,0.05,56.45,90.00,36.37,0.85,0.89,-21.78,-23.71
501,34.03,35.85,1.82,35.85,27.02,25.89,1.13,27.02,22.77,22.38,0.38,0.05,54.21,90.00,38.50,0.88,0.90,-19.08,-19.74
502,35.34,35.11,0.23,35.34,28.43,28.95,0.52,28.95,23.16,24.39,1.23,0.04,61.77,90.00,31.32,0.86,0.91,-20.76,-23.75
503,34.83,34.30,0.53,34.83,29.65,26.22,3.43,29.65,25.21,23.29,1.92,0.05,60.80,88.01,30.25,0.89,0.82,-25.12,-17.82
504,37.68,39.44,1.76,39.44,27.94,30.34,2.40,30.34,24.47,26.58,2.11,0.04,59.98,90.00,33.02,0.81,0.85,-18.64,-22.84
505,36.30,36.46,0.16,36.46,31.32,30.44,0.89,31.32,26.53,26.27,0.27,0.01,58.77,86.97,31.14,0.83,0.86,-22.54,-23.23
506,38.31,39.16,0.85,39.16,30.82,33.68,2.86,33.68,26.24,27.66,1.42,0.02,57.30,90.00,35.57,0.88,0.84,-23.15,-21.95
507,35.60,34.29,1.31,35.60,30.91,30.55,0.36,30.91,25.62,23.98,1.64,0.02,62.80,90.00,30.34,0.88,0.80,-25.26,-18.86
508,40.77,36.65,4.12,40.77,32.10,32.30,0.20,32.30,26.88,25.26,1.62,0.06,55.65,86.56,33.70,0.85,0.82,-23.26,-19.74
509,31.91,29.37,2.55,31.91,25.35,25.48,0.14,25.48,21.56,20.76,0.81,0.04,57.73,89.73,34.89,0.85,0.88,-17.93,-18.84
510,38.47,38.17,0.30,38.47,33.10,32.16,0.94,33.10,27.19,26.34,0.85,0.06,68.81,90.00,24.63,0.85,0.84,-26.89,-25.24
511,35.97,38.76,2.78,38.76,30.92,32.08,1.16,32.08,25.64,26.96,1.32,0.08,69.08,89.77,24.15,0.81,0.86,-22.09,-26.59
512,41.30,39.00,2.30,41.30,34.49,33.87,0.62,34.49,28.81,28.40,0.41,0.04,56.20,87.04,33.65,0.83,0.85,-23.71,-24.35
513,31.56,32.23,0.67,32.23,27.36,27.57,0.20,27.57,23.04,23.73,0.69,0.01,52.93,84.75,34.47,0.86,0.88,-19.51,-21.59
514,36.12,34.55,1.58,36.12,27.66,29.33,1.67,29.33,25.37,25.45,0.07,0.04,59.41,90.00,33.56,0.85,0.84,-21.10,-21.17
515,40.10,37.42,2.68,40.10,30.57,28.44,2.12,30.57,26.69,25.41,1.28,0.07,59.62,90.00,33.36,0.87,0.88,-23.46,-22.56
516,36.15,38.60,2.45,38.60,30.69,32.01,1.31,32.01,24.79,26.66,1.88,0.03,58.39,90.00,34.53,0.79,0.83,-18.22,-22.68
517,40.75,40.25,0.50,40.75,31.22,32.40,1.18,32.40,26.55,26.84,0.29,0.08,61.55,90.00,31.53,0.86,0.86,-22.69,-22.81
518,41.45,38.11,3.34,41.45,33.47,29.96,3.51,33.47,28.17,26.22,1.95,0.04,60.59,90.00,32.44,0.84,0.82,-23.59,-20.96
519,37.08,38.40,1.32,38.40,30.69,33.86,3.17,33.86,27.19,28.51,1.32,0.02,55.63,85.11,32.27,0.82,0.84,-21.65,-24.44
520,37.59,41.41,3.82,41.41,30.47,32.86,2.39,32.86,25.70,28.15,2.45,0.09,61.43,90.00,31.64,0.87,0.88,-23.06,-25.27
521,38.42,36.03,2.38,38.42,29.83,30.31,0.48,30.31,26.60,25.16,1.43,0.04,63.06,90.00,30.09,0.89,0.87,-24.55,-23.68
522,33.87,37.13,3.26,37.13,26.77,30.21,3.44,30.21,23.18,25.70,2.51,0.05,62.33,90.00,30.78,0.83,0.84,-19.49,-21.99
523,33.08,34.93,1.84,34.93,29.21,29.97,0.76,29.97,26.03,25.92,0.11,0.03,54.68,83.03,31.08,0.90,0.92,-24.92,-26.02
524,39.33,37.32,2.01,39.33,32.59,27.48,5.12,32.59,27.25,24.98,2.27,0.05,63.75,90.00,29.44,0.87,0.80,-25.37,-19.19
525,34.98,34.37,0.61,34.98,29.55,28.20,1.35,29.55,26.02,24.93,1.09,0.03,59.53,90.00,33.45,0.89,0.89,-23.92,-22.40
526,35.78,37.02,1.23,37.02,29.08,31.22,2.13,31.22,25.06,25.63,0.57,0.04,62.78,90.00,30.36,0.83,0.84,-21.53,-22.61
527,36.31,36.77,0.46,36.77,31.14,28.01,3.13,31.14,25.98,25.14,0.83,0.04,59.94,90.00,33.05,0.86,0.83,-23.65,-20.04
528,36.49,34.76,1.73,36.49,29.82,30.47,0.65,30.47,25.70,24.21,1.49,0.04,59.70,88.20,31.48,0.88,0.85,-23.87,-21.27
529,40.34,41.74,1.40,41.74,29.88,33.89,4.01,33.89,25.31,27.02,1.70,0.09,62.86,90.00,30.28,0.79,0.85,-18.89,-25.79
530,37.80,37.70,0.10,37.80,29.91,28.09,1.82,29.91,24.05,23.99,0.06,0.04,52.12,90.00,40.49,0.84,0.82,-18.10,-17.02
531,36.28,37.75,1.47,37.75,30.91,30.98,0.07,30.98,25.30,26.26,0.96,0.05,59.85,88.80,31.94,0.86,0.87,-23.01,-24.43
532,36.79,37.65,0.86,37.65,29.61,29.13,0.48,29.61,25.76,26.59,0.83,0.04,60.76,89.53,31.81,0.88,0.87,-23.87,-23.08
533,43.20,41.48,1.72,43.20,31.54,29.69,1.85,31.54,27.01,25.89,1.12,0.10,59.25,90.00,33.71,0.86,0.84,-23.46,-20.72
534,37.92,39.43,1.51,39.43,31.00,32.60,1.60,32.60,26.01,27.58,1.57,0.06,62.75,90.00,30.39,0.81,0.84,-22.16,-24.95
535,34.63,36.40,1.77,36.40,28.33,28.61,0.29,28.61,24.27,25.63,1.36,0.02,63.74,90.00,29.44,0.86,0.86,-21.74,-22.19
536,34.33,32.48,1.85,34.33,29.80,27.17,2.64,29.80,25.34,23.35,1.99,0.04,68.94,90.00,24.50,0.83,0.84,-22.63,-21.30
537,37.38,44.99,7.61,44.99,30.46,35.77,5.31,35.77,27.28,30.73,3.45,0.07,56.97,90.00,35.88,0.82,0.85,-21.51,-25.16
538,35.76,34.33,1.43,35.76,30.98,28.18,2.80,30.98,26.66,24.23,2.43,0.05,62.40,88.06,28.77,0.88,0.82,-25.30,-20.68
539,36.45,33.77,2.67,36.45,30.87,27.83,3.04,30.87,26.91,24.62,2.29,0.03,60.95,90.00,32.10,0.85,0.83,-23.21,-20.57
540,35.29,36.73,1.44,36.73,28.14,28.95,0.81,28.95,24.64,24.95,0.31,0.07,56.65,90.00,36.18,0.87,0.84,-20.96,-20.14
541,40.66,34.19,6.48,40.66,30.45,26.45,4.00,30.45,26.23,23.21,3.02,0.09,65.61,90.00,27.67,0.86,0.82,-24.76,-18.64
542,38.92,37.11,1.81,38.92,30.65,24.78,5.87,30.65,27.58,21.79,5.78,0.06,49.35,90.00,43.12,0.88,0.77,-24.09,-12.08
543,41.66,43.49,1.83,43.49,31.93,32.85,0.91,32.85,28.44,27.93,0.50,0.07,60.57,90.00,32.46,0.91,0.84,-26.43,-22.64
544,42.51,39.48,3.03,42.51,30.03,30.88,0.85,30.88,26.93,26.33,0.60,0.09,63.08,90.00,30.07,0.85,0.86,-23.16,-23.41
545,38.88,36.50,2.38,38.88,30.61,31.95,1.34,31.95,26.78,27.11,0.33,0.05,63.43,90.00,29.74,0.88,0.91,-24.51,-27.13
546,39.45,40.79,1.35,40.79,32.06,32.13,0.08,32.13,26.21,26.23,0.02,0.06,57.67,90.00,35.21,0.82,0.82,-20.14,-20.14
547,39.40,35.30,4.10,39.40,33.81,29.03,4.78,33.81,27.64,25.31,2.33,0.01,57.77,90.00,35.12,0.88,0.84,-24.47,-20.56
548,40.21,36.50,3.71,40.21,31.29,30.35,0.94,31.29,27.31,25.16,2.15,0.02,60.67,90.00,32.36,0.84,0.84,-22.60,-22.14
549,35.74,39.94,4.20,39.94,30.30,32.62,2.32,32.62,26.27,27.62,1.35,0.04,57.65,90.00,35.23,0.88,0.88,-23.74,-24.39
550,36.57,41.08,4.51,41.08,29.80,29.95,0.15,29.95,26.49,26.44,0.04,0.04,57.63,90.00,35.25,0.84,0.87,-21.78,-22.30
551,40.85,41.32,0.47,41.32,30.60,30.70,0.10,30.70,25.56,25.87,0.31,0.05,57.95,90.00,34.94,0.82,0.82,-20.64,-20.08
552,35.74,40.74,4.99,40.74,30.25,31.60,1.35,31.60,25.11,27.10,2.00,0.05,57.64,90.00,35.24,0.87,0.86,-21.97,-22.56
553,42.58,42.11,0.47,42.58,35.35,33.62,1.73,35.35,29.24,28.08,1.15,0.03,59.16,90.00,33.80,0.82,0.84,-22.92,-23.48
554,34.54,40.51,5.97,40.51,28.76,31.68,2.92,31.68,24.82,26.48,1.66,0.05,66.63,90.00,26.70,0.85,0.88,-22.25,-25.36
555,34.85,33.01,1.84,34.85,30.35,30.62,0.27,30.62,25.24,25.21,0.03,0.00,49.81,77.36,30.04,0.85,0.85,-23.28,-22.99
556,37.71,39.03,1.31,39.03,31.45,28.37,3.08,31.45,26.75,25.85,0.91,0.06,58.14,90.00,34.77,0.87,0.83,-23.48,-19.79
557,34.32,35.93,1.61,35.93,29.65,29.79,0.14,29.79,24.78,24.77,0.00,0.04,61.26,87.56,29.37,0.84,0.88,-20.91,-23.92
558,36.10,36.84,0.74,36.84,29.48,29.23,0.25,29.48,25.43,25.60,0.18,0.04,61.77,90.00,31.32,0.87,0.88,-23.55,-23.52
559,45.40,37.27,8.13,45.40,33.13,27.53,5.60,33.13,29.25,23.78,5.46,0.09,60.49,90.00,32.54,0.86,0.74,-26.68,-15.13
560,37.68,34.87,2.81,37.68,31.38,28.82,2.56,31.38,25.13,25.06,0.07,0.06,53.07,77.25,26.84,0.81,0.82,-21.27,-21.49
561,30.60,33.18,2.58,33.18,25.98,26.86,0.88,26.86,22.38,23.00,0.62,0.02,58.91,90.00,34.03,0.84,0.88,-18.57,-20.48
562,38.81,35.98,2.83,38.81,32.50,29.46,3.03,32.50,27.62,25.91,1.71,0.02,63.04,90.00,30.11,0.88,0.84,-25.51,-21.85
563,35.58,32.64,2.94,35.58,29.94,27.23,2.71,29.94,26.42,24.16,2.25,0.04,63.46,90.00,29.71,0.88,0.85,-25.28,-21.34
564,42.19,41.07,1.12,42.19,31.80,32.30,0.50,32.30,28.43,27.54,0.89,0.06,61.13,90.00,31.93,0.84,0.84,-23.36,-22.98
565,34.65,36.50,1.84,36.50,27.81,29.47,1.66,29.47,24.31,25.23,0.92,0.08,65.06,90.00,28.19,0.84,0.85,-21.63,-22.72
566,37.50,39.99,2.49,39.99,30.78,31.85,1.07,31.85,26.78,27.57,0.79,0.03,62.41,90.00,30.71,0.88,0.85,-25.59,-23.86
567,41.89,40.44,1.45,41.89,33.67,34.37,0.70,34.37,28.59,28.29,0.30,0.04,58.46,90.00,34.46,0.85,0.89,-23.37,-27.01
568,41.50,37.53,3.96,41.50,33.56,31.56,2.00,33.56,28.71,26.61,2.10,0.05,63.65,90.00,29.53,0.84,0.80,-25.62,-21.38
569,37.75,36.93,0.83,37.75,29.75,27.64,2.11,29.75,25.25,24.45,0.80,0.05,57.79,90.00,35.10,0.90,0.84,-23.00,-19.51
570,35.65,40.27,4.62,40.27,29.80,29.62,0.18,29.80,26.31,26.17,0.14,0.06,56.78,90.00,36.06,0.83,0.84,-21.57,-19.85
571,35.67,34.56,1.10,35.67,28.87,28.76,0.11,28.87,25.65,24.31,1.34,0.03,50.83,90.00,41.71,0.83,0.84,-19.25,-18.48
572,37.85,39.89,2.04,39.89,29.87,31.64,1.77,31.64,27.03,27.36,0.32,0.05,57.76,90.00,35.13,0.84,0.84,-21.68,-22.03
573,35.92,40.47,4.56,40.47,29.00,29.10,0.09,29.10,24.79,25.21,0.42,0.06,60.40,90.00,32.62,0.83,0.85,-20.42,-21.77
574,36.46,36.28,0.18,36.46,30.90,29.65,1.25,30.90,26.44,24.87,1.57,0.04,59.86,90.00,33.13,0.85,0.82,-22.87,-20.11
575,38.79,39.50,0.71,39.50,31.74,31.57,0.17,31.74,26.55,26.52,0.04,0.10,61.98,90.00,31.11,0.79,0.83,-19.87,-22.71
576,34.15,35.93,1.77,35.93,27.99,29.61,1.63,29.61,24.04,25.14,1.10,0.07,65.84,90.00,27.45,0.85,0.87,-21.66,-24.04
577,39.68,37.65,2.03,39.68,32.78,32.37,0.40,32.78,28.29,27.43,0.86,0.06,58.59,88.31,32.65,0.86,0.81,-25.11,-21.65
578,35.27,35.01,0.27,35.27,32.11,31.75,0.36,32.11,26.30,26.14,0.16,0.00,46.73,73.42,29.02,0.82,0.83,-23.06,-22.39
579,36.64,32.86,3.79,36.64,29.80,29.73,0.07,29.80,25.83,24.56,1.27,0.03,64.85,90.00,28.39,0.85,0.87,-22.68,-24.12
580,35.04,35.88,0.85,35.88,29.26,28.80,0.46,29.26,24.70,24.95,0.25,0.03,54.68,90.00,38.05,0.84,0.87,-19.60,-21.45
581,34.11,38.93,4.82,38.93,28.75,29.55,0.80,29.55,24.89,27.13,2.24,0.06,61.42,90.00,31.65,0.83,0.84,-21.08,-22.20
582,36.07,33.50,2.56,36.07,29.64,29.29,0.36,29.64,24.49,24.53,0.04,0.02,55.59,90.00,37.19,0.85,0.84,-19.85,-19.18
583,33.84,31.51,2.32,33.84,25.85,26.85,1.00,26.85,23.51,22.93,0.58,0.07,68.52,90.00,24.90,0.82,0.83,-20.04,-20.29
584,32.86,32.81,0.05,32.86,28.49,29.36,0.87,29.36,24.48,24.99,0.51,0.01,54.41,86.44,34.76,0.87,0.89,-21.55,-23.39
585,39.30,39.35,0.05,39.35,30.67,31.52,0.85,31.52,26.51,26.46,0.05,0.07,60.91,90.00,32.13,0.85,0.88,-22.08,-24.14
586,37.11,37.18,0.07,37.18,30.78,33.05,2.27,33.05,26.07,26.48,0.41,0.09,68.74,90.00,24.70,0.81,0.84,-23.21,-25.38
587,38.03,40.57,2.54,40.57,32.85,31.76,1.09,32.85,26.88,26.80,0.08,0.05,61.66,90.00,31.43,0.92,0.83,-26.50,-21.07
588,41.01,34.68,6.34,41.01,29.43,26.62,2.81,29.43,24.98,21.66,3.32,0.04,49.69,90.00,42.80,0.85,0.85,-17.71,-16.41
589,33.73,37.97,4.23,37.97,28.26,31.23,2.98,31.23,24.28,25.92,1.65,0.04,56.40,90.00,36.42,0.85,0.88,-20.01,-22.26
590,38.50,40.90,2.39,40.90,32.24,32.23,0.01,32.24,25.56,26.06,0.50,0.07,61.74,90.00,31.34,0.82,0.84,-21.57,-22.07
591,38.13,38.52,0.39,38.52,31.70,30.99,0.72,31.70,26.09,26.95,0.87,0.06,56.61,90.00,36.22,0.82,0.83,-20.43,-21.97
592,39.20,42.07,2.87,42.07,32.34,32.17,0.18,32.34,27.37,28.27,0.91,0.07,59.99,90.00,33.01,0.84,0.86,-22.87,-24.38
593,38.22,40.11,1.89,40.11,32.16,35.29,3.13,35.29,26.49,27.99,1.50,0.06,61.36,86.14,27.84,0.84,0.84,-24.24,-25.25
594,37.05,35.29,1.76,37.05,28.25,28.77,0.52,28.77,24.58,24.36,0.22,0.08,63.09,90.00,30.06,0.87,0.86,-22.71,-21.76
595,34.00,35.13,1.13,35.13,28.01,27.75,0.26,28.01,24.60,24.23,0.37,0.07,59.23,90.00,33.73,0.82,0.85,-19.73,-20.67
596,41.49,39.84,1.65,41.49,34.01,32.66,1.35,34.01,28.21,27.35,0.86,0.04,58.64,90.00,34.29,0.83,0.84,-23.40,-23.26
597,35.09,35.35,0.26,35.35,29.78,29.96,0.18,29.96,25.41,26.06,0.65,0.04,64.28,90.00,28.94,0.86,0.85,-22.88,-23.26
598,36.04,37.15,1.11,37.15,30.45,31.13,0.68,31.13,25.61,25.84,0.23,0.06,64.55,90.00,28.68,0.87,0.82,-24.40,-21.63
599,32.85,35.18,2.33,35.18,27.72,30.77,3.06,30.77,23.77,25.94,2.17,0.03,55.50,83.08,30.36,0.80,0.87,-18.21,-23.63
600,39.36,41.25,1.89,41.25,29.93,32.00,2.06,32.00,25.83,26.43,0.60,0.07,61.60,90.00,31.48,0.86,0.87,-22.43,-24.23
601,33.80,33.42,0.38,33.80,28.36,26.51,1.85,28.36,24.37,23.89,0.48,0.03,64.94,90.00,28.31,0.86,0.85,-23.20,-20.93
602,30.20,32.96,2.76,32.96,26.13,25.40,0.73,26.13,23.26,23.65,0.39,0.03,65.49,90.00,27.79,0.88,0.84,-21.43,-19.75
603,34.38,36.26,1.89,36.26,29.25,30.16,0.91,30.16,25.48,26.29,0.81,0.04,66.51,90.00,26.82,0.85,0.89,-23.28,-25.67
604,34.61,37.79,3.18,37.79,29.35,29.91,0.56,29.91,23.69,25.40,1.71,0.03,55.78,90.00,37.01,0.82,0.84,-18.03,-20.47
605,39.23,38.01,1.22,39.23,30.80,31.22,0.42,31.22,26.22,26.62,0.40,0.05,61.07,90.00,31.99,0.80,0.83,-19.74,-22.42
606,37.31,33.91,3.40,37.31,28.91,29.95,1.04,29.95,24.98,23.96,1.02,0.04,61.21,90.00,31.85,0.84,0.84,-20.39,-20.47
607,42.52,41.69,0.83,42.52,32.31,31.48,0.83,32.31,27.59,27.78,0.19,0.10,56.91,90.00,35.93,0.79,0.85,-19.21,-23.51
608,38.01,40.71,2.71,40.71,30.02,32.30,2.28,32.30,25.46,26.96,1.50,0.07,60.10,90.00,32.90,0.84,0.84,-21.67,-22.10
609,36.91,37.41,0.50,37.41,32.11,30.25,1.87,32.11,26.72,26.18,0.54,0.03,62.44,90.00,30.68,0.83,0.82,-22.83,-20.71
610,36.62,35.40,1.23,36.62,31.14,30.66,0.48,31.14,25.53,25.56,0.03,0.03,61.26,90.00,31.81,0.84,0.87,-21.02,-23.16
611,37.41,36.11,1.31,37.41,30.76,29.03,1.73,30.76,25.54,24.80,0.74,0.08,63.64,90.00,29.54,0.86,0.85,-23.51,-21.54
612,34.48,35.53,1.04,35.53,29.41,30.13,0.72,30.13,24.53,25.86,1.33,0.06,57.91,86.36,31.35,0.85,0.86,-21.04,-22.85
613,31.67,34.12,2.45,34.12,27.21,29.20,2.00,29.20,23.36,25.41,2.05,0.02,60.14,82.26,25.13,0.80,0.83,-19.66,-23.24
614,35.91,33.65,2.26,35.91,29.08,26.67,2.41,29.08,25.26,23.07,2.20,0.03,57.86,90.00,35.04,0.89,0.87,-23.01,-19.78
615,36.69,38.05,1.36,38.05,30.48,31.57,1.09,31.57,26.47,26.51,0.04,0.01,60.26,90.00,32.75,0.85,0.85,-22.73,-22.48
616,32.76,35.38,2.62,35.38,27.05,29.09,2.04,29.09,24.41,26.51,2.10,0.08,62.31,87.65,28.46,0.84,0.82,-21.26,-22.22
617,43.68,41.62,2.06,43.68,34.17,34.63,0.46,34.63,28.06,28.67,0.61,0.06,57.15,90.00,35.70,0.83,0.84,-21.85,-23.32
618,37.79,40.70,2.91,40.70,29.71,30.30,0.59,30.30,26.06,26.14,0.08,0.07,58.38,90.00,34.54,0.88,0.85,-23.51,-21.07
619,37.83,41.62,3.80,41.62,30.45,32.69,2.24,32.69,25.61,27.87,2.26,0.05,58.06,90.00,34.84,0.85,0.89,-20.78,-24.99
620,35.76,35.23,0.53,35.76,29.90,29.74,0.16,29.90,25.58,25.52,0.06,0.04,59.42,87.12,30.67,0.84,0.86,-21.04,-23.65
621,40.11,41.14,1.03,41.14,33.20,32.52,0.67,33.20,27.79,27.51,0.28,0.06,63.31,90.00,29.86,0.83,0.82,-23.84,-23.26
622,43.74,44.22,0.48,44.22,31.29,31.89,0.60,31.89,26.70,27.58,0.88,0.07,59.62,90.00,33.36,0.83,0.85,-20.54,-22.90
623,43.73,43.66,0.06,43.73,33.79,32.43,1.36,33.79,28.85,27.75,1.09,0.04,58.84,90.00,34.10,0.83,0.81,-23.16,-21.53
624,40.76,39.29,1.47,40.76,30.30,29.27,1.03,30.30,25.46,25.36,0.09,0.07,57.85,90.00,35.04,0.83,0.83,-19.28,-20.49
625,39.06,38.97,0.09,39.06,31.39,31.71,0.32,31.71,27.08,26.57,0.51,0.03,61.23,90.00,31.83,0.80,0.80,-21.12,-20.99
626,37.30,37.39,0.09,37.39,29.94,28.38,1.55,29.94,25.81,24.76,1.05,0.04,63.12,90.00,30.04,0.88,0.85,-23.82,-21.13
627,38.00,37.74,0.26,38.00,27.72,31.59,3.87,31.59,25.22,27.21,2.00,0.07,60.83,90.00,32.21,0.85,0.89,-20.75,-24.63
628,36.31,40.48,4.17,40.48,28.63,32.74,4.11,32.74,25.51,27.57,2.05,0.05,62.65,90.00,30.48,0.84,0.87,-21.82,-24.86
629,36.71,38.29,1.58,38.29,31.96,31.35,0.61,31.96,25.79,26.35,0.56,0.08,59.80,87.29,30.48,0.84,0.86,-21.90,-23.69
630,36.33,37.91,1.59,37.91,29.68,30.72,1.04,30.72,25.96,26.50,0.54,0.04,64.45,90.00,28.77,0.84,0.84,-22.97,-23.06
631,37.60,34.16,3.44,37.60,29.53,28.48,1.05,29.53,26.24,24.77,1.47,0.04,57.97,89.47,34.40,0.88,0.86,-23.22,-21.19
632,36.46,39.32,2.85,39.32,30.55,32.63,2.09,32.63,24.70,26.45,1.74,0.10,60.75,85.93,28.21,0.82,0.86,-20.92,-25.24
633,37.87,41.06,3.19,41.06,27.47,29.91,2.44,29.91,25.12,26.88,1.76,0.05,58.53,90.00,34.39,0.83,0.88,-19.07,-24.17
634,35.47,37.16,1.69,37.16,29.49,31.41,1.92,31.41,25.94,27.19,1.25,0.04,62.24,90.00,30.88,0.83,0.85,-21.27,-23.94
635,38.03,37.38,0.65,38.03,32.13,32.20,0.06,32.20,27.11,26.91,0.21,0.04,61.37,89.42,31.11,0.88,0.88,-25.74,-25.17
636,33.41,35.80,2.39,35.80,26.37,29.92,3.55,29.92,23.61,25.43,1.82,0.03,60.36,90.00,32.66,0.85,0.90,-19.29,-23.61
637,36.86,38.63,1.77,38.63,30.41,30.15,0.26,30.41,25.38,25.85,0.47,0.06,67.07,90.00,26.28,0.90,0.86,-26.57,-23.86
638,37.83,37.62,0.20,37.83,28.18,30.98,2.79,30.98,25.68,26.47,0.79,0.05,64.78,90.00,28.46,0.85,0.83,-22.41,-22.98
639,41.62,43.76,2.14,43.76,32.53,34.78,2.25,34.78,26.26,28.28,2.02,0.12,57.43,90.00,35.44,0.82,0.84,-20.95,-23.53
640,38.38,41.56,3.18,41.56,30.71,31.87,1.17,31.87,26.54,26.77,0.23,0.07,59.50,90.00,33.47,0.86,0.86,-22.45,-23.55
641,33.94,35.57,1.64,35.57,28.57,29.04,0.48,29.04,24.24,24.75,0.50,0.05,62.07,90.00,31.04,0.86,0.89,-21.70,-23.59
642,41.15,38.20,2.95,41.15,32.55,29.51,3.05,32.55,28.48,26.30,2.18,0.04,61.05,90.00,32.00,0.90,0.81,-26.75,-20.46
643,37.73,34.87,2.86,37.73,29.32,27.69,1.62,29.32,26.49,24.66,1.83,0.04,56.12,90.00,36.69,0.83,0.84,-20.55,-19.61
644,41.73,39.32,2.41,41.73,33.01,32.46,0.55,33.01,28.79,27.66,1.13,0.05,58.68,90.00,34.25,0.84,0.88,-23.93,-25.98
645,38.99,40.34,1.34,40.34,31.83,30.03,1.80,31.83,26.56,26.53,0.02,0.09,62.74,90.00,30.39,0.81,0.83,-21.77,-21.62
646,39.48,37.53,1.95,39.48,31.19,31.32,0.13,31.32,27.21,27.74,0.53,0.04,59.01,90.00,33.94,0.85,0.86,-22.70,-23.34
647,38.28,35.05,3.23,38.28,32.57,30.01,2.56,32.57,26.41,25.38,1.03,0.05,56.75,86.60,32.69,0.83,0.84,-22.35,-21.83
648,38.06,38.47,0.40,38.47,31.42,31.92,0.50,31.92,27.18,27.53,0.35,0.05,58.85,90.00,34.09,0.85,0.83,-22.47,-22.09
649,38.61,39.58,0.97,39.58,31.96,32.76,0.80,32.76,27.27,28.15,0.88,0.06,60.12,90.00,32.88,0.87,0.86,-24.34,-24.44
650,37.99,40.28,2.29,40.28,29.56,31.05,1.49,31.05,24.05,25.42,1.36,0.11,56.28,90.00,36.53,0.84,0.86,-19.27,-20.68
651,40.83,39.10,1.72,40.83,30.63,30.29,0.34,30.63,26.06,25.40,0.66,0.06,56.51,90.00,36.32,0.86,0.85,-21.02,-21.46
652,37.11,38.99,1.88,38.99,28.14,27.78,0.35,28.14,24.07,24.78,0.72,0.08,62.06,90.00,31.05,0.86,0.86,-20.93,-21.92
653,39.72,41.76,2.03,41.76,31.52,28.87,2.65,31.52,27.45,25.76,1.69,0.08,59.99,90.00,33.01,0.89,0.81,-26.27,-18.00
654,45.21,41.82,3.39,45.21,34.92,32.92,1.99,34.92,29.27,28.61,0.66,0.09,60.39,90.00,32.63,0.82,0.80,-23.17,-22.13
655,38.47,37.37,1.10,38.47,32.34,33.47,1.13,33.47,27.64,26.63,1.01,0.01,58.83,90.00,34.11,0.88,0.84,-25.16,-21.88
656,38.22,37.10,1.12,38.22,30.29,30.59,0.30,30.59,26.91,26.39,0.52,0.03,60.93,90.00,32.11,0.85,0.82,-22.88,-21.60
657,34.98,33.23,1.75,34.98,29.24,24.51,4.73,29.24,24.66,22.68,1.99,0.04,63.09,90.00,30.06,0.86,0.84,-22.65,-18.63
658,40.68,37.76,2.92,40.68,32.27,32.46,0.20,32.46,27.87,26.24,1.64,0.05,61.00,90.00,32.05,0.89,0.81,-25.76,-21.22
659,34.65,35.65,0.99,35.65,29.06,30.55,1.49,30.55,24.55,25.71,1.16,0.03,60.47,89.53,32.09,0.84,0.85,-20.40,-23.00
660,36.03,35.40,0.63,36.03,31.31,31.60,0.30,31.60,27.19,26.21,0.98,0.04,54.77,82.38,30.35,0.85,0.85,-23.72,-22.93
661,42.63,38.98,3.65,42.63,28.67,29.32,0.65,29.32,25.78,25.12,0.65,0.08,58.24,90.00,34.67,0.83,0.85,-20.55,-21.03
662,40.00,39.47,0.53,40.00,31.65,31.81,0.16,31.81,26.99,27.51,0.52,0.06,58.74,90.00,34.19,0.83,0.85,-21.56,-23.01
