,CVaR0,CVaR1,$|CVaR_2 - CVaR_1|$,Max CVaR,VaR0,VaR1,$|VaR_2 - VaR_1|$,Max VaR,NetLoss0,NetLoss1,$|L_2 - L_1|$,$P(L > Q(0.6))$,Required Capital,Payout CVaR,Average Cost,s_1,s_2
193,5.02,6.60,1.58,6.60,5.04,6.78,1.74,6.78,4.17,5.90,1.72,0.03,3.83,8.57,4.93,4.31,6.15
194,7.51,5.34,2.17,7.51,7.05,5.46,1.59,7.05,6.19,4.62,1.57,0.01,3.63,8.03,4.58,6.31,4.79
195,5.69,4.86,0.83,5.69,5.80,5.12,0.67,5.80,4.72,4.34,0.38,0.02,2.93,9.03,6.24,4.89,4.53
196,4.66,7.25,2.59,7.25,5.06,7.27,2.21,7.27,4.21,6.20,1.99,0.12,3.20,8.00,4.96,4.19,6.38
197,5.24,5.29,0.05,5.29,5.42,5.44,0.02,5.44,4.56,4.72,0.16,0.01,2.68,8.58,6.03,4.73,4.60
198,5.03,5.61,0.58,5.61,5.32,5.76,0.44,5.76,4.35,4.76,0.41,0.00,3.20,8.76,5.73,4.38,4.96
199,4.98,6.18,1.20,6.18,5.28,6.09,0.81,6.09,4.40,5.15,0.75,0.03,3.89,9.47,5.77,4.64,5.00
200,5.12,5.48,0.35,5.48,5.42,5.43,0.01,5.43,4.66,4.59,0.08,0.00,3.67,9.28,5.79,4.82,4.75
201,6.67,5.83,0.84,6.67,6.80,6.16,0.64,6.80,5.88,5.16,0.72,0.08,2.75,6.37,3.76,6.44,5.39
202,5.48,4.82,0.66,5.48,5.68,5.25,0.43,5.68,5.04,4.24,0.80,0.00,2.70,8.15,5.58,5.07,4.48
203,6.40,5.19,1.21,6.40,6.56,5.15,1.41,6.56,5.54,4.20,1.34,0.04,3.16,8.00,5.00,6.11,4.57
204,6.05,6.03,0.03,6.05,6.42,5.90,0.52,6.42,5.64,4.90,0.74,0.01,3.26,8.00,4.90,5.74,4.90
205,7.07,4.43,2.64,7.07,6.82,5.08,1.75,6.82,5.85,4.19,1.66,0.06,3.07,7.88,4.96,6.43,4.27
206,5.50,5.64,0.14,5.64,5.44,5.66,0.22,5.66,4.68,4.84,0.15,0.00,3.59,9.26,5.85,4.60,4.95
207,5.34,6.63,1.29,6.63,5.53,6.77,1.24,6.77,4.54,5.88,1.34,0.03,3.18,8.00,4.98,4.46,6.29
208,5.31,6.62,1.32,6.62,5.47,6.82,1.35,6.82,4.78,5.73,0.95,0.00,3.75,8.40,4.84,4.70,5.92
209,5.20,6.15,0.95,6.15,5.43,6.43,1.00,6.43,4.46,5.42,0.96,0.00,3.36,8.82,5.63,4.30,5.54
210,5.55,4.96,0.60,5.55,5.72,5.35,0.37,5.72,4.76,4.49,0.27,0.00,3.76,9.38,5.80,4.62,4.65
211,6.75,5.02,1.74,6.75,6.77,5.25,1.52,6.77,5.72,4.28,1.43,0.00,2.82,7.92,5.24,6.23,4.44
212,5.39,4.82,0.57,5.39,5.19,4.76,0.43,5.19,4.38,3.93,0.44,0.00,3.28,9.47,6.36,4.79,4.17
213,5.50,7.14,1.64,7.14,5.93,7.13,1.20,7.13,5.04,6.23,1.18,0.12,3.37,6.83,3.63,5.40,6.71
214,5.62,5.45,0.17,5.62,5.77,5.55,0.21,5.77,4.80,4.58,0.22,0.00,2.62,8.35,5.87,4.98,4.71
215,6.39,5.70,0.69,6.39,6.82,5.66,1.15,6.82,5.78,4.88,0.90,0.04,3.81,8.00,4.38,6.19,4.92
216,5.21,5.95,0.74,5.95,5.37,5.85,0.48,5.85,4.49,4.79,0.30,0.00,2.32,8.23,6.02,4.45,4.77
217,5.19,4.71,0.48,5.19,5.23,5.07,0.15,5.23,4.26,4.29,0.03,0.00,2.21,8.70,6.61,4.27,4.46
218,6.52,5.32,1.20,6.52,6.63,5.40,1.23,6.63,5.51,4.50,1.00,0.02,3.34,8.00,4.82,6.28,4.79
219,4.61,5.05,0.44,5.05,5.22,5.14,0.08,5.22,4.18,4.51,0.33,0.00,4.27,10.55,6.49,4.37,4.59
220,4.94,5.44,0.50,5.44,5.13,5.74,0.60,5.74,4.49,4.84,0.35,0.00,4.43,9.88,5.67,4.73,4.89
221,5.93,6.37,0.44,6.37,6.10,6.42,0.32,6.42,5.38,5.63,0.24,0.03,2.81,6.85,4.19,5.50,5.70
222,5.23,7.19,1.96,7.19,5.28,7.26,1.98,7.26,4.53,6.24,1.70,0.09,2.71,6.99,4.42,4.51,6.30
223,6.45,5.74,0.71,6.45,6.58,6.01,0.57,6.58,5.46,5.10,0.36,0.01,3.55,7.99,4.62,5.78,5.32
224,6.88,6.44,0.44,6.88,6.91,6.50,0.41,6.91,5.84,5.49,0.35,0.01,3.93,7.70,3.96,6.23,5.80
225,7.49,6.92,0.57,7.49,7.24,6.83,0.41,7.24,6.15,5.87,0.28,0.06,4.85,8.00,3.39,6.45,6.43
226,5.36,4.65,0.72,5.36,5.48,4.77,0.71,5.48,4.49,3.87,0.63,0.00,3.91,10.46,6.75,4.61,3.82
227,6.62,4.89,1.73,6.62,6.54,5.46,1.08,6.54,5.65,4.42,1.23,0.00,3.31,8.17,5.02,6.18,4.40
228,5.01,5.39,0.38,5.39,5.34,5.42,0.08,5.42,4.50,4.47,0.03,0.00,2.54,8.60,6.18,4.44,4.38
229,4.90,4.81,0.09,4.90,5.13,5.32,0.19,5.32,4.43,4.45,0.03,0.00,4.24,10.56,6.54,4.37,4.38
230,5.50,5.12,0.38,5.50,5.66,5.26,0.39,5.66,4.68,4.58,0.10,0.00,3.54,9.40,6.04,4.67,4.46
231,7.01,5.09,1.92,7.01,7.08,5.58,1.50,7.08,5.82,4.62,1.20,0.03,3.39,8.00,4.78,6.22,4.51
232,6.97,5.10,1.86,6.97,7.07,5.07,2.00,7.07,6.03,4.26,1.77,0.06,3.32,8.00,4.85,6.49,4.24
233,5.42,5.16,0.26,5.42,5.64,5.34,0.30,5.64,4.64,4.49,0.16,0.00,2.67,8.94,6.40,4.68,4.42
234,5.80,7.34,1.53,7.34,6.14,7.17,1.03,7.17,5.12,6.05,0.93,0.07,3.83,7.60,3.96,5.36,6.42
235,4.86,4.95,0.09,4.95,5.13,5.07,0.06,5.13,4.18,4.30,0.12,0.00,3.20,9.60,6.56,4.23,4.46
236,7.00,5.71,1.29,7.00,7.00,5.79,1.22,7.00,6.11,4.94,1.17,0.01,2.34,6.81,4.59,6.23,4.79
237,6.88,5.16,1.71,6.88,7.11,5.19,1.92,7.11,5.92,4.46,1.46,0.04,3.54,8.00,4.64,6.54,4.60
238,5.58,7.19,1.60,7.19,5.80,7.01,1.21,7.01,5.11,5.88,0.77,0.02,2.52,6.32,3.93,5.51,6.17
239,4.99,5.55,0.56,5.55,5.11,5.39,0.28,5.39,4.28,4.59,0.31,0.00,2.95,9.01,6.21,4.61,4.75
240,5.52,5.68,0.17,5.68,5.34,5.68,0.34,5.68,4.56,4.91,0.35,0.00,3.10,9.07,6.13,4.54,4.85
241,7.26,4.97,2.29,7.26,7.25,5.21,2.04,7.25,6.18,4.29,1.89,0.07,3.25,7.63,4.55,6.63,4.33
242,4.79,6.72,1.93,6.72,4.97,6.83,1.87,6.83,4.20,5.82,1.62,0.04,2.80,7.50,4.84,4.34,6.22
243,5.76,4.70,1.07,5.76,5.87,5.14,0.74,5.87,5.10,4.33,0.77,0.00,3.03,8.32,5.43,5.21,4.64
244,5.13,4.57,0.56,5.13,5.18,4.87,0.31,5.18,4.39,4.08,0.32,0.00,3.32,9.61,6.46,4.54,4.16
245,6.83,7.03,0.20,7.03,6.92,6.89,0.03,6.92,5.99,5.92,0.06,0.03,3.83,7.06,3.42,6.38,6.30
246,5.50,5.59,0.10,5.59,5.42,5.85,0.43,5.85,4.57,4.94,0.37,0.00,2.91,8.52,5.76,4.57,5.08
247,5.19,5.33,0.14,5.33,4.96,5.47,0.51,5.47,4.15,4.56,0.41,0.00,3.34,9.78,6.61,4.18,4.55
248,7.46,4.81,2.65,7.46,7.35,5.24,2.11,7.35,5.97,4.35,1.62,0.09,3.64,8.00,4.54,6.49,4.54
249,6.01,5.35,0.66,6.01,5.92,5.46,0.46,5.92,5.12,4.66,0.46,0.01,3.02,8.00,5.13,5.29,4.79
250,6.81,7.01,0.20,7.01,6.74,7.04,0.30,7.04,6.02,6.07,0.06,0.06,3.06,6.02,3.11,6.22,6.26
251,5.26,5.31,0.06,5.31,5.36,5.42,0.06,5.42,4.51,4.60,0.09,0.01,2.38,8.56,6.30,4.64,4.81
252,4.89,5.31,0.41,5.31,4.83,5.40,0.58,5.40,3.94,4.58,0.64,0.00,3.24,9.69,6.62,4.06,4.57
253,5.02,5.84,0.82,5.84,5.47,5.94,0.47,5.94,4.58,4.89,0.31,0.00,2.43,8.09,5.78,4.59,5.13
254,5.43,5.15,0.28,5.43,5.53,5.29,0.23,5.53,4.64,4.32,0.32,0.00,3.40,9.64,6.42,4.54,4.40
255,5.00,5.40,0.40,5.40,5.42,5.59,0.17,5.59,4.25,4.70,0.45,0.00,2.65,8.88,6.37,4.37,4.61
256,5.00,5.26,0.26,5.26,5.09,5.49,0.40,5.49,4.35,4.52,0.17,0.00,3.53,9.28,5.92,4.69,4.67
257,4.74,6.91,2.18,6.91,4.84,7.14,2.31,7.14,4.03,6.07,2.05,0.02,2.97,7.67,4.84,4.23,6.64
258,6.40,5.09,1.31,6.40,6.45,5.49,0.96,6.45,5.46,4.52,0.94,0.00,3.27,8.50,5.39,5.55,4.47
259,5.06,6.15,1.09,6.15,5.29,6.07,0.78,6.07,4.48,5.21,0.73,0.00,3.36,8.75,5.56,4.55,5.26
260,7.00,6.35,0.65,7.00,7.18,6.63,0.55,7.18,6.16,5.59,0.56,0.00,3.71,6.90,3.38,6.54,6.02
261,5.60,6.40,0.80,6.40,6.04,6.61,0.57,6.61,5.21,5.60,0.39,0.01,3.26,7.39,4.30,5.08,6.38
262,5.38,4.89,0.49,5.38,5.30,5.24,0.06,5.30,4.50,4.32,0.18,0.00,3.61,9.80,6.37,4.50,4.25
263,6.04,6.43,0.39,6.43,6.24,6.66,0.43,6.66,5.23,5.71,0.49,0.02,3.40,7.51,4.28,5.20,6.09
264,5.75,5.41,0.34,5.75,5.74,5.50,0.25,5.74,4.80,4.56,0.24,0.00,3.69,9.43,5.92,4.82,4.74
265,6.92,6.19,0.73,6.92,7.13,6.25,0.88,7.13,6.07,5.44,0.63,0.02,4.40,8.00,3.82,6.17,5.83
266,5.33,5.77,0.44,5.77,5.21,5.82,0.61,5.82,4.54,4.75,0.21,0.00,2.81,8.58,5.91,4.45,5.01
267,5.09,5.52,0.44,5.52,5.38,5.61,0.23,5.61,4.59,4.78,0.19,0.00,3.40,8.90,5.67,4.60,4.99
268,6.19,6.73,0.55,6.73,6.42,6.54,0.12,6.54,5.39,5.69,0.30,0.01,3.62,7.49,4.05,5.81,5.83
269,4.98,4.83,0.15,4.98,5.23,5.13,0.10,5.23,4.34,4.44,0.10,0.00,3.95,10.10,6.34,4.51,4.57
270,5.80,5.27,0.53,5.80,6.10,5.41,0.69,6.10,5.13,4.56,0.57,0.00,2.66,8.03,5.50,5.15,4.80
271,4.95,5.04,0.08,5.04,5.32,5.20,0.12,5.32,4.46,4.40,0.06,0.00,3.25,9.30,6.21,4.56,4.53
272,5.08,7.26,2.18,7.26,5.40,7.28,1.89,7.28,4.38,6.00,1.62,0.07,4.01,8.45,4.65,4.51,6.36
273,4.98,4.98,0.00,4.98,5.22,5.25,0.04,5.25,4.32,4.48,0.16,0.00,3.23,9.45,6.38,4.45,4.52
274,6.20,5.24,0.97,6.20,6.32,5.20,1.11,6.32,5.43,4.52,0.90,0.01,3.83,8.81,5.18,5.48,4.65
275,6.02,5.09,0.92,6.02,6.16,5.33,0.83,6.16,5.09,4.52,0.57,0.01,3.99,9.23,5.44,5.31,4.47
276,5.52,7.04,1.52,7.04,5.97,6.92,0.95,6.92,5.09,6.06,0.97,0.06,3.44,7.35,4.08,5.09,6.29
277,6.77,5.64,1.13,6.77,7.06,5.78,1.28,7.06,5.80,4.71,1.10,0.02,4.10,8.17,4.28,6.31,5.00
278,4.75,7.35,2.60,7.35,4.95,6.98,2.03,6.98,4.18,5.88,1.69,0.03,2.89,8.00,5.25,4.39,6.25
279,5.03,4.72,0.31,5.03,5.41,5.16,0.25,5.41,4.60,4.31,0.29,0.00,3.77,9.56,5.97,4.72,4.45
280,6.64,5.13,1.50,6.64,6.71,5.22,1.49,6.71,5.73,4.37,1.36,0.12,3.30,8.24,5.11,6.06,4.44
281,4.90,6.85,1.95,6.85,5.12,6.95,1.83,6.95,4.27,5.92,1.65,0.00,3.29,8.00,4.87,4.37,6.52
282,6.73,4.55,2.18,6.73,7.20,4.98,2.22,7.20,5.93,4.01,1.92,0.00,3.14,8.00,5.01,6.38,4.13
283,5.22,5.62,0.39,5.62,5.83,5.77,0.06,5.83,4.85,4.81,0.05,0.00,3.19,8.58,5.55,4.95,4.90
284,7.36,6.58,0.78,7.36,7.43,6.30,1.13,7.43,6.34,5.43,0.90,0.05,4.71,8.00,3.53,6.72,5.71
285,5.17,5.44,0.26,5.44,5.31,5.59,0.28,5.59,4.40,4.60,0.20,0.00,3.16,9.25,6.25,4.63,4.57
286,5.21,4.87,0.34,5.21,5.76,5.11,0.65,5.76,4.71,4.26,0.45,0.00,3.64,9.80,6.33,4.75,4.16
287,6.39,5.49,0.89,6.39,6.51,5.66,0.85,6.51,5.58,4.64,0.94,0.00,3.11,8.00,5.05,6.22,4.49
288,5.15,7.07,1.92,7.07,5.20,7.19,1.99,7.19,4.51,6.04,1.54,0.02,3.82,8.47,4.84,4.65,6.37
289,6.57,5.19,1.38,6.57,6.63,5.39,1.24,6.63,5.70,4.25,1.45,0.03,2.08,6.96,4.98,6.18,4.28
290,6.79,5.18,1.61,6.79,6.82,5.32,1.49,6.82,5.94,4.41,1.53,0.07,3.23,7.81,4.74,6.32,4.54
291,6.61,4.59,2.01,6.61,6.89,4.89,2.01,6.89,5.90,4.04,1.86,0.00,3.02,8.00,5.13,6.11,4.29
292,6.90,5.99,0.91,6.90,6.93,5.86,1.07,6.93,5.86,5.04,0.82,0.03,2.94,6.89,4.10,6.08,5.18
293,6.93,5.48,1.45,6.93,6.66,5.66,0.99,6.66,5.74,4.78,0.96,0.02,2.61,7.16,4.68,6.02,4.79
294,7.25,5.03,2.22,7.25,7.52,5.15,2.36,7.52,6.32,4.19,2.13,0.00,3.99,8.43,4.64,6.68,4.30
295,6.07,6.30,0.23,6.30,6.25,6.34,0.09,6.34,5.32,5.53,0.21,0.03,3.41,7.40,4.16,5.53,5.87
296,6.02,5.82,0.21,6.02,6.27,5.87,0.40,6.27,5.24,4.85,0.40,0.00,3.16,8.00,4.99,5.64,4.84
297,4.36,4.76,0.39,4.76,4.76,5.16,0.40,5.16,3.87,4.49,0.62,0.00,3.12,9.61,6.64,4.06,4.55
298,4.78,5.42,0.64,5.42,5.18,5.54,0.35,5.54,4.32,4.65,0.33,0.00,2.50,8.68,6.31,4.55,4.74
299,4.65,7.07,2.42,7.07,5.21,7.02,1.81,7.02,4.41,5.95,1.55,0.04,3.66,8.27,4.79,4.52,6.38
300,6.96,7.16,0.20,7.16,6.87,7.20,0.33,7.20,5.70,6.07,0.37,0.02,4.70,8.00,3.54,5.97,6.60
301,6.06,6.69,0.63,6.69,6.03,6.94,0.91,6.94,5.08,5.92,0.85,0.02,3.20,7.26,4.22,5.31,6.18
302,5.23,4.95,0.28,5.23,5.35,5.15,0.20,5.35,4.43,4.31,0.12,0.00,2.98,9.31,6.48,4.70,4.23
303,6.05,5.35,0.70,6.05,6.20,5.65,0.55,6.20,5.15,4.78,0.37,0.00,2.80,8.00,5.34,5.34,5.02
304,5.69,4.96,0.73,5.69,5.87,5.26,0.62,5.87,4.93,4.40,0.53,0.00,3.89,9.60,5.90,5.26,4.38
305,6.09,5.13,0.96,6.09,6.44,5.30,1.13,6.44,5.45,4.48,0.98,0.00,2.99,8.00,5.16,5.68,4.56
306,4.59,7.27,2.68,7.27,4.79,7.04,2.25,7.04,4.05,6.13,2.08,0.08,3.08,8.00,5.08,4.26,6.32
307,5.47,6.09,0.62,6.09,5.37,6.16,0.79,6.16,4.60,5.18,0.58,0.01,3.88,9.14,5.46,4.50,5.47
308,4.75,7.42,2.67,7.42,5.04,7.41,2.37,7.41,4.17,6.23,2.06,0.13,3.63,8.01,4.56,4.41,6.47
309,7.00,6.78,0.22,7.00,6.99,7.10,0.11,7.10,5.94,6.10,0.15,0.16,3.90,6.97,3.27,6.32,6.40
310,4.97,4.75,0.22,4.97,5.23,5.10,0.14,5.23,4.36,4.28,0.08,0.00,3.65,9.93,6.47,4.53,4.34
311,5.01,4.68,0.33,5.01,5.50,4.95,0.55,5.50,4.54,4.32,0.22,0.00,2.43,8.65,6.34,4.53,4.39
312,5.50,6.37,0.88,6.37,5.48,6.60,1.12,6.60,4.35,5.54,1.20,0.00,3.03,8.00,5.12,4.31,6.13
313,5.11,5.13,0.02,5.13,5.21,5.31,0.10,5.31,4.30,4.52,0.23,0.01,2.46,8.38,6.05,4.36,4.65
314,6.48,5.63,0.85,6.48,6.72,5.79,0.93,6.72,5.77,4.82,0.95,0.01,3.57,7.52,4.12,6.33,5.13
315,4.80,5.09,0.29,5.09,5.01,5.57,0.56,5.57,4.06,4.66,0.60,0.00,2.79,8.93,6.27,4.29,4.60
316,5.62,5.70,0.08,5.70,5.67,5.61,0.05,5.67,4.89,4.72,0.17,0.00,3.29,8.85,5.73,4.99,4.81
317,6.60,6.89,0.29,6.89,6.98,6.79,0.19,6.98,6.10,5.77,0.33,0.02,3.45,6.72,3.45,6.29,6.06
318,5.76,4.93,0.83,5.76,6.02,5.42,0.61,6.02,4.87,4.49,0.39,0.00,3.02,8.73,5.87,5.04,4.49
319,7.26,5.17,2.09,7.26,6.91,5.57,1.33,6.91,5.95,4.62,1.33,0.06,3.40,7.70,4.47,6.29,4.80
320,4.77,5.17,0.40,5.17,5.28,5.24,0.04,5.28,4.17,4.31,0.15,0.00,3.03,9.43,6.55,4.30,4.32
321,6.83,5.55,1.28,6.83,6.87,5.44,1.44,6.87,5.79,4.55,1.23,0.02,3.42,8.00,4.75,6.15,4.62
322,7.22,6.40,0.82,7.22,6.88,6.40,0.48,6.88,5.83,5.41,0.42,0.13,3.43,7.34,4.08,6.13,5.50
323,7.51,4.73,2.79,7.51,7.44,5.07,2.37,7.44,6.36,4.18,2.19,0.04,3.32,8.00,4.84,6.46,4.38
324,4.63,6.67,2.05,6.67,4.99,6.68,1.69,6.68,4.24,5.95,1.71,0.03,3.83,8.57,4.93,4.38,6.16
325,5.01,7.01,2.00,7.01,5.48,7.19,1.71,7.19,4.46,6.00,1.54,0.09,3.80,8.00,4.39,4.74,6.36
326,4.77,5.36,0.59,5.36,5.20,5.60,0.40,5.60,4.38,4.65,0.27,0.00,3.70,9.56,6.04,4.54,4.70
327,5.09,4.50,0.59,5.09,5.11,4.95,0.16,5.11,4.25,4.14,0.11,0.00,3.00,9.58,6.74,4.31,4.34
328,6.00,5.06,0.95,6.00,6.08,5.45,0.63,6.08,4.96,4.53,0.42,0.00,2.67,8.00,5.47,5.23,4.79
329,5.60,5.79,0.19,5.79,5.87,5.92,0.06,5.92,4.95,4.89,0.05,0.00,3.63,8.77,5.32,5.11,5.18
330,6.52,5.24,1.28,6.52,6.87,5.35,1.52,6.87,5.81,4.46,1.35,0.00,4.71,9.63,5.16,6.09,4.54
331,5.44,6.97,1.53,6.97,5.96,7.25,1.29,7.25,5.00,6.00,1.00,0.06,4.26,8.00,3.95,5.04,6.29
332,6.45,5.34,1.11,6.45,6.60,5.47,1.13,6.60,5.63,4.61,1.02,0.02,3.62,8.38,4.94,5.88,4.75
333,6.24,5.16,1.08,6.24,6.28,5.46,0.82,6.28,5.26,4.43,0.83,0.00,2.82,7.90,5.22,5.68,4.56
334,6.59,4.94,1.65,6.59,6.58,5.30,1.27,6.58,5.74,4.37,1.37,0.02,2.87,8.00,5.27,6.02,4.32
335,4.84,5.90,1.06,5.90,5.09,5.82,0.73,5.82,4.28,4.93,0.65,0.02,3.04,8.93,6.04,4.37,4.96
336,4.95,5.13,0.18,5.13,4.79,5.39,0.61,5.39,3.94,4.51,0.57,0.00,3.29,9.67,6.54,4.25,4.68
337,5.13,5.49,0.36,5.49,5.12,5.29,0.17,5.29,4.34,4.44,0.11,0.00,2.66,8.90,6.38,4.30,4.60
338,4.49,5.90,1.41,5.90,4.58,6.28,1.71,6.28,3.68,5.29,1.61,0.00,2.35,8.12,5.88,3.78,5.32
339,6.03,5.28,0.74,6.03,6.41,5.31,1.10,6.41,5.41,4.51,0.90,0.04,2.76,7.65,5.03,5.76,4.46
340,5.05,7.17,2.12,7.17,5.20,7.19,1.99,7.19,4.23,6.11,1.88,0.03,3.46,8.00,4.71,4.49,6.55
341,5.27,4.39,0.88,5.27,5.24,5.01,0.23,5.24,4.45,4.12,0.33,0.00,2.91,9.38,6.62,4.53,4.12
342,5.01,5.19,0.19,5.19,5.21,5.40,0.19,5.40,4.29,4.48,0.19,0.00,2.94,9.28,6.48,4.54,4.53
343,5.48,4.85,0.63,5.48,5.48,5.35,0.12,5.48,4.66,4.41,0.26,0.00,3.48,9.43,6.13,4.93,4.49
344,6.78,6.11,0.67,6.78,6.59,6.58,0.01,6.59,5.77,5.55,0.22,0.01,3.65,7.44,3.97,5.95,5.76
345,5.01,5.42,0.41,5.42,4.94,5.79,0.85,5.79,4.30,4.77,0.47,0.00,3.75,10.01,6.45,4.48,4.53
346,7.25,5.46,1.79,7.25,7.29,5.57,1.72,7.29,6.18,4.62,1.56,0.06,2.90,7.08,4.32,6.56,4.55
347,6.43,5.09,1.34,6.43,6.53,5.53,1.00,6.53,5.61,4.47,1.14,0.00,3.22,8.00,4.94,6.07,4.75
348,5.32,6.73,1.41,6.73,5.44,6.83,1.39,6.83,4.59,5.90,1.31,0.01,3.24,8.00,4.92,4.79,6.22
349,6.94,5.33,1.60,6.94,6.83,5.66,1.17,6.83,5.67,4.70,0.97,0.03,3.51,7.89,4.56,6.17,4.71
350,5.71,5.80,0.09,5.80,5.67,6.14,0.47,6.14,4.80,5.22,0.43,0.00,4.06,8.87,5.01,5.17,5.27
351,7.00,6.15,0.86,7.00,7.14,6.16,0.98,7.14,6.01,5.22,0.79,0.01,4.32,8.20,4.10,6.35,5.38
352,4.89,5.36,0.47,5.36,5.26,5.33,0.07,5.33,4.31,4.39,0.08,0.00,3.45,9.69,6.41,4.44,4.57
353,5.18,6.29,1.12,6.29,5.23,6.56,1.33,6.56,4.43,5.55,1.12,0.00,3.12,8.50,5.54,4.42,5.63
354,4.78,7.19,2.41,7.19,5.21,6.89,1.68,6.89,4.32,6.01,1.68,0.04,3.13,8.00,5.03,4.48,6.30
355,5.55,5.26,0.29,5.55,5.16,5.16,0.00,5.16,4.39,4.33,0.06,0.00,2.94,9.11,6.32,4.39,4.47
356,6.75,5.65,1.10,6.75,7.19,5.64,1.55,7.19,6.04,4.62,1.42,0.03,3.50,8.00,4.67,6.35,4.56
357,4.90,6.87,1.97,6.87,5.39,7.10,1.71,7.10,4.38,6.10,1.72,0.04,3.42,7.99,4.74,4.33,6.26
358,5.49,5.58,0.09,5.58,5.69,5.59,0.10,5.69,4.62,4.67,0.04,0.00,2.92,8.69,5.91,4.74,4.64
359,5.26,7.16,1.90,7.16,5.15,6.98,1.84,6.98,4.51,5.78,1.28,0.05,2.99,8.00,5.16,4.33,5.98
360,6.13,7.05,0.93,7.05,6.27,7.25,0.98,7.25,5.28,5.96,0.68,0.09,3.80,7.31,3.70,5.58,6.58
361,5.15,5.25,0.10,5.25,5.24,5.42,0.18,5.42,4.48,4.47,0.00,0.00,2.96,8.88,6.07,4.57,4.56
362,7.13,5.27,1.86,7.13,7.00,5.44,1.56,7.00,5.88,4.50,1.39,0.05,3.83,8.29,4.65,6.41,4.66
363,5.07,5.33,0.26,5.33,5.24,5.57,0.33,5.57,4.37,4.55,0.18,0.00,2.89,9.11,6.36,4.52,4.38
364,5.06,5.95,0.89,5.95,5.43,6.11,0.67,6.11,4.60,5.03,0.43,0.00,2.40,8.00,5.72,4.53,5.22
365,5.32,6.15,0.83,6.15,5.79,6.06,0.27,6.06,4.99,4.86,0.13,0.00,2.56,8.00,5.57,5.04,4.84
366,4.90,6.96,2.06,6.96,5.27,7.05,1.77,7.05,4.37,5.89,1.52,0.01,3.40,8.00,4.77,4.62,6.41
367,5.03,6.71,1.68,6.71,5.14,6.90,1.77,6.90,4.41,5.92,1.51,0.02,2.74,7.87,5.26,4.31,6.04
368,6.95,3.98,2.98,6.95,6.87,4.52,2.35,6.87,6.03,3.77,2.26,0.06,3.12,8.38,5.42,6.37,3.90
369,6.48,5.23,1.25,6.48,6.78,5.37,1.41,6.78,5.75,4.45,1.30,0.02,3.15,8.13,5.14,5.97,4.38
370,6.01,5.37,0.64,6.01,6.33,5.35,0.98,6.33,5.42,4.55,0.88,0.00,3.04,8.11,5.22,5.76,4.54
371,6.05,5.43,0.62,6.05,6.21,5.49,0.73,6.21,5.20,4.69,0.51,0.00,2.98,8.00,5.17,5.48,4.81
372,6.69,6.79,0.10,6.79,6.89,6.44,0.45,6.89,5.87,5.55,0.32,0.06,2.63,6.13,3.63,5.97,5.65
373,5.64,5.05,0.59,5.64,5.82,5.16,0.66,5.82,4.91,4.29,0.62,0.00,2.53,8.35,5.95,5.08,4.51
374,6.71,5.89,0.83,6.71,6.70,5.65,1.05,6.70,5.70,4.57,1.14,0.00,2.94,7.94,5.15,5.87,4.71
375,6.61,6.75,0.14,6.75,6.66,6.76,0.10,6.76,5.77,5.87,0.11,0.07,4.31,7.73,3.63,6.34,6.14
376,4.98,4.69,0.30,4.98,5.38,5.00,0.38,5.38,4.34,4.23,0.12,0.00,3.34,9.69,6.52,4.45,4.47
377,5.79,5.12,0.67,5.79,5.82,5.53,0.29,5.82,4.98,4.68,0.30,0.00,3.87,9.64,5.96,5.03,4.72
378,6.07,5.43,0.63,6.07,6.17,5.55,0.62,6.17,5.27,4.60,0.67,0.00,2.92,7.94,5.16,5.29,4.88
379,7.00,6.18,0.82,7.00,6.77,6.63,0.14,6.77,5.70,5.57,0.13,0.04,3.96,7.95,4.18,6.17,5.77
380,6.63,5.22,1.41,6.63,6.65,5.88,0.77,6.65,5.73,4.92,0.82,0.00,3.06,7.21,4.30,6.09,5.21
381,5.75,6.63,0.88,6.63,5.84,6.55,0.71,6.55,5.12,5.73,0.60,0.03,3.59,7.60,4.19,5.36,6.07
382,6.96,4.85,2.11,6.96,6.88,5.05,1.83,6.88,5.76,4.09,1.67,0.00,3.07,8.00,5.08,6.32,4.22
383,5.51,5.12,0.40,5.51,5.53,5.05,0.48,5.53,4.64,4.14,0.50,0.00,3.31,9.42,6.27,4.74,4.38
384,6.69,7.48,0.79,7.48,6.67,7.17,0.50,7.17,5.75,6.12,0.37,0.06,3.65,6.71,3.24,6.22,6.43
385,5.20,5.43,0.23,5.43,5.08,5.65,0.57,5.65,4.24,4.73,0.49,0.01,2.77,8.71,6.07,4.37,4.77
386,6.47,5.15,1.32,6.47,6.27,5.34,0.93,6.27,5.39,4.43,0.96,0.01,2.92,8.00,5.23,5.60,4.52
387,5.43,7.12,1.68,7.12,5.32,7.20,1.88,7.20,4.39,6.07,1.68,0.02,2.90,7.30,4.54,4.63,6.28
388,6.73,4.70,2.02,6.73,7.10,5.24,1.87,7.10,6.01,4.38,1.63,0.03,2.84,7.37,4.67,6.50,4.49
389,4.95,5.03,0.07,5.03,5.35,5.06,0.30,5.35,4.49,4.43,0.07,0.00,2.77,8.70,6.06,4.43,4.78
