,CVaR0,CVaR1,$|CVaR_2 - CVaR_1|$,Max CVaR,VaR0,VaR1,$|VaR_2 - VaR_1|$,Max VaR,NetLoss0,NetLoss1,$|L_2 - L_1|$,$P(L > Q(0.6))$,Required Capital,Payout CVaR,Average Cost,s_1,s_2
390,5.41,6.86,1.45,6.86,5.52,6.84,1.32,6.84,4.50,5.80,1.31,0.03,3.44,7.97,4.70,4.70,6.14
391,6.40,5.90,0.51,6.40,6.03,5.97,0.06,6.03,5.29,4.89,0.40,0.02,3.39,7.98,4.76,5.59,5.01
392,5.54,6.99,1.45,6.99,5.35,6.83,1.47,6.83,4.55,5.91,1.37,0.05,2.62,7.14,4.65,4.60,6.15
393,4.99,5.24,0.25,5.24,5.31,5.27,0.04,5.31,4.43,4.39,0.04,0.00,2.98,9.25,6.42,4.53,4.55
394,5.59,5.02,0.57,5.59,5.99,5.58,0.41,5.99,5.11,4.50,0.61,0.00,3.37,8.85,5.65,5.11,4.73
395,5.20,4.93,0.27,5.20,5.37,5.53,0.16,5.53,4.51,4.57,0.07,0.01,2.69,8.75,6.19,4.47,4.56
396,5.83,6.97,1.14,6.97,5.90,7.13,1.23,7.13,5.03,6.04,1.01,0.02,3.51,8.00,4.66,4.76,6.29
397,5.16,7.03,1.88,7.03,5.15,7.16,2.01,7.16,4.26,5.91,1.65,0.00,3.01,8.00,5.14,4.16,6.28
398,6.60,6.45,0.15,6.60,6.93,6.41,0.52,6.93,5.89,5.41,0.47,0.01,3.45,7.04,3.76,6.16,5.75
399,5.67,6.90,1.24,6.90,5.65,7.02,1.36,7.02,4.62,6.07,1.44,0.03,3.48,8.00,4.70,4.81,6.38
400,4.86,5.98,1.12,5.98,5.60,6.13,0.54,6.13,4.55,5.15,0.59,0.00,4.39,9.67,5.51,4.60,5.38
401,5.16,7.14,1.98,7.14,5.31,7.27,1.96,7.27,4.45,6.09,1.65,0.04,3.35,7.90,4.72,4.49,6.35
402,5.38,6.70,1.32,6.70,5.51,7.01,1.50,7.01,4.79,5.91,1.12,0.02,2.66,6.59,4.06,5.12,6.38
403,6.11,5.22,0.89,6.11,6.32,5.19,1.13,6.32,5.42,4.29,1.13,0.00,2.86,8.00,5.28,5.54,4.68
404,6.83,5.29,1.54,6.83,6.94,5.41,1.54,6.94,5.97,4.41,1.56,0.01,3.46,8.06,4.77,6.35,4.62
405,4.93,5.39,0.46,5.39,5.06,5.80,0.74,5.80,4.38,4.85,0.48,0.01,2.75,8.68,6.06,4.50,4.90
406,4.46,4.97,0.51,4.97,4.92,5.32,0.40,5.32,4.02,4.38,0.36,0.00,2.73,9.41,6.81,4.03,4.41
407,5.45,5.15,0.30,5.45,5.37,5.40,0.03,5.40,4.45,4.57,0.12,0.00,3.19,9.20,6.16,4.48,4.48
408,5.59,4.76,0.83,5.59,5.50,5.31,0.20,5.50,4.54,4.37,0.17,0.00,3.01,8.92,6.06,4.45,4.57
409,6.98,6.27,0.72,6.98,7.13,6.39,0.75,7.13,6.12,5.33,0.80,0.00,3.70,7.36,3.85,6.28,5.41
410,5.56,5.06,0.50,5.56,6.04,5.27,0.77,6.04,4.93,4.33,0.60,0.01,2.71,8.66,6.09,5.16,4.28
411,5.69,5.43,0.26,5.69,5.86,5.54,0.32,5.86,4.90,4.56,0.34,0.00,3.65,9.28,5.81,5.19,4.45
412,5.53,4.82,0.71,5.53,5.54,5.36,0.19,5.54,4.57,4.40,0.16,0.00,2.91,8.90,6.14,4.73,4.37
413,5.97,4.82,1.15,5.97,6.01,5.31,0.70,6.01,5.15,4.38,0.77,0.01,3.30,8.60,5.47,5.07,4.53
414,5.71,4.79,0.92,5.71,5.93,4.80,1.13,5.93,5.07,3.94,1.14,0.00,3.58,9.86,6.46,4.82,4.08
415,5.31,4.94,0.37,5.31,5.58,5.22,0.37,5.58,4.48,4.45,0.03,0.00,2.16,8.33,6.27,4.49,4.59
416,5.97,7.26,1.29,7.26,6.20,7.37,1.17,7.37,5.20,6.21,1.02,0.06,4.19,7.82,3.84,5.36,6.55
417,6.69,5.05,1.64,6.69,6.90,4.78,2.12,6.90,5.51,3.98,1.53,0.03,2.67,8.07,5.53,5.85,4.11
418,5.48,4.96,0.52,5.48,5.63,5.13,0.49,5.63,4.81,4.24,0.58,0.00,2.29,7.99,5.81,4.76,4.34
419,6.71,7.22,0.51,7.22,6.94,7.38,0.44,7.38,5.93,5.99,0.06,0.03,4.30,7.39,3.31,5.94,6.61
420,5.65,4.60,1.05,5.65,5.90,5.06,0.84,5.90,4.89,4.24,0.65,0.01,2.59,8.15,5.69,5.10,4.26
421,6.66,6.84,0.18,6.84,6.67,6.90,0.23,6.90,5.78,5.82,0.04,0.08,3.45,6.78,3.50,6.05,6.24
422,7.32,5.01,2.31,7.32,7.15,5.27,1.88,7.15,6.34,4.36,1.98,0.04,3.62,8.04,4.60,6.46,4.45
423,5.92,6.95,1.04,6.95,5.68,6.89,1.20,6.89,4.85,6.06,1.21,0.04,3.06,7.47,4.57,4.82,6.32
424,4.95,5.60,0.64,5.60,5.33,5.94,0.61,5.94,4.40,4.81,0.41,0.00,3.75,9.51,5.95,4.44,5.04
425,5.80,6.66,0.86,6.66,5.89,6.87,0.98,6.87,5.12,6.03,0.92,0.03,2.69,6.75,4.19,5.06,6.04
426,4.94,5.46,0.52,5.46,5.10,5.46,0.36,5.46,4.30,4.50,0.20,0.00,3.47,9.85,6.56,4.47,4.67
427,5.53,5.26,0.27,5.53,5.29,5.54,0.26,5.54,4.26,4.69,0.43,0.00,3.29,9.62,6.50,4.47,4.62
428,6.84,7.03,0.20,7.03,6.81,6.98,0.17,6.98,5.86,6.09,0.23,0.07,3.07,6.24,3.32,6.27,6.33
429,6.66,6.28,0.38,6.66,6.76,6.43,0.32,6.76,5.70,5.48,0.23,0.01,3.69,7.32,3.82,6.11,5.83
430,6.86,4.92,1.95,6.86,6.72,5.05,1.67,6.72,5.81,4.06,1.76,0.04,2.78,8.00,5.36,6.20,3.95
431,5.28,6.84,1.57,6.84,5.52,6.99,1.47,6.99,4.68,6.01,1.33,0.03,3.02,7.42,4.55,4.70,6.37
432,4.67,5.39,0.73,5.39,5.15,5.88,0.72,5.88,4.27,4.97,0.70,0.00,2.99,8.67,5.83,4.49,4.91
433,5.44,4.86,0.59,5.44,5.41,5.31,0.10,5.41,4.72,4.48,0.24,0.00,3.70,9.45,5.94,4.79,4.64
434,5.00,5.10,0.10,5.10,5.30,5.41,0.11,5.41,4.61,4.50,0.11,0.00,3.32,9.47,6.32,4.56,4.46
435,7.07,5.24,1.82,7.07,7.17,5.28,1.89,7.17,6.16,4.36,1.79,0.02,2.67,7.23,4.69,6.32,4.56
436,5.41,5.99,0.58,5.99,5.48,6.30,0.81,6.30,4.57,5.30,0.73,0.00,3.50,8.42,5.10,4.64,5.80
437,4.54,4.69,0.15,4.69,4.86,4.97,0.11,4.97,4.03,4.11,0.08,0.00,4.18,10.68,6.71,4.32,4.42
438,5.46,5.50,0.04,5.50,5.43,5.80,0.36,5.80,4.55,4.88,0.33,0.00,2.63,8.45,5.95,4.51,5.03
439,4.95,5.56,0.61,5.56,5.29,5.40,0.11,5.40,4.56,4.64,0.08,0.00,3.18,9.10,6.08,4.58,4.65
440,4.82,7.17,2.35,7.17,4.98,7.39,2.41,7.39,4.11,6.08,1.97,0.03,3.22,8.00,4.94,4.20,6.50
441,6.62,5.14,1.48,6.62,7.00,5.37,1.63,7.00,6.00,4.36,1.64,0.01,3.50,8.00,4.67,6.38,4.34
442,7.11,6.57,0.55,7.11,6.91,6.66,0.26,6.91,5.94,5.80,0.14,0.10,3.07,6.24,3.32,6.40,6.00
443,6.97,5.35,1.62,6.97,6.82,5.24,1.59,6.82,5.84,4.40,1.44,0.06,3.43,8.00,4.74,6.06,4.47
444,5.31,5.12,0.19,5.31,5.55,5.21,0.34,5.55,4.64,4.27,0.36,0.00,2.98,8.96,6.13,4.95,4.44
445,6.85,7.15,0.30,7.15,6.88,6.66,0.21,6.88,5.86,5.82,0.04,0.04,4.24,7.53,3.50,6.14,6.11
446,5.39,6.57,1.18,6.57,5.63,7.02,1.39,7.02,4.75,6.06,1.31,0.08,3.43,7.57,4.31,4.79,6.37
447,4.70,6.57,1.87,6.57,4.86,6.75,1.89,6.75,4.03,5.67,1.64,0.02,3.05,8.00,5.10,4.27,6.17
448,6.92,5.38,1.54,6.92,6.98,5.35,1.64,6.98,6.05,4.48,1.57,0.00,4.20,8.58,4.59,6.38,4.69
449,7.10,5.35,1.75,7.10,6.94,5.50,1.44,6.94,5.80,4.59,1.20,0.03,2.92,7.53,4.75,6.31,4.69
450,7.03,4.69,2.34,7.03,7.08,4.93,2.15,7.08,6.06,4.07,1.99,0.08,3.16,8.00,4.99,6.53,4.40
451,5.85,5.75,0.09,5.85,5.92,6.09,0.17,6.09,4.67,5.23,0.55,0.00,4.03,9.18,5.35,4.69,5.26
452,5.96,4.87,1.10,5.96,6.20,5.40,0.80,6.20,5.22,4.49,0.73,0.01,2.51,7.89,5.51,5.60,4.37
453,6.03,5.15,0.88,6.03,6.35,5.28,1.07,6.35,5.46,4.55,0.90,0.00,3.99,8.97,5.18,5.78,4.60
454,5.44,6.64,1.20,6.64,5.44,6.82,1.39,6.82,4.62,5.79,1.16,0.00,3.13,7.73,4.76,4.91,6.14
455,4.96,7.56,2.59,7.56,5.21,7.45,2.24,7.45,4.34,6.16,1.82,0.08,3.18,8.00,4.98,4.35,6.76
456,6.83,5.29,1.54,6.83,7.00,5.46,1.54,7.00,5.91,4.54,1.37,0.05,3.34,8.00,4.82,6.43,4.39
457,6.66,5.40,1.26,6.66,6.92,5.49,1.42,6.92,5.97,4.65,1.33,0.01,3.64,7.85,4.39,6.30,4.82
458,5.40,6.67,1.28,6.67,5.32,6.66,1.34,6.66,4.50,5.82,1.32,0.04,2.78,7.38,4.75,4.59,6.09
459,4.79,7.09,2.30,7.09,5.38,7.00,1.62,7.00,4.55,5.89,1.34,0.01,3.28,8.12,5.00,4.31,6.44
460,5.66,5.03,0.63,5.66,5.75,5.33,0.42,5.75,4.95,4.47,0.47,0.00,4.15,9.74,5.80,5.10,4.54
461,4.92,5.15,0.23,5.15,5.20,5.27,0.07,5.27,4.24,4.46,0.22,0.00,3.72,9.93,6.40,4.44,4.58
462,6.55,5.86,0.69,6.55,6.59,5.82,0.78,6.59,5.60,4.92,0.68,0.03,3.72,7.91,4.37,6.12,5.03
463,6.37,4.82,1.54,6.37,6.61,5.27,1.34,6.61,5.51,4.31,1.20,0.02,2.97,8.06,5.24,5.81,4.25
464,6.41,4.95,1.46,6.41,6.42,5.03,1.40,6.42,5.65,4.26,1.39,0.01,3.55,8.45,5.08,5.88,4.49
465,6.83,5.47,1.36,6.83,7.03,5.38,1.65,7.03,5.91,4.53,1.38,0.05,3.64,8.00,4.54,6.27,4.59
466,4.90,5.09,0.19,5.09,5.14,5.37,0.23,5.37,4.20,4.54,0.34,0.00,3.01,9.29,6.43,4.37,4.58
467,5.31,5.68,0.36,5.68,5.38,5.48,0.09,5.48,4.56,4.75,0.19,0.01,3.47,9.08,5.78,4.55,4.79
468,4.84,5.73,0.89,5.73,5.40,5.99,0.59,5.99,4.54,5.02,0.48,0.00,2.73,8.26,5.67,4.54,4.99
469,5.15,6.69,1.54,6.69,5.04,7.01,1.96,7.01,4.14,5.89,1.75,0.00,3.49,8.10,4.79,4.11,6.53
470,6.93,5.01,1.91,6.93,6.90,5.19,1.71,6.90,5.86,4.40,1.46,0.01,3.17,7.85,4.84,6.32,4.42
471,7.03,6.64,0.39,7.03,7.08,6.87,0.21,7.08,6.03,5.75,0.28,0.07,4.95,8.00,3.30,6.37,6.10
472,6.73,5.03,1.70,6.73,6.76,5.20,1.56,6.76,5.85,4.34,1.51,0.02,3.57,8.21,4.82,6.07,4.58
473,4.73,6.26,1.54,6.26,4.98,6.48,1.50,6.48,4.09,5.54,1.45,0.00,2.76,8.00,5.38,4.26,5.81
474,7.12,6.68,0.44,7.12,7.04,6.95,0.09,7.04,5.92,5.86,0.06,0.12,4.26,7.41,3.36,6.40,5.96
475,4.69,4.62,0.07,4.69,5.37,4.92,0.45,5.37,4.27,3.97,0.30,0.00,3.94,10.37,6.62,4.30,4.18
476,5.58,6.99,1.41,6.99,5.84,7.02,1.18,7.02,4.87,5.78,0.90,0.01,2.90,7.49,4.74,4.86,6.20
477,4.79,6.12,1.33,6.12,5.26,6.21,0.95,6.21,4.30,5.40,1.11,0.03,3.28,8.58,5.46,4.22,5.70
478,5.68,5.34,0.33,5.68,5.67,5.11,0.56,5.67,4.80,4.09,0.71,0.01,2.79,8.92,6.27,4.76,4.06
479,5.02,5.12,0.10,5.12,5.43,5.49,0.06,5.49,4.55,4.65,0.10,0.01,2.42,8.38,6.08,4.61,4.69
480,4.68,4.85,0.17,4.85,4.78,5.03,0.26,5.03,3.98,4.25,0.26,0.00,3.10,9.54,6.59,4.22,4.46
481,4.92,4.78,0.14,4.92,5.42,4.94,0.49,5.42,4.47,4.26,0.20,0.00,3.57,9.55,6.16,4.43,4.54
482,4.86,6.67,1.81,6.67,5.27,6.40,1.13,6.40,4.49,5.56,1.07,0.00,3.10,8.00,5.05,4.52,6.07
483,5.40,5.50,0.10,5.50,5.21,5.73,0.52,5.73,4.34,4.82,0.48,0.00,3.35,9.51,6.33,4.23,4.73
484,5.06,5.95,0.88,5.95,5.13,6.05,0.92,6.05,4.36,5.12,0.76,0.00,4.49,10.04,5.77,4.44,5.67
485,4.82,5.62,0.80,5.62,5.12,5.87,0.74,5.87,4.25,4.94,0.69,0.00,4.95,10.74,6.03,4.38,4.94
486,5.42,6.42,1.00,6.42,5.62,6.51,0.89,6.51,4.69,5.57,0.88,0.02,3.56,8.63,5.26,4.78,5.89
487,5.42,4.36,1.05,5.42,5.43,4.87,0.56,5.43,4.62,3.99,0.62,0.00,3.22,9.52,6.46,4.68,4.15
488,6.33,5.28,1.05,6.33,6.58,5.29,1.29,6.58,5.72,4.29,1.43,0.00,3.21,8.23,5.19,5.90,4.40
489,4.66,5.45,0.79,5.45,5.34,5.81,0.47,5.81,4.39,4.79,0.41,0.00,3.92,9.71,5.99,4.48,4.75
490,5.15,5.40,0.25,5.40,5.50,5.21,0.29,5.50,4.74,4.26,0.48,0.00,2.96,9.19,6.37,4.71,4.49
491,6.58,6.84,0.26,6.84,6.34,6.78,0.43,6.78,5.31,5.82,0.52,0.00,3.33,6.98,3.81,5.63,6.25
492,5.27,5.06,0.21,5.27,5.37,5.25,0.12,5.37,4.42,4.38,0.05,0.00,3.32,9.50,6.35,4.45,4.59
493,5.79,7.57,1.78,7.57,5.99,7.39,1.40,7.39,5.05,6.28,1.22,0.17,3.59,7.33,3.92,5.27,6.40
494,5.30,4.88,0.42,5.30,5.49,5.10,0.39,5.49,4.56,4.24,0.32,0.00,2.69,8.63,6.07,4.84,4.19
495,6.98,6.85,0.13,6.98,7.03,6.84,0.19,7.03,5.95,5.77,0.18,0.01,3.99,7.28,3.48,6.21,6.30
496,5.16,6.09,0.93,6.09,5.34,6.24,0.90,6.24,4.44,5.36,0.92,0.00,2.80,8.26,5.60,4.48,5.58
497,6.61,4.64,1.97,6.61,6.88,5.10,1.78,6.88,5.83,4.27,1.56,0.01,2.82,8.00,5.32,6.31,4.18
498,4.90,4.67,0.23,4.90,5.64,5.11,0.53,5.64,4.78,4.10,0.68,0.00,3.24,9.29,6.21,4.58,4.30
499,5.37,5.27,0.09,5.37,5.51,5.20,0.31,5.51,4.72,4.27,0.45,0.01,3.36,9.36,6.17,4.92,4.25
500,4.74,5.74,0.99,5.74,5.31,5.67,0.35,5.67,4.41,4.74,0.33,0.00,2.63,8.49,5.99,4.65,4.53
501,5.28,4.72,0.56,5.28,5.48,5.16,0.32,5.48,4.47,4.44,0.02,0.00,2.67,8.55,6.01,4.46,4.48
502,5.02,6.95,1.93,6.95,4.96,7.02,2.06,7.02,4.18,5.94,1.76,0.02,2.60,7.49,5.01,4.21,6.46
503,4.84,6.57,1.73,6.57,5.18,6.73,1.55,6.73,4.27,5.81,1.53,0.00,3.06,8.00,5.10,4.31,6.26
504,7.22,6.62,0.59,7.22,7.14,6.69,0.44,7.14,6.02,5.77,0.25,0.08,2.78,6.10,3.46,6.39,6.03
505,6.98,6.80,0.18,6.98,6.99,7.00,0.01,7.00,5.82,5.96,0.15,0.05,3.76,6.85,3.28,6.48,6.26
506,5.80,5.23,0.57,5.80,6.10,5.53,0.57,6.10,5.14,4.76,0.37,0.00,2.92,8.02,5.25,5.32,4.85
507,7.20,6.47,0.73,7.20,6.79,6.78,0.01,6.79,5.86,5.78,0.08,0.06,2.89,6.39,3.64,6.13,6.11
508,4.79,5.48,0.69,5.48,4.83,5.52,0.69,5.52,4.21,4.73,0.52,0.02,4.05,10.28,6.43,4.14,4.73
509,5.73,5.08,0.65,5.73,5.69,5.23,0.45,5.69,4.72,4.39,0.33,0.01,2.68,8.64,6.09,4.91,4.49
510,4.85,4.88,0.03,4.88,4.84,5.40,0.56,5.40,4.03,4.50,0.47,0.00,3.52,9.81,6.46,4.20,4.71
511,5.44,5.19,0.25,5.44,5.60,5.69,0.09,5.69,4.79,4.83,0.05,0.00,2.35,8.01,5.78,4.82,4.85
512,5.17,6.72,1.55,6.72,5.31,6.99,1.68,6.99,4.39,5.87,1.48,0.02,2.93,7.84,5.06,4.52,6.15
513,5.99,6.40,0.41,6.40,6.22,6.95,0.73,6.95,4.96,5.95,1.00,0.03,3.82,8.00,4.37,5.20,6.10
514,4.56,5.41,0.85,5.41,5.11,5.60,0.50,5.60,4.30,4.63,0.33,0.01,2.75,8.77,6.16,4.39,4.74
515,5.85,4.63,1.23,5.85,5.57,5.17,0.40,5.57,4.74,4.39,0.35,0.00,3.93,9.92,6.18,4.96,4.24
516,6.02,6.25,0.23,6.25,6.22,6.61,0.39,6.61,5.06,5.66,0.60,0.00,3.89,8.00,4.30,5.17,6.19
517,5.44,5.38,0.06,5.44,5.32,5.61,0.29,5.61,4.42,4.68,0.27,0.00,3.56,9.86,6.48,4.39,4.56
518,4.91,7.52,2.61,7.52,5.24,7.49,2.26,7.49,4.47,6.10,1.63,0.11,3.73,8.00,4.45,4.44,6.65
519,4.94,5.86,0.92,5.86,5.23,6.02,0.79,6.02,4.35,5.06,0.71,0.00,2.90,8.59,5.83,4.44,4.97
520,6.90,5.47,1.44,6.90,6.90,5.42,1.48,6.90,5.93,4.63,1.30,0.02,3.66,8.24,4.76,6.42,4.49
521,4.94,5.16,0.22,5.16,5.23,5.58,0.34,5.58,4.34,4.52,0.17,0.00,3.17,9.22,6.21,4.36,4.54
522,5.38,5.75,0.36,5.75,5.82,5.87,0.05,5.87,4.78,4.90,0.12,0.00,3.16,8.50,5.50,4.89,5.21
523,7.24,6.71,0.53,7.24,7.31,6.83,0.48,7.31,6.27,5.66,0.61,0.00,4.56,8.00,3.66,6.61,6.01
524,4.71,6.87,2.16,6.87,4.93,6.85,1.92,6.85,4.17,5.90,1.73,0.03,3.15,8.09,5.10,4.17,6.38
525,6.67,6.54,0.12,6.67,6.76,6.46,0.30,6.76,5.97,5.41,0.56,0.03,2.93,6.27,3.49,6.22,5.89
526,4.77,5.46,0.69,5.46,4.87,5.44,0.57,5.44,4.04,4.58,0.54,0.00,2.73,9.15,6.56,4.12,4.66
527,5.14,5.68,0.54,5.68,5.58,5.85,0.26,5.85,4.66,4.92,0.27,0.00,3.99,9.69,5.90,4.64,5.01
528,6.97,5.41,1.57,6.97,6.84,5.35,1.49,6.84,5.90,4.41,1.49,0.04,2.90,7.60,4.84,6.23,4.48
529,5.10,4.96,0.14,5.10,5.16,5.46,0.30,5.46,4.26,4.55,0.29,0.00,4.02,10.09,6.27,4.51,4.54
530,5.34,4.90,0.44,5.34,5.80,5.35,0.45,5.80,4.65,4.55,0.09,0.00,4.62,10.74,6.35,4.51,4.51
531,4.85,5.33,0.48,5.33,5.05,5.35,0.29,5.35,4.33,4.43,0.10,0.00,3.11,9.23,6.28,4.43,4.30
532,5.11,5.10,0.01,5.11,5.08,5.02,0.06,5.08,4.22,4.15,0.07,0.00,2.66,8.94,6.41,4.43,4.24
533,7.01,5.16,1.86,7.01,7.06,5.61,1.45,7.06,6.06,4.70,1.36,0.01,2.91,7.48,4.72,6.25,4.70
534,4.72,6.59,1.87,6.59,4.99,6.77,1.78,6.77,4.07,5.82,1.76,0.02,4.53,9.45,5.14,4.19,6.30
535,6.37,4.90,1.47,6.37,6.61,5.03,1.58,6.61,5.57,4.33,1.24,0.00,3.26,8.00,4.90,6.04,4.62
536,6.10,6.58,0.48,6.58,6.42,6.94,0.52,6.94,5.29,5.92,0.63,0.02,3.77,7.54,3.96,5.71,6.25
537,6.09,7.09,1.00,7.09,6.20,7.18,0.99,7.18,5.34,5.97,0.63,0.01,3.51,7.42,4.08,5.11,6.42
538,6.76,5.56,1.20,6.76,6.87,5.54,1.33,6.87,5.94,4.79,1.15,0.00,3.06,7.56,4.66,6.16,4.78
539,4.73,5.43,0.70,5.43,5.02,5.46,0.44,5.46,4.14,4.64,0.49,0.00,3.21,9.02,5.97,4.21,4.77
540,4.62,6.13,1.51,6.13,4.85,6.19,1.34,6.19,4.06,5.14,1.08,0.00,2.80,8.51,5.85,4.28,5.32
541,5.47,4.67,0.80,5.47,5.50,5.04,0.45,5.50,4.61,4.04,0.56,0.00,3.32,9.46,6.30,4.85,4.19
542,7.28,5.57,1.71,7.28,7.16,5.84,1.32,7.16,6.12,5.04,1.08,0.05,4.14,7.76,3.83,6.54,5.30
543,6.36,6.32,0.04,6.36,6.46,6.76,0.30,6.76,5.36,5.88,0.52,0.03,4.42,7.96,3.76,5.73,6.15
544,6.49,4.94,1.56,6.49,6.87,5.50,1.37,6.87,5.78,4.53,1.25,0.02,3.58,8.00,4.60,6.30,4.43
545,5.24,7.18,1.94,7.18,5.27,6.81,1.54,6.81,4.48,5.83,1.35,0.04,3.49,8.00,4.69,4.71,6.38
546,6.92,5.60,1.32,6.92,7.06,5.44,1.62,7.06,5.97,4.51,1.46,0.04,3.26,7.76,4.67,6.33,4.70
547,6.65,5.69,0.97,6.65,6.94,5.72,1.22,6.94,5.76,4.76,1.00,0.02,3.53,8.00,4.64,6.24,4.85
548,5.55,4.83,0.73,5.55,6.05,4.97,1.08,6.05,5.07,4.15,0.92,0.01,2.71,8.14,5.57,5.30,4.38
549,5.69,5.08,0.61,5.69,5.62,5.24,0.38,5.62,4.74,4.59,0.15,0.00,3.97,9.94,6.17,4.99,4.46
550,5.05,4.85,0.20,5.05,5.04,5.01,0.02,5.04,4.32,4.19,0.13,0.00,2.83,9.10,6.41,4.35,4.33
551,5.42,4.89,0.53,5.42,5.43,4.82,0.60,5.43,4.45,3.92,0.53,0.00,3.67,10.24,6.75,4.41,4.08
552,5.17,5.85,0.68,5.85,5.58,6.39,0.81,6.39,4.78,5.47,0.69,0.00,3.27,8.02,4.91,4.82,5.70
553,6.07,5.49,0.59,6.07,6.57,6.04,0.53,6.57,5.72,4.78,0.94,0.00,3.28,8.00,4.88,5.85,5.11
554,5.41,4.69,0.72,5.41,5.76,5.05,0.71,5.76,4.76,4.26,0.50,0.00,2.70,8.44,5.87,4.87,4.35
555,6.09,4.78,1.31,6.09,6.04,4.91,1.13,6.04,4.99,4.26,0.74,0.00,2.61,8.54,6.06,4.85,4.31
556,4.77,4.84,0.07,4.84,5.23,5.06,0.17,5.23,4.40,4.13,0.27,0.00,3.28,9.63,6.50,4.49,4.41
557,4.89,6.30,1.41,6.30,5.24,6.42,1.18,6.42,4.42,5.51,1.09,0.02,3.40,8.00,4.77,4.53,5.77
558,5.23,6.86,1.63,6.86,5.45,6.99,1.54,6.99,4.61,5.94,1.33,0.04,3.44,8.09,4.83,4.56,6.23
559,4.93,5.26,0.33,5.26,5.06,5.62,0.56,5.62,4.11,4.59,0.48,0.00,2.62,8.83,6.34,4.26,4.66
560,6.53,4.88,1.65,6.53,6.90,5.24,1.66,6.90,5.95,4.41,1.55,0.02,2.80,7.10,4.43,6.17,4.54
561,6.76,6.63,0.12,6.76,6.80,6.73,0.07,6.80,5.76,5.84,0.08,0.01,3.20,6.97,3.93,6.26,5.87
562,6.76,5.96,0.80,6.76,6.99,6.14,0.85,6.99,6.02,5.30,0.73,0.04,3.64,7.40,3.94,6.17,5.38
563,6.69,6.63,0.06,6.69,6.95,6.81,0.15,6.95,5.72,5.86,0.14,0.05,4.40,7.57,3.39,6.33,6.20
564,5.53,4.98,0.55,5.53,5.71,5.29,0.41,5.71,4.74,4.27,0.47,0.00,2.96,8.79,5.98,4.83,4.42
565,5.88,5.04,0.84,5.88,6.05,5.20,0.85,6.05,5.18,4.28,0.91,0.00,3.64,9.48,6.03,5.24,4.21
566,5.11,6.65,1.54,6.65,5.24,6.65,1.41,6.65,4.21,5.79,1.58,0.04,3.11,8.17,5.21,4.33,6.11
567,5.91,7.48,1.56,7.48,6.28,7.34,1.07,7.34,5.34,6.18,0.84,0.03,2.91,6.79,4.02,5.59,6.33
568,5.15,6.10,0.96,6.10,5.29,6.22,0.93,6.22,4.42,5.27,0.86,0.00,2.73,8.31,5.72,4.44,5.43
569,5.55,4.54,1.02,5.55,5.79,4.94,0.86,5.79,4.74,4.01,0.73,0.00,3.13,9.57,6.59,4.65,4.18
570,5.41,6.81,1.39,6.81,5.54,6.97,1.43,6.97,4.58,5.88,1.30,0.03,2.84,7.17,4.47,4.72,6.20
571,7.08,4.77,2.30,7.08,6.96,5.13,1.83,6.96,5.97,4.26,1.71,0.01,3.21,7.85,4.80,6.30,4.38
572,5.14,5.17,0.03,5.17,5.46,5.13,0.33,5.46,4.60,4.39,0.21,0.00,3.64,9.97,6.51,4.38,4.58
573,5.14,5.52,0.39,5.52,5.31,5.61,0.30,5.61,4.45,4.79,0.34,0.00,4.36,10.21,6.06,4.35,4.89
574,4.56,5.15,0.59,5.15,4.89,5.31,0.42,5.31,4.06,4.55,0.49,0.00,2.84,9.42,6.72,4.14,4.39
575,4.45,5.43,0.98,5.43,4.83,5.79,0.97,5.79,3.86,4.83,0.98,0.00,2.68,8.68,6.13,4.18,4.98
576,5.26,6.73,1.47,6.73,5.54,6.98,1.45,6.98,4.57,5.91,1.35,0.00,3.37,7.98,4.78,4.56,6.30
577,4.64,5.36,0.73,5.36,4.99,5.49,0.50,5.49,4.31,4.64,0.33,0.00,2.81,8.72,6.06,4.45,4.86
578,5.27,5.80,0.52,5.80,5.30,5.65,0.35,5.65,4.56,4.68,0.11,0.00,3.87,9.61,5.93,4.64,4.77
579,5.77,5.29,0.48,5.77,5.43,5.32,0.12,5.43,4.69,4.45,0.24,0.00,3.24,9.16,6.08,4.72,4.47
580,5.55,5.42,0.12,5.55,5.77,5.43,0.34,5.77,4.79,4.54,0.25,0.00,4.16,9.88,5.92,4.82,4.61
581,5.23,5.80,0.57,5.80,5.33,6.17,0.84,6.17,4.41,5.09,0.69,0.01,4.10,9.78,5.89,4.56,5.19
582,5.04,6.52,1.48,6.52,4.99,6.81,1.82,6.81,4.15,5.75,1.60,0.05,3.03,8.00,5.12,4.28,6.16
583,5.89,5.36,0.53,5.89,6.34,5.36,0.98,6.34,5.32,4.45,0.87,0.00,2.62,7.74,5.25,5.43,4.59
584,5.13,4.85,0.28,5.13,5.29,5.46,0.17,5.46,4.31,4.43,0.12,0.00,3.12,9.53,6.57,4.58,4.45
585,4.91,6.68,1.76,6.68,5.25,6.68,1.42,6.68,4.43,5.80,1.37,0.02,3.49,7.83,4.51,4.47,6.22
586,5.39,4.59,0.79,5.39,5.33,4.92,0.41,5.33,4.41,4.13,0.27,0.00,4.25,10.48,6.45,4.54,4.31
