,CVaR0,CVaR1,$|CVaR_2 - CVaR_1|$,Max CVaR,VaR0,VaR1,$|VaR_2 - VaR_1|$,Max VaR,NetLoss0,NetLoss1,$|L_2 - L_1|$,$P(L > Q(0.6))$,Required Capital,Payout CVaR,Average Cost,s_1,s_2
866,35.76,30.43,5.33,35.76,27.63,26.43,1.20,27.63,25.73,23.14,2.59,0.04,57.58,90.00,35.30,27.71,26.89
867,36.42,31.37,5.05,36.42,29.04,26.72,2.32,29.04,26.25,24.25,2.00,0.07,50.98,82.51,34.08,29.01,26.71
868,30.32,32.82,2.50,32.82,26.50,27.29,0.79,27.29,24.56,23.87,0.69,0.04,54.80,84.66,32.60,27.66,28.15
869,38.63,30.66,7.97,38.63,28.50,25.91,2.59,28.50,25.25,23.06,2.18,0.07,58.89,88.82,32.87,28.50,26.82
870,28.97,34.54,5.57,34.54,25.04,27.73,2.69,27.73,22.21,25.75,3.54,0.06,54.57,86.07,34.23,25.72,28.28
871,34.97,35.58,0.62,35.58,27.69,25.97,1.72,27.69,25.08,23.64,1.43,0.08,59.60,87.82,31.20,28.79,26.56
872,32.57,33.05,0.49,33.05,25.40,26.35,0.95,26.35,22.84,24.52,1.68,0.06,58.80,90.00,34.14,26.22,27.13
873,34.33,32.86,1.47,34.33,29.30,24.25,5.05,29.30,26.52,23.28,3.25,0.06,47.52,78.69,33.55,29.25,24.43
874,34.65,34.22,0.43,34.65,26.62,26.61,0.00,26.62,25.22,24.54,0.67,0.09,58.37,87.32,31.86,27.03,28.19
875,34.55,32.84,1.70,34.55,27.10,24.73,2.37,27.10,25.70,23.21,2.49,0.06,53.37,87.69,36.98,27.65,25.29
876,30.01,40.42,10.41,40.42,22.69,28.03,5.35,28.03,20.34,25.85,5.51,0.11,58.32,90.00,34.59,23.40,28.47
877,32.31,31.47,0.85,32.31,26.48,24.07,2.41,26.48,24.20,22.06,2.14,0.06,59.04,90.00,33.91,27.43,25.63
878,38.59,36.06,2.53,38.59,28.04,26.85,1.19,28.04,24.80,24.55,0.25,0.08,54.96,85.50,33.29,26.58,28.19
879,24.76,37.34,12.58,37.34,19.24,29.96,10.72,29.96,17.68,26.88,9.19,0.05,55.47,90.00,37.31,19.91,29.21
880,35.60,33.05,2.56,35.60,28.34,30.16,1.82,30.16,26.91,26.19,0.73,0.02,57.44,90.00,35.43,29.31,29.87
881,36.89,34.30,2.59,36.89,24.85,27.58,2.74,27.58,23.83,25.25,1.42,0.10,59.24,90.00,33.72,25.85,28.04
882,28.92,38.69,9.77,38.69,26.21,26.21,0.00,26.21,22.78,24.91,2.13,0.03,55.61,88.99,36.16,26.89,25.67
883,33.73,32.73,1.00,33.73,26.03,27.46,1.44,27.46,24.06,24.87,0.81,0.06,59.17,90.00,33.79,27.19,28.33
884,33.24,38.02,4.77,38.02,28.13,25.13,3.00,28.13,24.38,24.32,0.07,0.08,59.65,90.00,33.34,28.80,25.75
885,36.96,30.11,6.85,36.96,27.08,25.43,1.66,27.08,25.05,23.31,1.74,0.05,45.79,82.44,38.94,26.88,26.25
886,38.03,34.42,3.61,38.03,28.17,29.13,0.95,29.13,26.64,25.43,1.21,0.05,55.06,90.00,37.69,28.48,28.25
887,36.04,28.23,7.80,36.04,26.35,23.75,2.60,26.35,23.88,21.33,2.55,0.07,51.76,83.45,34.28,27.23,24.06
888,34.52,28.26,6.26,34.52,25.72,25.05,0.67,25.72,22.87,23.02,0.15,0.07,55.70,85.67,32.76,26.15,26.41
889,33.17,32.94,0.23,33.17,26.98,25.40,1.58,26.98,23.87,23.75,0.12,0.05,57.23,90.00,35.63,27.52,26.27
890,33.50,34.82,1.32,34.82,26.21,25.12,1.09,26.21,24.41,24.48,0.07,0.11,57.14,90.00,35.72,26.34,26.52
891,34.80,31.29,3.51,34.80,24.79,27.07,2.29,27.07,24.49,25.00,0.51,0.03,48.06,83.22,37.56,25.11,28.07
892,30.02,31.78,1.77,31.78,26.89,25.96,0.93,26.89,24.40,24.23,0.17,0.01,47.98,81.54,35.96,27.96,26.59
893,34.35,29.23,5.12,34.35,25.83,24.87,0.97,25.83,23.18,23.24,0.06,0.05,46.03,83.23,39.50,24.44,25.75
894,40.84,32.77,8.06,40.84,29.59,27.98,1.61,29.59,27.11,23.99,3.12,0.03,58.25,90.00,34.66,28.37,28.57
895,36.84,31.23,5.61,36.84,26.07,25.71,0.37,26.07,24.29,23.03,1.26,0.08,58.96,90.00,33.99,26.29,27.00
896,32.08,31.12,0.95,32.08,25.26,25.76,0.50,25.76,23.21,23.40,0.20,0.05,54.55,88.16,36.33,24.90,27.48
897,30.31,38.27,7.96,38.27,23.87,24.98,1.10,24.98,21.95,24.42,2.47,0.09,47.29,81.88,36.95,24.17,25.94
898,35.27,32.68,2.59,35.27,22.87,27.02,4.15,27.02,22.11,24.49,2.38,0.08,55.56,90.00,37.22,23.40,27.58
899,34.72,32.58,2.14,34.72,26.76,27.70,0.94,27.70,23.87,25.67,1.80,0.07,54.33,84.66,33.05,26.05,28.84
900,34.60,29.38,5.22,34.60,26.89,25.11,1.77,26.89,25.11,22.24,2.87,0.04,48.94,80.66,34.17,27.01,26.21
901,33.82,36.06,2.24,36.06,27.46,29.10,1.64,29.10,24.34,26.14,1.80,0.06,48.92,79.54,33.06,27.65,29.82
902,31.29,29.27,2.03,31.29,26.04,26.19,0.15,26.19,23.50,23.58,0.08,0.02,57.65,90.00,35.23,27.49,27.34
903,35.85,35.69,0.16,35.85,28.05,26.66,1.40,28.05,24.35,24.68,0.33,0.07,58.55,90.00,34.38,27.20,27.36
904,21.95,33.16,11.21,33.16,19.39,26.88,7.49,26.88,17.59,23.77,6.18,0.04,54.55,90.00,38.18,20.27,26.81
905,34.73,32.13,2.60,34.73,28.97,26.26,2.71,28.97,26.22,23.37,2.86,0.05,55.48,86.71,34.01,29.00,27.28
906,31.70,35.81,4.11,35.81,26.11,26.25,0.14,26.25,23.95,24.58,0.63,0.05,55.25,89.12,36.63,26.68,26.77
907,32.90,28.11,4.79,32.90,23.43,26.18,2.75,26.18,22.74,23.63,0.88,0.04,55.33,90.00,37.44,24.61,26.45
908,31.36,36.22,4.86,36.22,25.09,28.22,3.13,28.22,22.49,26.06,3.57,0.07,54.63,84.72,32.82,25.67,29.06
909,36.15,34.43,1.72,36.15,28.31,25.81,2.49,28.31,26.94,22.99,3.95,0.06,52.79,85.24,35.08,29.32,25.49
910,35.51,29.10,6.40,35.51,28.56,25.67,2.89,28.56,25.57,23.26,2.31,0.04,57.33,88.90,34.43,28.14,26.45
911,34.09,30.50,3.59,34.09,26.27,26.44,0.18,26.44,24.80,23.83,0.97,0.04,42.57,76.26,35.81,26.71,26.97
912,28.76,31.17,2.41,31.17,21.82,26.16,4.34,26.16,20.64,23.05,2.40,0.05,52.11,85.42,35.92,23.10,26.92
913,34.70,32.74,1.95,34.70,25.87,27.21,1.34,27.21,23.92,23.50,0.42,0.06,57.02,90.00,35.83,26.82,26.49
914,29.65,30.90,1.25,30.90,25.87,27.55,1.68,27.55,23.20,23.98,0.77,0.04,57.65,84.41,29.64,26.30,28.58
915,36.96,32.09,4.87,36.96,28.02,28.22,0.21,28.22,25.73,23.89,1.85,0.04,56.42,90.00,36.40,26.92,27.82
916,39.32,32.93,6.39,39.32,26.09,25.24,0.86,26.09,25.88,22.84,3.04,0.09,41.67,78.14,38.56,26.46,24.78
917,33.06,35.52,2.47,35.52,27.23,28.49,1.26,28.49,24.77,25.30,0.54,0.09,56.12,83.82,30.51,27.41,29.64
918,34.94,32.78,2.16,34.94,26.89,28.82,1.93,28.82,24.06,25.83,1.77,0.06,51.61,81.26,32.23,27.41,30.20
919,35.61,30.52,5.09,35.61,24.51,24.46,0.05,24.51,23.36,22.58,0.77,0.07,57.27,90.00,35.59,24.55,25.34
920,34.45,35.17,0.73,35.17,26.84,27.07,0.23,27.07,24.97,25.39,0.42,0.09,55.68,87.60,34.70,27.45,28.06
921,37.91,25.75,12.15,37.91,30.56,24.32,6.24,30.56,26.26,20.99,5.27,0.04,53.04,80.21,29.82,30.93,26.15
922,30.67,36.05,5.39,36.05,25.54,26.30,0.76,26.30,22.55,24.63,2.08,0.07,59.20,90.00,33.76,26.64,27.01
923,35.21,35.16,0.05,35.21,23.11,27.54,4.42,27.54,22.08,25.30,3.22,0.05,48.83,86.33,39.95,22.55,27.67
924,31.31,30.25,1.06,31.31,25.27,25.33,0.06,25.33,23.62,23.46,0.16,0.04,59.13,90.00,33.82,26.37,25.82
925,35.87,31.90,3.97,35.87,27.06,26.47,0.59,27.06,25.79,24.27,1.52,0.05,53.21,89.69,39.14,27.27,27.28
926,37.13,31.42,5.71,37.13,29.35,26.17,3.17,29.35,26.56,23.77,2.79,0.07,59.92,90.00,33.08,28.98,26.80
927,32.31,32.18,0.14,32.31,27.09,26.01,1.09,27.09,24.66,24.48,0.18,0.01,54.56,90.00,38.17,27.11,26.49
928,33.16,31.79,1.37,33.16,24.49,24.62,0.13,24.62,23.16,21.92,1.24,0.06,55.70,90.00,37.08,24.28,24.35
929,30.90,32.67,1.77,32.67,27.35,27.30,0.05,27.35,24.81,24.33,0.47,0.04,44.46,73.02,30.78,27.99,28.47
930,34.05,35.10,1.05,35.10,24.71,25.39,0.67,25.39,23.19,23.56,0.37,0.04,48.90,90.00,43.54,24.33,26.18
931,32.97,39.11,6.14,39.11,25.69,29.40,3.71,29.40,24.11,26.50,2.40,0.05,58.22,90.00,34.69,25.91,29.54
932,38.60,34.03,4.57,38.60,28.39,25.00,3.39,28.39,26.49,22.91,3.58,0.05,55.13,90.00,37.63,29.15,24.34
933,32.87,34.34,1.47,34.34,26.91,26.18,0.73,26.91,23.99,24.40,0.41,0.07,56.48,90.00,36.34,27.24,26.04
934,31.02,33.20,2.19,33.20,25.13,23.39,1.74,25.13,22.22,22.62,0.40,0.05,56.28,89.30,35.84,24.83,24.17
935,29.60,37.61,8.01,37.61,26.49,27.32,0.83,27.32,23.75,25.59,1.84,0.05,47.86,78.22,32.76,27.74,27.22
936,29.68,34.50,4.82,34.50,25.07,27.11,2.04,27.11,21.93,25.09,3.16,0.08,51.77,83.36,34.18,25.70,28.27
937,31.99,36.11,4.12,36.11,25.89,26.17,0.28,26.17,23.60,24.34,0.74,0.07,51.69,83.41,34.30,26.22,26.61
938,34.47,36.93,2.47,36.93,27.91,26.82,1.09,27.91,24.23,24.87,0.64,0.11,51.20,79.91,31.27,29.06,27.27
939,45.47,36.02,9.45,45.47,25.86,25.75,0.11,25.86,25.41,23.64,1.78,0.10,55.01,90.00,37.74,23.60,26.48
940,34.24,39.24,5.00,39.24,26.69,30.06,3.37,30.06,24.54,27.24,2.71,0.10,40.10,70.64,32.54,27.19,30.30
941,29.69,36.47,6.79,36.47,27.15,28.16,1.01,28.16,23.80,25.96,2.16,0.05,59.17,86.61,30.40,28.00,28.22
942,32.47,34.37,1.90,34.37,26.03,25.58,0.46,26.03,23.73,24.39,0.66,0.05,54.37,90.00,38.35,25.65,26.32
943,32.78,31.69,1.09,32.78,24.66,25.45,0.80,25.45,22.78,23.16,0.38,0.06,54.33,87.96,36.35,25.24,25.27
944,37.77,30.09,7.68,37.77,27.89,25.92,1.97,27.89,25.07,22.47,2.60,0.07,60.43,88.12,30.71,27.98,27.26
945,31.46,28.70,2.76,31.46,26.79,21.33,5.45,26.79,24.54,20.25,4.29,0.05,59.40,90.00,33.57,28.47,22.42
946,32.21,31.48,0.72,32.21,26.38,27.01,0.63,27.01,24.00,24.39,0.39,0.05,46.84,77.28,32.78,26.96,27.76
947,33.82,35.73,1.92,35.73,25.04,27.84,2.80,27.84,23.18,24.60,1.43,0.07,47.43,81.47,36.41,25.69,27.18
948,35.40,38.02,2.61,38.02,25.32,27.16,1.85,27.16,24.12,26.19,2.07,0.08,53.01,90.00,39.64,26.45,26.82
949,34.77,42.97,8.20,42.97,24.77,28.73,3.96,28.73,22.87,26.64,3.77,0.08,54.34,90.00,38.38,24.36,27.35
950,33.90,30.16,3.74,33.90,27.98,25.59,2.39,27.98,25.83,23.00,2.83,0.03,58.12,89.06,33.85,29.18,26.26
951,34.97,29.78,5.19,34.97,28.67,22.93,5.74,28.67,25.25,22.21,3.03,0.06,54.95,90.00,37.80,28.34,23.88
952,30.50,40.21,9.71,40.21,25.55,29.56,4.01,29.56,23.54,28.10,4.56,0.05,54.51,90.00,38.21,26.55,28.87
953,35.93,34.76,1.16,35.93,29.91,27.32,2.59,29.91,26.28,25.34,0.94,0.07,58.02,90.00,34.89,29.99,27.78
954,33.01,30.44,2.57,33.01,26.90,26.13,0.77,26.90,23.28,23.52,0.24,0.04,56.39,84.49,30.93,27.87,27.85
955,32.67,30.44,2.23,32.67,25.37,26.80,1.43,26.80,23.56,23.96,0.41,0.02,48.31,81.17,35.28,26.31,26.97
956,31.19,34.80,3.61,34.80,20.84,27.62,6.78,27.62,20.30,25.54,5.25,0.07,54.12,90.00,38.59,21.68,28.09
957,36.03,34.17,1.86,36.03,26.94,26.17,0.77,26.94,24.39,23.07,1.32,0.05,52.20,87.18,37.59,26.02,25.67
958,31.83,38.08,6.26,38.08,17.42,27.47,10.04,27.47,17.59,24.89,7.30,0.09,48.32,90.00,44.09,17.21,26.17
959,38.39,32.24,6.15,38.39,27.57,28.54,0.97,28.54,26.06,24.83,1.24,0.07,60.61,90.00,32.42,28.09,27.74
960,37.61,30.88,6.74,37.61,27.24,24.46,2.77,27.24,25.35,22.51,2.85,0.07,53.28,82.82,32.20,28.38,25.27
961,30.23,33.02,2.79,33.02,22.57,25.34,2.76,25.34,21.64,22.73,1.08,0.06,56.25,90.00,36.57,23.38,25.42
962,34.56,31.53,3.03,34.56,25.89,25.91,0.01,25.91,24.11,23.28,0.83,0.09,54.23,81.06,29.55,27.45,27.00
963,34.47,30.46,4.01,34.47,25.44,26.23,0.79,26.23,23.22,23.20,0.02,0.07,59.08,90.00,33.87,26.63,27.01
964,32.56,34.37,1.81,34.37,22.59,26.31,3.72,26.31,21.80,24.58,2.77,0.09,46.67,83.81,39.48,22.81,25.94
965,32.38,38.03,5.65,38.03,24.95,27.38,2.43,27.38,24.23,24.49,0.27,0.07,50.42,86.10,38.21,26.00,26.08
966,32.47,34.49,2.03,34.49,25.84,27.53,1.69,27.53,23.99,24.19,0.20,0.03,54.88,90.00,37.87,26.44,26.17
967,31.45,29.50,1.95,31.45,25.80,25.08,0.72,25.80,23.76,22.67,1.09,0.03,59.77,89.85,33.07,26.88,25.97
968,32.89,34.37,1.47,34.37,27.78,27.59,0.19,27.78,24.50,25.78,1.27,0.07,46.54,74.70,30.49,29.19,27.70
969,29.10,35.62,6.51,35.62,24.02,27.33,3.31,27.33,22.24,24.85,2.61,0.03,42.77,78.78,38.15,24.84,27.16
970,35.03,36.73,1.70,36.73,27.25,28.01,0.76,28.01,24.95,25.42,0.47,0.06,55.01,87.18,34.92,27.30,27.78
971,34.47,31.36,3.10,34.47,27.37,23.73,3.64,27.37,25.28,21.96,3.32,0.05,51.67,83.25,34.17,28.29,24.55
972,32.10,35.93,3.83,35.93,26.09,27.24,1.16,27.24,23.19,24.16,0.97,0.07,47.83,75.89,30.45,28.02,27.85
973,32.78,34.06,1.28,34.06,26.10,26.77,0.67,26.77,24.28,24.91,0.64,0.04,56.29,90.00,36.52,27.05,27.16
974,23.38,33.64,10.26,33.64,18.60,28.97,10.37,28.97,16.89,25.86,8.97,0.03,51.70,85.33,36.22,19.08,29.58
975,31.67,35.41,3.74,35.41,27.28,26.01,1.27,27.28,24.44,24.51,0.07,0.04,55.75,90.00,37.04,27.95,25.72
976,34.53,28.60,5.93,34.53,28.63,25.72,2.91,28.63,25.95,22.89,3.06,0.01,35.73,70.35,36.41,28.86,26.50
977,35.99,31.18,4.81,35.99,21.66,25.57,3.90,25.57,21.12,23.30,2.18,0.07,57.69,90.00,35.19,22.36,26.61
978,26.59,33.37,6.78,33.37,23.44,25.98,2.54,25.98,21.25,24.00,2.75,0.04,42.66,77.16,36.63,24.29,26.81
979,32.17,30.16,2.01,32.17,27.94,25.18,2.76,27.94,24.87,22.88,1.99,0.04,56.08,90.00,36.72,27.92,24.59
980,37.71,33.78,3.93,37.71,26.41,24.41,2.00,26.41,25.04,22.94,2.10,0.07,54.58,88.53,36.68,26.19,25.25
981,40.48,43.33,2.85,43.33,24.85,28.89,4.04,28.89,24.36,27.49,3.13,0.11,49.69,89.17,41.96,23.71,28.76
982,25.65,29.24,3.59,29.24,23.74,21.47,2.26,23.74,21.03,19.60,1.43,0.03,59.00,90.00,33.95,25.49,22.61
983,37.07,33.86,3.21,37.07,24.22,25.15,0.93,25.15,22.69,23.15,0.46,0.10,53.15,89.86,39.37,23.12,25.55
984,32.03,34.64,2.61,34.64,27.70,28.00,0.30,28.00,25.06,25.13,0.07,0.03,58.80,85.03,29.17,28.25,29.02
985,36.07,34.91,1.16,36.07,28.86,26.27,2.59,28.86,26.83,24.63,2.20,0.08,50.26,82.36,34.61,29.12,26.79
986,36.34,31.67,4.67,36.34,27.45,27.32,0.13,27.45,25.78,24.59,1.19,0.06,57.04,89.13,34.93,27.88,28.29
987,36.54,34.45,2.08,36.54,28.08,26.68,1.40,28.08,25.70,24.00,1.70,0.04,48.49,81.77,35.70,28.45,26.98
988,34.88,29.23,5.65,34.88,26.05,23.78,2.27,26.05,24.13,22.14,1.99,0.08,55.14,87.77,35.38,27.17,25.05
989,36.44,34.32,2.13,36.44,28.84,26.79,2.05,28.84,25.42,23.99,1.43,0.08,54.61,86.69,34.81,27.69,27.15
990,30.81,34.95,4.14,34.95,26.55,27.48,0.94,27.48,22.72,24.77,2.06,0.04,52.14,82.11,32.58,26.64,27.96
991,30.75,40.62,9.86,40.62,26.88,27.14,0.27,27.14,23.80,25.85,2.05,0.06,54.16,90.00,38.55,27.10,26.57
992,30.23,35.80,5.57,35.80,25.92,26.60,0.67,26.60,23.18,25.58,2.40,0.07,54.92,89.30,37.12,26.85,27.07
993,32.80,39.80,7.00,39.80,27.17,29.68,2.51,29.68,24.21,26.92,2.71,0.12,61.75,90.00,31.34,28.26,28.55
994,35.68,42.21,6.53,42.21,27.50,28.42,0.92,28.42,26.12,27.65,1.53,0.08,57.69,90.00,35.19,29.05,28.67
995,38.22,28.50,9.72,38.22,25.46,21.09,4.38,25.46,24.70,19.16,5.54,0.09,50.25,90.00,42.27,25.93,20.11
996,33.74,34.13,0.38,34.13,26.56,26.98,0.41,26.98,24.75,24.03,0.72,0.05,54.11,90.00,38.60,27.03,25.60
997,29.67,31.04,1.37,31.04,24.48,26.97,2.49,26.97,22.63,24.05,1.42,0.02,52.83,84.13,33.94,25.68,27.52
998,31.70,32.53,0.83,32.53,24.75,27.39,2.64,27.39,23.27,24.51,1.24,0.03,54.50,86.49,34.72,25.04,27.68
999,31.97,33.38,1.41,33.38,25.82,29.47,3.65,29.47,23.15,26.29,3.14,0.07,49.16,81.05,34.35,25.59,30.18
