,CVaR0,CVaR1,$|CVaR_2 - CVaR_1|$,Max CVaR,VaR0,VaR1,$|VaR_2 - VaR_1|$,Max VaR,NetLoss0,NetLoss1,$|L_2 - L_1|$,$P(L > Q(0.6))$,Required Capital,Payout CVaR,Average Cost,s_1,s_2
669,35.99,33.75,2.24,35.99,28.81,28.72,0.09,28.81,26.04,25.73,0.31,0.07,52.81,80.38,30.21,28.98,29.48
670,33.66,28.62,5.04,33.66,25.53,24.91,0.63,25.53,24.41,22.56,1.85,0.06,47.99,76.18,30.59,26.73,26.20
671,30.80,33.01,2.21,33.01,21.81,26.66,4.84,26.66,20.85,24.41,3.56,0.09,51.42,85.67,36.82,23.14,27.38
672,33.10,31.37,1.73,33.10,25.60,25.87,0.27,25.87,23.42,23.89,0.47,0.07,39.94,69.95,32.01,27.02,27.08
673,39.86,30.99,8.86,39.86,28.20,25.37,2.83,28.20,26.12,23.12,3.00,0.07,46.92,76.71,32.13,28.90,26.50
674,34.06,33.30,0.76,34.06,27.91,24.62,3.29,27.91,25.14,23.54,1.61,0.06,55.00,90.00,37.75,27.97,25.62
675,29.72,31.93,2.22,31.93,25.57,28.54,2.97,28.54,22.37,24.85,2.47,0.04,50.24,80.63,32.91,26.70,28.78
676,35.78,33.22,2.56,35.78,28.04,26.81,1.23,28.04,25.21,23.80,1.41,0.07,58.87,90.00,34.07,28.27,26.72
677,38.74,42.48,3.74,42.48,28.37,26.00,2.38,28.37,25.85,25.96,0.11,0.12,56.35,90.00,36.47,28.13,26.93
678,34.29,32.78,1.51,34.29,27.86,29.07,1.21,29.07,24.61,26.14,1.52,0.06,41.10,68.36,29.31,28.43,29.17
679,30.84,37.35,6.51,37.35,25.90,21.37,4.52,25.90,22.93,22.06,0.87,0.08,57.08,90.00,35.77,26.55,21.97
680,31.33,36.46,5.13,36.46,26.00,26.50,0.49,26.50,23.97,25.78,1.81,0.08,46.40,76.00,31.92,27.35,27.04
681,43.26,35.53,7.73,43.26,28.49,26.42,2.07,28.49,26.87,24.25,2.62,0.07,56.79,90.00,36.05,29.22,26.92
682,43.48,33.54,9.94,43.48,29.65,27.64,2.00,29.65,27.95,25.37,2.59,0.09,58.20,87.92,32.62,29.98,28.76
683,30.18,35.97,5.79,35.97,25.63,25.77,0.14,25.77,23.32,23.70,0.38,0.05,49.13,81.48,34.80,25.84,26.86
684,37.19,32.93,4.25,37.19,29.01,26.77,2.24,29.01,25.62,24.20,1.42,0.03,54.27,89.88,38.32,27.43,27.13
685,36.03,36.04,0.01,36.04,26.52,28.18,1.66,28.18,25.15,26.01,0.87,0.08,58.14,90.00,34.77,26.88,28.00
686,27.48,39.59,12.11,39.59,25.67,27.52,1.85,27.52,23.31,25.05,1.74,0.04,57.36,87.82,33.33,26.98,27.01
687,34.94,39.20,4.26,39.20,27.72,24.07,3.65,27.72,24.34,24.09,0.25,0.10,47.48,80.23,35.12,27.24,24.59
688,36.31,32.61,3.69,36.31,26.76,26.33,0.43,26.76,23.78,24.01,0.24,0.04,48.60,85.01,38.84,25.49,27.25
689,31.64,32.31,0.67,32.31,24.89,26.96,2.07,26.96,22.88,23.98,1.10,0.05,54.40,85.52,33.83,25.65,27.23
690,30.91,37.93,7.02,37.93,24.30,25.36,1.06,25.36,22.06,24.77,2.71,0.09,50.12,86.77,39.15,25.07,25.16
691,41.76,35.36,6.40,41.76,28.60,26.69,1.91,28.60,26.61,23.37,3.23,0.09,57.21,90.00,35.65,29.44,25.39
692,34.55,34.60,0.05,34.60,26.70,26.83,0.14,26.83,24.93,24.66,0.27,0.06,51.14,84.67,36.08,27.72,26.67
693,27.99,33.59,5.59,33.59,15.48,25.01,9.53,25.01,15.24,23.35,8.11,0.03,45.06,90.00,47.20,14.30,25.25
694,31.70,36.63,4.93,36.63,27.10,27.50,0.40,27.50,23.79,25.55,1.75,0.09,52.71,80.70,30.62,28.36,28.55
695,28.86,33.64,4.78,33.64,26.09,26.68,0.59,26.68,22.91,23.50,0.59,0.04,51.26,77.51,28.82,27.29,27.48
696,40.10,37.45,2.65,40.10,29.34,28.83,0.51,29.34,27.49,27.13,0.37,0.09,54.41,90.00,38.31,28.55,29.10
697,34.09,33.71,0.39,34.09,27.46,26.19,1.26,27.46,24.18,23.25,0.93,0.06,50.53,80.89,32.89,27.15,26.82
698,39.28,27.41,11.87,39.28,26.50,25.87,0.63,26.50,26.19,23.27,2.92,0.06,45.47,80.36,37.16,26.87,26.94
699,32.17,35.62,3.45,35.62,27.29,27.57,0.28,27.57,23.44,25.88,2.44,0.04,57.28,90.00,35.58,27.36,28.27
700,35.49,30.35,5.14,35.49,26.31,25.79,0.52,26.31,23.84,23.69,0.15,0.04,52.30,85.55,35.87,26.29,26.71
701,33.18,30.38,2.80,33.18,29.42,27.04,2.37,29.42,26.09,24.00,2.09,0.01,45.82,76.52,33.00,29.30,27.24
702,31.75,34.59,2.84,34.59,26.37,27.12,0.76,27.12,22.71,24.35,1.64,0.06,57.91,87.53,32.51,27.25,27.26
703,30.37,34.44,4.08,34.44,26.03,26.62,0.59,26.62,23.77,25.02,1.26,0.03,44.75,78.36,35.84,26.50,27.54
704,28.06,31.56,3.50,31.56,25.33,23.41,1.93,25.33,22.63,22.52,0.10,0.04,52.47,86.45,36.60,26.23,24.38
705,29.56,31.52,1.96,31.52,25.30,26.49,1.19,26.49,22.65,23.66,1.01,0.02,50.08,82.88,35.31,26.12,27.30
706,32.45,32.41,0.04,32.45,27.23,28.00,0.77,28.00,24.03,25.59,1.57,0.03,58.82,90.00,34.12,27.89,28.15
707,32.74,36.58,3.85,36.58,27.37,29.12,1.75,29.12,24.35,26.08,1.72,0.08,60.13,90.00,32.88,28.32,29.25
708,35.40,35.86,0.46,35.86,28.76,20.28,8.48,28.76,26.76,20.33,6.44,0.11,55.54,90.00,37.24,30.09,19.71
709,30.55,34.66,4.11,34.66,27.76,27.23,0.53,27.76,24.42,25.18,0.76,0.04,47.14,77.38,32.59,29.04,27.91
710,33.80,31.13,2.67,33.80,26.85,27.59,0.74,27.59,24.02,25.30,1.28,0.04,58.35,90.00,34.57,26.76,28.57
711,30.27,31.90,1.62,31.90,26.08,27.32,1.24,27.32,23.23,24.78,1.55,0.05,48.08,76.03,30.36,26.82,28.40
712,34.55,38.70,4.15,38.70,27.03,27.29,0.26,27.29,24.34,25.84,1.50,0.08,54.42,90.00,38.30,26.81,27.22
713,30.04,29.61,0.42,30.04,27.56,25.77,1.79,27.56,24.85,22.86,1.98,0.01,49.06,77.74,31.13,28.22,26.20
714,32.93,38.65,5.72,38.65,23.78,22.75,1.03,23.78,22.04,22.27,0.23,0.12,55.51,90.00,37.26,24.54,22.50
715,30.08,37.31,7.23,37.31,24.78,28.14,3.37,28.14,22.73,26.85,4.12,0.03,55.34,90.00,37.43,24.47,29.17
716,32.82,40.16,7.34,40.16,26.77,27.97,1.19,27.97,23.86,26.79,2.93,0.07,52.33,90.00,40.28,26.65,27.16
717,34.62,32.58,2.03,34.62,25.46,25.88,0.42,25.88,24.13,23.38,0.75,0.10,49.55,78.98,31.90,26.91,26.31
718,38.02,35.84,2.18,38.02,28.41,21.09,7.32,28.41,24.74,21.31,3.43,0.08,45.93,84.23,40.59,27.39,20.34
719,32.52,31.01,1.51,32.52,26.02,25.54,0.48,26.02,24.04,22.55,1.49,0.04,50.71,82.36,34.18,26.60,26.98
720,35.31,31.81,3.50,35.31,29.37,26.72,2.65,29.37,26.53,24.02,2.51,0.06,55.84,83.37,30.32,29.48,28.02
721,30.73,41.08,10.34,41.08,26.71,26.19,0.51,26.71,23.48,25.69,2.22,0.09,57.55,90.00,35.33,27.62,25.72
722,35.33,44.43,9.10,44.43,27.90,29.23,1.33,29.23,24.67,27.81,3.14,0.11,58.37,90.00,34.55,27.92,29.02
723,41.60,33.82,7.78,41.60,30.11,28.90,1.22,30.11,26.97,25.42,1.55,0.07,47.28,78.83,33.91,27.94,28.91
724,37.33,29.51,7.82,37.33,28.98,24.79,4.20,28.98,26.63,22.86,3.78,0.03,45.88,78.49,34.91,28.87,26.47
725,31.80,34.73,2.93,34.73,27.41,24.07,3.34,27.41,25.34,22.99,2.35,0.05,46.60,78.00,33.73,28.63,24.60
726,28.81,32.65,3.83,32.65,24.19,26.68,2.49,26.68,22.30,24.55,2.25,0.03,49.13,82.00,35.32,25.95,27.84
727,38.30,35.74,2.55,38.30,26.83,26.70,0.14,26.83,25.07,25.27,0.20,0.08,51.93,87.47,38.13,26.28,27.43
728,37.63,25.87,11.77,37.63,27.12,23.04,4.08,27.12,24.11,20.96,3.15,0.05,45.59,78.01,34.70,26.84,23.96
729,29.50,33.25,3.75,33.25,23.74,28.87,5.12,28.87,22.43,27.00,4.57,0.03,55.42,90.00,37.36,24.46,29.68
730,32.59,36.08,3.48,36.08,25.21,28.15,2.94,28.15,22.80,26.19,3.39,0.07,55.04,85.95,33.66,25.92,28.60
731,32.35,33.59,1.24,33.59,28.72,27.44,1.28,28.72,25.19,24.11,1.08,0.04,41.52,69.52,30.07,29.69,27.75
732,35.71,39.74,4.02,39.74,26.74,25.75,0.99,26.74,24.88,24.93,0.04,0.09,52.02,87.21,37.79,26.19,25.60
733,36.18,31.28,4.89,36.18,23.99,27.12,3.12,27.12,24.08,24.86,0.78,0.10,51.84,81.27,32.02,24.85,28.08
734,32.99,29.96,3.03,32.99,26.42,20.20,6.22,26.42,23.30,19.71,3.59,0.06,49.27,90.00,43.19,26.77,20.53
735,28.49,33.73,5.24,33.73,26.35,27.82,1.48,27.82,23.82,23.79,0.03,0.03,52.93,82.92,32.63,27.23,26.50
736,30.92,39.92,9.00,39.92,25.77,26.41,0.65,26.41,22.72,24.73,2.02,0.09,49.06,78.56,31.96,27.17,27.54
737,31.77,34.88,3.10,34.88,25.58,25.89,0.31,25.89,22.93,24.58,1.65,0.07,55.96,90.00,36.84,26.42,26.70
738,29.04,37.53,8.49,37.53,20.97,26.88,5.92,26.88,20.43,25.19,4.76,0.05,51.92,90.00,40.68,21.89,25.92
739,27.46,35.70,8.24,35.70,23.19,28.80,5.61,28.80,21.59,25.04,3.45,0.04,43.19,73.27,32.23,24.29,29.61
740,28.14,32.01,3.87,32.01,20.41,26.21,5.80,26.21,19.85,23.55,3.70,0.03,46.68,85.43,41.08,21.08,26.10
741,31.72,34.51,2.79,34.51,26.83,27.37,0.54,27.37,24.76,25.07,0.31,0.05,48.02,81.07,35.45,26.93,28.27
742,37.18,36.01,1.17,37.18,28.63,25.92,2.71,28.63,25.67,23.95,1.72,0.09,56.08,89.94,36.66,27.12,26.83
743,27.03,31.33,4.30,31.33,23.30,25.41,2.11,25.41,21.41,22.77,1.36,0.03,53.07,88.77,38.36,24.74,26.53
744,32.90,35.84,2.94,35.84,27.71,27.16,0.55,27.71,24.84,24.90,0.06,0.08,54.10,83.38,31.98,28.36,27.53
745,39.20,34.86,4.34,39.20,24.12,28.06,3.93,28.06,24.33,24.66,0.33,0.10,46.61,80.29,36.01,25.03,27.70
746,35.92,31.53,4.39,35.92,26.21,26.08,0.13,26.21,24.36,22.34,2.02,0.05,46.47,78.19,34.05,25.77,26.85
747,31.19,30.12,1.07,31.19,22.92,25.89,2.97,25.89,21.09,22.74,1.65,0.04,43.00,78.85,38.00,23.57,25.66
748,33.51,29.72,3.79,33.51,28.11,21.28,6.83,28.11,24.48,20.21,4.27,0.06,50.78,86.24,38.00,28.26,21.68
749,30.61,35.18,4.57,35.18,25.87,26.62,0.75,26.62,22.88,23.75,0.87,0.08,52.87,81.33,31.11,26.43,27.65
750,23.75,41.67,17.92,41.67,17.78,29.72,11.95,29.72,16.91,26.64,9.73,0.06,49.70,90.00,42.79,18.49,27.96
751,28.60,34.97,6.37,34.97,22.88,27.47,4.59,27.47,21.06,25.45,4.39,0.05,49.84,84.13,36.78,24.34,27.65
752,32.21,36.11,3.90,36.11,24.70,26.36,1.66,26.36,22.31,25.00,2.69,0.09,57.03,90.00,35.82,24.92,25.98
753,30.27,29.38,0.89,30.27,26.57,24.49,2.08,26.57,23.04,22.15,0.89,0.00,44.99,83.58,40.84,24.95,25.04
754,35.93,29.48,6.46,35.93,27.56,27.06,0.51,27.56,25.57,23.72,1.85,0.02,50.52,83.77,35.78,28.05,26.77
755,38.75,29.49,9.26,38.75,25.89,25.08,0.80,25.89,23.93,22.59,1.33,0.09,58.58,90.00,34.35,26.26,25.71
756,35.33,34.51,0.81,35.33,26.88,26.27,0.61,26.88,24.39,24.72,0.33,0.07,56.06,90.00,36.74,26.49,26.18
757,31.37,32.57,1.20,32.57,24.63,27.40,2.78,27.40,22.97,25.10,2.13,0.05,55.10,90.00,37.65,25.53,28.46
758,30.38,33.91,3.53,33.91,23.01,26.68,3.67,26.68,21.59,24.90,3.32,0.09,57.51,90.00,35.37,23.43,27.61
759,32.34,33.89,1.55,33.89,23.92,27.19,3.28,27.19,22.43,24.95,2.52,0.05,53.81,86.26,35.14,24.90,28.02
760,36.60,35.26,1.34,36.60,23.94,27.21,3.27,27.21,23.33,24.39,1.06,0.09,56.16,90.00,36.65,24.99,26.77
761,35.74,34.88,0.86,35.74,25.46,27.00,1.54,27.00,24.02,25.00,0.98,0.10,54.97,87.00,34.78,26.80,27.36
762,35.95,30.86,5.09,35.95,29.98,21.29,8.69,29.98,26.94,20.14,6.80,0.07,54.94,90.00,37.81,29.31,21.25
763,32.56,29.33,3.23,32.56,26.64,25.63,1.01,26.64,24.20,22.62,1.58,0.04,44.23,73.69,31.67,27.42,26.77
764,35.42,31.28,4.14,35.42,26.72,26.95,0.23,26.95,24.70,23.88,0.82,0.07,62.38,90.00,30.74,27.98,27.72
765,35.06,39.46,4.40,39.46,27.44,29.18,1.74,29.18,24.38,26.27,1.89,0.09,59.78,90.00,33.21,28.08,27.87
766,30.74,28.16,2.59,30.74,26.63,24.40,2.23,26.63,23.61,21.63,1.98,0.02,53.35,84.37,33.68,27.24,24.86
767,35.54,33.37,2.17,35.54,28.72,26.02,2.70,28.72,26.23,23.60,2.63,0.06,54.97,89.06,36.84,28.19,26.87
768,28.42,32.83,4.41,32.83,22.94,27.22,4.28,27.22,21.76,25.19,3.43,0.04,45.16,77.61,34.71,24.03,28.06
769,33.15,33.23,0.08,33.23,27.84,29.85,2.01,29.85,24.05,25.36,1.31,0.02,48.85,79.88,33.46,27.01,29.08
770,29.42,35.14,5.72,35.14,26.12,27.32,1.19,27.32,23.33,24.83,1.50,0.05,58.12,85.06,29.84,27.35,28.48
771,34.96,31.05,3.91,34.96,27.77,26.73,1.04,27.77,25.92,24.20,1.72,0.04,57.74,90.00,35.15,27.56,27.87
772,32.28,34.21,1.93,34.21,24.00,26.59,2.59,26.59,22.08,25.05,2.96,0.09,54.34,85.85,34.23,24.69,27.91
773,31.82,33.47,1.65,33.47,25.70,28.16,2.46,28.16,22.55,24.60,2.06,0.05,61.13,89.89,31.82,26.37,28.80
774,32.68,33.22,0.54,33.22,28.65,28.53,0.12,28.65,25.68,25.42,0.26,0.03,59.00,90.00,33.95,29.95,28.70
775,32.38,36.95,4.57,36.95,26.12,27.29,1.17,27.29,24.10,24.80,0.70,0.04,51.12,87.93,39.36,26.77,26.59
776,36.42,30.02,6.41,36.42,29.31,26.07,3.25,29.31,26.93,22.57,4.36,0.04,59.89,87.79,30.89,30.08,26.79
777,32.81,29.97,2.84,32.81,28.66,26.91,1.75,28.66,25.31,24.73,0.58,0.03,43.25,72.58,31.49,29.78,27.63
778,34.62,44.84,10.22,44.84,24.59,28.31,3.72,28.31,23.83,28.18,4.36,0.09,53.02,90.00,39.63,25.43,28.31
779,26.23,33.85,7.63,33.85,24.27,24.35,0.09,24.35,22.20,22.44,0.24,0.06,62.28,90.00,30.84,25.84,24.66
780,35.05,31.75,3.30,35.05,24.05,24.61,0.56,24.61,22.73,22.43,0.30,0.12,58.37,90.00,34.55,24.14,25.35
781,33.60,31.56,2.04,33.60,29.24,25.60,3.64,29.24,24.96,22.51,2.45,0.03,58.96,90.00,33.98,29.03,26.45
782,33.17,32.09,1.07,33.17,25.01,28.31,3.30,28.31,23.38,24.95,1.57,0.04,52.08,84.22,34.74,25.78,28.70
783,34.20,36.94,2.74,36.94,25.59,26.39,0.80,26.39,23.55,25.15,1.60,0.11,55.89,88.34,35.24,25.81,26.28
784,34.89,28.02,6.87,34.89,27.11,23.90,3.21,27.11,24.78,21.66,3.12,0.06,57.57,88.64,33.95,27.47,24.57
785,37.88,35.20,2.68,37.88,27.49,27.20,0.29,27.49,24.95,25.68,0.73,0.08,61.23,90.00,31.83,28.41,28.34
786,31.80,31.02,0.77,31.80,26.47,23.98,2.49,26.47,24.35,22.72,1.63,0.03,49.22,82.60,35.84,27.23,25.00
787,33.38,30.76,2.61,33.38,28.22,25.38,2.84,28.22,25.97,23.49,2.48,0.04,47.43,76.83,31.77,29.04,25.95
788,31.27,36.51,5.24,36.51,24.46,27.62,3.16,27.62,23.07,25.02,1.95,0.05,51.04,85.74,37.25,24.78,27.82
789,32.36,36.16,3.80,36.16,26.69,27.51,0.82,27.51,24.49,24.46,0.03,0.07,56.15,90.00,36.66,28.54,25.21
790,34.17,32.42,1.75,34.17,26.23,23.98,2.25,26.23,23.77,22.55,1.22,0.08,55.63,87.94,35.10,27.72,24.54
791,32.71,34.26,1.56,34.26,23.90,26.29,2.38,26.29,21.68,23.69,2.01,0.03,47.00,86.93,42.28,23.14,26.09
792,25.92,34.63,8.71,34.63,21.17,27.41,6.24,27.41,19.54,24.68,5.14,0.01,52.95,90.00,39.70,21.09,28.08
793,33.77,33.08,0.70,33.77,25.60,27.74,2.15,27.74,23.64,25.25,1.62,0.06,40.79,73.24,34.49,25.71,28.06
794,30.27,38.15,7.87,38.15,25.34,26.57,1.23,26.57,23.50,26.06,2.57,0.10,37.78,71.67,35.78,26.26,27.20
795,28.41,31.03,2.62,31.03,26.11,25.92,0.19,26.11,23.02,23.56,0.55,0.02,59.41,90.00,33.56,25.38,27.41
796,38.32,30.29,8.03,38.32,28.28,27.96,0.32,28.28,25.89,24.44,1.45,0.03,49.78,82.85,35.56,27.37,28.45
797,37.97,32.44,5.53,37.97,29.32,25.60,3.71,29.32,26.08,23.31,2.77,0.06,57.54,90.00,35.34,29.60,25.85
798,34.28,34.79,0.51,34.79,27.27,25.97,1.30,27.27,23.71,23.69,0.02,0.09,51.28,81.77,33.05,27.95,25.58
799,31.52,33.09,1.58,33.09,25.06,25.48,0.42,25.48,22.69,23.65,0.96,0.06,51.52,87.32,38.37,25.63,26.34
800,31.84,31.73,0.11,31.84,24.53,27.45,2.92,27.45,23.27,24.25,0.98,0.02,53.33,85.46,34.80,24.88,27.88
801,31.70,32.49,0.79,32.49,27.47,25.39,2.09,27.47,24.31,23.36,0.94,0.05,52.66,78.95,28.92,29.00,26.37
802,38.75,43.64,4.88,43.64,27.18,27.94,0.76,27.94,25.55,27.08,1.53,0.09,57.10,90.00,35.76,27.52,27.69
803,32.46,34.15,1.68,34.15,26.10,24.48,1.61,26.10,23.77,22.59,1.18,0.03,53.36,90.00,39.31,26.40,23.90
804,36.53,35.16,1.37,36.53,25.65,26.28,0.63,26.28,24.72,24.41,0.32,0.07,53.47,90.00,39.20,26.32,26.07
805,36.79,30.63,6.16,36.79,25.48,25.70,0.21,25.70,23.58,23.65,0.08,0.08,51.53,85.41,36.45,24.05,27.04
806,31.09,31.03,0.06,31.09,24.87,24.21,0.66,24.87,23.26,22.61,0.65,0.06,51.81,90.00,40.78,24.84,24.54
807,32.19,31.39,0.80,32.19,28.49,26.02,2.47,28.49,25.71,24.32,1.40,0.03,52.94,80.34,30.05,29.38,27.37
808,36.83,29.80,7.03,36.83,28.96,25.00,3.96,28.96,26.36,21.87,4.49,0.05,53.89,85.29,34.10,29.66,25.03
809,29.76,28.32,1.43,29.76,22.35,23.16,0.81,23.16,21.00,21.66,0.66,0.05,54.10,90.00,38.61,23.23,24.02
810,30.86,29.36,1.50,30.86,23.03,25.57,2.54,25.57,22.44,22.33,0.11,0.03,44.97,81.38,38.66,23.75,26.37
811,45.00,30.89,14.11,45.00,26.96,26.58,0.38,26.96,25.87,23.61,2.26,0.04,46.65,82.85,38.52,25.73,27.69
812,35.27,35.06,0.21,35.27,27.89,29.56,1.66,29.56,24.85,25.10,0.25,0.06,54.16,86.05,34.59,28.82,27.97
813,33.78,25.78,7.99,33.78,24.32,17.58,6.73,24.32,22.95,17.29,5.66,0.07,50.07,90.00,42.43,25.23,18.32
814,33.57,34.56,0.99,34.56,29.44,24.57,4.87,29.44,25.73,23.70,2.03,0.07,59.35,90.00,33.62,29.09,25.57
815,38.59,36.74,1.85,38.59,26.16,26.44,0.28,26.44,24.97,25.33,0.36,0.09,50.88,90.00,41.66,25.49,26.33
816,33.32,30.18,3.14,33.32,25.86,21.93,3.93,25.86,24.02,20.87,3.15,0.06,56.60,90.00,36.23,26.61,22.35
817,34.92,30.44,4.48,34.92,27.29,26.81,0.48,27.29,24.82,24.10,0.72,0.05,46.43,76.01,31.90,27.66,27.79
818,35.08,25.30,9.78,35.08,26.83,19.92,6.91,26.83,24.33,19.27,5.06,0.04,53.79,90.00,38.90,25.35,21.08
819,29.49,31.37,1.87,31.37,24.90,25.46,0.56,25.46,23.11,24.06,0.95,0.06,54.31,87.94,36.35,26.22,26.17
820,34.24,30.95,3.29,34.24,27.53,24.36,3.17,27.53,24.74,22.37,2.37,0.03,55.91,90.00,36.89,27.53,25.27
821,35.85,32.18,3.67,35.85,28.37,27.38,0.99,28.37,25.19,25.70,0.51,0.06,55.52,87.51,34.77,28.72,27.49
822,26.53,37.74,11.21,37.74,21.78,29.16,7.39,29.16,20.31,26.71,6.40,0.07,52.96,88.02,37.70,22.98,28.41
823,30.84,33.11,2.27,33.11,23.97,25.76,1.79,25.76,22.47,24.40,1.93,0.07,57.93,90.00,34.96,24.32,27.23
824,29.67,36.69,7.02,36.69,25.01,27.37,2.36,27.37,22.96,26.28,3.31,0.05,54.27,90.00,38.44,25.79,27.44
825,41.39,32.01,9.38,41.39,23.79,25.48,1.69,25.48,18.87,23.25,4.38,0.10,46.75,85.34,40.92,15.97,27.08
826,31.09,38.03,6.94,38.03,24.06,27.56,3.50,27.56,22.37,26.38,4.02,0.10,52.47,83.91,34.06,25.39,28.54
827,29.28,29.81,0.53,29.81,27.07,26.82,0.25,27.07,22.89,23.99,1.10,0.03,57.12,87.21,32.94,27.83,27.51
828,39.49,31.69,7.80,39.49,28.62,25.66,2.96,28.62,27.01,23.23,3.78,0.05,47.15,81.50,36.71,27.93,26.50
829,34.94,30.92,4.02,34.94,29.13,25.07,4.06,29.13,25.32,23.75,1.57,0.05,44.32,76.87,34.77,29.49,25.71
830,30.70,32.44,1.74,32.44,23.84,25.36,1.53,25.36,22.94,22.81,0.13,0.05,59.93,90.00,33.06,25.99,26.30
831,30.17,35.77,5.59,35.77,22.54,25.24,2.71,25.24,20.87,23.81,2.94,0.09,56.75,90.00,36.09,23.90,25.69
832,34.12,29.00,5.12,34.12,25.23,22.91,2.32,25.23,23.55,21.42,2.13,0.07,57.18,89.33,35.01,26.63,23.95
833,34.22,33.11,1.11,34.22,28.47,27.49,0.98,28.47,24.89,24.77,0.12,0.06,55.72,86.12,33.18,27.61,27.15
834,37.50,32.62,4.87,37.50,25.49,26.63,1.13,26.63,23.59,24.47,0.89,0.05,53.00,86.41,36.06,26.64,26.51
835,34.49,40.79,6.30,40.79,23.57,29.68,6.11,29.68,22.78,26.59,3.81,0.07,53.97,90.00,38.73,23.40,28.77
836,30.95,27.76,3.19,30.95,25.83,23.05,2.77,25.83,23.34,21.06,2.28,0.04,42.32,72.99,32.78,26.38,24.16
837,34.11,31.17,2.94,34.11,30.24,28.54,1.70,30.24,26.00,24.58,1.42,0.01,62.79,88.48,28.83,30.37,29.40
838,37.19,42.31,5.12,42.31,30.52,27.03,3.49,30.52,27.85,26.38,1.47,0.10,43.86,75.41,33.75,30.82,28.04
839,36.38,36.31,0.06,36.38,24.93,26.16,1.23,26.16,23.22,24.59,1.37,0.03,47.90,90.00,44.50,23.20,26.31
840,33.10,29.68,3.43,33.10,27.79,27.58,0.22,27.79,25.51,23.92,1.59,0.03,57.83,84.95,30.01,28.04,28.09
841,34.37,32.30,2.08,34.37,27.08,26.35,0.72,27.08,24.12,23.99,0.14,0.07,53.90,85.48,34.28,28.06,26.79
842,36.96,34.01,2.95,36.96,24.43,24.67,0.24,24.67,23.84,23.59,0.25,0.08,49.46,86.85,39.86,24.18,25.60
843,34.97,31.31,3.66,34.97,30.07,25.56,4.51,30.07,26.77,22.66,4.11,0.03,51.81,84.92,35.70,30.36,25.40
844,30.36,32.58,2.23,32.58,24.88,28.48,3.60,28.48,23.21,25.75,2.54,0.03,48.69,82.36,36.11,25.34,29.25
845,28.80,29.44,0.64,29.44,24.92,20.06,4.86,24.92,23.50,19.84,3.66,0.07,47.38,85.19,40.18,26.03,19.88
846,34.56,30.47,4.08,34.56,26.99,26.37,0.62,26.99,24.27,23.68,0.59,0.04,56.40,90.00,36.42,27.31,26.98
847,33.64,33.93,0.29,33.93,26.64,27.73,1.09,27.73,24.23,25.27,1.04,0.09,45.81,76.57,33.06,27.70,27.94
848,30.41,36.93,6.51,36.93,26.27,25.79,0.49,26.27,23.92,24.17,0.25,0.08,44.07,79.83,37.96,26.34,25.93
849,31.18,32.02,0.84,32.02,24.42,26.00,1.58,26.00,22.98,23.77,0.80,0.05,55.52,90.00,37.26,24.94,25.75
850,35.89,33.41,2.48,35.89,25.64,26.68,1.04,26.68,24.56,24.68,0.12,0.03,54.47,90.00,38.26,24.96,27.69
851,33.82,32.70,1.13,33.82,24.89,26.99,2.10,26.99,23.17,24.66,1.49,0.06,54.11,87.80,36.40,25.02,27.75
852,35.72,39.47,3.74,39.47,23.28,30.30,7.02,30.30,22.48,27.90,5.42,0.09,54.07,87.70,36.33,23.01,30.62
853,37.59,36.09,1.50,37.59,24.85,25.79,0.94,25.79,23.61,24.25,0.64,0.08,53.64,89.69,38.73,24.98,26.56
854,31.38,33.28,1.91,33.28,26.09,28.62,2.53,28.62,23.69,25.58,1.89,0.04,37.82,67.78,31.85,27.05,28.32
855,31.67,31.13,0.54,31.67,26.85,25.11,1.74,26.85,23.30,23.16,0.14,0.04,49.82,80.09,32.76,27.75,25.62
856,36.61,30.93,5.68,36.61,27.71,26.48,1.23,27.71,25.04,24.03,1.00,0.06,59.93,89.70,32.76,27.80,27.51
857,30.92,32.81,1.89,32.81,27.00,26.63,0.37,27.00,23.76,24.47,0.71,0.04,60.07,88.67,31.59,28.21,28.11
858,30.33,37.27,6.94,37.27,25.96,25.53,0.43,25.96,22.54,24.18,1.63,0.09,54.99,90.00,37.76,26.43,24.29
859,31.38,27.44,3.95,31.38,26.19,24.74,1.45,26.19,24.18,21.95,2.23,0.02,60.18,90.00,32.83,27.95,25.85
860,36.03,32.64,3.39,36.03,24.95,25.74,0.79,25.74,24.00,23.94,0.06,0.06,54.34,90.00,38.37,24.78,26.98
861,35.76,36.72,0.96,36.72,27.25,25.81,1.44,27.25,25.54,24.46,1.08,0.12,58.43,90.00,34.50,27.45,26.75
862,34.34,36.83,2.49,36.83,27.37,27.85,0.47,27.85,24.30,25.71,1.41,0.08,56.47,90.00,36.35,27.99,28.09
863,36.46,33.67,2.79,36.46,25.82,24.05,1.76,25.82,25.20,23.25,1.94,0.09,53.72,90.00,38.97,27.03,24.93
864,33.53,34.37,0.84,34.37,26.83,28.64,1.80,28.64,24.67,24.92,0.25,0.06,49.40,81.58,34.65,25.64,29.30
865,34.71,34.28,0.42,34.71,27.37,25.89,1.48,27.37,24.46,24.26,0.20,0.08,52.17,88.76,39.20,28.04,26.20
