,CVaR0,CVaR1,$|CVaR_2 - CVaR_1|$,Max CVaR,VaR0,VaR1,$|VaR_2 - VaR_1|$,Max VaR,NetLoss0,NetLoss1,$|L_2 - L_1|$,$P(L > Q(0.6))$,Required Capital,Payout CVaR,Average Cost,a_1,a_2,b_1,b_2
966,33.26,38.54,5.28,38.54,26.60,32.32,5.72,32.32,23.20,26.57,3.38,0.03,56.47,90.00,36.35,0.87,0.89,-19.48,-24.44
967,32.56,32.91,0.35,32.91,26.05,28.20,2.15,28.20,22.96,24.40,1.44,0.03,53.29,82.45,31.82,0.86,0.90,-19.32,-24.03
968,34.01,38.08,4.07,38.08,27.20,31.67,4.47,31.67,24.00,28.25,4.25,0.08,44.27,70.47,28.42,0.86,0.93,-22.14,-27.91
969,31.54,37.12,5.58,37.12,26.57,28.94,2.37,28.94,23.64,24.92,1.28,0.03,41.10,75.65,36.61,0.90,0.87,-22.10,-21.02
970,39.16,37.47,1.69,39.16,31.82,28.07,3.75,31.82,27.51,24.01,3.50,0.06,50.61,81.63,33.56,0.92,0.84,-27.29,-18.44
971,35.97,35.62,0.35,35.97,28.35,28.41,0.06,28.41,24.68,24.53,0.15,0.05,51.73,81.34,32.20,0.86,0.86,-20.88,-22.26
972,33.05,39.66,6.62,39.66,24.91,31.71,6.80,31.71,21.62,26.59,4.97,0.09,48.48,75.69,29.63,0.81,0.90,-17.03,-27.24
973,35.08,38.20,3.12,38.20,27.37,30.73,3.36,30.73,24.04,27.15,3.11,0.04,54.24,85.95,34.42,0.83,0.88,-18.58,-24.69
974,30.49,31.50,1.00,31.50,25.99,25.71,0.29,25.99,21.57,22.27,0.70,0.03,44.00,76.55,34.75,0.86,0.89,-19.54,-19.58
975,33.40,40.81,7.41,40.81,28.45,32.25,3.80,32.25,24.31,27.66,3.35,0.04,58.60,89.83,34.16,0.87,0.87,-21.40,-23.94
976,36.72,34.26,2.46,36.72,30.35,30.98,0.63,30.98,26.51,25.70,0.81,0.01,33.21,64.46,32.92,0.86,0.86,-22.76,-23.46
977,38.98,32.19,6.79,38.98,25.96,25.60,0.35,25.96,23.11,22.54,0.58,0.07,58.92,90.00,34.02,0.88,0.86,-20.02,-19.32
978,31.54,35.11,3.57,35.11,28.08,27.69,0.39,28.08,23.73,24.13,0.40,0.04,40.50,72.40,33.93,0.85,0.88,-20.58,-21.49
979,32.95,35.99,3.03,35.99,27.05,30.78,3.73,30.78,23.80,26.66,2.86,0.04,52.03,83.24,33.82,0.87,0.89,-20.35,-24.24
980,39.58,37.31,2.27,39.58,29.19,27.12,2.07,29.19,25.83,24.27,1.56,0.07,51.46,83.29,34.40,0.89,0.86,-22.21,-20.87
981,44.43,43.91,0.52,44.43,32.37,29.29,3.08,32.37,28.11,26.49,1.62,0.11,47.49,84.21,39.10,0.86,0.84,-22.60,-19.16
982,29.65,35.44,5.79,35.44,25.19,26.37,1.18,26.37,22.00,22.86,0.86,0.04,54.95,81.72,29.53,0.83,0.83,-19.28,-19.66
983,40.54,36.08,4.46,40.54,30.40,27.88,2.52,30.40,25.01,22.93,2.08,0.10,45.03,79.65,36.87,0.83,0.83,-18.56,-17.67
984,35.32,37.06,1.73,37.06,30.09,29.60,0.49,30.09,26.16,25.75,0.41,0.03,56.03,80.53,27.31,0.86,0.88,-23.19,-24.66
985,36.99,38.18,1.19,38.18,29.00,30.38,1.38,30.38,26.27,26.85,0.58,0.08,50.50,80.95,32.97,0.88,0.91,-22.56,-25.83
986,40.42,34.70,5.72,40.42,31.36,29.11,2.25,31.36,27.86,25.53,2.33,0.06,53.84,82.91,31.76,0.86,0.86,-24.02,-22.98
987,38.90,39.20,0.30,39.20,30.14,30.97,0.83,30.97,26.04,25.97,0.06,0.04,47.83,78.79,33.36,0.84,0.82,-20.99,-21.04
988,36.19,34.71,1.48,36.19,26.09,29.02,2.93,29.02,23.63,25.24,1.60,0.08,46.66,76.68,32.35,0.84,0.85,-19.25,-22.36
989,39.50,35.66,3.84,39.50,32.60,27.61,4.99,32.60,27.39,23.18,4.21,0.08,53.52,84.44,33.60,0.91,0.85,-26.27,-19.07
990,33.91,36.72,2.81,36.72,28.99,28.41,0.59,28.99,23.64,24.82,1.18,0.04,46.55,75.54,31.32,0.87,0.89,-21.83,-22.97
991,33.10,42.97,9.87,42.97,28.49,29.98,1.49,29.98,24.19,26.92,2.73,0.06,54.44,88.80,37.09,0.87,0.87,-21.42,-21.93
992,33.58,38.69,5.10,38.69,28.80,29.69,0.89,29.69,24.23,26.79,2.56,0.07,52.25,84.36,34.72,0.86,0.84,-21.82,-20.90
993,34.48,42.16,7.68,42.16,27.62,32.85,5.23,32.85,24.52,27.74,3.22,0.18,60.76,87.86,30.14,0.88,0.86,-23.53,-23.04
994,38.06,45.58,7.52,45.58,28.79,33.45,4.66,33.45,26.52,29.61,3.09,0.08,60.07,90.00,32.94,0.84,0.85,-22.11,-24.24
995,39.20,33.00,6.20,39.20,25.89,28.01,2.11,28.01,23.68,23.14,0.54,0.09,46.11,82.91,39.11,0.84,0.89,-17.45,-20.18
996,36.64,37.86,1.21,37.86,29.43,31.60,2.17,31.60,26.02,25.24,0.78,0.05,51.35,84.78,35.99,0.89,0.81,-23.78,-17.90
997,35.06,32.95,2.12,35.06,30.23,26.30,3.93,30.23,26.09,23.05,3.04,0.03,45.41,74.25,31.11,0.90,0.83,-25.82,-18.59
998,35.03,33.93,1.10,35.03,29.21,28.27,0.94,29.21,25.69,24.26,1.43,0.03,49.82,79.64,32.31,0.90,0.87,-24.25,-21.03
999,38.33,33.20,5.13,38.33,33.05,27.97,5.08,33.05,26.96,24.31,2.65,0.08,45.18,75.24,32.32,0.85,0.85,-23.94,-20.30
