,VaR0,VaR1,$|VaR_2 - VaR_1|$,Max VaR,NetLoss0,NetLoss1,$|L_2 - L_1|$,$P(L > Q(0.6))$,Required Capital,Payout CVaR,Average Cost,Payout Cost,s_1,s_2
357,7.06,6.99,0.07,7.06,6.07,5.71,0.36,0.08,7.42,10.53,4.22,310.82,6.38,6.32
358,4.99,5.72,0.73,5.72,4.10,4.73,0.63,0.01,9.85,15.85,7.47,599.63,4.17,4.62
359,6.63,5.11,1.52,6.63,5.80,4.30,1.50,0.02,7.73,12.62,6.05,488.77,6.01,4.58
360,6.69,5.48,1.21,6.69,5.55,4.72,0.83,0.03,11.22,15.52,5.98,430.08,5.92,4.76
361,6.94,6.82,0.13,6.94,5.93,5.89,0.04,0.06,12.87,16.00,5.06,312.60,6.37,6.01
362,6.78,5.14,1.64,6.78,5.71,4.41,1.30,0.01,7.83,12.70,6.04,486.89,6.20,4.50
363,5.60,5.18,0.42,5.60,4.57,4.37,0.19,0.00,7.16,12.97,6.88,580.84,4.56,4.34
364,5.48,5.26,0.22,5.48,4.59,4.38,0.22,0.00,9.75,16.00,7.71,625.26,4.60,4.45
365,5.50,5.36,0.14,5.50,4.58,4.70,0.12,0.00,9.34,15.94,8.00,660.41,4.64,4.79
366,6.89,5.21,1.68,6.89,5.78,4.18,1.60,0.02,9.15,14.15,6.37,499.78,6.13,4.42
367,5.92,6.02,0.10,6.02,4.88,4.90,0.02,0.00,8.37,14.37,7.25,599.87,4.95,4.93
368,5.33,5.65,0.32,5.65,4.51,4.79,0.28,0.00,9.54,15.36,7.25,581.82,4.73,4.96
369,7.05,6.23,0.82,7.05,5.85,5.20,0.65,0.04,12.23,16.00,5.61,377.43,6.12,5.23
370,6.99,6.12,0.87,6.99,5.98,5.28,0.70,0.04,7.44,11.67,5.34,422.58,6.27,5.37
371,7.39,7.44,0.06,7.44,6.12,5.99,0.14,0.14,8.68,11.31,3.93,263.25,6.36,6.68
372,5.14,5.28,0.14,5.28,4.35,4.36,0.01,0.01,9.12,14.76,7.00,563.52,4.38,4.37
373,5.73,6.05,0.32,6.05,4.89,5.03,0.14,0.00,10.06,14.75,6.19,468.27,4.98,5.10
374,6.37,5.41,0.96,6.37,5.25,4.42,0.83,0.00,8.89,15.05,7.49,615.55,5.45,4.59
375,6.14,6.06,0.09,6.14,5.32,5.08,0.25,0.00,10.88,15.82,6.57,493.85,5.55,5.11
376,5.23,6.44,1.21,6.44,4.26,5.54,1.28,0.04,10.12,14.90,6.30,478.25,4.51,5.87
377,5.81,5.19,0.62,5.81,4.88,4.32,0.56,0.00,9.19,14.81,6.99,561.47,4.94,4.34
378,7.19,6.25,0.94,7.19,6.13,5.42,0.71,0.00,9.16,13.23,5.44,406.53,6.41,5.87
379,5.11,5.83,0.73,5.83,4.30,4.99,0.69,0.00,8.87,14.56,7.01,568.33,4.44,4.90
380,6.91,5.57,1.35,6.91,5.90,4.45,1.44,0.02,8.69,13.08,5.69,438.88,6.32,4.62
381,5.76,7.51,1.75,7.51,4.95,6.25,1.31,0.09,10.30,14.49,5.73,418.89,5.08,6.46
382,7.33,5.22,2.10,7.33,6.26,4.49,1.77,0.01,10.82,15.63,6.43,480.23,6.15,4.50
383,5.70,6.29,0.59,6.29,4.65,5.34,0.69,0.05,10.67,14.51,5.44,384.15,4.88,5.81
384,4.95,5.08,0.13,5.08,4.17,4.08,0.08,0.00,9.45,16.00,7.96,654.60,4.33,4.19
385,7.01,5.77,1.24,7.01,5.81,4.91,0.90,0.02,9.13,13.47,5.71,434.48,6.43,4.93
386,5.84,6.62,0.78,6.62,5.02,5.50,0.48,0.01,10.39,14.69,5.86,429.84,5.04,6.23
387,6.16,6.14,0.02,6.16,5.24,5.22,0.03,0.00,7.15,12.27,6.19,511.24,5.35,5.35
388,6.67,5.47,1.21,6.67,5.77,4.73,1.04,0.01,9.94,14.56,6.11,461.61,5.94,4.94
389,7.02,5.08,1.95,7.02,5.74,4.19,1.55,0.03,9.81,14.06,5.72,425.10,6.12,4.44
390,5.54,5.38,0.16,5.54,4.65,4.52,0.13,0.01,10.03,15.57,7.04,554.02,4.78,4.52
391,6.90,6.04,0.85,6.90,5.94,5.10,0.84,0.00,9.41,13.25,5.25,383.83,6.32,5.49
392,5.59,6.91,1.32,6.91,4.86,6.01,1.15,0.00,10.34,14.87,6.09,453.78,4.65,6.25
393,5.68,5.21,0.47,5.68,4.73,4.28,0.45,0.01,9.48,16.00,7.94,651.89,5.00,4.35
394,5.42,5.35,0.07,5.42,4.53,4.54,0.01,0.00,9.73,16.00,7.73,627.41,4.49,4.47
395,7.14,6.98,0.17,7.14,6.09,5.86,0.22,0.09,7.78,10.60,3.98,281.19,6.54,6.58
396,7.23,5.50,1.73,7.23,6.26,4.66,1.60,0.03,7.49,11.82,5.45,433.04,6.58,4.78
397,6.92,5.15,1.77,6.92,6.04,4.36,1.67,0.07,8.80,13.48,6.00,468.48,6.47,4.40
398,5.24,6.89,1.65,6.89,4.17,5.82,1.65,0.00,7.97,13.21,6.44,524.40,4.25,6.34
399,7.22,7.26,0.04,7.26,6.06,6.17,0.11,0.10,10.75,13.56,4.43,281.45,6.42,6.63
400,5.78,6.17,0.39,6.17,4.84,5.19,0.35,0.01,9.64,14.91,6.71,526.22,4.79,5.18
401,5.41,5.23,0.18,5.41,4.41,4.38,0.03,0.00,10.14,16.00,7.38,585.64,4.47,4.36
402,6.28,6.57,0.29,6.57,5.39,5.69,0.30,0.00,8.64,12.88,5.54,424.04,5.58,6.11
403,7.18,5.28,1.91,7.18,6.01,4.42,1.59,0.00,10.21,15.56,6.88,534.55,6.23,4.44
404,5.01,6.65,1.64,6.65,4.08,5.67,1.60,0.07,10.44,15.11,6.23,466.09,4.36,5.81
405,7.00,7.01,0.01,7.01,5.82,5.73,0.09,0.14,11.55,14.53,4.71,297.87,6.30,6.25
406,6.30,6.75,0.45,6.75,5.31,5.79,0.49,0.01,7.03,10.62,4.64,358.92,5.55,6.17
407,5.17,6.56,1.39,6.56,4.25,5.95,1.70,0.04,7.57,12.39,5.95,481.73,4.38,6.10
408,7.06,5.31,1.75,7.06,5.87,4.51,1.37,0.11,7.63,12.12,5.64,449.10,6.42,4.53
409,6.65,7.15,0.50,7.15,5.71,6.09,0.39,0.02,7.87,11.92,5.23,404.64,5.96,6.26
410,5.48,5.78,0.29,5.78,4.61,4.87,0.26,0.00,9.83,15.71,7.35,587.75,4.68,5.12
411,5.48,7.01,1.53,7.01,4.56,6.01,1.45,0.02,9.25,13.78,5.91,452.71,4.48,6.30
412,5.30,6.62,1.32,6.62,4.54,5.68,1.14,0.02,7.50,12.07,5.69,456.62,4.59,6.12
413,5.10,4.87,0.23,5.10,4.25,3.87,0.38,0.00,8.71,15.60,8.19,688.87,4.27,4.14
414,5.32,5.03,0.29,5.32,4.51,4.35,0.16,0.01,8.43,14.15,6.98,571.87,4.49,4.58
415,5.11,5.51,0.40,5.51,4.29,4.58,0.29,0.00,8.78,15.16,7.69,637.64,4.60,4.60
416,5.58,5.49,0.09,5.58,4.69,4.44,0.25,0.01,9.37,14.92,6.96,555.72,4.76,4.51
417,7.21,4.83,2.38,7.21,6.12,3.99,2.13,0.03,9.87,15.30,6.90,542.40,6.37,4.26
418,7.04,6.87,0.17,7.04,5.85,5.86,0.01,0.14,11.33,14.36,4.73,302.63,6.44,6.11
419,5.07,4.80,0.27,5.07,4.25,4.02,0.23,0.00,9.41,16.00,8.00,659.15,4.20,4.16
420,6.69,5.61,1.08,6.69,5.68,4.75,0.93,0.00,9.83,14.53,6.18,470.18,6.00,4.88
421,5.26,5.45,0.19,5.45,4.21,4.50,0.29,0.00,8.13,13.77,6.86,564.40,4.47,4.69
422,5.55,6.56,1.01,6.56,4.64,5.64,1.01,0.00,9.64,14.36,6.17,472.54,4.68,5.90
423,5.14,4.99,0.15,5.14,4.35,4.20,0.15,0.00,8.33,15.53,8.44,719.43,4.30,4.23
424,6.01,5.66,0.35,6.01,5.24,4.69,0.55,0.03,11.31,15.63,6.02,431.94,5.72,4.83
425,5.49,7.03,1.54,7.03,4.72,6.08,1.37,0.02,9.23,13.57,5.72,433.50,4.71,6.14
426,5.20,6.76,1.56,6.76,4.35,5.75,1.40,0.07,9.67,14.04,5.82,437.44,4.52,5.94
427,7.06,6.83,0.23,7.06,6.11,5.82,0.28,0.02,8.61,11.69,4.37,308.26,6.37,6.09
428,5.38,5.30,0.08,5.38,4.48,4.35,0.14,0.00,9.02,15.62,7.96,660.39,4.32,4.34
429,5.22,6.96,1.75,6.96,4.25,5.84,1.59,0.02,11.63,16.00,6.12,437.06,4.50,6.44
430,7.23,7.28,0.06,7.28,6.14,6.14,0.01,0.03,9.80,13.07,4.74,326.90,6.55,6.32
431,4.83,5.73,0.90,5.73,4.14,4.59,0.46,0.00,9.97,15.87,7.39,589.99,4.37,4.54
432,5.31,5.60,0.29,5.60,4.49,4.65,0.16,0.00,8.65,14.27,6.92,562.57,4.53,4.73
433,5.00,5.67,0.67,5.67,4.37,4.81,0.44,0.00,7.90,14.22,7.50,631.80,4.21,4.77
434,5.64,7.15,1.50,7.15,4.84,6.00,1.16,0.02,10.45,14.98,6.10,453.66,4.76,6.11
435,5.41,5.28,0.14,5.41,4.59,4.59,0.00,0.00,10.02,16.00,7.49,598.46,4.69,4.53
436,6.99,6.92,0.07,6.99,5.77,5.98,0.21,0.06,8.14,11.26,4.34,312.40,6.27,6.42
437,5.26,6.83,1.58,6.83,4.38,5.88,1.50,0.07,8.44,13.01,5.84,457.33,4.45,6.02
438,5.70,5.00,0.70,5.70,4.80,4.10,0.71,0.00,9.36,16.00,8.04,663.85,4.83,4.23
439,5.47,7.31,1.84,7.31,4.55,6.28,1.73,0.08,8.81,12.88,5.39,406.92,4.79,6.74
440,5.86,5.60,0.26,5.86,4.97,4.81,0.16,0.00,10.41,15.77,6.92,536.34,4.73,4.74
441,5.86,7.09,1.23,7.09,4.86,6.04,1.18,0.03,8.30,12.72,5.66,441.96,4.86,6.59
442,5.46,6.92,1.46,6.92,4.59,5.84,1.26,0.03,9.21,13.75,5.92,453.91,4.57,6.22
443,5.97,6.82,0.85,6.82,5.09,5.62,0.53,0.01,8.43,12.03,4.86,359.89,5.48,6.00
444,7.11,6.76,0.34,7.11,6.08,5.59,0.48,0.03,9.07,12.23,4.52,315.97,6.34,5.97
445,5.77,5.41,0.35,5.77,4.81,4.46,0.35,0.00,9.37,15.66,7.70,629.52,4.97,4.67
446,6.84,6.36,0.49,6.84,5.91,5.52,0.39,0.05,8.83,12.06,4.55,322.77,6.05,5.85
447,7.12,5.62,1.51,7.12,6.11,4.63,1.47,0.03,7.43,11.56,5.25,413.61,6.32,4.78
448,5.78,5.48,0.30,5.78,4.82,4.54,0.28,0.00,6.90,12.83,6.96,592.86,4.99,4.66
449,5.53,4.89,0.63,5.53,4.44,3.91,0.53,0.00,8.21,14.97,7.99,675.68,4.59,3.88
450,5.36,5.76,0.40,5.76,4.61,4.84,0.23,0.01,10.07,16.00,7.44,592.91,4.82,4.86
451,5.47,5.43,0.05,5.47,4.61,4.51,0.10,0.00,8.78,14.41,6.94,562.34,4.56,4.66
452,5.39,5.88,0.50,5.88,4.67,4.86,0.20,0.00,10.66,15.75,6.69,509.00,4.59,4.98
453,5.02,5.15,0.13,5.15,4.22,4.25,0.03,0.00,8.13,14.34,7.43,621.56,4.50,4.19
454,4.95,4.85,0.10,4.95,4.12,3.97,0.15,0.00,8.80,15.61,8.12,680.36,4.17,4.06
455,5.81,7.05,1.24,7.05,4.86,5.99,1.13,0.01,6.89,11.65,5.80,476.56,4.95,6.17
456,7.12,7.04,0.09,7.12,6.20,6.03,0.17,0.10,9.01,11.87,4.21,285.51,6.53,6.53
457,5.44,5.23,0.20,5.44,4.49,4.44,0.06,0.00,8.77,15.72,8.26,694.97,4.71,4.45
458,7.02,5.67,1.35,7.02,5.89,4.68,1.21,0.05,7.50,11.63,5.26,413.21,6.04,4.83
459,5.84,6.09,0.25,6.09,4.93,5.10,0.17,0.00,9.45,15.09,7.05,563.61,4.91,5.21
460,5.35,5.88,0.53,5.88,4.52,4.94,0.42,0.00,10.55,16.00,7.03,544.86,4.40,4.98
461,5.63,5.69,0.06,5.69,4.96,4.58,0.38,0.00,7.34,13.32,7.08,597.98,5.01,4.71
462,6.81,5.32,1.50,6.81,5.88,4.56,1.33,0.02,7.43,12.28,5.96,484.88,6.06,4.55
463,5.18,4.56,0.61,5.18,4.28,3.93,0.35,0.00,9.07,16.00,8.29,693.02,4.43,4.03
464,5.13,6.21,1.08,6.21,4.26,5.27,1.01,0.00,10.04,15.36,6.83,532.07,4.31,5.41
465,7.03,6.55,0.48,7.03,5.84,5.52,0.32,0.02,11.92,16.00,5.87,408.40,6.11,5.80
466,5.34,5.58,0.24,5.58,4.48,4.73,0.25,0.00,9.79,15.68,7.36,589.37,4.78,4.78
467,4.95,5.02,0.07,5.02,4.08,4.12,0.04,0.00,9.49,16.00,7.94,651.20,4.22,4.04
468,6.63,5.69,0.95,6.63,5.64,4.64,0.99,0.02,10.74,15.69,6.56,494.38,5.70,4.77
469,5.76,5.54,0.22,5.76,4.83,4.53,0.29,0.00,9.62,14.86,6.68,523.64,4.92,4.70
470,5.62,7.02,1.40,7.02,4.79,6.23,1.44,0.05,7.43,11.71,5.40,428.33,4.85,6.36
471,6.56,6.87,0.31,6.87,5.62,5.79,0.17,0.07,10.86,14.13,4.91,327.69,6.05,6.13
472,5.58,4.99,0.58,5.58,4.61,4.34,0.27,0.00,9.16,15.04,7.26,588.41,4.59,4.38
473,5.07,6.40,1.33,6.40,4.17,5.38,1.20,0.01,9.64,14.55,6.35,490.31,4.36,5.93
474,5.27,5.52,0.25,5.52,4.36,4.59,0.23,0.00,9.95,16.00,7.54,604.52,4.61,4.65
475,5.44,5.53,0.08,5.53,4.44,4.49,0.05,0.00,8.79,14.48,7.01,569.45,4.38,4.61
476,5.44,7.40,1.96,7.40,4.64,6.15,1.51,0.03,9.76,14.10,5.80,433.72,4.48,6.45
477,5.56,7.24,1.69,7.24,4.45,6.17,1.71,0.03,8.39,12.94,5.81,455.55,4.52,6.41
478,5.22,6.35,1.14,6.35,4.35,5.60,1.25,0.02,9.27,14.39,6.51,511.58,4.62,5.71
479,7.20,5.33,1.87,7.20,6.08,4.53,1.55,0.01,8.93,13.37,5.78,444.08,6.38,4.50
480,6.50,5.14,1.36,6.50,5.63,4.45,1.19,0.00,9.72,14.87,6.60,514.60,5.75,4.53
481,6.27,5.14,1.13,6.27,5.20,4.18,1.02,0.00,10.15,16.00,7.37,584.56,5.25,4.17
482,6.25,6.92,0.67,6.92,5.22,5.91,0.69,0.08,9.30,12.94,5.04,364.30,5.56,6.14
483,5.00,5.42,0.42,5.42,4.32,4.65,0.33,0.00,7.88,13.93,7.23,604.75,4.42,4.80
484,6.80,5.38,1.42,6.80,5.80,4.47,1.33,0.00,7.70,13.00,6.45,529.48,6.00,4.40
485,5.11,5.60,0.49,5.60,4.08,4.84,0.76,0.00,9.54,15.64,7.53,610.12,4.03,4.98
486,5.23,6.30,1.07,6.30,4.35,5.48,1.13,0.00,10.13,15.46,6.84,532.45,4.45,5.47
487,5.45,6.08,0.63,6.08,4.45,5.05,0.60,0.00,8.15,13.77,6.84,561.22,4.56,5.12
488,6.84,5.80,1.04,6.84,5.83,4.82,1.01,0.02,9.00,13.78,6.13,478.51,5.89,4.97
489,5.41,6.82,1.40,6.82,4.56,5.73,1.17,0.00,8.62,13.72,6.39,509.56,4.61,5.72
490,6.88,5.71,1.17,6.88,5.84,4.82,1.02,0.05,9.58,14.16,6.02,458.05,6.17,4.69
491,6.82,6.97,0.15,6.97,5.74,5.91,0.17,0.09,8.39,11.43,4.29,303.22,6.12,6.37
492,5.49,6.82,1.32,6.82,4.75,5.92,1.17,0.03,6.52,10.72,5.18,420.19,4.71,6.25
493,5.25,5.37,0.12,5.37,4.58,4.52,0.06,0.01,8.99,14.59,6.95,559.80,4.86,4.62
494,6.09,6.07,0.02,6.09,5.00,5.25,0.25,0.00,8.88,13.51,5.96,462.81,5.17,5.24
495,5.35,6.83,1.49,6.83,4.45,5.73,1.27,0.04,10.16,14.42,5.78,426.08,4.49,6.32
496,5.62,4.39,1.23,5.62,4.41,3.67,0.74,0.00,8.87,16.00,8.46,712.58,4.52,3.92
497,7.34,5.53,1.82,7.34,6.07,4.62,1.45,0.03,8.43,12.58,5.41,414.72,6.53,4.81
498,6.78,6.38,0.40,6.78,5.70,5.45,0.25,0.01,11.36,15.49,5.84,413.55,5.98,5.67
499,5.82,5.25,0.57,5.82,4.88,4.49,0.39,0.00,8.12,14.91,8.00,678.57,5.02,4.53
500,5.50,5.92,0.42,5.92,4.68,5.21,0.53,0.01,9.20,15.00,7.18,579.68,4.60,5.28
501,6.74,5.03,1.70,6.74,5.80,4.12,1.68,0.01,10.15,16.00,7.37,584.66,6.12,3.97
502,5.24,5.43,0.19,5.43,4.38,4.72,0.34,0.00,7.87,14.10,7.42,623.77,4.54,4.61
503,7.28,6.92,0.37,7.28,6.15,5.81,0.34,0.08,6.43,8.63,3.16,219.92,6.72,6.50
504,6.56,6.76,0.20,6.76,5.56,5.91,0.35,0.03,10.73,14.62,5.50,388.74,5.68,5.99
505,5.50,5.72,0.22,5.72,4.65,4.64,0.01,0.00,9.35,15.34,7.39,598.47,4.71,4.76
506,6.56,5.79,0.77,6.56,5.50,4.80,0.70,0.02,10.24,15.31,6.61,507.22,5.93,4.84
507,5.42,5.70,0.29,5.70,4.53,4.80,0.28,0.00,10.07,15.32,6.76,525.12,4.83,4.86
508,6.95,5.51,1.44,6.95,6.03,4.65,1.38,0.07,9.87,13.68,5.29,381.44,6.28,4.75
509,4.91,5.40,0.49,5.40,4.25,4.38,0.13,0.01,10.31,16.00,7.24,569.30,4.21,4.66
510,5.27,5.03,0.24,5.27,4.23,4.15,0.08,0.00,8.66,16.00,8.64,733.67,4.21,4.19
511,5.76,5.64,0.12,5.76,4.89,4.68,0.21,0.00,9.25,15.43,7.57,617.87,4.83,4.83
512,6.71,6.74,0.03,6.74,5.55,5.59,0.04,0.15,8.40,11.02,3.88,262.14,6.22,6.49
513,7.14,7.16,0.02,7.16,6.03,5.95,0.08,0.11,8.91,11.54,3.97,263.50,6.49,6.65
514,5.90,5.08,0.81,5.90,5.09,4.24,0.84,0.00,9.21,15.10,7.27,588.79,5.46,4.45
515,5.83,5.19,0.64,5.83,5.05,4.35,0.70,0.00,8.01,13.88,7.07,586.93,5.32,4.30
516,5.38,7.09,1.71,7.09,4.56,5.93,1.37,0.04,7.97,12.67,5.90,470.01,4.31,6.37
517,5.86,5.38,0.47,5.86,4.87,4.53,0.34,0.01,10.62,16.00,6.97,537.51,5.37,4.68
518,5.78,4.78,1.00,5.78,4.92,4.07,0.84,0.00,9.96,16.00,7.53,603.61,4.85,4.05
519,5.08,5.22,0.14,5.22,4.17,4.29,0.12,0.02,8.54,14.40,7.14,585.56,4.33,4.50
520,5.13,5.58,0.45,5.58,4.19,4.66,0.48,0.01,9.86,16.00,7.61,613.51,4.44,4.65
521,6.27,5.29,0.98,6.27,5.21,4.46,0.76,0.00,9.91,15.21,6.79,530.52,5.41,4.37
522,6.72,5.32,1.40,6.72,5.56,4.21,1.35,0.05,11.04,15.95,6.57,490.91,5.85,4.36
523,5.14,5.38,0.24,5.38,4.32,4.49,0.18,0.01,9.87,16.00,7.61,613.34,4.31,4.56
524,5.20,4.92,0.29,5.20,4.39,4.12,0.28,0.01,8.80,16.00,8.52,719.96,4.31,4.20
525,7.06,7.01,0.05,7.06,6.04,6.09,0.05,0.07,10.01,13.03,4.52,301.53,6.26,6.34
526,7.18,6.61,0.57,7.18,6.10,5.60,0.50,0.07,10.78,14.37,5.21,359.12,6.43,5.71
527,7.12,6.15,0.97,7.12,5.95,5.24,0.71,0.01,8.98,13.03,5.39,404.38,6.30,5.29
528,6.86,5.51,1.36,6.86,5.90,4.65,1.25,0.06,8.43,12.19,5.02,375.89,6.42,4.77
529,5.27,5.87,0.60,5.87,4.59,4.95,0.36,0.00,9.08,15.80,8.08,672.13,4.31,4.90
530,5.58,5.46,0.13,5.58,4.70,4.54,0.16,0.00,7.96,14.22,7.45,625.91,5.06,4.53
531,5.38,6.31,0.93,6.31,4.34,5.48,1.13,0.00,8.59,13.75,6.46,516.82,4.25,5.87
532,5.40,5.59,0.19,5.59,4.40,4.73,0.33,0.00,6.65,12.51,6.86,585.85,4.61,4.65
533,5.50,5.39,0.11,5.50,4.61,4.43,0.19,0.00,8.53,14.52,7.27,598.78,4.56,4.67
534,5.59,6.68,1.08,6.68,4.64,5.67,1.03,0.05,10.81,14.82,5.64,401.66,4.85,6.00
535,4.98,5.47,0.48,5.47,4.04,4.53,0.49,0.00,7.69,13.40,6.87,571.80,4.23,4.78
536,5.54,4.85,0.69,5.54,4.71,3.96,0.76,0.00,9.53,15.67,7.57,613.81,4.53,4.12
537,5.18,5.14,0.05,5.18,4.22,4.30,0.08,0.00,9.32,15.27,7.35,595.56,4.27,4.55
538,5.42,5.59,0.17,5.59,4.41,4.82,0.41,0.00,10.50,15.98,7.05,547.25,4.68,4.85
539,5.94,7.10,1.16,7.10,5.11,6.05,0.94,0.02,10.89,15.15,5.90,426.47,5.08,6.21
540,5.74,6.90,1.16,6.90,4.96,6.04,1.08,0.02,11.83,16.00,5.95,417.24,5.10,6.24
541,5.60,5.30,0.30,5.60,4.81,4.43,0.38,0.00,7.87,13.87,7.18,599.71,4.72,4.40
542,5.74,5.44,0.30,5.74,4.76,4.42,0.33,0.01,10.10,16.00,7.41,589.78,4.91,4.66
543,5.14,5.44,0.30,5.44,4.29,4.43,0.13,0.00,8.32,14.44,7.37,611.86,4.37,4.71
544,5.45,6.40,0.95,6.40,4.64,5.34,0.69,0.00,8.20,13.58,6.61,537.54,4.64,5.31
545,5.54,6.96,1.43,6.96,4.45,5.89,1.44,0.04,8.47,12.74,5.54,427.47,4.65,6.50
546,5.38,5.49,0.10,5.49,4.60,4.48,0.12,0.00,10.71,16.00,6.90,529.08,4.91,4.56
547,5.71,5.66,0.05,5.71,4.68,4.75,0.07,0.00,10.45,16.00,7.12,554.94,4.70,4.79
548,4.94,5.15,0.22,5.15,4.00,4.48,0.48,0.00,8.74,15.46,8.04,672.66,4.23,4.52
549,6.72,6.70,0.02,6.72,5.73,5.75,0.02,0.02,10.76,14.33,5.19,357.65,5.97,6.20
550,5.27,5.34,0.07,5.34,4.16,4.43,0.27,0.00,9.27,15.74,7.86,647.26,4.32,4.41
551,5.33,6.49,1.16,6.49,4.48,5.41,0.92,0.00,8.38,13.42,6.29,503.78,4.43,5.98
552,5.71,4.88,0.83,5.71,4.89,4.20,0.70,0.00,9.42,15.25,7.24,583.12,5.17,4.29
553,5.25,6.84,1.59,6.84,4.37,5.95,1.58,0.03,7.93,12.44,5.70,450.73,4.59,6.17
554,4.87,6.94,2.06,6.94,4.06,5.89,1.83,0.03,8.41,13.01,5.86,459.48,4.22,6.35
555,6.11,6.40,0.29,6.40,5.23,5.53,0.30,0.03,7.55,11.16,4.75,361.34,5.49,5.98
556,5.39,5.53,0.14,5.53,4.54,4.56,0.01,0.00,8.39,14.05,6.92,566.37,4.28,5.01
557,5.03,7.00,1.97,7.00,4.23,5.92,1.69,0.04,11.53,16.00,6.20,446.72,4.22,6.47
558,5.74,5.55,0.19,5.74,4.95,4.63,0.32,0.00,10.40,16.00,7.16,559.65,4.93,4.62
559,7.00,5.76,1.24,7.00,5.99,4.88,1.10,0.01,8.32,12.23,5.16,391.11,6.34,5.09
560,6.92,5.57,1.35,6.92,5.67,4.46,1.21,0.03,8.04,12.83,6.00,479.91,6.06,4.54
561,6.98,6.76,0.22,6.98,5.91,5.63,0.28,0.05,9.80,12.87,4.54,306.58,6.32,6.12
562,6.52,5.73,0.78,6.52,5.40,4.88,0.51,0.01,6.85,11.54,5.71,468.71,5.69,4.89
563,7.17,5.21,1.96,7.17,6.21,4.46,1.74,0.00,6.62,12.21,6.58,558.83,6.37,4.48
564,6.78,6.17,0.61,6.78,5.99,5.31,0.67,0.07,11.20,14.86,5.34,365.51,6.32,5.41
565,6.79,5.72,1.07,6.79,5.96,4.84,1.12,0.04,6.83,10.96,5.16,413.37,6.39,5.03
566,7.02,5.27,1.74,7.02,6.15,4.36,1.80,0.05,10.61,15.45,6.43,483.81,6.45,4.51
567,7.32,5.90,1.42,7.32,6.25,5.06,1.18,0.00,9.52,14.31,6.22,479.33,6.42,5.12
568,5.20,5.32,0.12,5.32,4.48,4.44,0.04,0.00,8.25,14.93,7.92,668.16,4.49,4.41
569,7.21,6.82,0.39,7.21,6.15,5.75,0.40,0.04,8.76,12.34,4.89,357.35,6.55,6.02
570,6.32,5.61,0.71,6.32,5.27,4.63,0.64,0.02,6.69,11.59,5.91,490.24,5.69,4.64
571,4.76,4.56,0.20,4.76,4.08,3.90,0.18,0.00,8.48,16.00,8.80,752.41,4.22,3.86
572,5.87,5.53,0.34,5.87,4.86,4.67,0.20,0.00,8.81,14.93,7.44,611.58,4.98,4.61
573,5.84,6.97,1.13,6.97,5.01,6.10,1.09,0.03,9.18,13.23,5.42,404.70,4.96,6.26
574,5.63,5.01,0.62,5.63,4.90,4.24,0.66,0.00,10.14,15.76,7.14,562.04,4.96,4.19
575,4.88,5.30,0.43,5.30,4.16,4.44,0.28,0.00,9.16,16.00,8.21,684.06,4.17,4.54
576,6.39,7.15,0.76,7.15,5.49,6.17,0.68,0.04,10.95,14.47,5.16,352.21,5.60,6.45
577,6.34,6.34,0.00,6.34,5.36,5.42,0.06,0.01,7.62,12.01,5.53,438.46,5.69,5.82
578,5.98,6.66,0.68,6.66,4.95,5.54,0.59,0.05,11.64,15.55,5.66,391.47,5.33,5.73
579,5.65,5.15,0.51,5.65,4.67,4.40,0.27,0.01,8.36,14.95,7.85,659.12,4.60,4.43
580,5.27,5.46,0.19,5.46,4.46,4.57,0.11,0.00,8.72,14.31,6.91,559.79,4.72,4.78
581,5.22,5.38,0.17,5.38,4.26,4.46,0.20,0.00,9.25,15.33,7.47,608.63,4.67,4.43
582,5.48,5.45,0.03,5.48,4.58,4.59,0.02,0.00,7.57,13.30,6.87,573.33,4.74,4.74
583,5.30,6.98,1.68,6.98,4.32,5.96,1.64,0.08,8.86,13.17,5.64,431.49,4.47,6.50
584,6.88,6.76,0.12,6.88,5.79,5.89,0.10,0.04,9.29,12.65,4.75,336.11,5.95,6.38
585,5.52,4.79,0.73,5.52,4.90,3.99,0.91,0.00,7.60,13.78,7.32,617.63,4.97,3.87
586,5.82,7.35,1.53,7.35,4.84,5.95,1.11,0.05,10.42,14.40,5.54,397.22,5.03,6.33
587,6.99,5.64,1.35,6.99,5.85,4.78,1.06,0.07,5.75,9.64,4.75,388.84,6.23,4.94
588,5.50,6.04,0.55,6.04,4.51,5.12,0.60,0.00,9.40,14.87,6.88,547.28,4.64,5.15
589,4.94,5.24,0.31,5.24,4.20,4.53,0.32,0.01,9.53,16.00,7.90,646.96,4.21,4.47
590,4.89,5.37,0.48,5.37,4.28,4.37,0.09,0.01,8.59,15.33,8.03,674.27,4.35,4.14
591,7.01,4.94,2.07,7.01,6.03,4.07,1.96,0.04,8.07,12.81,5.95,473.69,6.29,4.22
592,5.10,6.59,1.48,6.59,4.11,5.66,1.56,0.03,10.98,15.93,6.60,495.18,4.41,5.98
593,7.06,6.45,0.61,7.06,6.10,5.56,0.54,0.01,10.14,13.91,5.29,377.08,6.45,5.92
594,4.90,6.09,1.19,6.09,4.13,5.22,1.09,0.00,9.08,15.05,7.33,596.25,4.33,5.49
595,7.09,6.58,0.51,7.09,5.98,5.60,0.38,0.09,8.24,11.58,4.58,334.02,6.41,5.63
