,VaR0,VaR1,$|VaR_2 - VaR_1|$,Max VaR,NetLoss0,NetLoss1,$|L_2 - L_1|$,$P(L > Q(0.6))$,Required Capital,Payout CVaR,Average Cost,Payout Cost,s_1,s_2
835,5.65,7.04,1.38,7.04,4.63,6.11,1.48,0.01,8.00,12.82,6.02,481.76,4.78,6.03
836,4.95,6.29,1.34,6.29,4.18,5.35,1.17,0.01,10.64,15.23,6.18,458.57,4.38,5.80
837,5.86,6.83,0.97,6.83,4.99,5.54,0.55,0.05,7.00,11.35,5.40,435.24,5.06,6.13
838,6.83,6.03,0.79,6.83,5.72,4.98,0.74,0.10,9.56,13.46,5.34,390.78,5.87,5.10
839,4.88,5.68,0.80,5.68,4.07,4.84,0.77,0.00,8.63,14.50,7.17,587.84,4.32,4.91
840,5.37,5.42,0.05,5.42,4.47,4.37,0.10,0.00,9.80,16.00,7.67,620.19,4.44,4.74
841,5.40,5.26,0.14,5.40,4.58,4.39,0.18,0.00,8.77,14.57,7.11,579.92,4.73,4.55
842,5.34,5.74,0.40,5.74,4.51,4.85,0.33,0.00,8.40,14.41,7.27,601.15,4.53,4.87
843,6.58,6.67,0.09,6.67,5.52,5.72,0.20,0.04,9.85,13.71,5.34,385.89,5.90,6.30
844,5.80,6.69,0.89,6.69,4.79,5.69,0.91,0.03,11.86,16.00,5.92,414.14,4.89,6.33
845,6.76,4.74,2.02,6.76,5.75,4.08,1.68,0.05,8.96,13.30,5.69,434.40,6.10,4.24
846,5.79,5.30,0.50,5.79,4.87,4.39,0.48,0.03,9.65,14.64,6.44,499.72,5.03,4.56
847,6.47,4.76,1.71,6.47,5.52,3.93,1.59,0.01,10.14,15.22,6.59,507.15,6.18,4.24
848,6.70,5.46,1.25,6.70,5.72,4.57,1.15,0.08,9.85,14.26,5.89,441.12,6.14,4.61
849,5.35,5.67,0.32,5.67,4.44,4.76,0.32,0.00,9.04,14.86,7.18,582.07,4.50,4.73
850,6.88,6.76,0.12,6.88,5.85,5.83,0.02,0.04,12.49,15.75,5.13,326.10,6.20,6.33
851,6.77,6.67,0.11,6.77,5.77,5.77,0.00,0.06,11.23,14.46,4.91,323.07,6.25,6.25
852,6.51,7.12,0.60,7.12,5.56,6.00,0.44,0.01,9.90,13.44,5.03,354.15,5.83,6.38
853,6.02,6.84,0.82,6.84,5.16,5.85,0.69,0.03,8.51,12.37,5.13,385.53,5.38,6.31
854,5.58,5.92,0.34,5.92,4.56,4.96,0.41,0.00,8.28,14.02,6.98,573.44,4.81,5.06
855,5.91,6.25,0.35,6.25,5.01,5.43,0.43,0.00,10.07,14.29,5.74,422.76,5.30,5.69
856,5.65,4.88,0.77,5.65,4.83,4.19,0.64,0.01,10.21,16.00,7.33,579.48,4.80,4.25
857,5.12,5.25,0.13,5.25,4.37,4.47,0.10,0.00,7.55,14.12,7.70,656.53,4.38,4.55
858,5.60,5.56,0.04,5.60,4.67,4.61,0.06,0.00,10.24,16.00,7.29,575.60,4.67,4.91
859,4.80,5.74,0.94,5.74,3.87,4.75,0.87,0.00,9.83,16.00,7.64,616.63,4.27,4.95
860,6.83,6.12,0.72,6.83,5.75,5.14,0.61,0.05,11.14,14.84,5.37,369.53,6.19,5.40
861,5.39,6.05,0.66,6.05,4.58,5.08,0.50,0.00,10.67,16.00,6.93,533.03,4.67,5.17
862,5.41,5.12,0.29,5.41,4.61,4.32,0.29,0.00,7.41,13.08,6.79,567.81,4.59,4.37
863,6.56,4.96,1.60,6.56,5.57,4.31,1.26,0.01,9.62,14.38,6.20,476.04,5.83,4.52
864,6.93,6.86,0.07,6.93,5.81,5.97,0.15,0.07,10.50,13.50,4.57,299.64,6.29,6.16
865,7.06,5.08,1.97,7.06,6.06,4.40,1.65,0.03,8.75,13.28,5.84,452.87,6.13,4.58
866,5.47,6.56,1.10,6.56,4.62,5.57,0.95,0.01,8.40,13.25,6.11,484.74,4.60,6.02
867,5.15,4.91,0.24,5.15,4.25,4.09,0.16,0.00,9.15,15.75,7.97,660.06,4.32,4.13
868,5.39,6.73,1.34,6.73,4.55,5.79,1.24,0.00,10.15,15.25,6.62,510.02,4.61,6.25
869,5.07,5.21,0.15,5.21,4.29,4.41,0.12,0.00,8.95,15.27,7.66,632.14,4.46,4.48
870,5.20,5.41,0.21,5.41,4.44,4.46,0.03,0.00,8.41,14.59,7.44,617.64,4.55,4.59
871,5.01,6.07,1.06,6.07,4.31,5.19,0.88,0.01,10.29,16.00,7.26,571.29,4.21,5.19
872,7.26,7.13,0.12,7.26,6.08,6.26,0.18,0.09,7.47,10.19,3.85,272.66,6.40,6.65
873,6.80,5.70,1.10,6.80,5.79,4.76,1.03,0.00,11.33,16.00,6.37,467.35,6.06,4.94
874,5.30,5.91,0.61,5.91,4.39,4.86,0.47,0.00,9.01,14.78,7.12,577.08,4.76,4.93
875,5.24,5.75,0.51,5.75,4.49,4.99,0.50,0.00,9.10,15.43,7.70,633.03,4.53,4.87
876,5.43,7.01,1.57,7.01,4.58,5.96,1.38,0.03,6.83,11.05,5.25,422.23,4.55,6.35
877,7.31,5.92,1.39,7.31,6.46,4.96,1.50,0.04,9.64,14.89,6.70,525.24,6.66,4.78
878,5.65,6.94,1.29,6.94,4.72,5.98,1.25,0.13,11.64,15.51,5.62,387.15,4.89,6.36
879,6.84,5.17,1.66,6.84,5.71,4.42,1.29,0.01,7.86,11.96,5.28,409.86,6.12,4.43
880,5.25,7.11,1.87,7.11,4.48,6.05,1.56,0.02,10.90,15.69,6.43,478.98,4.55,6.42
881,5.50,6.74,1.24,6.74,4.63,5.87,1.24,0.00,10.79,16.00,6.83,521.20,4.64,5.84
882,6.62,4.87,1.75,6.62,5.44,4.10,1.35,0.03,9.24,13.80,5.95,456.43,5.97,4.26
883,5.04,5.17,0.13,5.17,4.13,4.38,0.25,0.00,9.00,15.42,7.77,642.10,4.16,4.39
884,5.47,5.12,0.35,5.47,4.60,4.43,0.17,0.00,10.03,16.00,7.47,596.51,4.76,4.53
885,5.79,5.71,0.08,5.79,4.87,4.79,0.08,0.02,11.01,16.00,6.64,499.31,4.94,4.87
886,7.25,7.10,0.14,7.25,6.15,6.42,0.27,0.08,9.92,12.84,4.41,292.15,6.46,6.43
887,5.25,5.97,0.72,5.97,4.39,5.12,0.74,0.01,9.07,14.76,7.06,569.70,4.33,5.43
888,5.61,7.02,1.41,7.02,4.79,5.78,0.99,0.01,6.90,10.84,4.97,393.58,4.97,6.34
889,6.48,5.26,1.21,6.48,5.61,4.25,1.35,0.03,10.12,14.78,6.18,466.65,6.01,4.49
890,5.78,6.90,1.12,6.90,4.83,5.92,1.09,0.03,7.24,11.62,5.47,438.04,4.91,6.12
891,5.40,5.39,0.01,5.40,4.49,4.56,0.07,0.00,9.01,16.00,8.34,698.59,4.40,4.58
892,5.32,7.05,1.74,7.05,4.38,6.03,1.65,0.04,7.47,12.61,6.26,513.81,4.55,6.19
893,4.95,5.65,0.71,5.65,4.15,4.77,0.62,0.00,9.47,15.87,7.82,639.95,4.21,4.87
894,5.24,5.65,0.41,5.65,4.54,4.65,0.11,0.00,9.78,15.62,7.31,584.81,4.51,4.80
895,6.78,5.29,1.49,6.78,5.85,4.28,1.57,0.00,8.77,14.29,6.84,552.33,6.22,4.40
896,5.56,5.85,0.28,5.85,4.65,5.18,0.53,0.01,9.33,14.66,6.73,532.83,4.81,5.33
897,6.45,5.69,0.75,6.45,5.55,4.81,0.74,0.03,9.66,13.73,5.52,407.31,5.81,5.03
898,6.71,6.95,0.24,6.95,5.77,5.96,0.19,0.04,7.55,10.22,3.81,267.74,6.27,6.60
899,6.57,5.22,1.35,6.57,5.55,4.33,1.22,0.00,7.33,12.24,6.01,491.03,5.97,4.56
900,6.75,5.27,1.49,6.75,5.77,4.32,1.45,0.01,7.46,12.33,5.99,487.59,6.05,4.51
901,5.97,7.55,1.58,7.55,5.21,6.31,1.10,0.10,8.71,12.39,4.99,367.83,5.28,6.69
902,5.37,4.78,0.59,5.37,4.41,4.08,0.33,0.00,8.64,15.12,7.77,647.57,4.47,4.13
903,7.01,5.05,1.96,7.01,5.93,4.25,1.68,0.04,9.09,13.79,6.06,469.96,6.26,4.28
904,5.94,6.87,0.93,6.87,5.09,5.92,0.83,0.03,6.01,9.94,4.83,393.23,5.13,6.25
905,5.87,5.10,0.76,5.87,4.84,4.19,0.65,0.00,9.95,16.00,7.54,604.51,4.85,4.21
906,7.08,5.48,1.60,7.08,6.01,4.47,1.54,0.02,8.22,13.08,6.09,485.35,6.33,4.62
907,5.20,6.60,1.40,6.60,4.22,5.47,1.25,0.02,8.24,13.05,6.04,480.17,4.41,5.83
908,5.61,5.25,0.35,5.61,4.80,4.60,0.20,0.00,10.16,16.00,7.37,584.14,4.85,4.68
909,6.14,5.34,0.80,6.14,5.35,4.54,0.80,0.00,7.21,12.53,6.40,532.26,5.34,4.53
910,5.09,5.24,0.14,5.24,4.45,4.24,0.21,0.00,9.48,16.00,7.94,652.10,4.45,4.53
911,6.95,5.10,1.85,6.95,6.02,4.08,1.94,0.03,7.63,12.31,5.83,468.07,6.51,4.15
912,6.34,5.19,1.15,6.34,5.48,4.34,1.15,0.01,9.12,14.60,6.85,547.70,5.63,4.42
913,6.38,5.59,0.79,6.38,5.42,4.89,0.53,0.00,10.87,15.43,6.20,456.58,5.71,4.77
914,7.10,6.81,0.29,7.10,6.05,6.03,0.02,0.06,9.21,12.60,4.77,339.14,6.36,6.30
915,4.65,5.53,0.88,5.53,3.96,4.78,0.83,0.00,7.58,14.11,7.67,652.94,4.00,4.95
916,5.83,5.43,0.40,5.83,5.01,4.48,0.53,0.01,10.81,16.00,6.81,519.23,5.27,4.54
917,6.87,6.08,0.79,6.87,5.74,5.13,0.60,0.00,9.29,12.91,5.01,361.41,6.12,5.41
918,5.54,7.07,1.53,7.07,4.35,5.88,1.53,0.03,9.57,13.80,5.67,423.38,4.51,6.43
919,5.54,6.91,1.38,6.91,4.82,6.12,1.30,0.02,9.20,13.22,5.40,402.06,4.63,6.38
920,5.51,7.38,1.86,7.38,4.69,6.26,1.57,0.06,7.72,11.97,5.41,425.53,4.81,6.77
921,6.05,5.58,0.47,6.05,5.04,4.77,0.27,0.01,9.53,14.98,6.88,545.06,5.31,5.07
922,6.75,5.54,1.21,6.75,5.76,4.64,1.12,0.01,8.63,13.38,6.05,475.25,6.26,4.54
923,5.42,4.85,0.57,5.42,4.69,3.97,0.72,0.00,9.53,16.00,7.90,647.46,4.73,4.12
924,5.04,6.96,1.92,6.96,4.14,5.97,1.82,0.02,7.79,13.27,6.65,547.66,4.35,6.32
925,6.27,6.90,0.63,6.90,5.41,5.74,0.33,0.05,10.70,14.63,5.54,393.63,5.58,6.33
926,5.63,5.91,0.29,5.91,4.74,5.18,0.44,0.01,10.75,16.00,6.86,524.76,4.80,5.29
927,5.30,7.14,1.84,7.14,4.48,5.91,1.43,0.03,8.85,13.60,6.08,474.99,4.55,6.41
928,6.00,6.80,0.80,6.80,5.12,5.91,0.79,0.00,9.79,14.49,6.17,470.08,5.10,6.33
929,6.93,5.26,1.67,6.93,6.03,4.34,1.69,0.08,8.57,13.07,5.79,450.08,6.26,4.51
930,6.33,6.48,0.15,6.48,5.50,5.73,0.23,0.03,12.34,15.81,5.32,347.26,5.51,6.16
931,6.37,5.89,0.48,6.37,5.48,4.74,0.74,0.00,10.00,14.61,6.11,460.70,5.52,4.92
932,5.05,4.55,0.50,5.05,4.11,3.88,0.23,0.00,9.18,15.69,7.89,651.73,4.43,3.95
933,5.48,5.59,0.12,5.59,4.61,4.73,0.12,0.00,7.75,13.39,6.80,563.20,4.60,4.87
934,6.79,5.07,1.72,6.79,5.81,4.29,1.52,0.01,11.00,16.00,6.65,499.52,6.12,4.43
935,5.37,6.77,1.40,6.77,4.54,5.67,1.13,0.05,8.27,12.54,5.51,427.33,4.78,6.05
936,4.79,5.65,0.86,5.65,4.04,4.57,0.53,0.01,9.77,16.00,7.70,623.01,4.25,4.47
937,5.42,5.79,0.37,5.79,4.51,4.97,0.46,0.00,8.58,14.49,7.19,590.74,4.69,5.04
938,5.29,4.93,0.36,5.29,4.51,4.16,0.34,0.00,9.80,15.98,7.66,618.89,4.60,4.24
939,6.55,6.09,0.45,6.55,5.61,5.23,0.38,0.02,8.66,12.52,5.15,385.52,5.83,5.75
940,6.76,5.32,1.44,6.76,5.78,4.42,1.36,0.03,9.60,14.83,6.68,523.70,6.14,4.40
941,5.40,5.46,0.06,5.46,4.65,4.61,0.04,0.00,9.19,14.61,6.80,542.47,4.77,4.74
942,5.55,6.84,1.29,6.84,4.73,5.78,1.05,0.01,7.94,12.76,6.01,481.89,4.72,6.25
943,5.23,5.24,0.01,5.24,4.18,4.33,0.15,0.00,9.58,15.48,7.34,589.91,4.27,4.45
944,6.10,5.31,0.79,6.10,5.18,4.37,0.81,0.01,10.26,15.11,6.38,484.37,5.33,4.54
945,5.48,6.91,1.43,6.91,4.62,5.96,1.35,0.05,8.90,13.32,5.76,442.34,4.86,6.25
946,6.39,5.97,0.42,6.39,5.32,5.08,0.24,0.01,9.66,13.84,5.63,418.24,5.58,5.26
947,5.61,6.88,1.28,6.88,4.57,5.71,1.15,0.06,11.30,15.48,5.87,417.99,4.65,6.10
948,7.06,5.30,1.76,7.06,5.97,4.49,1.48,0.02,8.90,13.95,6.38,504.79,6.36,4.60
949,5.54,5.19,0.35,5.54,4.57,4.37,0.21,0.00,7.77,13.34,6.73,556.98,4.78,4.60
950,5.35,5.46,0.11,5.46,4.52,4.24,0.28,0.00,7.73,12.93,6.36,519.64,4.74,4.63
951,6.11,6.45,0.35,6.45,5.16,5.33,0.17,0.00,8.30,12.96,5.91,466.21,5.42,5.56
952,6.68,6.89,0.22,6.89,5.64,5.88,0.24,0.09,10.12,13.35,4.75,323.17,6.18,6.27
953,5.22,5.42,0.20,5.42,4.36,4.59,0.23,0.00,7.61,13.82,7.35,620.83,4.44,4.72
954,5.27,6.71,1.44,6.71,4.40,5.70,1.30,0.09,10.16,14.82,6.18,465.99,4.59,5.97
955,7.08,5.15,1.93,7.08,6.02,4.29,1.73,0.01,6.27,11.54,6.21,527.09,6.16,4.37
956,5.30,5.92,0.62,5.92,4.50,5.01,0.51,0.01,9.82,14.45,6.10,462.58,4.59,5.13
957,6.85,7.21,0.36,7.21,5.85,6.27,0.43,0.23,8.83,11.39,3.89,256.29,6.32,6.52
958,5.19,6.90,1.70,6.90,4.24,5.82,1.59,0.03,8.92,13.72,6.14,479.80,4.43,6.17
959,5.65,5.55,0.10,5.65,4.65,4.55,0.10,0.00,9.53,14.98,6.88,545.15,4.81,4.68
960,6.00,7.12,1.12,7.12,5.11,5.96,0.86,0.01,11.20,15.02,5.50,381.63,5.40,6.45
961,5.41,6.28,0.87,6.28,4.49,5.31,0.83,0.00,9.72,15.26,7.00,553.77,4.44,5.48
962,5.73,6.86,1.13,6.86,4.74,5.88,1.14,0.01,10.03,14.87,6.35,484.06,4.65,6.39
963,7.00,6.79,0.20,7.00,5.87,5.80,0.07,0.07,11.31,14.52,4.90,320.29,6.44,6.20
964,5.07,7.18,2.10,7.18,4.35,6.04,1.69,0.03,7.82,12.72,6.07,489.84,4.54,6.46
965,5.84,5.33,0.51,5.84,4.95,4.30,0.64,0.00,9.17,15.05,7.26,588.30,5.19,4.51
966,5.43,4.84,0.59,5.43,4.64,4.04,0.60,0.00,9.55,16.00,7.88,644.58,4.71,4.23
967,5.47,5.59,0.12,5.59,4.52,4.72,0.20,0.00,9.38,15.63,7.66,625.19,4.60,4.78
968,6.58,5.39,1.19,6.58,5.75,4.52,1.23,0.00,6.68,12.00,6.32,531.95,5.99,4.54
969,5.68,5.37,0.31,5.68,4.71,4.55,0.16,0.00,7.82,13.68,7.03,585.62,4.77,4.60
970,5.06,6.08,1.02,6.08,4.32,5.23,0.91,0.00,7.75,13.06,6.46,530.11,4.55,5.43
971,5.30,4.74,0.56,5.30,4.39,3.89,0.50,0.00,8.25,16.00,8.99,774.84,4.54,4.04
972,5.80,6.11,0.31,6.11,4.90,5.23,0.33,0.00,8.09,13.61,6.74,552.83,5.14,5.39
973,6.83,6.89,0.06,6.89,5.70,5.82,0.11,0.03,10.88,14.05,4.80,317.30,6.07,6.11
974,5.01,5.23,0.22,5.23,4.17,4.26,0.08,0.00,8.94,15.69,8.08,674.22,4.18,4.37
975,5.54,5.46,0.08,5.54,4.65,4.61,0.04,0.00,10.16,15.78,7.14,562.05,4.83,4.70
976,5.75,6.95,1.20,6.95,4.86,5.82,0.96,0.01,9.26,13.61,5.75,435.71,4.95,5.94
977,5.09,4.80,0.29,5.09,4.31,3.87,0.44,0.00,8.75,16.00,8.57,725.45,4.36,3.91
978,5.30,5.29,0.01,5.30,4.44,4.40,0.04,0.00,9.21,16.00,8.17,678.51,4.28,4.38
979,5.06,5.24,0.18,5.24,4.18,4.42,0.24,0.00,8.15,14.51,7.58,636.11,4.21,4.64
980,6.80,4.82,1.98,6.80,5.63,4.01,1.62,0.06,10.91,15.42,6.15,451.01,6.25,4.22
981,6.48,4.94,1.54,6.48,5.64,4.23,1.41,0.01,9.08,14.34,6.62,525.83,6.05,4.37
982,6.27,7.08,0.81,7.08,5.24,5.92,0.68,0.04,8.41,12.00,4.85,358.90,5.51,6.29
983,7.03,6.78,0.26,7.03,5.78,5.75,0.03,0.04,7.55,10.76,4.34,320.71,6.23,6.26
984,6.80,5.50,1.30,6.80,5.76,4.51,1.24,0.08,8.45,12.79,5.61,434.07,6.23,4.48
985,5.25,5.35,0.10,5.35,4.28,4.32,0.04,0.00,8.28,14.74,7.70,645.38,4.36,4.55
986,5.04,6.75,1.70,6.75,4.29,5.77,1.48,0.07,9.38,14.00,6.02,461.28,4.43,6.06
987,5.68,6.51,0.84,6.51,4.84,5.55,0.70,0.01,8.76,13.53,6.09,477.27,4.85,5.96
988,6.90,6.39,0.51,6.90,6.01,5.59,0.42,0.02,9.34,13.38,5.44,403.61,6.35,5.91
989,5.20,5.46,0.27,5.46,4.18,4.47,0.30,0.00,7.70,13.45,6.90,574.89,4.49,4.70
990,5.14,6.32,1.18,6.32,4.33,5.41,1.08,0.01,9.27,14.70,6.82,542.60,4.53,5.44
991,5.31,4.81,0.50,5.31,4.50,3.97,0.53,0.00,9.28,15.41,7.52,612.89,4.76,4.26
992,5.20,5.54,0.34,5.54,4.26,4.64,0.37,0.00,6.61,13.62,8.00,700.95,4.13,4.56
993,6.82,6.99,0.17,6.99,5.83,5.96,0.12,0.05,8.16,11.59,4.65,342.71,6.34,6.49
994,5.66,5.36,0.30,5.66,4.66,4.58,0.08,0.01,9.41,14.81,6.81,540.29,4.64,4.43
995,7.21,5.95,1.26,7.21,6.12,4.96,1.16,0.11,10.42,14.20,5.34,377.18,6.54,5.28
996,5.23,5.16,0.07,5.23,4.42,4.39,0.02,0.00,8.69,15.35,7.97,666.57,4.45,4.40
997,5.60,4.89,0.71,5.60,4.74,4.15,0.59,0.00,10.15,15.79,7.17,564.28,4.58,4.33
998,5.42,4.66,0.76,5.42,4.81,3.91,0.90,0.00,7.74,13.46,6.88,571.82,5.02,4.17
999,5.11,6.24,1.14,6.24,4.15,5.21,1.07,0.00,8.16,13.14,6.21,498.60,4.52,5.50
