hhid,Cluster,NDVILocation,Season,HerdSize,LivestockLosses,MortalityRate
6044,Upper,Maikona,SRSD 2009,18.0,6.0,0.3333333333333333
6044,Upper,Maikona,SRSD 2011,13.0,3.0,0.23076923076923078
6045,Upper,Maikona,LRLD 2009,,20.0,
6045,Upper,Maikona,LRLD 2012,133.0,16.0,0.12030075187969924
6045,Upper,Maikona,LRLD 2013,113.0,14.0,0.12389380530973451
6045,Upper,Maikona,SRSD 2009,62.0,10.0,0.16129032258064516
6045,Upper,Maikona,SRSD 2011,133.0,5.0,0.03759398496240601
6046,Upper,Maikona,LRLD 2009,,10.0,
6046,Upper,Maikona,LRLD 2010,111.0,4.0,0.036036036036036036
6046,Upper,Maikona,LRLD 2011,254.0,37.0,0.14566929133858267
6046,Upper,Maikona,LRLD 2015,11.0,11.0,1.0
6046,Upper,Maikona,SRSD 2009,111.0,20.0,0.18018018018018017
6046,Upper,Maikona,SRSD 2011,70.0,3.0,0.04285714285714286
6046,Upper,Maikona,SRSD 2012,97.0,6.0,0.061855670103092786
6047,Upper,Maikona,LRLD 2009,,7.0,
6047,Upper,Maikona,LRLD 2010,204.0,4.0,0.0196078431372549
6047,Upper,Maikona,LRLD 2011,181.0,45.0,0.24861878453038674
6047,Upper,Maikona,LRLD 2012,63.0,5.0,0.07936507936507936
6047,Upper,Maikona,LRLD 2013,68.0,2.0,0.029411764705882353
6047,Upper,Maikona,LRLD 2015,13.0,13.0,1.0
6047,Upper,Maikona,SRSD 2009,204.0,30.0,0.14705882352941177
6047,Upper,Maikona,SRSD 2012,68.0,8.0,0.11764705882352941
6047,Upper,Maikona,SRSD 2014,10.0,10.0,1.0
6048,Upper,Maikona,LRLD 2009,,19.0,
6048,Upper,Maikona,LRLD 2011,41.0,4.0,0.0975609756097561
6048,Upper,Maikona,LRLD 2013,45.0,4.0,0.08888888888888889
6048,Upper,Maikona,LRLD 2015,6.0,6.0,1.0
6048,Upper,Maikona,SRSD 2008,,1.0,
6048,Upper,Maikona,SRSD 2009,43.0,12.0,0.27906976744186046
6048,Upper,Maikona,SRSD 2011,46.0,4.0,0.08695652173913043
6048,Upper,Maikona,SRSD 2012,45.0,2.0,0.044444444444444446
6048,Upper,Maikona,SRSD 2014,4.0,4.0,1.0
6049,Upper,Maikona,LRLD 2009,,21.0,
6049,Upper,Maikona,LRLD 2010,81.0,1.0,0.012345679012345678
6049,Upper,Maikona,LRLD 2011,90.0,4.0,0.044444444444444446
6049,Upper,Maikona,LRLD 2012,42.0,5.0,0.11904761904761904
6049,Upper,Maikona,LRLD 2013,33.0,1.0,0.030303030303030304
6049,Upper,Maikona,SRSD 2010,90.0,5.0,0.05555555555555555
6049,Upper,Maikona,SRSD 2011,42.0,11.0,0.2619047619047619
6049,Upper,Maikona,SRSD 2014,14.0,14.0,1.0
6050,Upper,Maikona,LRLD 2009,,55.0,
6050,Upper,Maikona,LRLD 2010,38.0,6.0,0.15789473684210525
6050,Upper,Maikona,LRLD 2012,24.0,6.0,0.25
6050,Upper,Maikona,SRSD 2009,38.0,1.0,0.02631578947368421
6050,Upper,Maikona,SRSD 2010,20.0,4.0,0.2
6050,Upper,Maikona,SRSD 2011,24.0,1.0,0.041666666666666664
6052,Upper,Maikona,LRLD 2009,,20.0,
6052,Upper,Maikona,LRLD 2010,18.0,2.0,0.1111111111111111
6052,Upper,Maikona,LRLD 2012,20.0,1.0,0.05
6052,Upper,Maikona,LRLD 2013,21.0,3.0,0.14285714285714285
6052,Upper,Maikona,LRLD 2015,2.0,2.0,1.0
6052,Upper,Maikona,SRSD 2011,20.0,1.0,0.05
6052,Upper,Maikona,SRSD 2012,21.0,2.0,0.09523809523809523
6053,Upper,Maikona,LRLD 2009,,12.0,
6053,Upper,Maikona,LRLD 2010,138.0,2.0,0.014492753623188406
6053,Upper,Maikona,LRLD 2011,371.0,202.0,0.5444743935309974
6053,Upper,Maikona,LRLD 2012,62.0,6.0,0.0967741935483871
6053,Upper,Maikona,SRSD 2009,138.0,9.0,0.06521739130434782
6053,Upper,Maikona,SRSD 2010,371.0,80.0,0.215633423180593
6053,Upper,Maikona,SRSD 2011,62.0,2.0,0.03225806451612903
6053,Upper,Maikona,SRSD 2012,135.0,5.0,0.037037037037037035
6054,Upper,Maikona,LRLD 2009,,15.0,
6054,Upper,Maikona,LRLD 2011,44.0,4.0,0.09090909090909091
6054,Upper,Maikona,LRLD 2012,35.0,6.0,0.17142857142857143
6054,Upper,Maikona,LRLD 2013,33.0,6.0,0.18181818181818182
6054,Upper,Maikona,LRLD 2015,3.0,3.0,1.0
6054,Upper,Maikona,SRSD 2009,37.0,3.0,0.08108108108108109
6054,Upper,Maikona,SRSD 2011,35.0,10.0,0.2857142857142857
6056,Upper,Maikona,LRLD 2009,,22.0,
6056,Upper,Maikona,LRLD 2010,44.0,7.0,0.1590909090909091
6056,Upper,Maikona,LRLD 2011,23.0,16.0,0.6956521739130435
6056,Upper,Maikona,LRLD 2012,38.0,12.0,0.3157894736842105
6056,Upper,Maikona,LRLD 2013,41.0,7.0,0.17073170731707318
6056,Upper,Maikona,LRLD 2015,7.0,7.0,1.0
6056,Upper,Maikona,SRSD 2009,44.0,5.0,0.11363636363636363
6056,Upper,Maikona,SRSD 2010,23.0,3.0,0.13043478260869565
6056,Upper,Maikona,SRSD 2011,38.0,1.0,0.02631578947368421
6056,Upper,Maikona,SRSD 2012,41.0,1.0,0.024390243902439025
6056,Upper,Maikona,SRSD 2014,4.0,4.0,1.0
6057,Upper,Maikona,LRLD 2009,,7.0,
6057,Upper,Maikona,LRLD 2013,50.0,2.0,0.04
6057,Upper,Maikona,SRSD 2008,,3.0,
6057,Upper,Maikona,SRSD 2009,16.0,2.0,0.125
6057,Upper,Maikona,SRSD 2010,23.0,5.0,0.21739130434782608
6057,Upper,Maikona,SRSD 2011,50.0,3.0,0.06
6057,Upper,Maikona,SRSD 2012,50.0,3.0,0.06
6058,Upper,Maikona,LRLD 2009,,14.0,
6058,Upper,Maikona,LRLD 2011,7.0,2.0,0.2857142857142857
6058,Upper,Maikona,LRLD 2012,9.0,1.0,0.1111111111111111
6058,Upper,Maikona,LRLD 2013,18.0,4.0,0.2222222222222222
6058,Upper,Maikona,LRLD 2015,1.0,1.0,1.0
6058,Upper,Maikona,SRSD 2009,7.0,4.0,0.5714285714285714
6059,Upper,Maikona,LRLD 2009,,24.0,
6059,Upper,Maikona,LRLD 2011,197.0,18.0,0.09137055837563451
6059,Upper,Maikona,LRLD 2012,180.0,18.0,0.1
6059,Upper,Maikona,LRLD 2013,121.0,4.0,0.03305785123966942
6059,Upper,Maikona,LRLD 2015,15.0,15.0,1.0
6059,Upper,Maikona,SRSD 2009,216.0,44.0,0.2037037037037037
6059,Upper,Maikona,SRSD 2010,197.0,1.0,0.005076142131979695
6059,Upper,Maikona,SRSD 2011,180.0,13.0,0.07222222222222222
6059,Upper,Maikona,SRSD 2012,121.0,6.0,0.049586776859504134
6059,Upper,Maikona,SRSD 2014,33.0,33.0,1.0
6060,Upper,Maikona,LRLD 2009,,26.0,
6060,Upper,Maikona,LRLD 2011,84.0,26.0,0.30952380952380953
6060,Upper,Maikona,LRLD 2012,34.0,1.0,0.029411764705882353
6060,Upper,Maikona,SRSD 2009,101.0,10.0,0.09900990099009901
6060,Upper,Maikona,SRSD 2010,84.0,4.0,0.047619047619047616
6060,Upper,Maikona,SRSD 2011,34.0,4.0,0.11764705882352941
6060,Upper,Maikona,SRSD 2014,2.0,2.0,1.0
6061,Upper,Maikona,LRLD 2009,,42.0,
6061,Upper,Maikona,LRLD 2010,44.0,2.0,0.045454545454545456
6061,Upper,Maikona,LRLD 2011,132.0,3.0,0.022727272727272728
6061,Upper,Maikona,LRLD 2012,24.0,2.0,0.08333333333333333
6061,Upper,Maikona,LRLD 2015,2.0,2.0,1.0
6061,Upper,Maikona,SRSD 2008,,53.0,
6061,Upper,Maikona,SRSD 2009,44.0,9.0,0.20454545454545456
6061,Upper,Maikona,SRSD 2011,24.0,3.0,0.125
6061,Upper,Maikona,SRSD 2012,18.0,1.0,0.05555555555555555
6062,Upper,Maikona,LRLD 2009,,20.0,
6062,Upper,Maikona,LRLD 2011,27.0,7.0,0.25925925925925924
6062,Upper,Maikona,LRLD 2012,37.0,1.0,0.02702702702702703
6062,Upper,Maikona,LRLD 2013,47.0,1.0,0.02127659574468085
6062,Upper,Maikona,LRLD 2015,2.0,2.0,1.0
6062,Upper,Maikona,SRSD 2009,33.0,8.0,0.24242424242424243
6062,Upper,Maikona,SRSD 2011,37.0,3.0,0.08108108108108109
6062,Upper,Maikona,SRSD 2014,1.0,1.0,1.0
6063,Upper,Maikona,LRLD 2009,,20.0,
6063,Upper,Maikona,LRLD 2011,53.0,12.0,0.22641509433962265
6063,Upper,Maikona,LRLD 2015,14.0,14.0,1.0
6063,Upper,Maikona,SRSD 2008,,2.0,
6063,Upper,Maikona,SRSD 2009,45.0,7.0,0.15555555555555556
6063,Upper,Maikona,SRSD 2010,53.0,7.0,0.1320754716981132
6063,Upper,Maikona,SRSD 2014,20.0,20.0,1.0
6064,Upper,Maikona,LRLD 2009,,15.0,
6064,Upper,Maikona,LRLD 2011,81.0,15.0,0.18518518518518517
6064,Upper,Maikona,LRLD 2012,51.0,2.0,0.0392156862745098
6064,Upper,Maikona,LRLD 2013,40.0,3.0,0.075
6064,Upper,Maikona,LRLD 2015,7.0,7.0,1.0
6064,Upper,Maikona,SRSD 2009,64.0,10.0,0.15625
6064,Upper,Maikona,SRSD 2010,81.0,1.0,0.012345679012345678
6064,Upper,Maikona,SRSD 2011,51.0,6.0,0.11764705882352941
6064,Upper,Maikona,SRSD 2014,12.0,12.0,1.0
6065,Upper,Maikona,LRLD 2009,,26.0,
6065,Upper,Maikona,LRLD 2011,102.0,48.0,0.47058823529411764
6065,Upper,Maikona,LRLD 2012,55.0,4.0,0.07272727272727272
6065,Upper,Maikona,LRLD 2013,45.0,4.0,0.08888888888888889
6065,Upper,Maikona,LRLD 2015,7.0,7.0,1.0
6065,Upper,Maikona,SRSD 2008,,2.0,
6065,Upper,Maikona,SRSD 2009,89.0,5.0,0.056179775280898875
6065,Upper,Maikona,SRSD 2011,55.0,3.0,0.05454545454545454
6065,Upper,Maikona,SRSD 2012,45.0,4.0,0.08888888888888889
6066,Upper,Maikona,LRLD 2009,,15.0,
6066,Upper,Maikona,LRLD 2010,64.0,2.0,0.03125
6066,Upper,Maikona,LRLD 2011,51.0,20.0,0.39215686274509803
6066,Upper,Maikona,SRSD 2009,64.0,1.0,0.015625
6066,Upper,Maikona,SRSD 2010,51.0,1.0,0.0196078431372549
6066,Upper,Maikona,SRSD 2011,52.0,1.0,0.019230769230769232
6067,Upper,Maikona,LRLD 2008,,4.0,
6067,Upper,Maikona,LRLD 2009,,10.0,
6067,Upper,Maikona,LRLD 2010,95.0,4.0,0.042105263157894736
6067,Upper,Maikona,LRLD 2013,61.0,9.0,0.14754098360655737
6067,Upper,Maikona,LRLD 2015,15.0,15.0,1.0
6067,Upper,Maikona,SRSD 2008,,10.0,
6067,Upper,Maikona,SRSD 2009,95.0,13.0,0.1368421052631579
6067,Upper,Maikona,SRSD 2010,95.0,30.0,0.3157894736842105
6067,Upper,Maikona,SRSD 2012,61.0,9.0,0.14754098360655737
6068,Upper,Maikona,LRLD 2009,,6.0,
6068,Upper,Maikona,LRLD 2010,37.0,2.0,0.05405405405405406
6068,Upper,Maikona,LRLD 2012,49.0,6.0,0.12244897959183673
6068,Upper,Maikona,LRLD 2013,39.0,9.0,0.23076923076923078
6068,Upper,Maikona,SRSD 2011,49.0,8.0,0.16326530612244897
6068,Upper,Maikona,SRSD 2012,39.0,7.0,0.1794871794871795
6068,Upper,Maikona,SRSD 2014,11.0,11.0,1.0
6069,Upper,Maikona,LRLD 2009,,12.0,
6069,Upper,Maikona,LRLD 2012,40.0,7.0,0.175
6069,Upper,Maikona,SRSD 2009,58.0,2.0,0.034482758620689655
6069,Upper,Maikona,SRSD 2010,52.0,3.0,0.057692307692307696
6069,Upper,Maikona,SRSD 2011,40.0,30.0,0.75
6069,Upper,Maikona,SRSD 2014,13.0,13.0,1.0
6070,Upper,Maikona,LRLD 2009,,12.0,
6070,Upper,Maikona,LRLD 2011,19.0,4.0,0.21052631578947367
6070,Upper,Maikona,LRLD 2015,14.0,14.0,1.0
6070,Upper,Maikona,SRSD 2009,14.0,2.0,0.14285714285714285
6070,Upper,Maikona,SRSD 2010,19.0,4.0,0.21052631578947367
6070,Upper,Maikona,SRSD 2011,20.0,1.0,0.05
6070,Upper,Maikona,SRSD 2014,22.0,22.0,1.0
6071,Upper,Maikona,LRLD 2009,,20.0,
6071,Upper,Maikona,LRLD 2010,182.0,20.0,0.10989010989010989
6071,Upper,Maikona,LRLD 2011,321.0,61.0,0.19003115264797507
6071,Upper,Maikona,LRLD 2012,208.0,2.0,0.009615384615384616
6071,Upper,Maikona,SRSD 2008,,3.0,
6071,Upper,Maikona,SRSD 2009,182.0,60.0,0.32967032967032966
6071,Upper,Maikona,SRSD 2011,208.0,203.0,0.9759615384615384
6071,Upper,Maikona,SRSD 2012,96.0,18.0,0.1875
6071,Upper,Maikona,SRSD 2014,1.0,1.0,1.0
6072,Upper,Maikona,LRLD 2009,,19.0,
6072,Upper,Maikona,LRLD 2010,56.0,20.0,0.35714285714285715
6072,Upper,Maikona,LRLD 2012,48.0,7.0,0.14583333333333334
6072,Upper,Maikona,LRLD 2013,50.0,1.0,0.02
6072,Upper,Maikona,LRLD 2015,12.0,12.0,1.0
6072,Upper,Maikona,SRSD 2009,56.0,53.0,0.9464285714285714
6072,Upper,Maikona,SRSD 2011,48.0,4.0,0.08333333333333333
6073,Upper,Maikona,LRLD 2009,,22.0,
6073,Upper,Maikona,LRLD 2011,41.0,4.0,0.0975609756097561
6073,Upper,Maikona,LRLD 2012,53.0,3.0,0.05660377358490566
6073,Upper,Maikona,LRLD 2013,33.0,2.0,0.06060606060606061
6073,Upper,Maikona,SRSD 2009,29.0,7.0,0.2413793103448276
6074,Upper,Maikona,LRLD 2009,,19.0,
6074,Upper,Maikona,LRLD 2010,280.0,3.0,0.010714285714285714
6074,Upper,Maikona,LRLD 2011,167.0,40.0,0.23952095808383234
6074,Upper,Maikona,LRLD 2012,125.0,4.0,0.032
6074,Upper,Maikona,LRLD 2013,121.0,3.0,0.024793388429752067
6074,Upper,Maikona,LRLD 2015,29.0,29.0,1.0
6074,Upper,Maikona,SRSD 2008,,2.0,
6074,Upper,Maikona,SRSD 2009,280.0,97.0,0.3464285714285714
6074,Upper,Maikona,SRSD 2012,121.0,13.0,0.10743801652892562
6075,Upper,Maikona,LRLD 2009,,45.0,
6075,Upper,Maikona,SRSD 2008,,15.0,
6076,Upper,Maikona,LRLD 2010,28.0,1.0,0.03571428571428571
6076,Upper,Maikona,LRLD 2011,54.0,6.0,0.1111111111111111
6076,Upper,Maikona,LRLD 2013,91.0,9.0,0.0989010989010989
6076,Upper,Maikona,SRSD 2011,55.0,7.0,0.12727272727272726
6077,Upper,Maikona,LRLD 2012,153.0,3.0,0.0196078431372549
6077,Upper,Maikona,LRLD 2013,82.0,8.0,0.0975609756097561
6077,Upper,Maikona,LRLD 2015,2.0,2.0,1.0
6077,Upper,Maikona,SRSD 2009,111.0,8.0,0.07207207207207207
6077,Upper,Maikona,SRSD 2011,153.0,10.0,0.06535947712418301
6077,Upper,Maikona,SRSD 2012,82.0,5.0,0.06097560975609756
6077,Upper,Maikona,SRSD 2014,2.0,2.0,1.0
6078,Upper,Maikona,LRLD 2009,,1.0,
6078,Upper,Maikona,LRLD 2011,41.0,5.0,0.12195121951219512
6078,Upper,Maikona,LRLD 2012,54.0,11.0,0.2037037037037037
6078,Upper,Maikona,SRSD 2009,63.0,18.0,0.2857142857142857
6078,Upper,Maikona,SRSD 2012,136.0,12.0,0.08823529411764706
6079,Upper,Maikona,LRLD 2012,37.0,1.0,0.02702702702702703
6079,Upper,Maikona,LRLD 2013,46.0,6.0,0.13043478260869565
6079,Upper,Maikona,LRLD 2015,5.0,5.0,1.0
6079,Upper,Maikona,SRSD 2008,,4.0,
6079,Upper,Maikona,SRSD 2011,37.0,3.0,0.08108108108108109
6079,Upper,Maikona,SRSD 2012,46.0,3.0,0.06521739130434782
6081,Upper,Maikona,LRLD 2009,,16.0,
6081,Upper,Maikona,LRLD 2011,38.0,8.0,0.21052631578947367
6081,Upper,Maikona,LRLD 2012,52.0,6.0,0.11538461538461539
6081,Upper,Maikona,LRLD 2013,45.0,1.0,0.022222222222222223
6081,Upper,Maikona,LRLD 2015,1.0,1.0,1.0
6081,Upper,Maikona,SRSD 2009,59.0,15.0,0.2542372881355932
6081,Upper,Maikona,SRSD 2011,52.0,1.0,0.019230769230769232
6081,Upper,Maikona,SRSD 2012,45.0,2.0,0.044444444444444446
6081,Upper,Maikona,SRSD 2014,51.0,51.0,1.0
6082,Upper,Maikona,LRLD 2009,,22.0,
6082,Upper,Maikona,LRLD 2013,34.0,1.0,0.029411764705882353
6082,Upper,Maikona,LRLD 2015,6.0,6.0,1.0
6082,Upper,Maikona,SRSD 2008,,1.0,
6082,Upper,Maikona,SRSD 2009,38.0,21.0,0.5526315789473685
6082,Upper,Maikona,SRSD 2012,34.0,3.0,0.08823529411764706
6084,Upper,Maikona,LRLD 2009,,13.0,
6084,Upper,Maikona,LRLD 2011,13.0,2.0,0.15384615384615385
6084,Upper,Maikona,LRLD 2012,14.0,1.0,0.07142857142857142
6084,Upper,Maikona,LRLD 2013,13.0,3.0,0.23076923076923078
6084,Upper,Maikona,LRLD 2015,1.0,1.0,1.0
6084,Upper,Maikona,SRSD 2009,20.0,8.0,0.4
6084,Upper,Maikona,SRSD 2014,19.0,19.0,1.0
6085,Upper,Maikona,LRLD 2009,,8.0,
6085,Upper,Maikona,LRLD 2012,39.0,11.0,0.28205128205128205
6085,Upper,Maikona,LRLD 2015,7.0,7.0,1.0
6085,Upper,Maikona,SRSD 2009,20.0,2.0,0.1
6085,Upper,Maikona,SRSD 2014,11.0,11.0,1.0
6086,Upper,Maikona,LRLD 2011,92.0,4.0,0.043478260869565216
6086,Upper,Maikona,LRLD 2013,54.0,4.0,0.07407407407407407
6086,Upper,Maikona,SRSD 2010,92.0,10.0,0.10869565217391304
6086,Upper,Maikona,SRSD 2011,48.0,3.0,0.0625
6086,Upper,Maikona,SRSD 2014,25.0,25.0,1.0
6087,Upper,Maikona,LRLD 2013,57.0,14.0,0.24561403508771928
6087,Upper,Maikona,LRLD 2015,7.0,7.0,1.0
6087,Upper,Maikona,SRSD 2008,,10.0,
6087,Upper,Maikona,SRSD 2009,53.0,1.0,0.018867924528301886
6087,Upper,Maikona,SRSD 2010,70.0,29.0,0.4142857142857143
6087,Upper,Maikona,SRSD 2012,57.0,3.0,0.05263157894736842
6087,Upper,Maikona,SRSD 2014,10.0,10.0,1.0
6088,Upper,Maikona,LRLD 2010,50.0,4.0,0.08
6088,Upper,Maikona,LRLD 2011,67.0,7.0,0.1044776119402985
6088,Upper,Maikona,LRLD 2013,43.0,5.0,0.11627906976744186
6088,Upper,Maikona,LRLD 2015,1.0,1.0,1.0
6088,Upper,Maikona,SRSD 2008,,32.0,
6088,Upper,Maikona,SRSD 2011,44.0,3.0,0.06818181818181818
6089,Upper,Maikona,LRLD 2009,,3.0,
6089,Upper,Maikona,LRLD 2012,9.0,1.0,0.1111111111111111
6090,Upper,Maikona,LRLD 2011,41.0,11.0,0.2682926829268293
6090,Upper,Maikona,LRLD 2012,29.0,1.0,0.034482758620689655
6090,Upper,Maikona,LRLD 2013,36.0,3.0,0.08333333333333333
6090,Upper,Maikona,SRSD 2011,29.0,1.0,0.034482758620689655
6090,Upper,Maikona,SRSD 2012,36.0,3.0,0.08333333333333333
6092,Upper,Maikona,LRLD 2009,,24.0,
6092,Upper,Maikona,LRLD 2010,61.0,2.0,0.03278688524590164
6092,Upper,Maikona,LRLD 2011,70.0,27.0,0.38571428571428573
6092,Upper,Maikona,LRLD 2013,51.0,19.0,0.37254901960784315
6092,Upper,Maikona,LRLD 2015,4.0,4.0,1.0
6092,Upper,Maikona,SRSD 2010,70.0,5.0,0.07142857142857142
6092,Upper,Maikona,SRSD 2011,84.0,48.0,0.5714285714285714
6092,Upper,Maikona,SRSD 2012,51.0,3.0,0.058823529411764705
6093,Upper,Maikona,LRLD 2009,,8.0,
6093,Upper,Maikona,LRLD 2010,50.0,3.0,0.06
6093,Upper,Maikona,LRLD 2011,60.0,1.0,0.016666666666666666
6093,Upper,Maikona,LRLD 2012,60.0,2.0,0.03333333333333333
6093,Upper,Maikona,LRLD 2013,67.0,6.0,0.08955223880597014
6093,Upper,Maikona,LRLD 2015,19.0,19.0,1.0
6093,Upper,Maikona,SRSD 2008,,2.0,
6093,Upper,Maikona,SRSD 2009,50.0,3.0,0.06
6093,Upper,Maikona,SRSD 2010,60.0,5.0,0.08333333333333333
6093,Upper,Maikona,SRSD 2011,60.0,4.0,0.06666666666666667
6094,Upper,Maikona,LRLD 2011,29.0,4.0,0.13793103448275862
6094,Upper,Maikona,LRLD 2013,28.0,7.0,0.25
6094,Upper,Maikona,LRLD 2015,17.0,17.0,1.0
6094,Upper,Maikona,SRSD 2008,,10.0,
6094,Upper,Maikona,SRSD 2009,13.0,2.0,0.15384615384615385
6094,Upper,Maikona,SRSD 2011,20.0,1.0,0.05
6094,Upper,Maikona,SRSD 2012,28.0,8.0,0.2857142857142857
6095,Upper,Maikona,LRLD 2009,,8.0,
6095,Upper,Maikona,LRLD 2010,33.0,12.0,0.36363636363636365
6095,Upper,Maikona,LRLD 2011,20.0,9.0,0.45
6095,Upper,Maikona,LRLD 2013,36.0,4.0,0.1111111111111111
6095,Upper,Maikona,LRLD 2015,8.0,8.0,1.0
6095,Upper,Maikona,SRSD 2008,,11.0,
6095,Upper,Maikona,SRSD 2010,20.0,1.0,0.05
6095,Upper,Maikona,SRSD 2012,36.0,6.0,0.16666666666666666
6096,Upper,Maikona,LRLD 2011,18.0,4.0,0.2222222222222222
6096,Upper,Maikona,LRLD 2012,22.0,4.0,0.18181818181818182
6096,Upper,Maikona,LRLD 2015,4.0,4.0,1.0
6096,Upper,Maikona,SRSD 2008,,13.0,
6096,Upper,Maikona,SRSD 2010,18.0,2.0,0.1111111111111111
6096,Upper,Maikona,SRSD 2014,53.0,53.0,1.0
6098,Upper,Maikona,LRLD 2009,,36.0,
6098,Upper,Maikona,LRLD 2011,110.0,35.0,0.3181818181818182
6098,Upper,Maikona,LRLD 2015,9.0,9.0,1.0
6098,Upper,Maikona,SRSD 2011,73.0,10.0,0.136986301369863
6098,Upper,Maikona,SRSD 2012,53.0,3.0,0.05660377358490566
6098,Upper,Maikona,SRSD 2014,10.0,10.0,1.0
6099,Upper,Maikona,LRLD 2009,,5.0,
6099,Upper,Maikona,LRLD 2011,47.0,32.0,0.6808510638297872
6099,Upper,Maikona,SRSD 2011,17.0,4.0,0.23529411764705882
6100,Upper,Maikona,LRLD 2009,,3.0,
6100,Upper,Maikona,LRLD 2013,22.0,3.0,0.13636363636363635
6100,Upper,Maikona,SRSD 2009,80.0,58.0,0.725
6101,Upper,Maikona,LRLD 2009,,12.0,
6101,Upper,Maikona,LRLD 2010,15.0,2.0,0.13333333333333333
6101,Upper,Maikona,LRLD 2011,30.0,12.0,0.4
6101,Upper,Maikona,LRLD 2013,29.0,10.0,0.3448275862068966
6101,Upper,Maikona,LRLD 2015,3.0,3.0,1.0
6101,Upper,Maikona,SRSD 2009,15.0,1.0,0.06666666666666667
6101,Upper,Maikona,SRSD 2011,26.0,1.0,0.038461538461538464
6102,Upper,Maikona,LRLD 2009,,31.0,
6102,Upper,Maikona,LRLD 2010,105.0,3.0,0.02857142857142857
6102,Upper,Maikona,LRLD 2011,265.0,26.0,0.09811320754716982
6102,Upper,Maikona,LRLD 2013,115.0,15.0,0.13043478260869565
6102,Upper,Maikona,LRLD 2015,7.0,7.0,1.0
6102,Upper,Maikona,SRSD 2010,265.0,45.0,0.16981132075471697
6102,Upper,Maikona,SRSD 2011,87.0,7.0,0.08045977011494253
6102,Upper,Maikona,SRSD 2012,115.0,10.0,0.08695652173913043
6103,Upper,Maikona,LRLD 2009,,4.0,
6103,Upper,Maikona,LRLD 2012,16.0,1.0,0.0625
6103,Upper,Maikona,LRLD 2013,40.0,8.0,0.2
6103,Upper,Maikona,LRLD 2015,7.0,7.0,1.0
6103,Upper,Maikona,SRSD 2011,16.0,1.0,0.0625
6103,Upper,Maikona,SRSD 2014,16.0,16.0,1.0
6104,Upper,Maikona,LRLD 2009,,16.0,
6104,Upper,Maikona,LRLD 2013,43.0,3.0,0.06976744186046512
6104,Upper,Maikona,LRLD 2015,8.0,8.0,1.0
6104,Upper,Maikona,SRSD 2008,,4.0,
6104,Upper,Maikona,SRSD 2009,72.0,3.0,0.041666666666666664
6104,Upper,Maikona,SRSD 2010,79.0,22.0,0.27848101265822783
6104,Upper,Maikona,SRSD 2011,33.0,2.0,0.06060606060606061
6104,Upper,Maikona,SRSD 2014,3.0,3.0,1.0
6105,Upper,Maikona,LRLD 2009,,10.0,
6105,Upper,Maikona,LRLD 2012,4.0,2.0,0.5
6105,Upper,Maikona,SRSD 2010,8.0,6.0,0.75
6105,Upper,Maikona,SRSD 2011,4.0,2.0,0.5
6107,Upper,Maikona,LRLD 2009,,92.0,
6107,Upper,Maikona,LRLD 2010,137.0,3.0,0.021897810218978103
6107,Upper,Maikona,LRLD 2011,184.0,29.0,0.15760869565217392
6107,Upper,Maikona,LRLD 2012,164.0,1.0,0.006097560975609756
6107,Upper,Maikona,LRLD 2013,310.0,37.0,0.11935483870967742
6107,Upper,Maikona,LRLD 2015,11.0,11.0,1.0
6107,Upper,Maikona,SRSD 2009,137.0,5.0,0.0364963503649635
6107,Upper,Maikona,SRSD 2011,164.0,4.0,0.024390243902439025
6107,Upper,Maikona,SRSD 2014,15.0,15.0,1.0
6108,Upper,Maikona,LRLD 2009,,9.0,
6108,Upper,Maikona,LRLD 2011,36.0,6.0,0.16666666666666666
6108,Upper,Maikona,LRLD 2012,41.0,6.0,0.14634146341463414
6108,Upper,Maikona,LRLD 2015,3.0,3.0,1.0
6108,Upper,Maikona,SRSD 2008,,5.0,
6108,Upper,Maikona,SRSD 2009,46.0,12.0,0.2608695652173913
6108,Upper,Maikona,SRSD 2010,36.0,2.0,0.05555555555555555
6108,Upper,Maikona,SRSD 2011,41.0,4.0,0.0975609756097561
6108,Upper,Maikona,SRSD 2014,32.0,32.0,1.0
6109,Upper,Maikona,LRLD 2009,,27.0,
6109,Upper,Maikona,LRLD 2010,44.0,1.0,0.022727272727272728
6109,Upper,Maikona,LRLD 2012,15.0,2.0,0.13333333333333333
6109,Upper,Maikona,LRLD 2013,35.0,6.0,0.17142857142857143
6109,Upper,Maikona,SRSD 2008,,2.0,
6109,Upper,Maikona,SRSD 2009,44.0,8.0,0.18181818181818182
6109,Upper,Maikona,SRSD 2012,35.0,3.0,0.08571428571428572
6111,Upper,Maikona,LRLD 2009,,27.0,
6111,Upper,Maikona,SRSD 2008,,3.0,
6112,Upper,Maikona,LRLD 2009,,39.0,
6112,Upper,Maikona,LRLD 2013,69.0,16.0,0.2318840579710145
6112,Upper,Maikona,LRLD 2015,3.0,3.0,1.0
6112,Upper,Maikona,SRSD 2009,17.0,8.0,0.47058823529411764
6112,Upper,Maikona,SRSD 2011,65.0,3.0,0.046153846153846156
6112,Upper,Maikona,SRSD 2012,69.0,15.0,0.21739130434782608
6113,Upper,Maikona,LRLD 2010,50.0,3.0,0.06
6113,Upper,Maikona,SRSD 2008,,10.0,
6113,Upper,Maikona,SRSD 2011,58.0,12.0,0.20689655172413793
6114,Upper,Maikona,LRLD 2009,,2.0,
