,NetLoss0,NetLoss1,$|L_2 - L_1|$,$P(L > Q(0.6))$,Required Capital,Payout CVaR,Average Cost,s_1,s_2
670,4.52,4.94,0.42,0.00,2.86,8.66,5.95,4.59,4.97
671,4.82,4.41,0.41,0.00,2.77,8.39,5.75,4.89,4.52
672,5.25,4.24,1.01,0.00,2.63,8.52,6.02,5.28,4.19
673,4.47,4.38,0.09,0.00,3.21,9.47,6.42,4.54,4.42
674,4.01,5.73,1.72,0.03,2.70,8.00,5.44,4.09,5.99
675,5.77,5.85,0.08,0.14,3.94,7.14,3.40,6.35,6.32
676,5.80,5.40,0.39,0.05,4.26,8.00,3.95,6.11,5.54
677,5.93,6.03,0.09,0.12,4.41,7.39,3.20,6.24,6.65
678,4.48,5.30,0.82,0.00,3.89,9.30,5.60,4.64,5.35
679,4.50,4.46,0.04,0.00,2.90,9.17,6.42,4.43,4.34
680,5.56,5.82,0.25,0.02,4.44,8.00,3.78,5.90,6.18
681,4.07,4.70,0.63,0.00,3.26,9.63,6.54,4.14,4.61
682,5.78,4.48,1.29,0.05,3.24,8.00,4.92,6.23,4.54
683,5.96,4.53,1.43,0.00,3.32,7.86,4.70,6.15,4.79
684,4.48,4.42,0.07,0.00,3.97,10.01,6.24,4.54,4.59
685,4.83,4.76,0.07,0.00,2.73,8.37,5.78,4.70,4.79
686,4.52,5.94,1.42,0.01,3.11,8.00,5.05,4.37,6.40
687,5.75,5.25,0.50,0.01,3.54,7.68,4.33,5.84,5.38
688,4.74,4.29,0.45,0.01,4.04,10.06,6.22,4.81,4.34
689,6.06,4.64,1.42,0.05,3.64,8.00,4.54,6.20,4.78
690,5.91,5.66,0.25,0.07,3.76,7.39,3.82,6.18,5.85
691,5.85,4.29,1.56,0.02,3.21,7.67,4.62,6.23,4.51
692,5.83,4.47,1.36,0.01,3.26,8.00,4.91,6.10,4.34
693,6.24,5.83,0.42,0.03,3.75,6.69,3.12,6.26,6.49
694,5.82,5.66,0.16,0.02,3.28,7.06,3.94,6.15,6.05
695,4.48,5.64,1.16,0.06,3.40,8.00,4.77,4.80,6.31
696,4.18,5.75,1.57,0.01,3.38,8.43,5.22,4.53,6.28
697,5.89,4.61,1.28,0.01,3.05,7.65,4.75,6.23,4.44
698,4.25,4.65,0.40,0.00,3.64,9.55,6.10,4.32,5.03
699,4.69,5.76,1.07,0.02,3.05,8.00,5.10,4.55,6.15
700,5.82,5.22,0.61,0.02,3.73,7.66,4.12,6.18,5.21
701,4.53,4.37,0.16,0.00,2.84,9.11,6.41,4.38,4.22
702,4.13,4.51,0.38,0.00,2.49,8.86,6.50,4.22,4.61
703,4.36,6.04,1.68,0.02,2.96,7.65,4.84,4.58,6.16
704,5.73,4.62,1.12,0.07,3.53,8.00,4.65,6.20,4.88
705,4.09,5.03,0.94,0.00,2.81,8.68,6.01,4.19,5.20
706,5.70,4.17,1.54,0.03,3.25,8.44,5.35,6.14,4.26
707,4.51,4.19,0.33,0.00,2.00,8.31,6.41,4.55,4.13
708,4.50,4.64,0.14,0.00,2.40,8.48,6.20,4.56,4.58
709,4.39,4.97,0.58,0.01,3.87,9.55,5.88,4.41,5.02
710,4.14,5.22,1.08,0.00,2.73,8.29,5.70,4.34,5.42
711,5.57,4.12,1.45,0.00,3.11,8.37,5.41,5.59,4.49
712,4.25,5.72,1.47,0.07,2.67,7.79,5.25,4.38,5.91
713,5.82,5.55,0.28,0.04,3.68,6.95,3.45,6.45,6.15
714,5.55,4.55,1.00,0.04,3.24,8.00,4.92,6.13,4.71
715,6.04,4.10,1.94,0.00,4.08,8.93,5.05,6.15,4.41
716,6.19,4.29,1.90,0.00,3.53,8.33,4.98,6.47,4.45
717,5.06,4.89,0.17,0.01,3.07,8.22,5.30,5.15,4.93
718,4.55,4.89,0.34,0.00,3.14,8.76,5.77,4.55,4.98
719,4.42,4.44,0.02,0.00,1.97,8.00,6.13,4.45,4.80
720,5.37,4.66,0.72,0.00,2.71,7.42,4.84,5.72,4.96
721,6.13,4.06,2.08,0.02,3.30,8.00,4.86,6.41,4.22
722,4.92,4.24,0.68,0.01,2.76,8.30,5.68,5.21,4.47
723,5.85,4.47,1.38,0.07,3.34,7.99,4.81,6.54,4.39
724,4.75,3.96,0.79,0.00,2.11,8.27,6.26,4.73,4.12
725,4.45,5.93,1.48,0.03,2.75,7.21,4.60,4.58,6.61
726,4.66,4.26,0.40,0.00,3.37,9.07,5.87,4.88,4.68
727,4.35,4.26,0.09,0.00,3.74,10.19,6.63,4.45,4.28
728,6.04,6.17,0.12,0.18,3.56,6.62,3.23,6.27,6.52
729,5.26,4.09,1.17,0.00,3.56,9.12,5.75,5.39,4.20
730,5.82,4.84,0.98,0.03,3.57,8.00,4.61,6.38,4.85
731,4.53,4.24,0.29,0.00,3.08,9.45,6.53,4.58,4.30
732,5.92,5.72,0.20,0.03,4.89,8.00,3.35,6.39,6.18
733,4.45,4.42,0.03,0.00,3.40,9.57,6.34,4.56,4.50
734,5.49,5.53,0.04,0.00,3.22,7.10,4.04,5.70,5.82
735,4.35,6.02,1.67,0.07,3.04,7.37,4.48,4.69,6.62
736,3.80,4.40,0.60,0.00,3.43,10.25,6.99,3.85,4.51
737,4.77,4.42,0.35,0.00,4.06,9.77,5.91,4.88,4.54
738,4.54,4.37,0.17,0.00,4.20,10.48,6.48,4.43,4.44
739,5.78,6.08,0.29,0.17,3.86,7.04,3.37,6.43,6.08
740,5.72,4.23,1.50,0.02,3.04,8.00,5.12,5.93,4.33
741,4.51,4.08,0.43,0.00,3.40,9.90,6.67,4.42,4.17
742,4.71,5.62,0.91,0.00,3.28,8.00,4.88,4.85,6.05
743,4.16,4.73,0.56,0.00,3.89,9.79,6.10,4.35,4.88
744,6.08,5.96,0.11,0.10,4.04,7.09,3.25,6.39,6.13
745,5.98,4.96,1.02,0.02,3.22,7.44,4.39,6.40,5.00
746,5.95,4.30,1.65,0.01,3.21,8.05,4.99,6.18,4.45
747,4.22,4.23,0.01,0.00,3.11,9.64,6.68,4.48,4.39
748,4.13,5.77,1.64,0.01,3.33,8.03,4.87,4.37,6.04
749,4.61,4.21,0.40,0.00,2.96,9.05,6.23,4.69,4.32
750,4.41,4.38,0.02,0.00,4.05,10.31,6.46,4.45,4.42
751,4.56,6.05,1.49,0.09,3.46,8.00,4.71,4.70,6.40
752,4.99,4.52,0.47,0.00,2.44,8.09,5.77,4.85,4.85
753,4.66,5.33,0.67,0.01,3.18,7.97,4.95,4.61,5.60
754,5.79,5.46,0.33,0.00,4.14,8.00,4.07,5.72,6.11
755,4.61,4.65,0.04,0.00,2.41,8.24,5.95,4.48,4.87
756,4.54,4.38,0.16,0.00,4.19,10.29,6.31,4.47,4.63
757,4.09,5.00,0.91,0.00,2.74,8.57,5.97,4.16,5.16
758,6.03,5.84,0.19,0.04,2.75,5.88,3.26,6.43,6.12
759,4.07,4.69,0.62,0.00,2.20,8.54,6.45,4.20,4.60
760,5.81,5.62,0.20,0.01,2.56,6.29,3.86,6.19,6.05
761,4.76,4.54,0.22,0.00,3.35,9.22,6.03,4.90,4.53
762,4.85,4.47,0.38,0.00,2.29,8.00,5.83,4.90,4.59
763,4.77,4.10,0.67,0.00,2.98,8.85,6.02,5.10,4.18
764,4.45,4.57,0.12,0.00,3.17,9.02,6.01,4.60,4.56
765,5.88,4.38,1.50,0.03,3.47,8.00,4.70,6.57,4.54
766,4.33,4.62,0.29,0.00,3.10,9.12,6.17,4.44,4.56
767,4.52,5.86,1.33,0.04,3.41,8.00,4.76,4.62,6.10
768,6.04,5.85,0.19,0.01,3.23,6.69,3.62,6.19,6.15
769,4.17,4.74,0.56,0.00,3.60,9.68,6.26,4.14,4.76
770,5.42,4.48,0.94,0.00,2.92,7.97,5.19,5.67,4.51
771,4.48,4.36,0.12,0.00,3.48,9.64,6.33,4.66,4.50
772,5.69,4.07,1.61,0.01,4.18,9.43,5.46,5.83,4.43
773,4.48,5.83,1.36,0.02,2.86,7.74,5.02,4.39,6.32
774,4.74,5.60,0.85,0.00,3.14,7.86,4.88,4.71,5.98
775,4.57,4.45,0.12,0.00,2.16,8.19,6.13,4.58,4.75
776,6.00,4.68,1.32,0.07,3.72,8.00,4.47,6.15,4.79
777,4.42,4.46,0.04,0.00,4.34,10.71,6.59,4.60,4.42
778,4.27,4.61,0.34,0.00,2.29,8.56,6.38,4.32,4.54
779,5.82,5.90,0.07,0.12,3.82,7.14,3.51,6.10,6.22
780,5.98,5.84,0.14,0.02,3.44,6.58,3.32,6.21,6.24
781,4.71,6.12,1.41,0.07,3.62,8.00,4.56,4.77,6.24
782,4.33,4.33,0.00,0.00,2.83,9.36,6.67,4.44,4.32
783,6.03,4.61,1.43,0.04,3.43,8.00,4.74,6.40,4.65
784,4.85,4.36,0.50,0.00,3.32,9.28,6.12,4.79,4.41
785,4.62,4.15,0.47,0.00,3.13,9.33,6.35,4.73,4.10
786,5.25,4.88,0.37,0.00,2.99,7.71,4.87,5.43,5.13
787,4.88,4.42,0.46,0.00,2.76,8.63,6.01,4.82,4.55
788,4.25,5.80,1.55,0.00,2.98,8.00,5.17,4.29,6.28
789,5.78,4.95,0.82,0.05,3.65,7.55,4.08,5.95,5.19
790,4.33,5.81,1.48,0.00,3.50,8.27,4.95,4.38,6.37
791,4.50,5.12,0.62,0.00,3.79,9.39,5.79,4.62,5.26
792,4.40,5.55,1.15,0.04,3.29,8.26,5.13,4.56,5.58
793,6.02,4.51,1.52,0.03,3.60,8.00,4.58,6.45,4.74
794,4.94,4.42,0.52,0.00,3.10,8.52,5.58,5.20,4.39
795,5.86,4.17,1.69,0.03,3.17,8.00,4.99,6.58,4.19
796,4.54,4.50,0.04,0.01,3.02,9.04,6.17,4.52,4.74
797,5.57,4.48,1.09,0.00,3.40,8.48,5.25,5.91,4.59
798,5.51,5.28,0.23,0.01,3.68,7.90,4.40,5.75,5.51
799,4.35,4.53,0.18,0.00,3.03,9.00,6.13,4.48,4.75
800,6.02,4.40,1.62,0.06,3.45,7.94,4.67,6.42,4.49
801,4.40,4.30,0.10,0.00,3.60,9.69,6.27,4.60,4.60
802,5.66,5.99,0.33,0.01,4.32,7.63,3.52,5.84,6.28
803,4.91,4.32,0.59,0.00,3.01,8.29,5.43,5.29,4.37
804,4.55,3.90,0.65,0.00,2.76,8.94,6.32,4.63,4.20
805,5.71,4.50,1.21,0.01,3.37,8.00,4.80,5.98,4.49
806,5.84,5.97,0.12,0.06,3.45,6.54,3.26,6.11,6.22
807,4.13,4.09,0.04,0.00,3.32,9.95,6.80,4.48,4.17
808,4.37,4.33,0.04,0.00,3.40,9.24,6.01,4.47,4.60
809,5.57,5.87,0.30,0.07,2.75,6.41,3.81,5.65,6.23
810,5.10,4.43,0.67,0.00,3.33,8.69,5.53,4.99,4.74
811,4.97,4.73,0.24,0.02,2.62,8.00,5.51,5.15,4.55
812,4.25,5.26,1.01,0.00,2.36,8.02,5.78,4.36,5.42
813,5.86,5.34,0.52,0.00,2.58,6.32,3.86,6.07,5.57
814,4.03,4.92,0.89,0.00,3.43,9.72,6.46,4.08,5.15
815,4.28,4.51,0.23,0.00,3.19,9.39,6.36,4.42,4.68
816,4.65,4.67,0.02,0.00,3.28,8.63,5.52,4.90,4.91
817,6.28,4.48,1.80,0.03,3.44,8.00,4.73,6.53,4.47
818,5.99,4.16,1.83,0.07,3.17,8.00,4.99,6.36,4.28
819,4.55,4.62,0.07,0.00,2.72,8.54,5.95,4.74,4.51
820,4.46,4.68,0.22,0.00,3.77,9.57,5.99,4.57,4.69
821,5.90,5.90,0.00,0.03,4.82,8.00,3.42,6.22,6.28
822,4.72,5.69,0.97,0.00,3.24,8.00,4.93,4.66,6.40
823,4.34,4.70,0.35,0.00,2.72,8.60,6.02,4.32,4.70
824,4.25,4.99,0.74,0.00,2.88,8.66,5.93,4.39,5.15
825,4.14,5.68,1.54,0.00,3.21,8.00,4.95,4.20,6.48
826,5.10,4.75,0.35,0.02,3.73,8.84,5.29,5.59,4.46
827,4.72,5.84,1.12,0.01,3.52,8.00,4.66,4.82,6.21
828,5.85,5.91,0.06,0.04,4.12,7.38,3.47,6.34,6.13
829,4.43,4.32,0.11,0.01,2.50,8.71,6.34,4.63,4.38
830,4.01,5.38,1.37,0.01,2.88,8.41,5.67,4.09,5.61
831,6.01,4.97,1.03,0.01,3.89,8.00,4.31,6.58,5.07
832,4.97,4.54,0.44,0.01,2.59,8.00,5.54,5.11,4.57
833,4.62,4.82,0.20,0.00,2.63,8.00,5.51,4.64,5.02
834,6.00,5.00,1.00,0.03,3.41,7.43,4.19,6.36,5.09
835,4.73,4.87,0.14,0.00,2.69,8.04,5.49,4.85,4.73
836,4.81,4.80,0.01,0.00,2.71,8.19,5.62,4.76,4.93
837,4.34,6.06,1.72,0.08,3.33,7.71,4.55,4.58,6.32
838,4.04,4.55,0.51,0.00,2.48,8.77,6.41,4.25,4.79
839,5.40,4.43,0.97,0.00,3.07,8.24,5.33,5.54,4.54
840,4.64,5.55,0.92,0.01,3.20,7.93,4.88,4.67,5.90
841,5.75,4.43,1.33,0.04,2.85,7.49,4.79,6.26,4.52
842,4.30,4.67,0.36,0.00,3.62,9.68,6.24,4.31,4.90
843,4.56,6.14,1.58,0.02,2.91,7.16,4.39,4.73,6.44
844,5.79,5.86,0.07,0.11,2.78,6.16,3.53,6.23,6.29
845,5.98,5.80,0.18,0.03,3.62,6.94,3.51,6.52,6.15
846,5.97,4.59,1.37,0.01,3.43,8.28,5.02,6.25,4.55
847,4.54,5.85,1.31,0.02,2.72,7.24,4.66,4.62,6.43
848,4.69,4.17,0.51,0.00,3.03,9.01,6.13,4.75,4.33
849,4.50,4.69,0.20,0.00,3.01,9.14,6.28,4.44,4.54
850,5.86,4.44,1.42,0.07,2.78,7.13,4.49,6.32,4.57
851,6.26,4.88,1.38,0.02,3.50,7.68,4.35,6.35,5.23
852,5.80,6.10,0.30,0.10,2.66,5.43,2.90,6.39,6.48
853,4.31,6.06,1.75,0.02,3.14,8.00,5.01,4.41,6.47
854,4.23,5.96,1.73,0.02,3.41,8.17,4.93,4.30,6.24
855,5.65,4.02,1.63,0.03,3.88,8.97,5.29,5.97,4.13
856,4.28,4.34,0.06,0.00,3.42,9.90,6.65,4.32,4.40
857,4.67,4.35,0.32,0.00,2.87,9.32,6.59,4.56,4.22
858,4.07,5.40,1.33,0.02,2.65,8.00,5.49,4.09,5.76
859,4.67,4.47,0.20,0.00,3.12,8.93,5.96,4.77,4.43
860,4.37,4.62,0.26,0.00,3.43,9.26,6.00,4.50,4.68
861,4.74,4.91,0.17,0.01,2.70,7.79,5.22,5.01,5.16
862,5.07,4.46,0.61,0.03,2.60,8.00,5.53,5.48,4.34
863,4.47,5.75,1.28,0.01,3.30,7.96,4.83,4.54,6.30
864,4.33,4.29,0.04,0.00,3.49,9.38,6.06,4.59,4.43
865,4.38,5.85,1.47,0.02,2.97,7.71,4.89,4.41,6.13
866,4.99,4.89,0.10,0.01,3.62,8.82,5.38,5.24,4.83
867,6.40,4.68,1.72,0.06,3.48,8.00,4.69,6.41,4.46
868,4.83,5.95,1.12,0.02,3.58,8.00,4.60,4.71,6.23
869,5.75,5.93,0.19,0.07,3.66,7.21,3.74,6.13,6.33
870,4.55,4.93,0.38,0.00,3.19,8.82,5.78,4.61,4.82
871,4.32,4.19,0.13,0.00,3.40,10.09,6.86,4.28,4.11
872,5.79,5.71,0.08,0.02,3.81,7.63,4.01,5.85,6.23
873,6.09,5.73,0.37,0.02,3.64,6.66,3.21,6.44,6.35
874,4.78,6.34,1.56,0.12,4.00,8.00,4.20,4.88,6.48
875,5.70,5.20,0.51,0.09,3.96,8.00,4.24,6.18,5.35
876,6.08,4.27,1.81,0.01,3.33,8.00,4.84,6.32,4.52
877,4.77,4.96,0.19,0.01,2.85,8.00,5.29,4.88,5.02
878,4.27,4.65,0.38,0.00,3.09,9.17,6.24,4.26,4.63
879,4.33,4.52,0.19,0.00,3.28,9.72,6.60,4.22,4.40
880,5.92,5.78,0.14,0.09,3.25,6.49,3.40,6.33,6.10
881,5.20,4.70,0.51,0.00,4.17,9.38,5.42,5.40,4.62
882,6.01,4.20,1.81,0.00,3.48,8.38,5.07,6.10,4.45
883,4.60,5.64,1.04,0.01,3.21,8.09,5.04,4.63,5.84
884,4.40,4.23,0.17,0.00,4.47,10.67,6.42,4.59,4.41
885,5.72,5.04,0.68,0.00,2.94,7.25,4.45,5.99,5.36
886,5.64,4.91,0.73,0.00,3.55,7.99,4.62,5.76,4.92
887,4.67,6.32,1.65,0.17,3.90,8.00,4.30,4.81,6.61
888,5.04,4.15,0.89,0.00,3.85,9.25,5.59,5.28,4.46
889,4.06,4.43,0.37,0.00,3.26,9.82,6.72,4.02,4.60
890,4.65,4.73,0.08,0.02,3.73,9.17,5.63,4.78,4.89
891,5.73,6.14,0.41,0.07,3.44,6.60,3.33,6.21,6.36
892,4.51,5.56,1.06,0.00,4.68,9.71,5.26,4.50,5.69
893,5.13,5.97,0.84,0.01,5.00,9.05,4.29,5.32,6.35
894,4.44,4.44,0.00,0.00,4.32,10.44,6.33,4.53,4.45
895,4.87,5.76,0.89,0.00,2.84,7.31,4.61,4.85,6.26
896,4.52,5.95,1.43,0.03,3.02,7.61,4.74,4.52,6.60
897,6.14,4.25,1.89,0.05,3.04,7.70,4.82,6.56,4.34
898,6.33,4.18,2.15,0.11,3.33,8.00,4.83,6.44,4.02
899,4.34,4.28,0.06,0.00,3.36,9.48,6.29,4.47,4.34
900,5.77,5.62,0.14,0.06,3.91,7.30,3.58,6.00,6.07
901,4.83,4.09,0.75,0.00,3.64,9.96,6.50,4.86,4.26
902,4.75,4.69,0.06,0.00,2.63,8.19,5.69,4.96,4.57
903,4.76,5.54,0.78,0.03,3.03,7.69,4.81,4.88,5.72
904,5.91,4.22,1.68,0.03,2.86,7.58,4.86,6.26,4.24
905,4.45,4.56,0.11,0.00,2.59,8.40,5.94,4.49,4.63
906,5.34,5.83,0.49,0.03,4.09,8.00,4.11,5.27,6.38
907,4.31,5.92,1.62,0.01,2.90,7.69,4.93,4.59,6.04
908,4.64,5.86,1.22,0.00,3.13,7.49,4.52,4.75,6.30
909,5.72,4.34,1.38,0.04,3.42,8.19,4.95,6.04,4.53
910,4.92,5.87,0.95,0.02,3.40,7.66,4.43,4.90,6.37
911,4.86,4.73,0.13,0.00,2.60,8.04,5.56,5.06,4.75
912,5.54,5.93,0.40,0.20,5.01,8.15,3.38,6.19,6.39
913,5.74,6.02,0.28,0.14,3.55,6.75,3.38,6.12,6.08
914,4.38,6.05,1.67,0.07,3.40,8.00,4.77,4.56,6.43
915,4.66,3.93,0.72,0.00,3.12,9.78,6.81,4.63,3.90
916,4.41,5.39,0.98,0.00,3.65,9.03,5.56,4.56,5.55
917,4.54,4.07,0.46,0.00,3.05,9.33,6.43,4.43,4.36
918,5.85,4.25,1.60,0.08,3.24,8.11,5.03,6.19,4.14
919,4.50,4.40,0.10,0.00,2.73,9.08,6.48,4.45,4.54
920,5.04,4.07,0.96,0.00,2.77,8.46,5.83,5.24,4.33
921,4.63,4.59,0.05,0.00,2.47,8.45,6.10,4.51,4.81
922,5.50,5.56,0.05,0.11,3.07,7.08,4.17,5.78,5.63
923,5.75,4.34,1.41,0.07,3.42,8.00,4.75,6.33,4.51
924,6.10,4.53,1.57,0.02,3.37,8.00,4.80,6.47,4.49
925,4.89,4.58,0.31,0.00,3.00,8.62,5.77,5.03,4.70
926,4.05,5.81,1.75,0.02,3.21,8.18,5.13,4.15,6.18
927,4.28,4.69,0.41,0.00,3.53,9.89,6.54,4.31,4.68
928,5.85,4.64,1.21,0.01,3.78,8.26,4.67,6.33,4.73
929,4.22,4.66,0.44,0.00,3.56,9.53,6.15,4.39,4.64
930,5.27,4.26,1.02,0.00,5.32,10.80,5.75,5.48,4.43
931,4.37,5.68,1.30,0.02,2.95,8.00,5.20,4.56,6.30
932,4.90,4.71,0.19,0.00,2.71,8.00,5.43,5.23,4.75
933,4.21,4.51,0.30,0.00,3.27,9.47,6.36,4.35,4.49
934,4.40,4.39,0.00,0.00,3.10,8.92,5.97,4.68,4.36
935,4.22,4.89,0.67,0.01,3.67,9.30,5.82,4.38,4.95
936,5.88,4.46,1.42,0.00,3.25,7.89,4.81,6.25,4.84
937,5.35,4.43,0.92,0.02,3.12,8.48,5.52,5.54,4.49
938,4.49,4.08,0.41,0.00,3.15,9.54,6.54,4.57,4.17
939,5.73,4.41,1.32,0.00,3.92,8.63,4.91,5.87,4.40
940,6.06,5.93,0.13,0.05,4.18,7.22,3.25,6.31,6.51
941,5.44,4.48,0.96,0.00,3.86,9.36,5.69,5.51,4.47
942,4.33,5.90,1.56,0.05,3.17,7.88,4.87,4.45,6.47
943,5.96,4.96,1.00,0.05,3.55,8.00,4.62,6.28,4.79
944,4.57,4.41,0.17,0.00,3.56,9.47,6.09,4.73,4.61
945,5.75,5.51,0.24,0.01,2.81,6.36,3.69,5.80,5.99
946,4.48,6.07,1.58,0.15,4.06,8.27,4.41,4.59,6.56
947,4.29,6.29,2.00,0.12,3.48,8.00,4.69,4.44,6.46
948,4.44,5.95,1.50,0.00,3.17,8.00,4.99,4.37,6.38
949,5.81,5.02,0.79,0.03,3.22,7.49,4.44,5.90,5.45
950,4.88,4.15,0.72,0.00,3.60,9.72,6.30,4.86,4.21
951,4.25,4.47,0.22,0.00,2.85,9.01,6.30,4.35,4.65
952,4.99,5.90,0.91,0.01,3.69,7.83,4.33,5.23,6.33
953,6.06,3.78,2.28,0.12,2.32,7.11,4.90,6.53,4.03
954,4.27,4.17,0.10,0.00,3.06,9.25,6.34,4.39,4.27
955,4.21,4.64,0.43,0.01,2.98,9.21,6.38,4.29,4.58
956,4.15,4.31,0.16,0.00,3.39,9.91,6.69,4.26,4.48
957,4.85,5.52,0.67,0.00,2.58,7.52,5.07,4.71,5.70
958,5.94,4.73,1.21,0.05,2.55,7.06,4.63,6.18,4.66
959,5.89,4.81,1.08,0.02,3.18,7.66,4.64,6.22,4.89
960,4.19,4.50,0.31,0.00,2.56,8.75,6.32,4.33,4.60
961,5.99,5.61,0.38,0.02,3.89,7.19,3.50,6.32,5.94
962,4.57,4.06,0.52,0.00,3.07,9.62,6.70,4.67,4.10
963,6.31,4.30,2.01,0.12,3.68,8.00,4.50,6.71,4.47
964,4.47,4.43,0.04,0.00,3.51,9.22,5.88,4.76,4.65
965,6.03,4.13,1.90,0.04,3.16,8.00,5.00,6.66,4.10
966,6.25,4.54,1.71,0.08,2.99,7.08,4.24,6.57,4.71
967,4.81,4.43,0.38,0.00,3.21,9.03,5.98,5.02,4.49
968,4.63,4.93,0.30,0.00,3.84,9.40,5.75,4.63,5.08
969,5.81,4.69,1.12,0.06,3.47,7.74,4.44,6.19,4.53
970,5.48,4.38,1.11,0.00,2.87,8.00,5.27,5.77,4.39
971,4.45,4.38,0.07,0.00,4.16,10.47,6.52,4.46,4.67
972,5.55,5.54,0.01,0.03,3.14,6.65,3.66,5.94,5.98
973,4.51,5.09,0.58,0.00,2.71,8.43,5.85,4.31,5.33
974,6.03,4.76,1.27,0.10,4.10,8.00,4.10,6.58,4.87
975,4.53,5.87,1.34,0.03,3.28,8.00,4.88,4.50,6.10
976,5.12,5.80,0.68,0.02,3.06,7.06,4.16,5.37,6.03
977,4.11,5.82,1.71,0.03,2.91,8.04,5.28,4.18,6.14
978,4.90,4.67,0.24,0.00,3.86,9.49,5.82,5.03,4.72
979,5.75,5.84,0.09,0.13,3.59,6.81,3.40,6.32,6.20
980,4.48,5.15,0.66,0.00,2.75,8.00,5.39,4.59,5.61
981,6.16,4.29,1.86,0.07,3.47,8.00,4.70,6.34,4.33
982,5.94,6.27,0.33,0.06,4.69,7.85,3.40,5.89,6.44
983,4.54,4.10,0.44,0.00,2.80,9.25,6.59,4.47,4.30
984,5.56,4.20,1.36,0.05,2.97,8.00,5.18,5.90,4.43
985,6.15,4.39,1.76,0.08,3.19,8.00,4.97,6.35,4.27
986,4.88,4.71,0.17,0.01,2.54,8.05,5.63,4.71,4.80
987,5.46,4.84,0.62,0.00,3.39,8.19,4.97,5.58,4.88
988,4.80,4.53,0.27,0.00,2.85,8.00,5.29,5.13,5.09
989,4.61,4.78,0.16,0.01,3.49,8.88,5.57,4.94,4.83
990,5.81,4.62,1.19,0.02,3.35,8.00,4.82,6.14,4.54
991,4.40,4.60,0.20,0.00,2.57,8.72,6.27,4.41,4.71
992,4.67,4.47,0.20,0.00,3.35,9.06,5.88,4.73,4.41
993,4.87,5.92,1.05,0.03,3.47,7.75,4.46,5.09,6.19
994,4.76,5.84,1.08,0.02,3.68,8.00,4.50,4.83,6.05
995,4.40,6.01,1.61,0.02,3.41,8.01,4.77,4.44,6.41
996,4.36,5.48,1.11,0.02,2.77,7.78,5.15,4.41,5.68
997,4.30,5.80,1.49,0.01,3.59,8.00,4.59,4.62,6.44
998,4.02,4.36,0.35,0.00,4.15,10.73,6.79,4.18,4.52
999,5.22,4.05,1.17,0.00,3.18,8.80,5.78,5.30,4.33
