,NetLoss0,NetLoss1,$|L_2 - L_1|$,$P(L > Q(0.6))$,Required Capital,Payout CVaR,Average Cost,a_1,a_2,b_1,b_2
0,25.80,22.49,3.31,0.04,23.49,55.69,33.38,0.83,0.89,-19.17,-22.60
1,26.75,23.79,2.96,0.07,17.20,46.42,30.09,0.91,0.87,-26.30,-22.12
2,23.42,25.52,2.10,0.05,29.68,60.12,31.92,0.85,0.86,-20.12,-22.28
3,25.29,23.84,1.45,0.04,20.72,53.54,33.85,0.91,0.88,-22.85,-21.62
4,24.56,25.05,0.49,0.05,36.34,66.39,31.87,0.89,0.89,-22.54,-22.64
5,26.13,24.87,1.27,0.04,37.20,66.55,31.21,0.84,0.90,-21.25,-24.66
6,23.27,28.25,4.98,0.12,25.59,58.18,33.87,0.84,0.93,-18.74,-26.93
7,25.57,23.51,2.06,0.03,24.10,54.32,31.42,0.89,0.88,-22.58,-21.34
8,23.73,25.60,1.86,0.06,24.23,56.06,33.04,0.86,0.88,-20.03,-23.67
9,22.39,26.27,3.88,0.08,14.84,47.31,33.21,0.89,0.90,-21.23,-23.18
10,23.46,26.33,2.86,0.07,36.32,67.16,32.66,0.88,0.92,-20.88,-25.48
11,23.13,27.05,3.93,0.06,29.92,61.38,32.96,0.88,0.87,-22.66,-22.02
12,25.34,24.93,0.41,0.07,23.81,52.11,29.50,0.90,0.87,-24.92,-21.24
13,23.02,26.83,3.81,0.08,12.89,45.17,32.93,0.89,0.89,-21.78,-23.57
14,20.89,23.76,2.87,0.11,23.89,59.02,36.32,0.89,0.88,-17.85,-18.99
15,25.89,25.45,0.44,0.11,30.59,61.97,32.91,0.89,0.84,-23.38,-20.15
16,26.85,26.71,0.14,0.08,25.98,52.77,28.08,0.88,0.88,-24.59,-23.90
17,25.59,26.05,0.46,0.04,27.13,57.02,31.25,0.89,0.89,-22.81,-23.89
18,23.46,27.25,3.79,0.07,22.48,53.44,32.09,0.90,0.91,-22.68,-24.69
19,22.71,24.80,2.09,0.05,26.77,58.85,33.42,0.88,0.90,-20.59,-22.73
20,24.61,25.04,0.43,0.04,21.00,50.82,30.88,0.89,0.87,-22.75,-22.33
21,26.28,21.79,4.49,0.09,24.62,58.44,35.05,0.86,0.83,-23.02,-15.11
22,25.60,25.78,0.18,0.06,18.60,47.37,29.71,0.87,0.87,-22.37,-23.40
23,25.61,25.68,0.07,0.10,31.21,60.48,30.83,0.89,0.86,-23.81,-22.71
24,25.02,26.10,1.08,0.16,21.45,52.71,32.33,0.89,0.85,-24.32,-19.31
25,23.20,23.16,0.04,0.05,18.39,51.76,34.28,0.91,0.84,-23.12,-17.12
26,21.38,26.31,4.94,0.09,22.61,55.68,34.21,0.86,0.92,-17.38,-25.54
27,22.90,25.56,2.66,0.01,19.71,49.66,30.93,0.84,0.85,-18.35,-23.37
28,27.17,24.62,2.55,0.08,20.31,47.46,28.16,0.87,0.94,-23.10,-26.73
29,24.02,25.63,1.61,0.06,22.07,54.25,33.28,0.89,0.89,-22.58,-22.42
30,24.57,27.11,2.55,0.03,28.23,57.35,30.53,0.92,0.90,-24.72,-24.92
31,24.53,26.90,2.37,0.10,25.30,55.16,31.13,0.86,0.85,-20.97,-23.01
32,22.19,26.55,4.36,0.05,33.01,64.18,32.82,0.89,0.88,-21.83,-23.99
33,24.51,25.98,1.47,0.04,18.04,48.29,31.16,0.87,0.90,-21.28,-25.07
34,27.46,24.07,3.40,0.06,21.08,50.97,30.95,0.91,0.84,-25.85,-20.27
35,21.96,26.55,4.59,0.09,27.31,59.59,33.64,0.87,0.88,-19.49,-22.76
36,24.87,23.75,1.12,0.08,22.65,54.47,32.96,0.87,0.86,-21.21,-20.80
37,25.04,21.70,3.34,0.05,25.36,58.13,34.04,0.88,0.78,-23.69,-13.33
38,24.26,23.76,0.51,0.04,24.11,58.10,35.19,0.84,0.88,-18.45,-22.99
39,24.96,25.63,0.67,0.04,18.31,46.19,28.79,0.89,0.91,-22.25,-26.21
40,26.15,24.45,1.70,0.10,23.82,56.49,33.87,0.89,0.88,-23.17,-21.48
41,26.67,25.10,1.57,0.05,40.60,71.74,33.17,0.89,0.92,-23.26,-25.03
42,21.56,25.43,3.87,0.08,17.88,51.28,34.29,0.84,0.88,-17.27,-21.47
43,23.15,24.90,1.75,0.08,24.12,56.55,33.64,0.86,0.88,-19.93,-21.87
44,28.13,25.33,2.80,0.03,23.28,50.37,28.26,0.91,0.89,-26.91,-24.25
45,23.56,25.15,1.59,0.05,22.09,53.93,32.94,0.83,0.86,-18.38,-22.57
46,24.78,23.96,0.82,0.06,20.85,52.61,32.80,0.89,0.83,-22.58,-19.05
47,22.43,27.08,4.65,0.05,20.65,50.43,30.82,0.87,0.90,-20.70,-24.56
48,25.61,22.80,2.80,0.05,18.51,50.38,32.79,0.93,0.85,-25.56,-18.63
49,24.64,23.75,0.89,0.07,22.32,58.10,36.89,0.88,0.88,-20.33,-20.50
50,23.99,28.27,4.28,0.10,26.95,56.31,30.71,0.88,0.89,-23.28,-24.26
51,23.87,21.10,2.77,0.04,24.22,60.79,37.78,0.87,0.84,-20.43,-15.98
52,25.77,24.14,1.63,0.05,34.84,66.34,33.24,0.92,0.85,-26.77,-18.95
53,24.70,25.88,1.18,0.08,29.14,59.38,31.70,0.87,0.88,-21.34,-23.06
54,24.13,23.91,0.22,0.04,18.06,46.87,29.71,0.86,0.87,-22.28,-21.55
55,25.19,22.06,3.13,0.02,25.45,58.09,33.92,0.90,0.87,-23.38,-19.52
56,26.26,25.51,0.75,0.06,19.78,48.14,29.35,0.92,0.90,-24.98,-23.93
57,24.11,24.09,0.02,0.04,29.06,62.00,34.39,0.85,0.87,-19.34,-21.59
58,24.45,23.04,1.41,0.07,34.64,67.46,34.55,0.85,0.88,-19.53,-20.46
59,25.34,24.42,0.92,0.09,24.46,54.70,31.47,0.89,0.82,-24.51,-18.68
60,26.37,23.78,2.59,0.05,17.11,48.70,32.45,0.90,0.83,-25.24,-18.51
61,26.06,24.57,1.49,0.06,22.20,52.68,31.60,0.89,0.93,-22.40,-25.18
62,25.82,24.58,1.24,0.05,18.77,50.16,32.33,0.88,0.89,-22.55,-24.12
63,25.61,22.27,3.34,0.02,19.61,52.05,33.42,0.90,0.87,-23.59,-18.66
64,28.37,23.64,4.73,0.10,23.13,53.28,31.30,0.92,0.86,-25.76,-21.31
65,21.95,21.03,0.92,0.02,22.91,58.97,37.20,0.88,0.89,-17.62,-19.11
66,26.09,24.84,1.25,0.03,18.68,46.82,29.07,0.86,0.85,-23.62,-21.11
67,26.33,22.17,4.16,0.05,18.59,49.31,31.65,0.91,0.86,-23.32,-19.50
68,24.58,25.02,0.44,0.02,26.89,57.51,31.96,0.90,0.89,-23.02,-22.38
69,24.76,23.87,0.89,0.04,25.29,58.05,34.02,0.91,0.86,-24.13,-19.78
70,25.81,24.81,1.01,0.02,22.11,51.83,30.82,0.90,0.89,-24.11,-23.56
71,24.21,23.12,1.09,0.03,25.88,58.61,34.03,0.88,0.89,-21.50,-21.46
72,24.43,25.46,1.03,0.07,25.40,54.34,30.21,0.88,0.90,-22.63,-24.42
73,25.44,24.13,1.31,0.06,15.90,50.34,35.24,0.86,0.82,-21.27,-18.90
74,24.61,25.44,0.84,0.07,16.91,45.00,28.94,0.84,0.90,-21.71,-24.43
75,26.22,23.91,2.31,0.04,21.32,49.33,29.08,0.90,0.91,-23.34,-24.28
76,23.73,27.67,3.94,0.10,21.70,52.88,32.27,0.89,0.89,-23.18,-23.33
77,21.80,26.36,4.56,0.09,20.60,54.59,35.02,0.88,0.88,-20.42,-20.47
78,23.48,24.07,0.59,0.05,26.02,57.97,33.25,0.88,0.90,-21.88,-22.23
79,23.90,23.38,0.53,0.09,28.47,62.11,35.06,0.92,0.86,-22.60,-19.27
80,25.29,24.07,1.22,0.04,24.23,57.25,34.22,0.91,0.87,-24.18,-20.22
81,25.36,26.26,0.90,0.06,24.52,54.29,31.00,0.86,0.89,-23.04,-24.50
82,27.90,21.41,6.50,0.03,19.32,48.82,30.47,0.95,0.84,-28.79,-17.54
83,23.17,25.04,1.87,0.08,23.41,58.86,36.62,0.86,0.90,-18.43,-22.65
84,24.15,25.85,1.70,0.07,19.12,49.18,31.02,0.89,0.87,-21.81,-22.69
85,24.00,25.28,1.28,0.04,21.65,52.99,32.42,0.87,0.87,-22.15,-22.15
86,27.18,24.21,2.97,0.05,20.52,50.89,31.40,0.88,0.86,-24.68,-20.26
87,26.23,25.18,1.05,0.04,24.94,54.62,30.93,0.91,0.87,-25.80,-21.86
88,21.95,24.18,2.23,0.03,25.42,59.28,35.13,0.83,0.87,-18.35,-20.61
89,22.50,28.40,5.90,0.12,24.16,53.97,31.01,0.84,0.90,-18.57,-26.47
90,24.41,25.03,0.62,0.08,22.71,53.79,32.21,0.88,0.87,-22.64,-22.13
91,22.26,26.27,4.01,0.05,24.50,55.12,31.85,0.86,0.91,-18.67,-25.51
92,23.00,25.50,2.50,0.04,22.15,53.20,32.16,0.87,0.89,-20.50,-23.51
93,23.83,25.70,1.87,0.08,24.08,53.30,30.42,0.88,0.90,-22.13,-23.88
94,25.97,24.63,1.34,0.06,21.40,50.19,29.86,0.90,0.90,-24.30,-23.67
95,21.91,26.69,4.78,0.12,23.00,56.32,34.46,0.87,0.89,-19.78,-22.97
96,24.40,23.96,0.44,0.12,21.36,53.16,32.87,0.90,0.87,-24.59,-18.88
97,23.81,24.17,0.36,0.10,25.52,53.62,29.38,0.92,0.90,-24.92,-21.97
98,25.82,24.45,1.36,0.03,22.67,53.73,32.20,0.87,0.87,-22.84,-22.09
99,25.21,22.77,2.44,0.01,22.51,56.95,35.56,0.92,0.91,-22.70,-21.69
100,25.84,22.95,2.89,0.05,38.56,69.42,32.79,0.88,0.89,-22.68,-21.61
101,26.98,24.30,2.68,0.06,20.36,47.53,28.18,0.91,0.83,-26.00,-20.57
102,25.26,25.92,0.67,0.08,20.64,50.18,30.58,0.88,0.88,-23.62,-23.08
103,25.39,24.44,0.94,0.05,22.43,50.41,29.09,0.89,0.84,-25.16,-19.89
104,26.72,23.03,3.69,0.02,25.32,55.94,31.89,0.88,0.84,-24.56,-19.09
105,24.42,26.37,1.95,0.10,26.42,58.17,33.07,0.89,0.88,-23.29,-22.06
106,22.96,26.62,3.66,0.05,19.03,50.89,32.81,0.85,0.89,-20.32,-23.83
107,26.12,23.17,2.95,0.03,25.60,56.92,32.60,0.88,0.87,-23.52,-20.40
108,24.77,23.25,1.52,0.05,35.51,67.86,34.13,0.89,0.90,-22.26,-22.18
109,24.38,24.63,0.25,0.08,28.67,58.12,30.89,0.87,0.87,-21.73,-21.88
110,23.56,24.12,0.56,0.04,26.65,62.72,37.41,0.85,0.88,-18.17,-21.88
111,22.23,21.81,0.42,0.07,30.35,66.80,37.97,0.89,0.89,-19.12,-18.69
112,25.44,26.61,1.18,0.09,21.92,52.74,31.91,0.89,0.88,-22.89,-23.57
113,26.21,25.93,0.28,0.10,23.16,52.17,30.16,0.92,0.90,-26.54,-23.62
114,22.76,28.50,5.75,0.13,19.87,49.25,30.37,0.86,0.93,-20.47,-27.60
115,25.62,26.29,0.67,0.06,31.04,58.97,29.49,0.88,0.89,-23.39,-24.00
116,24.59,22.71,1.88,0.10,22.18,56.46,35.39,0.88,0.82,-23.12,-15.86
117,25.31,23.64,1.68,0.09,25.16,58.54,34.64,0.94,0.89,-25.76,-20.21
118,22.81,24.36,1.55,0.05,22.87,57.21,35.49,0.84,0.89,-18.28,-21.59
119,23.48,28.04,4.56,0.04,29.77,58.45,30.17,0.86,0.90,-20.21,-27.12
120,23.54,27.27,3.73,0.07,19.60,52.35,33.73,0.87,0.89,-20.24,-25.32
121,25.48,22.86,2.62,0.05,23.25,55.01,32.92,0.87,0.91,-21.37,-22.29
122,26.11,25.07,1.05,0.08,21.84,52.94,32.20,0.90,0.91,-22.70,-25.58
123,26.66,23.07,3.59,0.08,20.93,50.96,31.08,0.91,0.90,-23.33,-22.89
124,24.90,21.41,3.50,0.05,22.32,55.54,34.33,0.85,0.84,-19.59,-18.22
125,26.85,25.76,1.09,0.10,26.43,55.09,29.98,0.86,0.94,-21.36,-26.98
126,22.92,25.41,2.49,0.08,31.55,64.75,34.78,0.87,0.88,-20.46,-22.35
127,23.95,25.86,1.90,0.04,27.07,60.40,34.69,0.84,0.88,-18.81,-24.23
128,25.58,25.96,0.38,0.06,24.41,51.73,28.54,0.85,0.88,-21.08,-24.94
129,24.20,25.91,1.71,0.10,18.90,49.58,31.63,0.89,0.87,-23.34,-21.05
130,25.84,26.05,0.20,0.06,20.83,51.51,31.72,0.94,0.92,-25.45,-25.26
131,22.80,25.54,2.73,0.06,20.50,53.35,33.88,0.80,0.85,-16.58,-22.61
132,27.06,25.91,1.15,0.04,26.60,54.96,29.69,0.87,0.92,-22.48,-26.37
133,23.75,25.49,1.75,0.05,34.23,65.50,32.98,0.86,0.87,-20.05,-22.70
134,23.11,25.15,2.03,0.04,20.92,52.78,32.91,0.87,0.89,-20.43,-22.41
135,23.28,27.53,4.25,0.07,31.08,62.75,33.23,0.89,0.90,-21.07,-24.69
136,24.50,25.11,0.62,0.04,20.70,51.06,31.40,0.88,0.86,-23.71,-20.79
137,25.09,25.30,0.21,0.07,23.65,54.55,32.09,0.88,0.86,-22.89,-21.79
138,25.95,23.39,2.56,0.04,23.32,53.30,31.15,0.87,0.90,-22.63,-23.01
139,25.61,25.25,0.37,0.05,32.25,60.55,29.91,0.88,0.85,-24.04,-21.98
140,23.58,24.50,0.92,0.08,23.50,53.33,31.00,0.85,0.87,-19.75,-21.34
141,24.67,27.07,2.41,0.09,29.52,59.49,31.44,0.91,0.89,-24.16,-23.42
142,24.83,24.43,0.40,0.04,26.96,57.23,31.62,0.90,0.88,-23.74,-22.62
143,23.26,22.46,0.80,0.04,28.29,62.23,35.36,0.91,0.91,-21.83,-21.16
144,25.19,25.37,0.18,0.08,19.06,51.59,33.48,0.88,0.85,-24.10,-20.05
145,24.36,27.97,3.62,0.10,18.90,48.02,30.06,0.83,0.87,-19.69,-24.36
146,27.01,23.10,3.91,0.05,15.78,45.30,30.32,0.92,0.88,-25.78,-21.63
147,28.85,24.25,4.60,0.07,25.78,57.21,32.71,0.93,0.88,-26.53,-22.56
148,25.91,24.68,1.23,0.01,22.93,53.31,31.52,0.88,0.90,-23.03,-24.42
149,20.55,27.15,6.60,0.11,30.05,63.06,34.51,0.79,0.89,-12.41,-25.01
150,24.69,25.37,0.68,0.05,26.42,57.89,32.79,0.88,0.90,-23.24,-22.91
151,26.68,24.15,2.53,0.05,22.35,53.69,32.45,0.87,0.91,-22.52,-24.53
152,25.96,25.91,0.05,0.09,19.61,50.26,31.63,0.88,0.87,-22.19,-22.55
153,25.80,23.76,2.04,0.08,22.93,57.27,35.49,0.87,0.88,-21.55,-21.26
154,25.61,24.57,1.04,0.04,21.50,53.00,32.58,0.84,0.88,-20.26,-23.84
155,25.60,24.30,1.30,0.04,24.56,54.89,31.56,0.89,0.91,-22.56,-24.67
156,25.91,25.21,0.69,0.05,20.79,49.29,29.54,0.91,0.87,-25.79,-21.90
157,23.10,25.64,2.54,0.07,19.60,48.15,29.54,0.87,0.88,-21.00,-23.85
158,18.10,23.78,5.69,0.06,27.53,66.93,40.78,0.83,0.89,-13.65,-19.88
159,24.87,24.68,0.19,0.03,27.13,57.03,31.26,0.88,0.88,-22.65,-21.62
160,22.41,26.17,3.76,0.07,28.00,60.40,33.80,0.84,0.89,-17.32,-24.17
161,26.23,25.72,0.52,0.06,15.69,46.98,32.08,0.84,0.85,-21.23,-22.95
162,23.77,28.40,4.63,0.06,26.35,56.28,31.26,0.89,0.92,-22.94,-26.84
163,27.57,22.34,5.23,0.03,22.80,54.66,33.00,0.87,0.84,-23.41,-18.58
164,25.48,27.22,1.73,0.08,23.51,53.21,30.88,0.86,0.90,-21.92,-26.68
165,24.93,25.77,0.84,0.08,26.03,57.93,33.21,0.89,0.84,-23.04,-20.63
166,25.65,25.38,0.27,0.07,14.10,46.77,33.38,0.82,0.87,-19.12,-22.80
167,21.68,24.19,2.51,0.06,24.27,61.18,38.12,0.87,0.88,-18.38,-20.62
168,25.23,24.42,0.81,0.06,22.73,52.61,31.02,0.92,0.88,-24.94,-21.22
169,22.90,28.25,5.35,0.09,20.39,49.42,30.05,0.88,0.91,-21.18,-25.24
170,24.60,26.37,1.76,0.10,18.79,48.77,30.92,0.88,0.88,-22.80,-22.32
171,27.06,24.37,2.68,0.12,15.54,45.00,30.24,0.88,0.86,-24.13,-21.02
172,23.44,20.71,2.73,0.04,25.39,60.97,36.85,0.90,0.85,-21.92,-15.98
173,24.61,27.32,2.71,0.05,29.19,59.45,31.73,0.88,0.86,-23.61,-22.33
174,25.54,24.77,0.77,0.07,22.58,52.77,31.32,0.86,0.93,-20.89,-24.77
175,24.86,24.76,0.10,0.01,29.56,59.13,31.05,0.89,0.88,-22.02,-23.00
176,25.58,24.17,1.41,0.06,20.16,51.92,32.76,0.91,0.87,-24.03,-20.92
177,22.30,24.13,1.83,0.03,18.54,49.20,31.59,0.89,0.89,-21.51,-21.16
178,26.10,24.05,2.05,0.09,22.61,53.44,31.97,0.91,0.86,-24.82,-20.85
179,24.40,26.81,2.40,0.11,21.27,52.91,32.71,0.87,0.91,-22.61,-22.93
180,23.87,24.94,1.08,0.05,24.08,56.00,33.12,0.91,0.86,-23.31,-21.41
181,25.20,25.95,0.74,0.06,25.70,54.23,29.82,0.86,0.91,-21.95,-24.99
182,23.04,24.35,1.32,0.06,22.40,54.76,33.48,0.87,0.87,-19.82,-20.90
183,24.03,25.21,1.19,0.05,25.76,54.61,30.13,0.86,0.91,-19.86,-25.65
184,28.14,22.70,5.44,0.04,19.49,50.26,31.74,0.88,0.85,-24.48,-20.27
185,26.28,24.37,1.91,0.03,26.06,55.62,30.86,0.87,0.88,-22.65,-22.47
186,24.52,26.33,1.81,0.08,19.95,51.05,32.10,0.88,0.88,-21.50,-23.79
187,26.59,21.99,4.60,0.05,36.27,69.29,34.84,0.86,0.86,-22.01,-19.08
188,27.93,23.78,4.15,0.08,20.88,52.37,32.54,0.90,0.82,-25.50,-17.87
189,26.23,23.30,2.94,0.03,20.01,49.47,30.47,0.88,0.86,-24.03,-20.57
190,25.62,26.30,0.68,0.07,26.20,55.79,30.90,0.85,0.88,-22.06,-23.84
191,22.97,25.04,2.06,0.04,23.65,54.43,31.96,0.86,0.90,-19.38,-23.44
192,21.91,25.44,3.52,0.08,25.38,58.73,34.63,0.83,0.89,-17.96,-22.06
193,23.57,26.67,3.10,0.06,19.59,46.90,28.29,0.89,0.89,-23.15,-24.06
194,22.92,26.83,3.91,0.11,22.26,52.95,31.80,0.84,0.93,-18.56,-26.44
195,26.98,25.26,1.72,0.06,17.71,46.73,29.91,0.93,0.88,-27.34,-22.04
196,23.75,24.47,0.72,0.08,21.84,52.65,31.90,0.86,0.84,-21.85,-19.28
197,21.91,23.53,1.62,0.05,19.08,51.49,33.36,0.87,0.90,-19.74,-21.48
198,27.12,22.10,5.02,0.03,19.23,49.52,31.26,0.90,0.86,-24.68,-19.74
199,25.93,23.89,2.04,0.02,19.43,47.79,29.33,0.89,0.90,-23.61,-23.37
200,25.38,24.29,1.09,0.05,22.50,53.07,31.70,0.89,0.91,-23.21,-23.83
201,24.61,23.82,0.79,0.05,20.62,49.79,30.20,0.89,0.86,-22.77,-20.97
202,23.11,26.06,2.96,0.08,23.38,54.73,32.51,0.90,0.91,-22.88,-23.19
203,25.32,24.49,0.83,0.07,27.51,58.74,32.60,0.89,0.91,-21.57,-23.94
204,23.24,25.69,2.45,0.09,25.61,59.00,34.66,0.86,0.86,-19.19,-21.53
205,25.08,26.69,1.61,0.04,35.04,64.14,30.85,0.87,0.91,-22.25,-25.65
206,23.91,26.63,2.72,0.07,20.42,50.45,31.04,0.86,0.97,-18.71,-28.99
207,24.31,25.16,0.85,0.08,17.44,49.03,32.46,0.90,0.86,-24.31,-20.41
208,23.45,24.30,0.84,0.04,21.62,55.30,34.76,0.88,0.88,-21.16,-20.94
209,25.14,23.39,1.74,0.04,13.94,45.00,31.76,0.86,0.86,-21.09,-21.55
210,26.24,24.85,1.39,0.06,36.06,69.11,34.85,0.90,0.89,-23.96,-22.74
211,23.22,23.94,0.73,0.10,34.95,69.41,36.21,0.90,0.87,-21.12,-19.54
212,25.50,25.77,0.26,0.08,16.79,46.62,30.67,0.90,0.92,-24.10,-24.58
213,23.61,23.17,0.44,0.03,24.35,56.99,33.85,0.88,0.87,-21.24,-20.51
214,24.19,24.75,0.56,0.04,15.45,49.32,34.64,0.85,0.87,-20.28,-21.79
215,24.65,24.01,0.65,0.10,17.87,50.26,33.28,0.89,0.89,-23.10,-21.17
216,25.79,26.14,0.35,0.08,26.91,58.63,33.06,0.92,0.87,-25.45,-21.11
217,25.53,25.26,0.27,0.08,25.35,55.57,31.49,0.85,0.86,-21.76,-22.19
218,23.54,23.97,0.43,0.03,26.98,57.64,32.01,0.89,0.89,-22.10,-21.38
219,24.10,22.89,1.21,0.06,25.41,57.80,33.66,0.88,0.83,-22.65,-17.44
220,24.94,25.07,0.13,0.10,16.74,47.36,31.46,0.89,0.88,-23.15,-22.30
221,24.47,25.92,1.46,0.11,26.17,59.56,34.69,0.90,0.88,-21.88,-21.68
222,23.78,21.03,2.75,0.05,26.21,62.49,37.59,0.91,0.89,-21.54,-18.70
223,22.70,26.53,3.83,0.07,27.99,59.38,32.79,0.85,0.91,-17.95,-25.61
224,26.89,23.21,3.68,0.07,28.23,58.23,31.41,0.90,0.87,-24.83,-19.64
225,25.56,23.76,1.80,0.05,30.05,62.59,34.04,0.88,0.89,-22.07,-22.41
226,23.52,26.94,3.42,0.03,28.35,61.64,34.71,0.87,0.86,-21.24,-22.68
227,25.31,24.47,0.83,0.03,27.57,57.45,31.26,0.88,0.91,-22.09,-24.41
228,23.96,26.85,2.89,0.05,25.81,55.24,30.72,0.86,0.92,-21.18,-26.99
229,23.43,26.31,2.88,0.07,24.59,57.81,34.45,0.86,0.86,-21.05,-22.06
230,25.91,23.38,2.53,0.01,22.97,51.76,29.94,0.91,0.89,-23.92,-22.73
231,23.39,24.61,1.22,0.02,27.09,59.28,33.55,0.87,0.85,-21.10,-20.59
232,20.97,19.19,1.78,0.00,21.34,57.81,37.54,0.85,0.85,-16.07,-15.98
233,22.48,26.96,4.48,0.14,18.18,48.83,31.56,0.86,0.90,-19.43,-25.89
234,26.63,27.20,0.57,0.15,20.71,48.55,28.88,0.88,0.91,-25.33,-25.16
235,25.92,25.16,0.76,0.10,31.49,65.11,35.19,0.89,0.87,-22.21,-22.41
236,26.01,25.66,0.35,0.06,27.74,58.25,31.90,0.91,0.90,-24.25,-24.03
237,21.25,24.01,2.77,0.03,22.76,57.91,36.29,0.86,0.89,-17.17,-21.49
238,23.35,24.55,1.20,0.01,25.19,55.98,32.06,0.85,0.94,-18.81,-25.64
239,24.17,24.64,0.47,0.04,22.07,55.68,34.72,0.90,0.91,-22.30,-22.36
240,25.11,23.53,1.58,0.05,16.99,50.16,34.02,0.89,0.90,-21.23,-22.47
241,26.32,20.77,5.54,0.04,24.06,58.83,35.97,0.88,0.86,-22.63,-18.08
242,25.30,25.69,0.39,0.03,22.06,49.80,28.85,0.89,0.90,-22.95,-26.52
243,26.09,23.70,2.40,0.09,17.17,49.02,32.70,0.89,0.90,-23.05,-22.78
244,21.72,25.34,3.62,0.05,20.18,56.73,37.56,0.84,0.88,-16.19,-22.15
245,26.01,23.62,2.39,0.04,22.19,53.82,32.74,0.90,0.86,-22.73,-21.52
246,19.60,23.28,3.68,0.07,39.37,76.76,39.35,0.85,0.89,-13.58,-20.55
247,21.85,20.91,0.94,0.06,26.44,63.76,38.64,0.86,0.83,-17.68,-15.76
248,26.21,24.84,1.37,0.02,18.94,49.45,31.46,0.86,0.88,-22.33,-23.93
249,23.70,25.92,2.22,0.10,21.44,52.42,32.05,0.87,0.90,-20.36,-24.62
250,24.49,25.09,0.60,0.07,26.53,58.25,33.05,0.86,0.88,-20.57,-22.42
251,23.37,25.12,1.75,0.02,19.95,50.68,31.73,0.91,0.90,-23.72,-23.05
252,22.09,23.96,1.87,0.14,29.31,66.41,38.57,0.85,0.91,-16.51,-21.15
253,19.91,24.32,4.41,0.04,27.52,63.63,37.48,0.83,0.88,-15.24,-20.46
254,22.92,26.90,3.98,0.07,24.24,54.68,31.65,0.87,0.89,-20.63,-25.37
255,25.18,23.87,1.30,0.09,21.77,51.87,31.19,0.90,0.85,-23.26,-20.59
256,26.58,24.50,2.09,0.03,22.59,51.95,30.49,0.85,0.90,-21.63,-24.58
257,24.75,25.50,0.75,0.06,21.63,51.21,30.66,0.91,0.90,-24.72,-22.95
258,25.55,24.60,0.94,0.07,21.20,51.26,31.12,0.92,0.86,-25.86,-20.48
259,22.61,24.94,2.33,0.08,25.81,58.04,33.51,0.88,0.90,-20.18,-23.48
260,26.01,24.69,1.32,0.06,18.03,47.68,30.55,0.86,0.85,-22.81,-20.88
261,27.63,22.89,4.74,0.07,18.02,48.84,31.72,0.91,0.90,-24.61,-21.64
262,26.47,26.08,0.38,0.05,21.36,51.70,31.41,0.89,0.87,-23.78,-22.95
263,26.01,24.29,1.72,0.05,17.53,48.39,31.73,0.92,0.89,-24.92,-22.06
264,23.49,25.14,1.65,0.05,20.18,56.03,36.86,0.86,0.84,-19.75,-20.71
265,24.55,26.39,1.83,0.00,23.31,54.89,32.75,0.88,0.88,-22.06,-24.24
266,24.93,25.09,0.16,0.03,32.30,63.68,33.00,0.90,0.91,-21.92,-24.88
267,25.62,24.74,0.89,0.10,27.30,56.84,30.90,0.87,0.87,-22.55,-22.19
268,22.27,24.06,1.79,0.02,21.79,54.18,33.48,0.86,0.91,-18.92,-23.33
269,25.90,23.42,2.49,0.09,21.76,55.49,34.81,0.89,0.82,-24.95,-16.85
270,27.23,23.47,3.76,0.06,21.18,50.89,30.77,0.90,0.89,-24.16,-22.83
271,24.96,26.86,1.91,0.06,26.31,56.01,31.02,0.91,0.88,-25.53,-23.02
272,24.29,23.06,1.23,0.03,18.54,49.50,31.89,0.89,0.89,-22.09,-21.70
273,23.99,25.31,1.32,0.08,23.48,53.55,31.25,0.86,0.86,-21.87,-21.65
274,22.22,27.90,5.68,0.08,19.69,51.35,32.64,0.87,0.89,-20.59,-23.91
275,21.99,27.82,5.83,0.05,33.17,64.96,33.46,0.84,0.91,-18.00,-26.25
276,24.37,27.12,2.75,0.10,17.48,48.87,32.27,0.90,0.91,-23.02,-25.02
277,26.01,25.15,0.86,0.08,28.42,56.61,29.61,0.91,0.88,-24.87,-22.47
278,24.93,25.76,0.82,0.02,41.81,70.25,30.53,0.86,0.89,-22.76,-24.32
279,23.13,27.57,4.44,0.06,24.13,54.03,31.11,0.84,0.88,-17.76,-26.50
280,25.31,25.09,0.21,0.01,21.63,51.28,30.73,0.90,0.84,-24.70,-20.63
281,21.44,24.48,3.04,0.06,24.47,59.13,35.88,0.86,0.85,-18.79,-19.03
282,25.11,25.09,0.02,0.06,25.24,55.24,31.26,0.86,0.91,-20.57,-24.79
283,19.80,23.42,3.62,0.03,23.43,61.04,38.78,0.80,0.91,-11.28,-23.18
284,22.91,25.34,2.43,0.07,23.55,55.69,33.32,0.86,0.89,-18.52,-23.15
285,23.49,24.86,1.36,0.05,22.03,53.73,32.80,0.82,0.87,-18.79,-22.40
286,26.70,23.45,3.24,0.05,27.24,59.48,33.60,0.86,0.84,-22.66,-18.23
287,24.23,24.08,0.16,0.03,23.39,55.67,33.45,0.87,0.86,-20.79,-21.07
288,24.36,25.23,0.86,0.05,23.45,54.80,32.52,0.85,0.92,-21.10,-24.29
289,24.59,24.57,0.02,0.04,22.45,54.19,32.86,0.88,0.89,-21.34,-22.57
