,NetLoss0,NetLoss1,$|L_2 - L_1|$,$P(L > Q(0.6))$,Required Capital,Payout CVaR,Average Cost,a_1,a_2,b_1,b_2
339,24.00,26.07,2.06,0.04,38.90,67.27,30.32,0.85,0.89,-20.26,-25.56
340,24.72,26.50,1.78,0.06,39.49,68.19,30.68,0.86,0.90,-21.43,-24.73
341,24.21,24.45,0.23,0.05,43.79,77.64,36.04,0.86,0.84,-21.89,-18.04
342,24.57,23.77,0.80,0.07,55.94,86.09,32.95,0.92,0.88,-24.75,-20.11
343,25.04,26.79,1.75,0.10,54.52,85.74,33.95,0.88,0.91,-22.79,-24.61
344,25.58,23.90,1.68,0.05,55.53,87.49,34.74,0.85,0.81,-22.62,-18.21
345,26.84,23.88,2.96,0.07,53.86,90.00,38.83,0.86,0.86,-21.18,-20.55
346,24.75,26.58,1.83,0.03,56.57,90.00,36.26,0.89,0.89,-21.17,-24.68
347,27.15,24.20,2.95,0.05,58.09,90.00,34.81,0.91,0.88,-25.37,-21.70
348,25.08,24.95,0.12,0.10,50.19,78.95,31.27,0.87,0.88,-23.77,-22.05
349,26.62,25.22,1.39,0.05,44.46,80.31,38.07,0.91,0.88,-25.00,-21.28
350,23.87,29.24,5.37,0.05,56.13,88.75,35.43,0.89,0.90,-21.99,-26.69
351,25.02,25.18,0.16,0.01,44.32,73.63,31.53,0.90,0.90,-23.60,-24.64
352,23.48,25.47,1.99,0.06,52.02,79.42,30.00,0.87,0.87,-22.15,-23.26
353,24.28,24.50,0.23,0.08,41.07,77.53,38.51,0.84,0.94,-16.59,-24.13
354,21.91,26.44,4.53,0.05,48.55,81.53,35.41,0.85,0.89,-18.68,-24.07
355,24.91,23.74,1.17,0.10,46.77,82.32,37.89,0.88,0.87,-21.74,-19.77
356,24.51,23.38,1.13,0.06,57.63,90.00,35.25,0.91,0.87,-24.24,-18.79
357,24.80,23.69,1.11,0.04,55.28,83.71,31.20,0.92,0.91,-25.15,-22.87
358,24.25,26.62,2.37,0.05,48.92,80.26,33.79,0.86,0.93,-19.89,-26.36
359,24.08,23.19,0.89,0.03,55.19,86.92,34.49,0.86,0.87,-21.06,-21.18
360,24.49,25.39,0.90,0.05,56.55,90.00,36.28,0.86,0.83,-21.44,-19.19
361,23.20,25.80,2.61,0.07,49.09,79.07,32.43,0.86,0.91,-19.80,-24.64
362,23.20,24.97,1.78,0.05,54.70,82.60,30.64,0.89,0.91,-21.85,-24.96
363,27.14,24.25,2.89,0.05,45.33,72.31,29.25,0.90,0.85,-25.05,-20.48
364,25.59,22.19,3.40,0.06,57.94,90.00,34.96,0.87,0.83,-22.33,-17.95
365,25.23,23.00,2.23,0.02,51.41,85.48,36.65,0.88,0.84,-21.59,-19.06
366,25.60,24.61,0.99,0.11,55.04,83.72,31.43,0.90,0.87,-24.98,-20.85
367,23.81,25.75,1.94,0.07,45.63,76.50,33.15,0.88,0.93,-20.40,-25.40
368,26.26,23.58,2.68,0.04,54.61,88.99,37.11,0.93,0.86,-26.51,-18.38
369,28.05,22.03,6.02,0.05,45.82,75.74,32.21,0.89,0.84,-23.94,-19.56
370,25.66,23.22,2.44,0.06,48.52,75.39,29.29,0.92,0.86,-26.71,-20.14
371,24.46,26.71,2.25,0.07,55.64,88.07,35.21,0.88,0.87,-22.87,-22.67
372,24.19,26.26,2.08,0.03,42.28,75.30,35.13,0.87,0.91,-20.15,-26.53
373,23.13,24.16,1.03,0.06,53.22,89.95,39.40,0.88,0.85,-20.39,-17.71
374,25.01,26.56,1.56,0.04,45.84,73.94,30.40,0.87,0.90,-21.97,-25.27
375,25.38,25.77,0.39,0.06,39.87,72.25,34.38,0.89,0.91,-23.06,-23.79
376,24.98,25.65,0.67,0.05,52.23,81.57,31.95,0.89,0.90,-22.80,-23.90
377,25.52,23.59,1.92,0.06,52.99,77.48,27.14,0.89,0.87,-24.18,-22.22
378,25.18,23.45,1.73,0.02,46.13,78.45,34.62,0.90,0.86,-23.51,-20.18
379,24.49,25.12,0.63,0.12,54.87,85.85,33.72,0.86,0.91,-18.52,-24.86
380,26.23,25.15,1.08,0.07,55.59,89.29,36.48,0.87,0.85,-21.36,-20.85
381,22.44,28.13,5.69,0.10,40.88,72.22,33.38,0.83,0.86,-16.62,-25.19
382,26.08,24.75,1.33,0.09,48.03,78.12,32.49,0.90,0.89,-25.14,-22.32
383,25.39,24.49,0.91,0.02,51.21,82.99,34.34,0.91,0.89,-24.57,-23.61
384,24.12,25.19,1.07,0.07,60.96,90.00,32.09,0.86,0.85,-21.36,-20.82
385,22.01,23.44,1.43,0.06,49.05,90.00,43.40,0.85,0.89,-14.74,-20.63
386,21.72,29.22,7.50,0.06,53.05,86.79,36.39,0.82,0.89,-16.17,-26.20
387,24.05,25.97,1.92,0.07,60.35,89.45,32.12,0.89,0.91,-23.04,-24.22
388,26.23,25.22,1.01,0.04,53.80,84.52,33.41,0.88,0.88,-23.09,-22.43
389,27.03,24.63,2.40,0.03,53.02,83.93,33.56,0.89,0.86,-24.60,-21.04
390,21.37,26.14,4.77,0.03,46.77,80.21,35.77,0.85,0.91,-18.39,-23.83
391,24.12,25.81,1.69,0.07,42.21,78.14,38.04,0.88,0.86,-20.43,-20.86
392,23.15,26.29,3.14,0.05,43.84,74.97,33.31,0.85,0.91,-19.91,-24.71
393,22.76,25.22,2.45,0.03,52.32,82.36,32.65,0.89,0.90,-22.12,-23.78
394,21.75,24.26,2.51,0.01,46.59,81.09,36.83,0.86,0.87,-18.04,-21.25
395,24.38,25.81,1.43,0.09,55.47,90.00,37.30,0.90,0.88,-22.16,-22.27
396,24.57,23.52,1.06,0.03,55.56,84.96,32.18,0.92,0.85,-25.02,-19.72
397,21.94,26.58,4.64,0.08,44.16,79.54,37.60,0.82,0.91,-15.33,-24.46
398,26.34,26.27,0.07,0.04,51.66,82.31,33.23,0.89,0.90,-23.83,-25.02
399,25.50,26.36,0.86,0.09,55.40,88.96,36.33,0.87,0.90,-22.33,-22.74
400,24.00,27.06,3.05,0.06,51.09,84.39,35.86,0.87,0.93,-19.57,-27.88
401,24.75,22.90,1.85,0.03,53.61,81.70,30.77,0.90,0.83,-24.37,-18.80
402,24.64,23.69,0.95,0.08,52.92,86.19,35.92,0.86,0.85,-22.34,-18.68
403,23.34,28.20,4.85,0.09,50.25,81.91,34.17,0.84,0.90,-18.42,-25.45
404,24.01,21.84,2.17,0.07,53.71,90.00,38.98,0.86,0.84,-20.86,-15.35
405,23.87,27.61,3.74,0.08,47.88,80.62,35.14,0.89,0.90,-22.04,-25.05
406,24.31,25.18,0.87,0.07,61.93,90.00,31.17,0.87,0.88,-22.20,-23.04
407,25.53,23.66,1.86,0.05,49.26,81.42,34.62,0.87,0.85,-22.70,-19.29
408,22.60,25.62,3.02,0.10,53.25,87.85,37.26,0.88,0.87,-19.73,-22.19
409,24.94,24.47,0.47,0.06,52.43,77.28,27.46,0.83,0.88,-20.43,-23.37
410,23.61,23.90,0.28,0.07,50.86,85.14,36.83,0.86,0.87,-19.26,-20.16
411,27.61,25.31,2.30,0.11,50.11,81.03,33.43,0.89,0.88,-23.75,-22.93
412,23.93,26.94,3.01,0.05,54.89,90.00,37.86,0.86,0.90,-19.84,-23.40
413,22.71,25.92,3.21,0.03,55.67,90.00,37.12,0.85,0.89,-19.04,-23.49
414,22.90,27.57,4.66,0.09,58.30,90.00,34.61,0.86,0.89,-19.62,-24.60
415,22.62,23.73,1.11,0.03,41.40,74.37,35.03,0.84,0.87,-17.76,-21.41
416,23.48,23.48,0.00,0.06,49.25,85.68,38.90,0.90,0.89,-21.47,-19.39
417,26.03,24.91,1.12,0.06,49.53,80.19,33.13,0.94,0.87,-26.99,-21.17
418,23.96,22.15,1.81,0.03,50.78,83.22,34.98,0.89,0.92,-21.66,-21.39
419,23.08,25.52,2.43,0.06,47.18,74.86,30.03,0.86,0.93,-20.27,-26.10
420,24.41,24.25,0.16,0.09,44.06,80.23,38.38,0.85,0.89,-19.28,-20.91
421,24.24,27.24,3.00,0.08,61.20,90.00,31.86,0.91,0.88,-24.64,-24.49
422,27.13,24.60,2.54,0.06,50.56,80.62,32.58,0.89,0.85,-26.33,-20.96
423,24.29,25.52,1.23,0.08,61.89,90.00,31.21,0.89,0.88,-24.04,-22.56
424,25.77,21.74,4.02,0.03,47.94,83.30,37.76,0.91,0.87,-24.24,-18.80
425,25.77,23.62,2.15,0.04,47.12,76.97,32.21,0.88,0.87,-23.22,-21.69
426,24.55,26.80,2.25,0.02,50.27,79.36,31.61,0.87,0.89,-22.59,-25.45
427,25.03,22.68,2.35,0.04,48.83,80.75,34.36,0.89,0.90,-23.26,-21.74
428,24.26,25.54,1.28,0.00,43.46,75.48,34.19,0.80,0.89,-18.15,-24.53
429,23.13,28.64,5.51,0.11,41.78,74.91,35.22,0.87,0.92,-18.86,-26.31
430,21.81,20.86,0.95,0.05,51.22,85.92,37.26,0.87,0.90,-18.36,-18.73
431,24.52,26.39,1.87,0.07,59.48,90.00,33.49,0.87,0.93,-21.20,-27.05
432,28.28,24.51,3.77,0.08,43.92,78.25,36.53,0.89,0.86,-24.24,-20.54
433,26.12,25.10,1.02,0.04,46.56,76.77,32.54,0.87,0.88,-23.28,-23.40
434,23.28,25.91,2.63,0.08,47.04,73.10,28.41,0.86,0.88,-20.01,-24.60
435,27.12,25.78,1.34,0.04,53.65,90.00,39.03,0.90,0.89,-25.52,-22.18
436,25.25,26.56,1.30,0.06,51.27,85.76,37.06,0.88,0.89,-21.66,-24.06
437,25.42,27.06,1.64,0.07,54.50,84.96,33.19,0.87,0.91,-21.66,-25.58
438,24.39,25.96,1.57,0.08,53.12,86.59,36.13,0.89,0.89,-21.41,-23.59
439,23.25,25.16,1.91,0.05,62.44,90.00,30.68,0.86,0.89,-20.86,-24.88
440,23.96,24.65,0.69,0.06,52.21,90.00,40.40,0.85,0.91,-17.44,-22.98
441,21.66,25.62,3.96,0.05,50.93,84.74,36.36,0.85,0.91,-17.46,-24.41
442,26.09,24.27,1.82,0.03,53.36,85.35,34.66,0.88,0.86,-23.93,-20.74
443,24.70,23.53,1.18,0.07,53.21,83.14,32.58,0.88,0.87,-23.01,-20.10
444,23.36,23.30,0.05,0.02,47.55,74.85,29.67,0.86,0.87,-21.00,-21.50
445,23.58,26.92,3.34,0.08,56.84,87.70,33.70,0.88,0.90,-20.58,-24.25
446,26.23,25.15,1.08,0.04,40.26,68.15,29.91,0.90,0.86,-25.04,-22.51
447,24.31,23.88,0.43,0.08,42.21,73.97,33.88,0.86,0.86,-19.91,-20.51
448,26.28,26.29,0.00,0.05,41.63,70.37,30.83,0.89,0.87,-24.43,-23.07
449,25.45,24.48,0.97,0.08,51.45,80.61,31.73,0.89,0.89,-23.07,-22.56
450,23.69,23.92,0.22,0.09,59.09,88.52,32.38,0.89,0.90,-20.97,-23.04
451,25.96,23.21,2.75,0.01,52.50,80.82,30.94,0.88,0.84,-24.81,-19.21
452,23.90,23.35,0.55,0.04,51.86,83.38,34.11,0.90,0.89,-22.31,-21.12
453,27.64,22.41,5.23,0.09,50.35,86.03,38.20,0.91,0.83,-25.00,-16.45
454,23.67,22.47,1.20,0.03,57.37,90.00,35.50,0.86,0.89,-19.38,-20.48
455,24.90,25.52,0.62,0.04,49.37,77.57,30.66,0.91,0.90,-23.51,-24.84
456,21.36,25.93,4.56,0.12,48.18,75.86,30.09,0.86,0.87,-19.38,-23.58
457,24.22,25.57,1.35,0.07,50.75,79.34,31.13,0.86,0.91,-20.98,-24.86
458,25.11,27.00,1.89,0.12,44.60,74.20,31.83,0.84,0.90,-21.37,-23.95
459,25.49,25.76,0.27,0.05,49.00,80.07,33.52,0.83,0.84,-19.62,-21.99
460,25.49,26.82,1.33,0.08,56.05,88.52,35.27,0.88,0.89,-22.06,-23.59
461,21.21,20.99,0.23,0.03,47.60,82.27,37.05,0.87,0.86,-18.62,-17.05
462,25.70,22.18,3.52,0.03,44.03,72.48,30.65,0.88,0.85,-24.06,-19.63
463,24.23,24.92,0.69,0.03,40.16,69.23,31.07,0.89,0.86,-22.76,-21.80
464,25.00,22.47,2.53,0.08,57.17,90.00,35.69,0.86,0.84,-20.70,-17.57
465,24.64,24.32,0.32,0.08,37.84,69.94,33.98,0.91,0.85,-24.39,-19.60
466,25.40,24.43,0.96,0.08,56.33,89.25,35.74,0.91,0.86,-24.13,-20.11
467,22.18,25.15,2.98,0.07,56.52,90.00,36.31,0.84,0.88,-17.53,-22.07
468,24.82,25.17,0.35,0.01,42.83,74.69,34.00,0.89,0.89,-22.31,-23.77
469,22.88,27.42,4.54,0.04,44.24,76.22,34.19,0.87,0.91,-20.02,-24.80
470,23.86,26.43,2.57,0.04,51.59,83.82,34.80,0.87,0.91,-20.38,-25.24
471,23.50,27.16,3.66,0.10,53.90,80.73,29.52,0.90,0.90,-24.37,-24.77
472,26.82,23.81,3.01,0.10,51.76,81.31,32.13,0.89,0.85,-25.01,-19.99
473,23.74,24.85,1.11,0.03,49.99,82.63,35.14,0.88,0.88,-21.19,-22.02
474,25.14,26.13,0.99,0.05,53.52,80.31,29.46,0.89,0.90,-23.45,-25.96
475,26.40,25.40,1.01,0.10,57.79,90.00,35.10,0.89,0.84,-23.82,-20.40
476,23.31,26.45,3.13,0.04,46.27,74.41,30.45,0.89,0.92,-22.22,-25.76
477,23.23,26.53,3.30,0.09,59.27,90.00,33.69,0.86,0.89,-20.90,-24.08
478,25.30,22.56,2.74,0.05,56.71,88.35,34.47,0.89,0.89,-21.78,-21.58
479,26.63,25.35,1.28,0.06,57.92,89.25,34.22,0.91,0.90,-26.09,-23.70
480,26.96,25.30,1.66,0.06,46.20,76.65,32.76,0.90,0.86,-25.27,-21.46
481,24.98,25.80,0.82,0.11,52.78,82.50,32.35,0.87,0.88,-22.95,-23.18
482,24.91,23.31,1.60,0.07,55.73,90.00,37.06,0.88,0.86,-23.29,-17.73
483,25.32,24.05,1.27,0.06,47.71,74.23,28.91,0.91,0.86,-24.74,-20.94
484,24.90,27.18,2.28,0.04,55.08,82.46,30.14,0.87,0.90,-22.70,-26.57
485,23.03,25.23,2.20,0.06,51.16,81.88,33.28,0.85,0.89,-18.79,-23.34
486,26.28,24.07,2.21,0.05,47.58,79.08,33.88,0.92,0.89,-24.21,-21.77
487,26.62,24.71,1.91,0.05,40.99,73.62,34.68,0.84,0.83,-21.51,-19.90
488,25.85,26.89,1.04,0.07,48.89,83.04,36.59,0.83,0.86,-19.93,-23.11
489,25.75,23.58,2.17,0.06,54.05,87.53,36.18,0.89,0.84,-24.22,-18.43
490,24.58,26.74,2.16,0.09,54.48,84.57,32.81,0.88,0.88,-22.13,-23.73
491,25.15,25.23,0.07,0.04,48.31,76.60,30.70,0.88,0.87,-23.14,-23.29
492,25.40,24.01,1.40,0.07,54.29,88.23,36.65,0.88,0.87,-22.14,-20.23
493,26.41,27.16,0.75,0.12,56.10,90.00,36.70,0.86,0.87,-21.46,-23.58
494,25.43,23.52,1.91,0.04,57.39,90.00,35.48,0.92,0.88,-24.76,-20.03
495,23.81,27.76,3.95,0.09,56.84,85.77,31.78,0.87,0.90,-22.08,-25.57
496,25.41,23.99,1.42,0.06,55.49,83.70,30.98,0.83,0.90,-19.36,-25.19
497,24.04,26.04,2.01,0.02,53.98,90.00,38.72,0.86,0.90,-19.73,-23.41
498,22.62,25.88,3.27,0.09,42.69,69.86,29.30,0.88,0.87,-22.38,-22.99
499,26.10,25.58,0.52,0.05,49.95,79.81,32.36,0.87,0.90,-22.31,-25.14
500,23.70,24.07,0.37,0.02,55.11,85.73,33.38,0.92,0.88,-24.61,-21.57
501,25.15,26.04,0.89,0.15,55.11,86.08,33.72,0.89,0.90,-22.78,-23.65
502,26.09,24.15,1.95,0.10,47.72,77.74,32.41,0.91,0.88,-24.17,-22.12
503,24.34,24.91,0.57,0.12,58.33,90.00,34.59,0.88,0.88,-20.94,-21.78
504,25.15,24.50,0.65,0.07,51.57,84.96,35.97,0.90,0.87,-22.54,-20.46
505,23.31,25.04,1.74,0.08,56.87,86.48,32.46,0.87,0.87,-21.58,-21.63
506,22.96,24.76,1.80,0.04,63.54,90.00,29.64,0.86,0.92,-20.81,-25.73
507,25.67,26.83,1.16,0.04,51.50,84.54,35.61,0.87,0.90,-22.27,-25.82
508,24.94,25.60,0.66,0.06,51.40,80.28,31.45,0.89,0.90,-23.52,-23.95
509,24.05,25.71,1.66,0.07,57.21,86.09,31.74,0.91,0.88,-23.59,-21.90
510,25.78,25.34,0.44,0.07,42.67,74.85,34.31,0.89,0.86,-24.45,-20.88
511,25.19,26.34,1.14,0.07,50.00,81.31,33.81,0.88,0.87,-22.22,-22.26
512,24.38,20.11,4.27,0.03,54.30,90.00,38.41,0.85,0.88,-19.27,-17.30
513,25.16,27.06,1.90,0.05,59.40,88.11,31.68,0.89,0.87,-24.10,-23.45
514,24.23,27.86,3.63,0.11,55.82,90.00,36.97,0.85,0.85,-19.63,-21.93
515,25.82,24.41,1.41,0.00,58.97,90.00,33.97,0.91,0.87,-24.86,-21.64
516,21.94,23.70,1.76,0.07,52.62,83.51,33.53,0.88,0.87,-20.38,-21.07
517,26.29,25.03,1.27,0.06,55.62,90.00,37.16,0.90,0.86,-25.26,-19.61
518,22.76,23.37,0.61,0.08,51.47,86.71,37.81,0.87,0.91,-18.90,-20.88
519,24.30,22.94,1.36,0.06,51.24,79.50,30.82,0.85,0.90,-20.66,-22.01
520,27.76,24.11,3.66,0.09,53.23,85.88,35.31,0.91,0.87,-25.36,-20.69
521,24.56,26.62,2.06,0.07,53.45,84.29,33.51,0.87,0.89,-21.52,-23.61
522,26.41,25.79,0.62,0.05,50.47,82.25,34.31,0.89,0.87,-24.52,-21.81
523,23.41,24.95,1.54,0.04,52.90,90.00,39.75,0.87,0.89,-18.67,-21.87
524,26.91,26.38,0.53,0.07,49.14,82.77,36.08,0.88,0.89,-22.97,-22.96
525,24.49,24.01,0.48,0.05,52.66,84.16,34.13,0.90,0.85,-24.38,-19.42
526,25.57,25.40,0.17,0.09,56.25,85.87,32.43,0.88,0.85,-23.30,-21.29
527,24.61,23.70,0.92,0.09,53.47,86.51,35.71,0.89,0.88,-22.81,-20.18
528,24.95,24.83,0.12,0.03,48.67,78.90,32.66,0.89,0.89,-23.20,-23.16
529,25.10,24.92,0.18,0.09,52.40,85.54,35.76,0.87,0.86,-21.96,-19.94
530,24.55,25.64,1.08,0.06,41.87,69.42,29.64,0.89,0.89,-24.41,-23.13
531,25.35,23.36,1.98,0.05,49.13,78.19,31.52,0.91,0.89,-24.68,-21.57
532,28.49,25.68,2.81,0.06,45.49,76.92,33.70,0.88,0.90,-24.58,-24.31
533,25.21,27.17,1.96,0.03,38.22,71.06,34.75,0.86,0.87,-20.82,-24.72
534,25.55,22.31,3.24,0.03,55.46,90.00,37.31,0.89,0.81,-24.04,-15.87
535,28.57,21.71,6.85,0.06,41.85,70.84,31.09,0.90,0.86,-25.80,-19.63
536,26.18,24.04,2.14,0.05,50.03,82.79,35.26,0.91,0.91,-24.12,-22.59
537,22.82,22.42,0.40,0.06,41.26,78.99,39.79,0.88,0.86,-19.67,-17.91
538,26.58,25.61,0.96,0.06,56.00,86.46,33.26,0.85,0.84,-22.49,-20.59
539,24.75,24.11,0.64,0.07,57.52,83.89,29.25,0.91,0.85,-25.76,-21.14
540,23.13,21.81,1.32,0.02,47.33,77.34,32.38,0.91,0.86,-23.16,-18.56
541,25.80,23.73,2.07,0.05,47.89,78.28,32.79,0.91,0.88,-23.45,-21.48
542,22.78,24.06,1.28,0.02,42.61,72.16,31.69,0.86,0.90,-20.24,-23.80
543,23.85,23.67,0.18,0.02,53.81,90.00,38.88,0.87,0.85,-20.29,-19.14
544,24.64,24.59,0.05,0.06,57.97,90.00,34.93,0.90,0.87,-23.08,-19.74
545,26.16,25.34,0.82,0.08,51.46,80.85,31.97,0.87,0.84,-22.79,-21.81
546,24.64,24.87,0.22,0.02,46.58,76.25,31.99,0.88,0.87,-22.95,-22.93
547,25.94,25.38,0.56,0.12,56.51,85.53,31.84,0.87,0.87,-23.11,-23.18
548,26.14,22.49,3.65,0.07,48.44,83.28,37.26,0.89,0.85,-22.97,-18.22
549,28.43,21.17,7.26,0.09,52.41,90.00,40.21,0.88,0.81,-24.87,-13.43
550,24.60,24.11,0.48,0.04,56.83,86.11,32.12,0.85,0.87,-21.79,-22.39
551,26.25,24.48,1.77,0.03,43.02,71.90,31.03,0.85,0.85,-24.63,-20.77
552,26.95,23.90,3.05,0.06,58.58,90.00,34.34,0.88,0.88,-22.65,-23.05
553,22.02,21.03,0.99,0.02,39.04,76.28,39.20,0.88,0.87,-19.11,-17.29
554,23.86,25.03,1.17,0.06,60.30,90.00,32.72,0.87,0.88,-20.07,-23.61
555,23.11,26.25,3.15,0.06,49.39,80.86,33.94,0.81,0.88,-17.92,-23.62
556,24.47,23.98,0.49,0.02,53.05,84.85,34.45,0.89,0.87,-22.76,-21.59
557,25.21,27.51,2.29,0.09,50.90,87.03,38.68,0.84,0.85,-20.46,-21.73
558,25.57,24.52,1.05,0.07,50.95,83.60,35.20,0.90,0.87,-24.02,-20.66
559,25.09,25.86,0.76,0.04,50.28,83.38,35.61,0.86,0.89,-21.44,-23.77
560,26.48,25.58,0.90,0.05,54.69,84.73,32.78,0.88,0.83,-24.05,-21.32
561,26.55,23.70,2.85,0.03,53.93,84.16,32.92,0.87,0.86,-22.34,-23.21
562,26.26,25.56,0.70,0.07,47.17,77.91,33.10,0.86,0.85,-22.63,-21.90
563,23.37,26.74,3.37,0.06,60.03,90.00,32.97,0.88,0.87,-21.15,-22.84
564,25.95,25.79,0.16,0.06,54.86,88.40,36.28,0.90,0.87,-24.09,-21.78
565,23.54,22.01,1.53,0.05,53.53,84.67,33.81,0.88,0.87,-20.81,-19.37
566,24.74,24.10,0.63,0.07,51.34,83.10,34.33,0.90,0.88,-22.23,-22.57
567,22.83,23.97,1.15,0.05,52.33,81.52,31.80,0.87,0.89,-21.29,-21.52
568,23.95,24.51,0.56,0.01,60.73,87.55,29.86,0.88,0.93,-22.25,-25.73
569,24.63,24.09,0.54,0.05,52.08,80.10,30.62,0.86,0.90,-21.02,-24.30
570,24.85,25.46,0.61,0.04,46.82,79.53,35.06,0.90,0.88,-21.95,-23.28
571,22.91,24.82,1.91,0.07,52.56,83.64,33.71,0.86,0.91,-18.94,-24.09
572,25.73,26.74,1.01,0.11,50.44,82.01,34.10,0.85,0.87,-21.48,-21.75
573,23.49,23.17,0.32,0.09,58.23,90.00,34.69,0.86,0.88,-18.84,-20.83
574,24.12,28.29,4.17,0.05,49.17,81.36,34.65,0.85,0.86,-20.23,-24.26
575,26.18,22.52,3.66,0.05,50.99,82.35,33.91,0.87,0.83,-22.50,-18.24
576,21.91,26.80,4.90,0.05,52.98,90.00,39.67,0.86,0.93,-16.10,-25.96
577,23.84,25.37,1.53,0.09,40.74,77.74,39.04,0.90,0.90,-21.93,-20.42
578,24.21,26.47,2.27,0.05,50.97,83.13,34.70,0.88,0.88,-21.17,-23.39
579,22.98,24.60,1.62,0.04,47.91,81.94,36.43,0.88,0.92,-20.16,-24.41
580,18.78,22.70,3.92,0.06,44.34,85.63,43.51,0.79,0.86,-10.35,-19.05
581,25.53,22.70,2.83,0.05,49.28,86.62,39.80,0.89,0.88,-21.71,-19.68
582,21.35,24.58,3.23,0.02,44.71,76.48,34.00,0.84,0.90,-17.03,-23.47
583,24.36,24.15,0.22,0.03,44.41,74.32,32.13,0.88,0.84,-23.16,-20.69
584,23.77,20.94,2.83,0.04,38.66,75.40,38.67,0.87,0.87,-19.12,-17.56
585,25.89,25.17,0.72,0.05,52.02,82.62,33.20,0.90,0.85,-24.46,-21.62
586,25.73,23.16,2.57,0.05,44.95,73.69,30.98,0.89,0.86,-23.88,-20.61
587,25.05,24.94,0.11,0.06,54.65,83.51,31.59,0.84,0.85,-20.95,-22.34
588,27.03,25.96,1.07,0.04,58.54,87.72,32.10,0.89,0.85,-26.73,-20.93
589,23.24,26.00,2.76,0.06,50.24,78.37,30.64,0.87,0.89,-21.54,-23.68
590,26.97,25.38,1.60,0.08,56.90,85.46,31.40,0.89,0.90,-23.57,-24.80
591,23.31,25.12,1.82,0.02,47.68,81.81,36.52,0.84,0.88,-18.07,-23.52
592,26.96,26.54,0.43,0.08,63.69,89.64,29.14,0.91,0.90,-26.02,-25.53
593,26.17,24.77,1.40,0.03,46.76,77.27,32.85,0.88,0.88,-24.16,-21.91
594,23.14,23.37,0.23,0.05,43.37,75.82,34.62,0.86,0.89,-19.83,-20.53
595,24.80,21.68,3.12,0.02,52.14,79.77,30.23,0.87,0.84,-22.72,-18.51
596,22.48,27.08,4.60,0.04,45.29,80.33,37.30,0.85,0.91,-18.56,-24.87
597,20.71,21.73,1.03,0.02,47.96,83.55,37.99,0.85,0.85,-17.78,-17.41
598,25.51,26.72,1.21,0.07,47.79,81.04,35.64,0.85,0.87,-21.23,-22.76
599,23.05,22.92,0.13,0.07,50.69,86.69,38.54,0.84,0.83,-18.69,-17.00
600,24.59,23.35,1.24,0.02,54.26,86.85,35.30,0.90,0.87,-23.41,-20.47
601,22.57,25.88,3.31,0.06,59.65,87.80,31.13,0.84,0.90,-18.65,-25.40
602,21.05,26.99,5.94,0.05,38.72,69.63,32.85,0.85,0.92,-16.63,-27.15
603,23.51,25.02,1.51,0.09,49.54,83.99,36.93,0.84,0.86,-17.87,-20.70
604,21.79,24.64,2.84,0.05,51.75,85.84,36.68,0.83,0.87,-17.03,-21.62
605,25.55,24.96,0.59,0.07,57.13,85.47,31.20,0.90,0.86,-25.02,-22.55
606,21.67,22.96,1.28,0.05,50.45,87.57,39.64,0.84,0.87,-16.81,-18.95
607,24.63,24.20,0.43,0.06,53.75,90.00,38.94,0.87,0.91,-21.18,-22.48
608,22.75,24.08,1.34,0.12,41.61,69.95,30.42,0.86,0.89,-20.03,-22.21
609,25.81,25.63,0.17,0.08,58.61,89.32,33.64,0.86,0.87,-23.45,-22.81
610,27.02,23.27,3.75,0.07,48.97,78.07,31.55,0.89,0.82,-27.56,-17.33
611,22.50,24.39,1.89,0.04,59.99,90.00,33.01,0.84,0.91,-18.51,-23.94
612,25.17,24.73,0.44,0.06,46.90,78.33,33.78,0.87,0.88,-21.18,-22.35
613,24.72,24.36,0.36,0.03,48.08,77.30,31.63,0.88,0.87,-22.86,-21.77
614,26.16,24.31,1.85,0.04,57.86,90.00,35.03,0.89,0.90,-22.74,-22.49
615,25.81,24.61,1.20,0.10,49.60,81.09,33.97,0.88,0.89,-23.55,-21.06
616,24.68,25.41,0.73,0.08,60.68,87.95,30.31,0.91,0.86,-25.79,-21.54
617,25.91,25.81,0.10,0.06,59.67,89.34,32.65,0.87,0.90,-22.33,-24.86
618,24.16,23.20,0.96,0.06,40.74,69.04,30.34,0.89,0.89,-22.74,-22.38
619,24.20,25.57,1.37,0.04,52.76,86.51,36.39,0.90,0.86,-22.39,-21.24
620,27.45,27.43,0.03,0.06,54.87,84.60,32.47,0.88,0.90,-25.02,-25.80
621,24.04,25.19,1.16,0.05,48.95,80.23,33.73,0.91,0.90,-24.57,-22.75
622,27.46,24.02,3.45,0.07,56.81,90.00,36.03,0.90,0.86,-25.64,-19.60
623,24.42,25.88,1.47,0.11,43.41,76.23,34.99,0.89,0.91,-21.31,-23.23
624,25.90,26.35,0.46,0.06,61.68,90.00,31.41,0.93,0.89,-25.73,-23.83
625,23.94,24.98,1.04,0.06,44.85,75.47,32.86,0.87,0.87,-21.95,-21.88
626,24.88,23.55,1.33,0.05,60.63,90.00,32.40,0.85,0.85,-20.89,-19.96
627,27.40,26.05,1.34,0.12,43.94,72.69,30.94,0.90,0.90,-26.38,-22.95
628,24.63,26.18,1.55,0.06,55.99,90.00,36.81,0.89,0.88,-22.11,-22.36
