,NetLoss0,NetLoss1,$|L_2 - L_1|$,$P(L > Q(0.6))$,Required Capital,Payout CVaR,Average Cost,s_1,s_2
359,24.79,26.16,1.36,0.08,53.55,90.00,39.13,25.71,26.96
360,23.37,24.33,0.96,0.02,55.85,88.71,35.66,26.47,26.70
361,23.14,25.08,1.94,0.04,57.29,90.00,35.58,26.02,27.95
362,22.83,23.63,0.81,0.03,53.08,90.00,39.58,24.42,24.65
363,22.62,23.46,0.84,0.03,55.83,90.00,36.96,25.43,25.61
364,25.29,26.78,1.49,0.04,60.63,90.00,32.40,28.20,29.67
365,24.58,24.61,0.04,0.10,54.13,90.00,38.57,24.46,26.55
366,26.98,26.93,0.05,0.06,57.08,90.00,35.77,29.26,28.80
367,24.27,23.69,0.58,0.07,60.05,90.00,32.96,28.12,26.90
368,25.00,25.25,0.25,0.06,59.65,90.00,33.33,28.55,29.70
369,22.97,23.49,0.53,0.04,62.80,90.00,30.34,25.92,27.42
370,25.63,22.06,3.57,0.01,59.13,90.00,33.83,29.26,25.69
371,24.84,26.13,1.29,0.07,56.94,90.00,35.91,26.07,28.93
372,20.03,22.71,2.69,0.04,52.28,90.00,40.33,21.29,26.30
373,25.45,24.35,1.10,0.05,62.60,90.00,30.53,29.47,28.40
374,23.63,21.24,2.40,0.05,55.74,90.00,37.04,26.22,22.39
375,23.45,24.37,0.91,0.05,55.02,90.00,37.73,23.83,26.07
376,24.97,25.96,0.99,0.06,58.30,90.00,34.61,27.39,28.53
377,23.70,22.04,1.66,0.03,63.18,90.00,29.98,27.59,25.29
378,25.14,25.01,0.13,0.03,65.24,90.00,28.02,28.90,28.54
379,24.31,23.58,0.73,0.04,58.62,90.00,34.31,27.58,26.57
380,25.59,24.09,1.49,0.05,63.23,90.00,29.93,29.87,27.81
381,24.34,26.09,1.75,0.04,51.40,90.00,41.17,26.25,27.70
382,25.82,26.30,0.48,0.09,53.30,90.00,39.37,25.82,28.18
383,23.69,24.11,0.43,0.01,61.81,90.00,31.28,28.08,27.68
384,23.30,24.28,0.98,0.04,58.41,90.00,34.51,26.67,26.38
385,25.60,25.12,0.47,0.06,56.84,90.00,36.00,27.32,27.82
386,23.28,21.08,2.21,0.02,58.28,90.00,34.63,26.37,24.39
387,21.43,25.03,3.59,0.04,61.35,90.00,31.72,25.58,29.30
388,23.60,20.52,3.09,0.04,55.16,90.00,37.60,26.14,21.97
389,24.68,25.83,1.14,0.08,52.91,90.00,39.74,25.01,28.13
390,23.86,23.17,0.69,0.04,56.38,90.00,36.44,26.09,25.60
391,24.51,25.21,0.70,0.05,62.08,90.00,31.02,27.23,28.42
392,24.73,25.14,0.41,0.03,57.94,90.00,34.95,27.18,28.52
393,24.82,25.35,0.53,0.03,59.85,90.00,33.14,28.40,28.31
394,23.22,24.45,1.23,0.02,66.72,90.00,26.62,27.65,29.13
395,24.00,25.75,1.75,0.06,55.39,90.00,37.38,25.30,28.14
396,27.04,23.65,3.39,0.07,57.24,90.00,35.63,29.99,25.31
397,25.42,25.75,0.33,0.06,51.14,90.00,41.42,25.59,27.42
398,24.97,24.18,0.80,0.04,56.49,90.00,36.33,26.10,26.40
399,25.78,24.34,1.44,0.07,54.23,90.00,38.48,27.23,27.07
400,27.01,25.87,1.14,0.06,53.99,90.00,38.70,27.82,28.25
401,24.42,24.66,0.24,0.07,66.11,90.00,27.19,29.88,29.05
402,22.68,23.39,0.71,0.04,61.56,90.00,31.52,26.44,26.53
403,25.90,24.60,1.30,0.03,56.57,90.00,36.26,28.92,27.88
404,25.65,27.59,1.95,0.02,54.98,90.00,37.77,26.05,28.63
405,24.73,24.70,0.03,0.03,54.53,90.00,38.20,26.95,26.28
406,24.40,23.75,0.66,0.05,64.34,90.00,28.88,28.78,28.69
407,24.06,24.44,0.38,0.03,56.74,90.00,36.10,26.59,25.92
408,24.34,24.90,0.56,0.04,61.63,90.00,31.45,28.48,29.58
409,22.78,22.33,0.45,0.06,58.77,90.00,34.17,25.85,25.63
410,23.61,24.95,1.34,0.03,56.25,90.00,36.57,26.02,27.64
411,20.76,25.28,4.52,0.04,52.27,90.00,40.34,22.00,26.72
412,22.51,24.53,2.02,0.02,59.08,90.00,33.87,25.28,27.79
413,25.50,25.29,0.21,0.06,58.82,90.00,34.12,26.92,27.61
414,22.87,22.35,0.51,0.06,55.31,90.00,37.46,24.52,24.85
415,24.87,24.65,0.22,0.05,58.03,90.00,34.87,28.47,27.77
416,23.77,21.07,2.70,0.04,52.99,90.00,39.66,26.47,23.40
417,24.13,22.90,1.24,0.04,57.92,90.00,34.98,26.00,26.64
418,25.10,23.27,1.83,0.08,58.67,90.00,34.26,27.66,24.46
419,23.35,23.08,0.27,0.02,63.52,90.00,29.66,27.75,28.32
420,24.46,23.72,0.74,0.05,60.19,90.00,32.82,28.29,26.62
421,24.55,24.24,0.31,0.06,52.96,90.00,39.69,26.53,26.32
422,23.69,25.16,1.47,0.07,59.82,90.00,33.17,27.64,28.40
423,24.06,24.90,0.84,0.05,58.51,90.00,34.41,26.95,27.04
424,23.17,23.68,0.51,0.07,58.26,90.00,34.65,25.68,25.06
425,24.95,24.93,0.03,0.04,61.26,90.00,31.81,28.20,27.99
426,24.00,24.11,0.11,0.05,60.75,90.00,32.29,28.22,28.60
427,24.91,25.98,1.07,0.06,57.62,90.00,35.26,27.90,28.52
428,22.27,23.49,1.22,0.05,51.31,90.00,41.26,23.31,25.17
429,22.38,23.79,1.41,0.05,56.15,90.00,36.66,24.87,25.66
430,24.42,22.34,2.08,0.03,53.26,90.00,39.40,26.58,24.73
431,20.59,23.22,2.63,0.05,53.92,90.00,38.78,21.00,25.27
432,25.01,26.07,1.07,0.06,58.28,90.00,34.64,28.92,28.16
433,25.06,24.73,0.33,0.07,60.91,90.00,32.14,28.73,27.49
434,22.70,23.73,1.03,0.03,60.40,90.00,32.62,26.09,28.06
435,24.18,25.25,1.07,0.05,56.08,90.00,36.73,27.13,27.20
436,27.15,24.54,2.60,0.02,62.00,89.98,31.08,30.99,28.42
437,24.02,23.39,0.63,0.03,60.51,90.00,32.52,27.04,26.29
438,23.20,25.15,1.96,0.02,60.58,90.00,32.45,27.35,29.24
439,25.64,25.04,0.59,0.06,56.10,90.00,36.70,27.64,26.61
440,24.94,23.93,1.01,0.07,53.82,90.00,38.87,26.38,25.33
441,25.76,24.32,1.44,0.07,51.97,90.00,40.63,26.59,25.09
442,27.12,25.69,1.43,0.04,57.85,90.00,35.05,30.36,28.12
443,25.36,27.34,1.98,0.03,55.78,88.72,35.73,28.54,28.72
444,24.38,24.26,0.12,0.04,60.12,90.00,32.89,27.90,27.22
445,23.23,27.86,4.63,0.06,55.77,90.00,37.02,23.42,31.01
446,26.16,25.04,1.12,0.08,60.10,90.00,32.91,29.54,28.02
447,19.98,17.82,2.16,0.03,46.04,90.00,46.26,22.00,18.29
448,22.03,23.05,1.02,0.05,59.37,90.00,33.60,24.84,26.48
449,23.75,25.74,1.99,0.03,54.22,90.00,38.49,26.51,27.94
450,23.98,23.85,0.13,0.01,58.82,90.00,34.12,27.67,28.26
451,24.18,23.69,0.49,0.02,52.76,90.00,39.88,26.34,25.94
452,23.21,25.28,2.07,0.05,61.62,90.00,31.46,27.91,28.89
453,24.19,20.19,4.00,0.01,62.07,87.96,29.00,30.00,23.78
454,25.60,23.22,2.38,0.03,55.40,90.00,37.37,27.07,26.49
455,23.98,23.81,0.17,0.02,59.00,90.00,33.95,27.67,27.36
456,25.36,24.47,0.89,0.06,64.17,90.00,29.04,29.53,29.24
457,24.81,25.10,0.29,0.05,62.74,90.00,30.40,29.70,29.67
458,25.35,25.23,0.13,0.07,56.68,90.00,36.15,27.63,27.14
459,25.29,24.23,1.06,0.06,57.93,90.00,34.96,27.95,26.93
460,22.72,23.71,0.99,0.02,55.79,90.00,37.00,26.25,26.35
461,23.97,21.95,2.02,0.02,59.14,90.00,33.82,27.97,24.55
462,25.03,24.73,0.30,0.03,56.37,90.00,36.45,28.20,27.83
463,23.18,23.24,0.06,0.02,57.96,90.00,34.94,26.78,25.76
464,21.74,24.13,2.39,0.02,59.55,89.16,32.58,25.47,28.17
465,23.65,22.30,1.34,0.04,58.87,90.00,34.08,27.42,25.34
466,23.60,23.84,0.23,0.04,53.05,90.00,39.60,25.62,26.56
467,22.27,24.24,1.96,0.03,60.94,90.00,32.10,26.02,28.87
468,23.02,24.65,1.63,0.03,56.87,90.00,35.98,25.10,27.03
469,22.95,24.91,1.97,0.05,55.72,90.00,37.07,25.40,28.60
470,24.60,24.54,0.06,0.07,54.61,90.00,38.12,25.70,27.63
471,20.73,22.97,2.24,0.02,61.71,90.00,31.37,24.50,27.32
472,24.27,23.67,0.59,0.06,58.99,90.00,33.96,27.31,26.09
473,24.54,23.09,1.45,0.03,58.84,90.00,34.10,27.78,27.07
474,22.71,21.29,1.42,0.05,56.94,90.00,35.90,26.10,25.28
475,23.16,24.84,1.68,0.02,55.20,90.00,37.56,25.16,28.87
476,24.25,24.58,0.33,0.06,57.65,90.00,35.24,27.34,27.10
477,25.37,24.32,1.06,0.02,55.20,90.00,37.56,28.03,26.35
478,22.50,18.06,4.43,0.03,56.08,90.00,36.72,26.05,20.42
479,24.23,25.79,1.57,0.04,61.33,90.00,31.74,27.73,29.78
480,24.68,21.18,3.49,0.04,62.62,90.00,30.51,27.99,25.12
481,23.25,22.57,0.67,0.00,54.33,86.01,34.40,27.39,26.00
482,25.49,22.88,2.60,0.07,56.98,90.00,35.87,28.05,25.87
483,23.65,21.21,2.44,0.04,64.10,90.00,29.11,27.30,24.68
484,24.72,22.34,2.38,0.07,52.88,90.00,39.77,25.91,23.36
485,24.37,23.49,0.88,0.03,53.37,90.00,39.30,24.73,24.34
486,23.10,24.63,1.53,0.02,55.50,90.00,37.27,25.61,27.24
487,24.83,23.31,1.52,0.02,56.23,90.00,36.58,27.49,26.47
488,24.70,23.77,0.93,0.07,57.02,90.00,35.83,27.39,25.25
489,23.25,22.15,1.10,0.04,54.24,90.00,38.47,25.56,24.14
490,23.43,23.10,0.33,0.02,56.84,90.00,36.00,26.36,24.93
491,24.55,24.15,0.40,0.03,63.81,90.00,29.39,29.12,28.82
492,25.07,24.90,0.17,0.03,64.16,90.00,29.05,28.24,29.37
493,23.08,23.15,0.07,0.02,56.58,90.00,36.24,25.61,26.59
494,23.76,23.04,0.72,0.00,54.73,90.00,38.00,25.91,25.84
495,23.75,23.96,0.21,0.05,56.06,90.00,36.74,25.53,26.66
496,23.98,25.88,1.90,0.05,53.48,90.00,39.19,27.14,28.19
497,23.15,22.56,0.59,0.05,60.87,90.00,32.17,27.33,25.90
498,23.71,23.77,0.06,0.07,56.22,90.00,36.59,25.56,25.80
499,23.27,24.83,1.57,0.07,56.83,90.00,36.01,25.65,27.40
500,25.86,25.48,0.38,0.05,57.02,90.00,35.83,28.46,28.38
501,24.75,24.32,0.43,0.02,52.19,90.00,40.42,26.10,26.63
502,24.39,24.16,0.23,0.05,57.35,90.00,35.52,27.37,27.03
503,24.74,27.41,2.67,0.03,63.16,90.00,29.99,28.65,30.80
504,25.73,26.39,0.66,0.05,58.05,90.00,34.85,27.93,29.78
505,24.82,25.83,1.02,0.05,59.72,90.00,33.26,26.43,28.15
506,24.76,25.65,0.89,0.04,55.69,90.00,37.09,27.17,28.30
507,24.78,24.40,0.38,0.05,56.87,90.00,35.98,26.33,25.78
508,26.11,24.68,1.43,0.05,61.70,90.00,31.38,30.12,27.12
509,20.78,22.47,1.69,0.04,56.62,90.00,36.21,23.83,26.08
510,23.17,23.61,0.44,0.04,61.30,90.00,31.77,27.03,26.80
511,25.57,24.87,0.70,0.04,61.78,90.00,31.31,29.88,27.97
512,25.64,26.08,0.45,0.05,58.96,90.00,33.99,28.81,29.11
513,25.71,18.57,7.13,0.05,47.61,90.00,44.77,27.40,17.17
514,24.31,23.62,0.69,0.06,59.08,90.00,33.88,27.18,26.81
515,25.28,24.47,0.81,0.04,54.15,90.00,38.55,26.00,26.04
516,25.16,23.84,1.32,0.06,56.29,90.00,36.52,27.33,27.91
517,24.71,26.92,2.21,0.08,56.54,90.00,36.28,26.37,30.71
518,24.15,26.15,2.00,0.05,59.13,90.00,33.82,27.44,29.69
519,23.20,22.90,0.30,0.04,63.61,90.00,29.57,27.27,26.13
520,21.49,23.77,2.29,0.08,50.31,90.00,42.20,22.47,24.51
521,24.91,19.23,5.68,0.04,55.61,90.00,37.17,28.16,21.45
522,22.16,23.66,1.50,0.05,61.25,90.00,31.81,24.08,27.48
523,24.88,21.54,3.33,0.06,52.95,90.00,39.69,26.75,21.99
524,23.63,24.39,0.76,0.04,58.82,90.00,34.12,26.32,28.73
525,23.32,25.15,1.83,0.04,65.50,90.00,27.78,27.75,29.70
526,22.89,26.07,3.18,0.05,54.19,90.00,38.52,23.73,28.58
527,24.50,23.16,1.34,0.03,65.80,90.00,27.49,29.61,26.83
528,21.72,22.34,0.62,0.04,57.19,90.00,35.67,24.72,25.96
529,24.29,22.58,1.71,0.03,59.61,90.00,33.37,28.22,26.71
530,24.99,25.12,0.13,0.02,54.92,90.00,37.83,27.57,28.04
531,22.46,21.43,1.03,0.03,51.78,90.00,40.81,25.02,22.31
532,22.29,19.43,2.86,0.03,49.63,90.00,42.85,24.32,20.31
533,24.35,23.65,0.70,0.02,62.35,90.00,30.77,27.89,26.71
534,24.90,24.57,0.33,0.00,57.54,90.00,35.34,27.56,27.30
535,23.47,23.08,0.39,0.02,53.84,90.00,38.85,26.84,26.34
536,23.92,24.16,0.25,0.03,61.44,90.00,31.63,27.92,28.58
537,23.45,23.40,0.04,0.04,60.01,90.00,32.99,26.12,26.64
538,23.19,25.53,2.34,0.09,63.44,90.00,29.73,25.89,29.67
539,24.07,23.62,0.46,0.05,59.84,89.67,32.82,27.05,27.15
540,25.71,25.48,0.24,0.05,56.53,90.00,36.29,28.60,28.70
541,23.87,24.60,0.73,0.04,56.63,90.00,36.20,26.91,27.28
542,21.68,24.55,2.87,0.03,55.76,90.00,37.02,23.10,28.16
543,24.86,24.80,0.06,0.03,52.42,90.00,40.20,26.84,27.66
544,21.81,22.20,0.39,0.02,57.51,90.00,35.37,25.73,25.67
545,24.05,24.40,0.36,0.05,58.31,90.00,34.61,26.66,28.92
546,24.60,24.09,0.52,0.02,60.13,90.00,32.87,27.42,28.41
547,23.73,22.76,0.97,0.05,57.89,90.00,35.01,27.18,25.64
548,25.36,24.96,0.40,0.01,58.97,90.00,33.98,28.83,28.38
549,25.27,23.46,1.81,0.04,62.30,90.00,30.81,28.88,27.65
550,25.61,25.59,0.02,0.03,56.42,90.00,36.40,29.28,28.67
551,25.99,26.83,0.84,0.03,52.37,90.00,40.25,26.93,28.74
552,22.85,23.10,0.25,0.05,55.95,90.00,36.85,25.54,25.79
553,23.39,22.33,1.06,0.03,57.57,90.00,35.31,26.73,25.77
554,24.80,25.54,0.74,0.02,62.68,90.00,30.45,28.42,30.44
555,25.47,25.63,0.16,0.08,59.69,90.00,33.30,28.44,26.67
556,26.59,25.56,1.03,0.05,55.28,90.00,37.49,28.13,27.30
557,21.45,22.21,0.77,0.03,53.19,90.00,39.47,23.79,24.48
558,25.19,23.84,1.35,0.03,59.95,90.00,33.05,28.25,27.38
559,24.17,22.80,1.37,0.04,55.85,90.00,36.94,27.07,24.80
560,24.80,23.85,0.95,0.08,48.59,90.00,43.84,25.45,22.36
561,24.64,24.75,0.12,0.08,58.06,90.00,34.84,26.34,26.69
562,23.07,22.55,0.52,0.06,59.00,90.00,33.95,25.36,26.35
563,24.94,24.61,0.33,0.08,57.35,90.00,35.52,27.47,26.81
564,23.30,23.78,0.48,0.05,61.03,90.00,32.02,26.84,27.80
565,24.83,24.42,0.41,0.09,56.07,90.00,36.74,27.91,27.33
566,24.07,24.78,0.72,0.05,56.33,90.00,36.48,27.53,27.76
567,25.88,26.47,0.60,0.06,52.00,90.00,40.60,26.68,28.20
568,25.94,24.69,1.25,0.06,54.54,90.00,38.19,28.55,27.70
569,24.64,23.65,0.99,0.08,56.47,90.00,36.35,26.72,26.36
570,26.20,24.08,2.12,0.05,57.24,90.00,35.62,30.36,25.08
571,23.80,23.39,0.41,0.02,59.84,90.00,33.15,27.16,27.43
572,22.28,23.83,1.55,0.06,56.45,90.00,36.37,25.23,27.00
573,20.76,24.31,3.54,0.03,57.92,90.00,34.97,23.04,26.81
574,26.75,25.66,1.10,0.06,53.42,90.00,39.25,28.74,27.24
575,22.96,23.22,0.26,0.04,54.75,90.00,37.98,24.75,24.92
576,22.39,25.47,3.07,0.02,55.80,85.83,32.82,26.24,28.26
577,26.24,25.22,1.02,0.04,59.31,90.00,33.65,29.83,27.86
578,25.20,23.47,1.73,0.08,55.59,90.00,37.19,26.37,25.32
579,23.36,24.08,0.72,0.05,62.98,90.00,30.16,27.81,27.28
580,25.73,24.94,0.79,0.04,56.34,90.00,36.48,28.56,28.04
581,24.45,24.92,0.47,0.04,47.56,90.00,44.82,25.97,25.84
582,16.12,25.19,9.07,0.05,54.69,90.00,38.04,16.72,30.07
583,24.07,23.85,0.22,0.04,61.54,90.00,31.54,26.95,26.84
584,24.66,24.61,0.05,0.04,56.00,90.00,36.80,27.31,28.05
585,24.02,24.65,0.63,0.03,52.89,90.00,39.76,26.01,27.42
586,24.48,23.62,0.86,0.01,60.77,87.56,29.83,28.75,27.60
587,24.65,24.80,0.15,0.01,51.27,90.00,41.29,26.72,26.14
588,22.95,25.29,2.33,0.07,59.35,90.00,33.62,24.65,28.09
589,23.76,23.51,0.25,0.01,56.47,90.00,36.36,25.89,26.60
590,23.73,22.30,1.43,0.02,60.07,90.00,32.93,27.17,26.88
591,23.14,22.60,0.54,0.01,57.13,87.85,33.58,26.31,26.58
592,27.79,27.30,0.49,0.06,63.10,90.00,30.05,32.10,30.84
593,25.43,22.60,2.83,0.03,53.75,90.00,38.94,28.57,24.11
594,25.01,25.08,0.07,0.07,51.43,90.00,41.15,26.36,25.72
595,23.79,24.53,0.74,0.06,58.57,90.00,34.36,26.68,28.06
596,26.17,25.43,0.74,0.09,59.69,90.00,33.29,28.70,27.72
597,23.40,23.29,0.11,0.01,52.61,90.00,40.02,26.12,26.86
598,23.22,23.82,0.61,0.04,59.89,90.00,33.10,26.95,26.46
599,24.58,24.50,0.07,0.07,56.15,90.00,36.65,25.93,26.66
600,24.69,24.44,0.25,0.10,55.78,90.00,37.01,27.53,25.79
601,24.89,26.65,1.76,0.07,61.05,90.00,32.00,27.95,30.86
602,23.51,23.94,0.43,0.05,57.87,90.00,35.02,26.15,26.24
603,21.57,24.06,2.49,0.05,55.87,90.00,36.92,23.79,26.42
604,24.47,25.33,0.86,0.08,57.33,90.00,35.53,26.85,27.40
605,25.03,22.85,2.18,0.05,58.32,90.00,34.60,28.71,24.97
606,20.51,22.75,2.24,0.06,53.32,90.00,39.35,21.22,25.89
607,24.21,21.43,2.78,0.04,52.47,90.00,40.15,25.96,23.75
608,23.21,23.02,0.19,0.03,56.71,90.00,36.13,25.88,25.22
609,25.23,24.98,0.24,0.06,54.48,90.00,38.24,28.10,27.13
610,25.90,27.25,1.35,0.06,59.63,90.00,33.35,29.22,29.72
611,27.08,21.39,5.69,0.09,56.42,90.00,36.40,29.26,22.54
612,24.66,25.22,0.56,0.03,59.87,90.00,33.12,27.40,28.72
613,24.85,24.72,0.12,0.04,55.70,90.00,37.08,28.30,28.04
614,26.58,25.59,0.99,0.01,57.51,90.00,35.36,29.43,28.11
615,24.77,26.03,1.25,0.02,60.75,90.00,32.28,28.88,29.49
616,22.77,22.57,0.19,0.05,55.29,90.00,37.47,25.06,26.00
617,24.55,24.24,0.30,0.04,58.87,90.00,34.07,29.27,28.31
618,25.68,21.87,3.81,0.07,52.24,90.00,40.37,27.44,21.43
619,25.45,24.91,0.54,0.05,53.97,90.00,38.73,27.78,26.84
620,25.32,23.60,1.72,0.02,59.70,90.00,33.29,28.91,26.74
621,23.09,21.79,1.30,0.04,50.28,90.00,42.24,25.26,22.45
622,22.06,21.65,0.41,0.04,59.88,90.00,33.11,25.36,23.98
623,22.92,24.53,1.60,0.04,56.43,90.00,36.40,25.87,27.01
624,24.87,23.63,1.25,0.05,54.40,90.00,38.32,27.06,25.71
625,19.25,23.18,3.93,0.04,58.40,90.00,34.52,21.74,26.92
626,20.37,24.95,4.58,0.08,50.08,90.00,42.43,20.44,26.49
627,24.50,24.60,0.10,0.03,58.34,90.00,34.58,27.50,27.00
628,22.70,23.63,0.93,0.03,59.45,90.00,33.52,26.18,27.55
629,25.54,25.94,0.40,0.04,58.41,90.00,34.51,29.40,28.84
630,25.27,24.33,0.93,0.04,62.44,89.23,29.91,29.53,30.53
631,23.54,23.92,0.38,0.06,60.87,90.00,32.17,26.52,27.86
632,22.75,23.14,0.38,0.05,52.75,90.00,39.89,24.40,25.06
633,25.88,27.07,1.19,0.02,67.32,90.00,26.05,30.95,31.52
634,22.71,22.36,0.35,0.04,60.28,90.00,32.74,24.94,25.35
635,23.96,23.88,0.08,0.03,56.90,90.00,35.95,26.19,28.05
636,25.49,25.82,0.33,0.08,56.78,90.00,36.06,27.27,27.86
637,23.08,23.20,0.12,0.05,59.83,90.00,33.16,26.40,26.52
638,26.41,26.30,0.11,0.05,57.02,90.00,35.83,27.59,28.48
639,19.04,24.21,5.16,0.01,56.64,90.00,36.19,22.20,28.49
640,25.52,24.40,1.13,0.03,60.50,90.00,32.53,29.42,28.17
641,22.44,23.50,1.07,0.02,61.15,90.00,31.91,26.64,27.66
642,24.67,24.40,0.27,0.05,53.11,90.00,39.54,26.11,27.46
643,24.52,25.77,1.25,0.03,55.90,90.00,36.90,26.98,27.98
644,22.65,22.49,0.16,0.06,58.60,90.00,34.33,24.42,25.87
645,28.56,25.28,3.29,0.04,58.15,90.00,34.76,30.09,26.15
646,21.71,19.75,1.97,0.03,53.86,90.00,38.83,24.05,21.90
647,23.87,25.47,1.60,0.07,59.82,90.00,33.17,26.84,28.98
648,25.29,23.62,1.67,0.09,56.17,90.00,36.64,27.48,25.51
649,24.84,21.22,3.62,0.03,60.16,90.00,32.85,29.11,24.25
650,19.66,23.61,3.96,0.06,49.77,90.00,42.72,18.36,25.17
651,25.05,24.22,0.83,0.05,56.57,90.00,36.26,27.04,27.12
652,24.62,24.97,0.36,0.06,64.24,90.00,28.97,29.09,29.55
653,23.98,22.85,1.12,0.05,57.57,90.00,35.31,26.79,24.56
654,23.06,24.11,1.05,0.02,58.18,90.00,34.73,25.84,28.96
655,25.50,24.10,1.40,0.04,60.63,90.00,32.40,28.66,26.81
656,25.81,25.09,0.72,0.07,61.46,90.00,31.61,28.36,29.84
657,25.90,25.30,0.60,0.04,63.56,90.00,29.62,29.90,29.66
658,23.78,25.87,2.09,0.02,57.41,90.00,35.46,25.86,28.51
659,24.17,24.40,0.22,0.05,56.66,90.00,36.18,26.29,26.72
660,25.24,26.42,1.17,0.04,55.51,90.00,37.26,26.93,28.06
661,22.42,25.31,2.89,0.03,49.87,90.00,42.62,23.13,27.76
662,26.00,28.08,2.08,0.11,60.85,90.00,32.19,28.32,28.51
663,24.74,25.84,1.10,0.06,62.08,90.00,31.02,28.82,28.70
664,22.23,23.40,1.17,0.04,57.01,90.00,35.84,24.21,26.80
665,22.35,22.06,0.29,0.05,58.75,90.00,34.19,24.50,23.69
666,25.45,20.01,5.44,0.04,56.73,90.00,36.11,29.72,21.76
667,23.49,23.88,0.39,0.01,59.19,90.00,33.77,27.47,26.99
668,24.42,23.74,0.68,0.03,55.59,90.00,37.19,26.69,26.79
669,23.97,24.20,0.24,0.05,56.69,90.00,36.14,26.29,25.88
670,24.26,24.11,0.15,0.07,53.24,90.00,39.43,25.98,26.06
671,26.02,26.13,0.11,0.05,61.10,90.00,31.95,29.01,29.28
672,23.89,22.36,1.53,0.04,58.23,90.00,34.69,26.28,25.10
673,24.70,23.72,0.99,0.04,61.07,90.00,31.98,27.33,27.10
674,25.62,23.92,1.70,0.02,58.76,90.00,34.18,29.43,27.25
675,27.70,25.92,1.78,0.07,58.04,90.00,34.86,29.76,28.90
676,23.08,21.94,1.14,0.07,57.45,90.00,35.42,25.46,25.18
677,23.03,23.08,0.04,0.02,56.10,90.00,36.71,25.76,25.84
678,18.43,22.87,4.44,0.01,51.47,90.00,41.10,19.81,24.93
679,24.15,24.86,0.72,0.05,51.40,90.00,41.17,25.24,26.94
680,23.14,23.54,0.41,0.10,60.39,90.00,32.62,26.83,27.03
681,24.14,24.33,0.20,0.05,55.25,90.00,37.51,25.81,26.89
682,24.68,24.47,0.21,0.07,58.64,90.00,34.29,28.01,27.44
683,19.16,22.47,3.31,0.06,51.67,90.00,40.91,20.63,23.40
684,23.52,22.73,0.78,0.01,55.65,90.00,37.14,25.70,25.27
685,25.00,25.12,0.12,0.06,59.25,90.00,33.71,26.71,28.00
686,22.50,22.10,0.40,0.01,52.40,90.00,40.22,25.55,25.24
687,23.99,24.47,0.48,0.06,64.18,90.00,29.03,28.02,28.88
688,19.73,23.93,4.20,0.03,48.07,90.00,44.33,21.18,25.37
689,25.27,24.91,0.36,0.06,55.48,90.00,37.29,27.78,26.53
690,23.08,23.41,0.33,0.02,56.77,90.00,36.07,26.36,26.93
691,27.71,27.19,0.52,0.05,64.39,90.00,28.83,31.16,31.10
692,25.50,25.32,0.17,0.04,59.56,90.00,33.42,29.02,28.97
693,24.66,26.00,1.34,0.07,60.64,90.00,32.39,28.09,29.14
694,24.42,25.34,0.92,0.09,55.80,90.00,36.99,26.92,27.14
695,24.82,22.97,1.84,0.07,58.84,90.00,34.10,26.72,25.99
696,25.84,23.20,2.64,0.05,51.99,90.00,40.61,27.57,23.77
697,24.59,24.69,0.10,0.07,58.75,90.00,34.18,26.80,28.07
698,23.16,24.15,0.99,0.05,59.76,90.00,33.22,25.75,28.06
699,25.52,24.61,0.91,0.09,54.93,90.00,37.82,27.71,26.32
700,25.26,25.58,0.33,0.05,60.26,90.00,32.75,29.40,29.29
701,23.74,23.49,0.25,0.07,60.52,90.00,32.51,28.17,24.76
702,22.42,23.13,0.71,0.07,54.61,90.00,38.12,25.29,24.76
703,21.00,21.66,0.65,0.05,58.89,90.00,34.06,24.91,24.52
704,23.65,22.67,0.98,0.05,51.54,90.00,41.04,25.59,25.76
705,24.54,23.99,0.56,0.02,61.40,90.00,31.67,28.36,28.22
706,23.32,23.79,0.47,0.02,55.85,90.00,36.94,26.41,26.00
707,26.46,26.27,0.18,0.08,62.23,90.00,30.88,28.97,28.96
708,20.22,26.20,5.97,0.06,47.80,90.00,44.59,20.63,28.05
709,24.35,24.79,0.44,0.06,61.11,90.00,31.94,28.27,28.30
710,19.01,23.30,4.29,0.07,49.50,90.00,42.97,18.21,25.77
711,25.35,25.54,0.19,0.05,61.80,90.00,31.29,28.87,28.77
712,24.05,25.10,1.04,0.03,58.36,90.00,34.56,27.21,27.57
713,23.36,24.55,1.19,0.04,60.53,90.00,32.49,27.26,27.52
714,25.40,22.52,2.88,0.03,58.11,90.00,34.79,29.56,24.97
715,23.50,24.12,0.61,0.09,61.05,90.00,32.00,26.76,26.41
716,24.15,23.93,0.22,0.09,56.93,90.00,35.92,25.01,25.31
717,24.54,23.59,0.95,0.06,54.75,90.00,37.99,27.11,25.74
718,22.91,22.82,0.09,0.05,52.53,90.00,40.10,24.01,24.82
719,23.42,25.02,1.60,0.04,56.72,90.00,36.11,25.66,27.50
720,24.32,23.76,0.56,0.04,59.59,90.00,33.39,25.74,27.43
721,26.80,27.06,0.26,0.04,57.72,90.00,35.17,28.64,29.32
722,22.61,23.33,0.71,0.06,55.55,90.00,37.23,24.11,24.30
723,24.16,23.64,0.52,0.04,56.50,90.00,36.33,26.10,27.00
724,24.92,24.81,0.11,0.04,59.24,90.00,33.72,28.20,28.20
