201901_Evap_tavg,201902_Evap_tavg,201903_Evap_tavg,201904_Evap_tavg,201905_Evap_tavg,201906_Evap_tavg,201907_Evap_tavg,201908_Evap_tavg,201909_Evap_tavg,201910_Evap_tavg,201911_Evap_tavg,201912_Evap_tavg,202001_Evap_tavg,202002_Evap_tavg,202003_Evap_tavg,202004_Evap_tavg,202005_Evap_tavg,202006_Evap_tavg,202007_Evap_tavg,202008_Evap_tavg,202009_Evap_tavg,202010_Evap_tavg,202011_Evap_tavg,202012_Evap_tavg,ADM3_PCODE
1.4203389359158263e-05,4.654338722351779e-06,4.657400913295669e-06,1.0974893126633084e-05,2.9243969094831896e-05,4.637492285578571e-05,3.2366456979435434e-05,3.836417032257836e-05,4.336613084400354e-05,4.1966881012858334e-05,3.5287732834922e-05,1.39078932704293e-05,4.983147074565056e-06,1.827573020426659e-06,2.3200464772670675e-06,8.732842733531915e-06,2.8195323620374897e-05,3.3864871257662776e-05,2.8749198404422203e-05,3.450500302789195e-05,3.709183369442452e-05,4.287738294815094e-05,4.475142519124132e-05,3.0157366712321367e-05,TH630201
1.468472917975337e-05,5.241113499464441e-06,5.127477352632611e-06,1.1968345861457844e-05,2.9455998876801397e-05,4.543563926356286e-05,3.189497171437274e-05,3.7977677813266126e-05,4.077904316963225e-05,3.9872277803434906e-05,3.447050358719777e-05,1.6172695620726247e-05,6.76332749736068e-06,2.588291400375298e-06,3.065498346581609e-06,1.1013433797888549e-05,2.812798541438598e-05,3.3188817084683647e-05,2.938901467783924e-05,3.443101695948887e-05,3.628951835093031e-05,4.03321399558748e-05,4.111365871063292e-05,2.775573729003395e-05,TH630202
1.6779618682352494e-05,7.795886578487656e-06,6.98080288304354e-06,1.3816868785113964e-05,3.214611879869706e-05,4.570935790150415e-05,3.399034324061564e-05,4.268567880033421e-05,4.458982085165408e-05,4.308548077155825e-05,3.718944599654011e-05,2.0164152529548462e-05,9.527813799067665e-06,4.209789318421613e-06,4.074655873959615e-06,1.240965098497662e-05,3.095059943231274e-05,3.244901210373832e-05,3.120411916685039e-05,3.713944548247936e-05,3.760524156469218e-05,4.163772960654369e-05,4.291644283501108e-05,2.9618369252829048e-05,TH630203
1.2743443443707643e-05,3.5473895915054404e-06,4.031598743728409e-06,9.259276609255246e-06,2.875328959925901e-05,4.957172902240814e-05,3.586595125927472e-05,3.856503590342041e-05,4.7457678494624135e-05,4.65507258178592e-05,3.723594227573354e-05,8.302291560789947e-06,6.746741618041278e-07,8.593657318569651e-08,1.4489593821929302e-06,7.871422054724064e-06,2.7466935707834265e-05,3.635220494626952e-05,3.026129810569196e-05,3.596361496467992e-05,3.8865245372615606e-05,4.85556583034478e-05,5.21807708461434e-05,3.4445161422775123e-05,TH630204
1.6452797829401236e-05,7.77229669632753e-06,6.973833171410656e-06,1.1806023446165225e-05,2.956694327890344e-05,4.624668173677493e-05,3.299724343250827e-05,3.852110273674458e-05,4.563187518472432e-05,4.4242020291642885e-05,3.682713174448014e-05,1.4109686419601306e-05,6.088290040556947e-06,2.868637828641296e-06,2.840014157949159e-06,6.058813654880869e-06,2.819322764752282e-05,3.391638120799337e-05,2.6764712279171262e-05,3.370388643466299e-05,3.656879124722389e-05,4.462905826647917e-05,4.849895500605429e-05,3.2985014260500614e-05,TH630205
1.9533972024205227e-05,1.2013557112653277e-05,1.0253396479082924e-05,1.597794821615149e-05,3.000476408332289e-05,4.486347848134798e-05,3.6938989792959424e-05,3.760961462090774e-05,4.194005212563475e-05,4.175643388591833e-05,3.600791853065112e-05,1.975281163409147e-05,1.106367998550171e-05,6.428815675895182e-06,5.450158203723148e-06,1.1456506019787426e-05,2.567508214014912e-05,3.47080976052705e-05,3.073437526110184e-05,3.442590541769182e-05,3.504258644011612e-05,4.088078746292619e-05,4.350814201164167e-05,3.129091575174912e-05,TH630206
2.2429705526426027e-05,1.5580399960758462e-05,1.2693366663284e-05,1.794998778596566e-05,2.985457861046574e-05,4.174692473592093e-05,3.5415060943472e-05,3.770537699045785e-05,3.95641845762332e-05,3.938665677237617e-05,3.520565722396406e-05,2.448512606751473e-05,1.6001728282523102e-05,9.307419989498926e-06,6.861799734840231e-06,1.1346334671528549e-05,2.5504537598544866e-05,3.334315749722548e-05,2.997206298852853e-05,3.3612816156161645e-05,3.2784048457989584e-05,3.692635065049396e-05,4.001126252402448e-05,3.013802349657274e-05,TH630207
1.840926352462714e-05,8.261359491338796e-06,6.712178580099445e-06,1.2106207622404164e-05,3.130754957672739e-05,4.2307580674596765e-05,3.035089269832992e-05,3.954603116280367e-05,4.3103317060943286e-05,4.170750972218504e-05,3.567433679587087e-05,1.9025133021122507e-05,9.884848232922751e-06,4.054566879837888e-06,3.246128941274802e-06,5.879770538535251e-06,3.0332226601648345e-05,3.128451729259546e-05,2.628523727924353e-05,3.403042712639968e-05,3.564307744737215e-05,3.9472610554151776e-05,4.343823523889025e-05,3.064855326982526e-05,TH630301
1.6657599053736558e-05,6.185047847653022e-06,5.126297770241866e-06,1.122510224955698e-05,3.12976905004028e-05,4.3220312334666725e-05,3.0687961024299906e-05,4.087219639752552e-05,4.328382874948257e-05,4.118835984828062e-05,3.466541368889778e-05,1.8034637641061395e-05,8.36753284564709e-06,3.0420467461668217e-06,2.565162457165434e-06,7.074092113653624e-06,2.9803067904766028e-05,3.181811319606747e-05,2.7526289494154516e-05,3.522929782154441e-05,3.657186781880151e-05,3.959496581353906e-05,4.205540252297431e-05,2.933032035918721e-05,TH630302
1.7966920925433057e-05,8.851412398910306e-06,6.719801967204756e-06,1.2124048920159452e-05,3.169418358001089e-05,4.00547773211017e-05,2.743862445908956e-05,4.006640770152436e-05,4.55042173213925e-05,4.385947702698852e-05,3.834190184248615e-05,2.180283206204776e-05,9.895102672800244e-06,4.406429060101908e-06,3.485689980063656e-06,8.837693691248041e-06,3.053040174346379e-05,3.0129303363744595e-05,2.7206592781690382e-05,3.7359414942462e-05,3.612044374794565e-05,3.9966109699760624e-05,4.274912157867397e-05,2.971502570547155e-05,TH630303
1.7788107917354774e-05,8.252487903277286e-06,6.9867759257758885e-06,1.187615751787853e-05,3.0554326319956244e-05,4.417898479640853e-05,3.1218287825605145e-05,3.912960559707818e-05,4.466070852010606e-05,4.331645905383184e-05,3.6575788680196185e-05,1.673639904991205e-05,8.116470682892608e-06,3.480199378167668e-06,3.0546383330220465e-06,5.715989376572983e-06,2.9491954883218868e-05,3.2377180878995245e-05,2.5914806458696447e-05,3.3764089748443334e-05,3.615495751335047e-05,4.224141213044561e-05,4.644519242850938e-05,3.215094039907108e-05,TH630304
2.447791207694753e-05,1.920361304383556e-05,1.2819403730203986e-05,1.7652191716562445e-05,3.20961298386644e-05,3.556093946345461e-05,3.079010086847655e-05,3.741042894716828e-05,4.147743449424357e-05,4.0365666932187886e-05,3.4963421896375526e-05,2.671103720061119e-05,1.944933448971309e-05,1.2697815967637405e-05,8.819336022630415e-06,1.3729790429515293e-05,2.955196393718653e-05,3.1458887814085475e-05,2.854172743581223e-05,3.482508507496019e-05,3.312180101621931e-05,3.448320315803449e-05,3.783198270611951e-05,2.884796114134773e-05,TH630305
1.812811714612969e-05,7.31905069188733e-06,5.802295331423327e-06,1.276980353635937e-05,3.3188507594765375e-05,4.16551076666764e-05,3.105980549767562e-05,4.186916599558591e-05,4.120810582223491e-05,3.9924319723416e-05,3.4916009322749e-05,2.249583919453905e-05,1.188659772242889e-05,4.695690454422359e-06,3.8040199499937807e-06,9.361180924994312e-06,3.19236703402676e-05,3.143079788518876e-05,3.0232548916427372e-05,3.659698035626369e-05,3.578546911212532e-05,3.596390732086888e-05,3.720910405240508e-05,2.763298703059852e-05,TH630306
3.077631578674344e-05,2.060268959895045e-05,1.2197988936030583e-05,1.341829910454702e-05,2.353907868471014e-05,4.361485272570201e-05,5.062838125311582e-05,5.1884939333577785e-05,5.48452657167893e-05,5.442686906487613e-05,4.963537375293652e-05,3.857385258918776e-05,2.224336853510873e-05,9.9731919798762e-06,5.879557240047645e-06,5.127844261875856e-06,2.4802755193087184e-05,3.948562578221462e-05,4.231631341830114e-05,5.071572610520022e-05,4.17605175163306e-05,4.671414913442815e-05,5.367028653212568e-05,4.4002517535574695e-05,TH630401
2.9915971725496435e-05,1.749413156204355e-05,9.023436378985432e-06,1.0040949305973652e-05,2.2227142748548034e-05,4.507847438257591e-05,5.304057175700359e-05,5.285376430587733e-05,5.51559651483322e-05,5.490746236525238e-05,4.957561032230544e-05,3.7050854634640935e-05,1.7998834668348055e-05,5.211104089224703e-06,2.214955695509323e-06,3.0386750710252222e-06,2.2458935721066885e-05,3.929842438786571e-05,4.436123498699491e-05,5.215152709453071e-05,4.232118155868555e-05,4.7045902315451456e-05,5.416572909376532e-05,4.364524535509925e-05,TH630402
3.509247001143766e-05,3.2148819594774275e-05,2.2763519276805944e-05,2.3128031640053275e-05,3.0319045246632235e-05,4.099155859952012e-05,4.4662738070645386e-05,4.598362635367624e-05,5.074655893110956e-05,5.1075788067021445e-05,4.69257088577116e-05,4.011731320634933e-05,3.3609731930157314e-05,2.3669712079690395e-05,1.585802415092914e-05,1.306356063363793e-05,2.696879646251851e-05,3.767632282581446e-05,3.889678738529564e-05,4.51060231118553e-05,3.89883404910197e-05,4.389028876227259e-05,5.0694021403831865e-05,4.295557077630344e-05,TH630403
3.330854981233073e-05,3.142610956235261e-05,2.228303722172943e-05,2.4865122122252344e-05,3.3172729633913204e-05,4.034262148288444e-05,4.0979077383320185e-05,4.150812732859545e-05,4.630354843804523e-05,4.7676754734886346e-05,4.391865136823058e-05,3.677566660615935e-05,3.060104241702573e-05,2.226560954059906e-05,1.5688987765912415e-05,1.4731394588148446e-05,2.979408137526116e-05,3.58621642984714e-05,3.518442270552661e-05,3.995695863940469e-05,3.580995350686055e-05,4.104188253660552e-05,4.751922187178268e-05,3.968264601460874e-05,TH630404
2.734636194322661e-05,2.3204907192871155e-05,1.7622551517608565e-05,2.1388890748247425e-05,2.9591871408856903e-05,4.178335529616828e-05,4.0010666442583904e-05,4.1281464818054096e-05,4.344715373727173e-05,4.4103805102660735e-05,3.925473983261137e-05,3.0107643363292628e-05,2.2256226504232893e-05,1.4716270899431437e-05,1.0518528299777736e-05,1.4463550996801032e-05,2.462997637453659e-05,3.471902639999988e-05,3.3488858576527564e-05,3.823272339865854e-05,3.468324182058944e-05,3.961636187596166e-05,4.4399169903346654e-05,3.533785210728387e-05,TH630405
2.991796226822465e-05,2.584372049713994e-05,1.831629070640397e-05,2.062183728488096e-05,2.7271858295189892e-05,4.075639217231178e-05,4.231226170966851e-05,4.403470626209776e-05,4.664620993642549e-05,4.7516700489799247e-05,4.245217112589479e-05,3.412985868486222e-05,2.6145566627763805e-05,1.6811802185839912e-05,1.142818267198904e-05,1.0680079801903608e-05,2.4808522318525088e-05,3.6340514553751056e-05,3.627591219289884e-05,4.1588378874102754e-05,3.684248920891882e-05,4.15498005313768e-05,4.7302580614681214e-05,3.891454995428819e-05,TH630406
3.914914295843172e-05,4.010681637279552e-05,2.685993240771385e-05,1.8982834271736057e-05,2.6830642332275828e-05,4.0346105508970656e-05,4.261669605449792e-05,4.449411366634362e-05,5.2403503497554325e-05,5.349466596331164e-05,5.092431827481033e-05,4.51700634352632e-05,4.245042596955695e-05,3.174987598514701e-05,1.98315687560215e-05,1.3798823995993309e-05,2.2251372654765103e-05,3.86644299645614e-05,4.360939481320224e-05,4.404865454434761e-05,4.283455509951463e-05,4.663926744476851e-05,5.307966171247336e-05,4.617756082384388e-05,TH630501
3.770854431942029e-05,3.598722567290527e-05,2.5567512436648725e-05,2.297256461823172e-05,3.328064811736805e-05,3.989945086426477e-05,4.182694571845999e-05,4.427648762503116e-05,5.184480416640134e-05,5.279798953662575e-05,4.867536884251153e-05,4.290461831273389e-05,3.780368079801555e-05,2.789750437629376e-05,1.7921280252606932e-05,1.6970878406343765e-05,2.803924602945633e-05,3.818849648677713e-05,4.1031000841050056e-05,4.412744441144562e-05,4.028341973435614e-05,4.52999673486764e-05,5.234939948594122e-05,4.439275863230225e-05,TH630502
3.696635820536679e-05,3.758373716052444e-05,2.6041675647127026e-05,2.153847108921148e-05,3.0288879116811227e-05,3.710303821889267e-05,3.7062269863392285e-05,4.094108221627944e-05,4.909584608355389e-05,5.174588397926959e-05,4.7918023377768855e-05,4.254012576188964e-05,3.944502113064423e-05,2.984098183785236e-05,1.9682974914606945e-05,1.588773829499383e-05,2.5877633657113532e-05,3.598570597622117e-05,3.77643799434011e-05,3.980657729583586e-05,3.8529344003160494e-05,4.392173973036439e-05,5.017459547895592e-05,4.223539831968377e-05,TH630503
3.662899979084659e-05,3.438381272101673e-05,2.4668377197388983e-05,2.331149735721134e-05,3.202661468196245e-05,3.985142846443338e-05,4.3039782185291024e-05,4.518069906043127e-05,5.1421199630012216e-05,5.178991531434235e-05,4.767823151461168e-05,4.125166276991041e-05,3.557319629492146e-05,2.566464966897556e-05,1.672519284731752e-05,1.3576256210703166e-05,2.8116699190807065e-05,3.8086846132842246e-05,3.959301477874147e-05,4.466174650807703e-05,3.991697740055511e-05,4.441946582876196e-05,5.1688925454475054e-05,4.3985652230052295e-05,TH630504
3.739700402649597e-05,3.900660360800464e-05,2.713658323566565e-05,1.9964344863603583e-05,2.6549321704340148e-05,3.5504549948008313e-05,3.633010553682596e-05,4.017661651183548e-05,4.889624244694508e-05,5.087199196902354e-05,4.794906572727542e-05,4.181410505377842e-05,3.9218142288332974e-05,2.953415208698636e-05,1.9255285349621232e-05,1.5556948481561813e-05,2.0330259691085876e-05,3.422060067639483e-05,3.7837488434692496e-05,3.903774518050917e-05,3.9421311809476494e-05,4.381700783967898e-05,4.964905207799801e-05,4.198187457631451e-05,TH630505
3.733163410737214e-05,3.67723747536e-05,2.564043024241915e-05,2.2649493156976853e-05,3.246332387802859e-05,3.936120680909418e-05,3.981616385619107e-05,4.265251279300519e-05,5.023798618843537e-05,5.23232612657317e-05,4.80971205362275e-05,4.274448044107772e-05,3.843515796522334e-05,2.855429913213343e-05,1.8487607198198413e-05,1.852513299527064e-05,2.747602827083697e-05,3.729098264437362e-05,3.9486981542261085e-05,4.2173451296858734e-05,3.899269278561785e-05,4.472410516652868e-05,5.171442684616234e-05,4.356831337271668e-05,TH630506
3.0713937399070824e-05,1.7176877883868186e-05,7.261278542405384e-06,7.100490363364202e-06,2.1492997707520266e-05,4.864283576913817e-05,5.529364290971651e-05,5.441331981969349e-05,5.508306737700759e-05,5.482974538863743e-05,4.813578315662366e-05,3.3920495617673794e-05,1.3493222409352218e-05,2.766205390902689e-06,6.391156037449152e-07,1.722709865137134e-06,2.0306538490054225e-05,3.768773575479904e-05,4.545535276114786e-05,5.4094854161067865e-05,4.2760289889810274e-05,4.674284443027416e-05,5.400702786684952e-05,4.282734137692376e-05,TH630601
3.122334948276473e-05,1.784203618652936e-05,8.70473935841888e-06,1.0975392871475031e-05,2.5584162217739795e-05,5.047392141004765e-05,5.546084510893654e-05,5.201443699987365e-05,5.393233052596325e-05,5.456227621456711e-05,4.841534096127928e-05,3.504115555955498e-05,1.349619019207937e-05,4.778061300369532e-06,3.3070951202982875e-06,3.6979727357966246e-06,2.7169184192726687e-05,3.884499972235816e-05,4.350644321671403e-05,5.12079830408736e-05,4.055307234866882e-05,4.564173194640407e-05,5.315076798308319e-05,4.308792582621629e-05,TH630602
3.051932650461599e-05,2.620146676640424e-05,1.9490681277766943e-05,2.258576571892558e-05,3.0518615652906925e-05,4.547755468031884e-05,4.600612329358919e-05,4.563108371526287e-05,4.739378327356542e-05,4.881722677029098e-05,4.313594923650646e-05,3.540982923377622e-05,2.7117546470739585e-05,1.7448463578235555e-05,1.2950800503542135e-05,9.221912459880344e-06,2.810553700703332e-05,3.582782925814677e-05,3.774294332271899e-05,4.349194668238185e-05,3.686299529766738e-05,4.152955585179401e-05,4.711785081459117e-05,3.924728917950848e-05,TH630603
3.3255470043513924e-05,1.6860407413332723e-05,5.315146609063959e-06,5.606204922514735e-06,2.3135375158744864e-05,5.264045103103854e-05,6.019055581418797e-05,5.5747368605807424e-05,5.612627865048125e-05,5.604272155323997e-05,5.019951277063228e-05,3.497985380818136e-05,9.111307917919476e-06,7.795620717843121e-07,1.1069337801927761e-07,1.8419065099806176e-06,2.415814924461301e-05,4.135902054258622e-05,4.746448030346073e-05,5.564498496823944e-05,4.300009823055007e-05,4.796480789082125e-05,5.624845653073862e-05,4.56841844425071e-05,TH630604
3.014158990881459e-05,2.3885684109583367e-05,1.5936425994931473e-05,1.7376482030260743e-05,2.615222781585513e-05,4.284400724388141e-05,4.635182528640077e-05,4.7412117619244943e-05,4.904770949135743e-05,4.996546660511791e-05,4.416215060364573e-05,3.490617595689813e-05,2.429005906844685e-05,1.3828533487242449e-05,8.98744301004467e-06,6.850474074696348e-06,2.3357227578046516e-05,3.602139682283896e-05,3.926334661528782e-05,4.50435116044048e-05,3.850252776169684e-05,4.321609596433934e-05,4.9167429252928326e-05,4.011761685330385e-05,TH630605
3.2788530346906614e-05,2.220739674875427e-05,1.2665205138143898e-05,1.2068409481753298e-05,2.345440343388392e-05,4.792403065564086e-05,5.349765190876232e-05,5.3322786982978766e-05,5.402640187038474e-05,5.417658243595545e-05,4.798641534666544e-05,3.6267279674083646e-05,1.993484789984259e-05,9.841524862914276e-06,5.616378927127248e-06,5.1136864314079856e-06,2.151934429684168e-05,3.735412221768946e-05,4.478259036110248e-05,5.249593634586297e-05,4.219112265578596e-05,4.636181308705199e-05,5.3378872213864586e-05,4.352057769665202e-05,TH630606
3.067712493078158e-05,2.1665862736337672e-05,1.314826041667534e-05,1.3373038806020364e-05,2.41101246725589e-05,4.561308843912495e-05,5.0005866262793526e-05,5.081706451049775e-05,5.189378820589447e-05,5.246554902151543e-05,4.597083811701993e-05,3.510894135056108e-05,2.125260140601807e-05,1.0547695045812695e-05,6.011235778112535e-06,4.7099316123801885e-06,2.192834573192993e-05,3.565710790635923e-05,4.113296858173492e-05,4.950514060259918e-05,4.01441142820194e-05,4.4669619921096765e-05,5.081845839963816e-05,4.103566055181143e-05,TH630607
3.176074788242758e-05,1.8723729647445054e-05,9.215803707359915e-06,1.20241410669281e-05,2.6650435147932164e-05,4.9811873322549485e-05,5.537158112530039e-05,5.239613250455781e-05,5.3396286538672125e-05,5.478026770384448e-05,4.860184781898422e-05,3.5400128366014094e-05,1.3329023490317251e-05,4.483857381443316e-06,3.438855441254098e-06,3.956943770754298e-06,2.9897027356337222e-05,3.964698449334227e-05,4.470104123256965e-05,5.285136176973025e-05,4.047874876557418e-05,4.534166884464129e-05,5.299514609113761e-05,4.274639562414822e-05,TH630608
2.841906694256092e-05,2.388007236931219e-05,1.918782927373648e-05,2.338980775462837e-05,3.1877247317278e-05,4.621714356772048e-05,4.453324582723102e-05,4.387709656477947e-05,4.6120751399849966e-05,4.715119611367708e-05,4.144217199262309e-05,3.2473600961043555e-05,2.378145326027023e-05,1.5192360387162376e-05,1.207857275314744e-05,8.446099443936294e-06,3.0237269561486737e-05,3.5094833400964565e-05,3.5181187679827904e-05,4.180237538857624e-05,3.628430596774388e-05,4.1141759198719256e-05,4.6407062275985446e-05,3.797837472496287e-05,TH630609
3.0397421616661265e-05,1.5792335249892436e-05,7.094250377750709e-06,9.231398107329351e-06,2.4075903274290728e-05,5.016776477324593e-05,5.552252570657895e-05,5.226818105193244e-05,5.456392747171105e-05,5.492627744640256e-05,4.8706670734187935e-05,3.438056143788089e-05,1.1618916668748336e-05,3.177714100599121e-06,1.6634306683977257e-06,2.4391617341565065e-06,2.547568077659746e-05,3.8335626143956e-05,4.30062913822394e-05,5.136033815582271e-05,4.087396803138993e-05,4.637199820786918e-05,5.378826725203591e-05,4.315667146727569e-05,TH630610
3.475546051731944e-05,2.72322361405573e-05,1.7336085901327113e-05,1.8850102018782732e-05,3.0299141853191417e-05,4.877465167010734e-05,5.342699395822658e-05,5.137744970298195e-05,5.2189386941881685e-05,5.405866481816117e-05,4.856877388561146e-05,3.991532378388532e-05,2.4937530961519457e-05,1.4837816304860532e-05,1.0039035774624475e-05,8.062432814913341e-06,3.3829401698008784e-05,3.9234758143819226e-05,4.376111535470513e-05,5.0533819518318894e-05,4.024226430678039e-05,4.471896334163005e-05,5.1705511076816176e-05,4.337699581997426e-05,TH630701
3.1976127395557645e-05,2.074931870557586e-05,1.07783811417425e-05,1.3557505065218553e-05,2.843047132547541e-05,4.89956255756031e-05,5.46830167258999e-05,5.1352473119750685e-05,5.2798882347333874e-05,5.431408330519686e-05,4.811932785080945e-05,3.643751523505948e-05,1.585183737293103e-05,5.717358471896886e-06,4.488963128304611e-06,4.33047237154972e-06,3.260378080203049e-05,3.919104940612313e-05,4.392762399334455e-05,5.155728517370916e-05,3.983092525310677e-05,4.451989942893963e-05,5.199067639229591e-05,4.257366809308594e-05,TH630702
3.097354819203066e-05,2.785608613650252e-05,2.411411929299264e-05,2.7571663417465112e-05,3.516631114574803e-05,4.677520526571483e-05,4.651062842686645e-05,4.453542419229685e-05,4.664907264659863e-05,4.909085907529815e-05,4.329841718005196e-05,3.598421603142143e-05,2.853940333441304e-05,1.9946170972274853e-05,1.7166953407786403e-05,1.3233682017615526e-05,3.673743767305383e-05,3.613208875065605e-05,3.796248104934994e-05,4.294886514691923e-05,3.57227606172501e-05,3.951077977021659e-05,4.5518076499946914e-05,3.886089296244939e-05,TH630703
