,CVaR0,CVaR1,$|CVaR_2 - CVaR_1|$,Max CVaR,VaR0,VaR1,$|VaR_2 - VaR_1|$,Max VaR,SemiVar0,SemiVar1,Max SemiVar,Required Capital,Payout CVaR,Average Cost,Payout Cost,a_1,a_2,b_1,b_2,p1,p2,seed
60,0.6134649702309392,0.6215451880549822,0.008080217824043001,0.6215451880549822,0.6135926725417671,0.6255438352696806,0.011951162727913522,0.6255438352696806,0.0183694939176502,0.009630773855382286,0.0183694939176502,0.5789238415761178,1.027193558207787,0.5351082928680868,49.30966882948362,0.93,0.9,0.24,0.25,0.28965579218535226,0.2624345856231861,60
61,0.6360894003041578,0.6640789890024951,0.02798958869833723,0.6640789890024951,0.6319450357415571,0.6406396082937271,0.008694572552169988,0.6406396082937271,0.006028663516087866,0.005095335652227402,0.006028663516087866,0.5280666694999037,0.8711370628770273,0.4222803938021092,37.7377432714836,0.92,0.7,0.29,0.19,0.2404979329001834,0.20854089994228925,61
62,0.6533541325561475,0.6153532786036436,0.038000853952503855,0.6533541325561475,0.636594939798365,0.6229643587151096,0.013630581083255433,0.636594939798365,0.005171648903760003,0.012529552137950914,0.012529552137950914,0.5826672836631897,0.9400530760212293,0.4447858849075181,39.31243715938435,0.7,0.95,0.19,0.29,0.19541296559789736,0.25168222080843694,62
63,0.6246407234826505,0.6361823828976242,0.011541659414973648,0.6361823828976242,0.6103029191000299,0.6318216248480214,0.02151870574799153,0.6318216248480214,0.012732867764075487,0.016851860698571353,0.016851860698571353,0.5455355749641552,0.9694294793240132,0.5057242406044813,46.62832947958438,0.93,0.76,0.26,0.2,0.2632929703911212,0.22564163736081716,63
64,0.5602227210935825,0.6374881134974212,0.07726539240383867,0.6374881134974212,0.6012661835683224,0.6214674562158278,0.020201272647505375,0.6214674562158278,0.03456630090571079,0.008629772983042669,0.03456630090571079,0.6875995633953,1.1134991995174748,0.5290395706314697,46.84895997343922,0.96,0.8,0.27,0.24,0.2643824781732186,0.2110192409810095,64
65,0.6361631734715769,0.6520914243325168,0.015928250860939852,0.6520914243325168,0.6569443652274625,0.6470131855550336,0.009931179672428847,0.6569443652274625,0.017639302109126318,0.005396669020452955,0.017639302109126318,0.5527937849689089,0.92865701149482,0.4587822942712475,41.34495491785025,0.94,0.79,0.28,0.22,0.2690355033417359,0.2394813505136052,65
66,0.6172228180994994,0.6520280839264239,0.03480526582692445,0.6520280839264239,0.6299762412857317,0.619029070888248,0.010947170397483719,0.6299762412857317,0.006995895018087552,0.0027646420077233913,0.006995895018087552,0.4262520614954281,0.779526156283536,0.41721190401242214,38.860150426691874,0.93,0.74,0.26,0.21,0.26939014088739877,0.20946996140879692,66
67,0.653596085589134,0.6117182784142497,0.04187780717488421,0.653596085589134,0.6635164347730762,0.6210456274126757,0.04247080736040054,0.6635164347730762,0.010871230538220535,0.004247685760576037,0.010871230538220535,0.5501966099060847,0.9271270156526181,0.4594598972324462,41.46234463211867,0.8,0.95,0.25,0.26,0.2046911989150847,0.2856026561088324,67
68,0.6148991337213797,0.6173874989127927,0.0024883651914129334,0.6173874989127927,0.6320432857734932,0.6230404818072925,0.009002803966200679,0.6320432857734932,0.014192999453255774,0.019701000375403368,0.019701000375403368,0.5790353784213303,1.0000878759618264,0.5079078043036955,46.31577472945458,0.88,0.97,0.26,0.29,0.2460883712507869,0.2627832520941598,68
69,0.6334284042049235,0.6393976333664421,0.005969229161518541,0.6393976333664421,0.6244038797602446,0.617588328113182,0.006815551647062601,0.6244038797602446,0.00792077270027498,0.0070802409755049926,0.00792077270027498,0.5459026836237664,0.9372631615790561,0.4732458804988547,43.04965257508186,0.9,0.82,0.26,0.22,0.24816146531754504,0.24532293343128006,69
70,0.6239612841883522,0.6561314226715451,0.032170138483192945,0.6561314226715451,0.6266850807341247,0.6278721045901525,0.001187023856027869,0.6278721045901525,0.016194092246108113,0.0032358954532912074,0.016194092246108113,0.4951606836523327,0.8828446932340545,0.46195811212957166,42.64524105398939,0.93,0.75,0.28,0.21,0.25069567764743234,0.2149107820769433,70
71,0.583212254606277,0.6232793079190734,0.040067053312796364,0.6232793079190734,0.6063493899904577,0.6121173545197003,0.005767964529242553,0.6121173545197003,0.006094397805370903,0.00664401038807698,0.00664401038807698,0.5541402907176314,0.9350838173380269,0.46406457022804026,41.90378792824352,0.97,0.79,0.28,0.23,0.26387984841336787,0.21264147739776695,71
72,0.6338436204670933,0.63547029998275,0.0016266795156566483,0.63547029998275,0.6331311382525031,0.6323285299238921,0.0008026083286110097,0.6331311382525031,0.006478700770362949,0.010894099025335776,0.010894099025335776,0.6479979072131679,1.0258525920655062,0.47505437093431346,41.564015333757204,0.85,0.93,0.24,0.26,0.2470727012935779,0.2709551211639584,72
73,0.631731321810867,0.6433736213782639,0.01164229956739693,0.6433736213782639,0.636505916182512,0.6297089755913696,0.006796940591142331,0.636505916182512,0.005878628191477169,0.003112424332995443,0.005878628191477169,0.7105547500654896,1.0521338238782763,0.44816228632261007,37.573698119406515,0.92,0.76,0.29,0.21,0.24809728020550179,0.2302424835256838,73
74,0.6191334147541172,0.6616581019431442,0.04252468718902702,0.6616581019431442,0.6286836434776116,0.6322713815933376,0.0035877381157259913,0.6322713815933376,0.0141798771189994,0.004736698206867002,0.0141798771189994,0.5647530489483148,0.9453557520145579,0.46531566040849026,41.86629733728675,0.93,0.8,0.27,0.23,0.26370108489690036,0.2285862920995375,74
75,0.6104384600546949,0.6067535175405466,0.003684942514148304,0.6104384600546949,0.6256624948583487,0.6461026196971614,0.020440124838812745,0.6461026196971614,0.012332123141481303,0.015071357891357128,0.015071357891357128,0.5634733834415988,1.0025205061070297,0.5235681301816708,48.295183493197406,0.88,0.95,0.23,0.27,0.27529015479378516,0.2867378854978957,75
76,0.627523949849132,0.6170771896311542,0.010446760217977746,0.627523949849132,0.6367304326042444,0.6216033463246048,0.015127086279639657,0.6367304326042444,0.007603819248050435,0.00855278912087941,0.00855278912087941,0.5069155365726379,0.8991345358651748,0.4682563297784326,43.14408992217905,0.92,0.85,0.27,0.22,0.25478827378711494,0.2579927787988979,76
