,CVaR0,CVaR1,$|CVaR_2 - CVaR_1|$,Max CVaR,VaR0,VaR1,$|VaR_2 - VaR_1|$,Max VaR,SemiVar0,SemiVar1,Max SemiVar,Required Capital,Payout CVaR,Average Cost,Payout Cost,s_1,s_2,p1,p2,seed
0,0.7023081115180366,0.7250711261540154,0.02276301463597874,0.7250711261540154,0.6763973178046717,0.7290925542737854,0.05269523646911367,0.7290925542737854,0.01962590837515767,0.019182682824977183,0.01962590837515767,0.2774057634196586,1.1035586683952574,0.8677637694885476,90.87681954731586,0.1,0.1,0.44126762516361795,0.413056028017956,0
1,0.8859102273996065,0.8207103845396483,0.06519984285995817,0.8859102273996065,0.7093706836554038,0.6813641647123574,0.0280065189430464,0.7093706836554038,0.04877344927804367,0.047593096653399065,0.04877344927804367,0.10587650144937832,0.5182224330827313,0.4282274068507597,45.35805247966883,0.3,0.3,0.23426735970535212,0.1954476087910038,1
2,0.5907341998256203,0.580625596130239,0.010108603695381246,0.5907341998256203,0.5974050115816308,0.587011336773058,0.010393674808572895,0.5974050115816308,0.03172642738321079,0.01614967843499877,0.03172642738321079,0.3697876837455739,1.2039081601451522,0.8895886289614144,91.75325240395361,0.1,0.1,0.4405585513530051,0.4425287319034739,2
3,0.5516255394241405,0.6028092862550912,0.05118374683095073,0.6028092862550912,0.5851423366887135,0.5993355908575566,0.014193254168843095,0.5993355908575566,0.035121632931763104,0.02289628371157351,0.035121632931763104,0.45644232921703887,1.272570629991654,0.8845946501571709,89.7741130852077,0.1,0.1,0.42309863736768516,0.426660978378651,3
4,0.6067464728927262,0.6391689955211932,0.03242252262846701,0.6391689955211932,0.6261051776658836,0.6544527386499428,0.028347560984059217,0.6544527386499428,0.0204368402625182,0.006959306073867301,0.0204368402625182,0.3913214891859017,1.1958758639624663,0.8632525981544498,88.50098122542207,0.1,0.1,0.4318972041439828,0.44975520820526677,4
5,0.6590088425238323,0.6194338032201554,0.039575039303676895,0.6590088425238323,0.6631879162074364,0.6838384461879439,0.020650529980507426,0.6838384461879439,0.006602427374567951,0.016670376870520302,0.016670376870520302,0.37191878359658137,1.1891812139199625,0.8730502478628683,89.89886733557195,0.1,0.1,0.41828725420288937,0.4331453354133301,5
6,0.5551984146298617,0.5347008405546926,0.020497574075169167,0.5551984146298617,0.5978017183552619,0.5991112962615494,0.0013095779062874957,0.5991112962615494,0.00895293574177133,0.008639620135642652,0.00895293574177133,0.4139076874704428,1.197525212545427,0.8457036781955506,86.19792775824824,0.1,0.1,0.42182359041820433,0.43749770232904306,6
7,0.5675620106831278,0.5406313610071366,0.026930649675991236,0.5675620106831278,0.5903887670262292,0.570060597289688,0.02032816973654117,0.5903887670262292,0.020586318084022847,0.01519130983419655,0.020586318084022847,0.3379699043820026,1.112327675953003,0.8250532572283008,85.17935487281004,0.1,0.1,0.4339106524063735,0.42341109757622364,7
8,0.8182648331969119,0.8218063970176984,0.0035415638207865197,0.8218063970176984,0.75122991222369,0.767815517242372,0.016585605018682004,0.767815517242372,0.01650807443730373,0.01747866201401533,0.01747866201401533,0.010946782787058518,0.7965092248410741,0.7872044594720744,86.41186862594171,0.1,0.1,0.3951528014974256,0.39219987454540267,8
9,0.6254208847241643,0.6620849604026643,0.03666407567849994,0.6620849604026643,0.6537659117810433,0.6794039524698119,0.025638040688768626,0.6794039524698119,0.010077045409971494,0.01555554034365263,0.01555554034365263,0.4175784680413731,1.2253850943899753,0.8704433965548082,88.85872889834629,0.1,0.1,0.42550128557536243,0.4551103897663478,9
