,CVaR0,CVaR1,$|CVaR_2 - CVaR_1|$,Max CVaR,VaR0,VaR1,$|VaR_2 - VaR_1|$,Max VaR,SemiVar0,SemiVar1,Max SemiVar,Required Capital,Payout CVaR,Average Cost,Payout Cost,s_1,s_2,p1,p2,seed
0,0.7605760073870228,0.7276508055991665,0.032925201787856295,0.7605760073870228,0.7527998882754268,0.6533899289631582,0.09940995931226859,0.7527998882754268,0.01871193131346481,0.02461638276943507,0.02461638276943507,0.5803672209432471,1.3959108637658328,0.9025987259640728,89.7098007104844,0.1,0.1,0.43289267831482275,0.44693127425662893,0
1,0.8314423533160739,0.9251511496987209,0.09370879638264706,0.9251511496987209,0.6763542449070165,0.7577113285280286,0.08135708362101213,0.7577113285280286,0.04125825675620553,0.04412024538103218,0.04412024538103218,0.14479380727007252,0.6195685981952337,0.496493862015672,52.225227001767735,0.3,0.2,0.18292776034194944,0.30627047361728155,1
2,0.597439331459302,0.6364496856787771,0.039010354219475185,0.6364496856787771,0.6326544966623454,0.6505425909647394,0.01788809430239402,0.6505425909647394,0.010721766946118922,0.01516537466511073,0.01516537466511073,0.9298653558788269,1.7863702670611281,0.9959847145641252,94.21554023005311,0.1,0.1,0.47585544622220993,0.49740968800234353,2
3,0.6440448602784116,0.5851864023099931,0.05885845796841849,0.6440448602784116,0.6563438374047993,0.6214005538009054,0.03494328360389387,0.6563438374047993,0.008077453573075058,0.025475293374670898,0.025475293374670898,0.9527027395198839,1.7329841210790289,0.9231867924871275,85.83095197150597,0.1,0.1,0.4795791923909164,0.44305287165231677,3
4,0.6921586218310518,0.6132138644928796,0.07894475733817219,0.6921586218310518,0.6962338561888131,0.6649821760053708,0.031251680183442265,0.6962338561888131,0.0058238993716315125,0.009150908689229723,0.009150908689229723,0.804570065604336,1.5848834243644487,0.9009988686007632,85.83446946361241,0.1,0.1,0.4944200183871007,0.4767841500487279,4
5,0.7064642047286558,0.6948617312268396,0.011602473501816202,0.7064642047286558,0.7276965414343061,0.7300146240076806,0.0023180825733745136,0.7300146240076806,0.025809009027086636,0.05101841042370107,0.05101841042370107,0.7685119832177358,1.5898831494506047,0.9366479637155293,90.35082828561559,0.1,0.1,0.48182958449278745,0.45750707515003675,5
6,0.5417331099748343,0.6212303512854572,0.07949724131062297,0.6212303512854572,0.619479458237215,0.6510023691269052,0.03152291088969028,0.6510023691269052,0.0068998427794134416,0.008462413660834911,0.008462413660834911,0.5953228957941133,1.3869852918358578,0.8809608304108615,87.08286356459189,0.1,0.1,0.47700703473969364,0.49039330913012613,6
7,0.6334660507333265,0.5594256664977921,0.07404038423553438,0.6334660507333265,0.6368514759071645,0.5950710088306892,0.041780467076475314,0.6368514759071645,0.010871293071426383,0.008041408964486955,0.010871293071426383,1.0293416760092025,1.785884783534374,0.9109443589265519,83.21974182776889,0.1,0.1,0.4737356999549839,0.44709951138773757,7
8,0.8173903991971353,0.8384416456700592,0.02105124647292389,0.8384416456700592,0.7690261714469747,0.7199140727187057,0.04911209872826905,0.7690261714469747,0.02207486125905966,0.037907607149645126,0.037907607149645126,0.22023157003333338,1.0147929645497973,0.8275961300214639,87.40175339681105,0.1,0.1,0.42135828118978264,0.4343072999042877,8
9,0.6538350532567595,0.6316027138873511,0.022232339369408383,0.6538350532567595,0.6900251004659254,0.713944402802693,0.023919302336767645,0.713944402802693,0.012469869182212968,0.01347896769944946,0.01347896769944946,0.7679753056392503,1.5673395839356092,0.9145605741422465,87.9300706125995,0.1,0.1,0.4960791078938448,0.46536362116898367,9
10,0.8344553079008434,0.8666647983992113,0.032209490498367854,0.8666647983992113,0.7601804214675739,0.8022010127504146,0.042020591282840636,0.8022010127504146,0.0214130909327137,0.023162481887858615,0.023162481887858615,0.22253645607589656,0.9856557677238129,0.7964997800593009,83.94312428127077,0.1,0.1,0.40696184439557226,0.40439828881336976,10
11,0.6062528495914905,0.6490081206746313,0.04275527108314081,0.6490081206746313,0.6590042764770241,0.6574833392198886,0.001520937257135535,0.6590042764770241,0.008870340775797667,0.019208038739219096,0.019208038739219096,0.8395911098906292,1.656339753565009,0.9426873101579742,89.84235080418175,0.1,0.1,0.44854151504519646,0.46925547356463604,11
12,0.6789248908465642,0.6454816557626505,0.03344323508391367,0.6789248908465642,0.7278399393499663,0.702310165579612,0.025529773770354258,0.7278399393499663,0.02166457463026106,0.012787015066493794,0.02166457463026106,0.6936733335213613,1.5035376196968662,0.9139152862037091,89.08507147930553,0.1,0.1,0.475750285626228,0.44367258693742573,12
13,0.7296422735793641,0.721466476576477,0.008175797002887064,0.7296422735793641,0.7234594494086741,0.7160547918027151,0.007404657605958986,0.7234594494086741,0.014148643786501389,0.02034402978057511,0.02034402978057511,0.5190626064383528,1.3540266844618059,0.912823468989206,91.84604858257984,0.1,0.1,0.46167413762875215,0.4503016852148947,13
14,0.628027433388882,0.5604211547926453,0.06760627859623669,0.628027433388882,0.6834786020649365,0.6861965189133156,0.002717916848379076,0.6861965189133156,0.017727546288938814,0.010099677546902717,0.017727546288938814,0.8231965446056607,1.6358814290580366,0.936164366143225,89.39533728976136,0.1,0.1,0.4579084016488779,0.4781286085421028,14
15,0.633826059498361,0.6583207221631969,0.02449466266483591,0.6583207221631969,0.7075295523422964,0.6928553125586945,0.014674239783601939,0.7075295523422964,0.009578858914969655,0.015749734922849964,0.015749734922849964,0.7840471462496895,1.5943764467941546,0.9279363724819185,89.13622305989112,0.1,0.1,0.4694179417238791,0.45490551806640767,15
16,0.7948035119865033,0.79294732508008,0.0018561869064233072,0.7948035119865033,0.7067285787422937,0.7126291098497036,0.0059005311074099565,0.7126291098497036,0.049590167316470424,0.032627206820204986,0.049590167316470424,0.2821666972479665,1.051854279407457,0.8120125867466855,84.66563403754395,0.1,0.1,0.4189401087146103,0.41312182080920234,16
17,0.7882624364244943,0.771232349076384,0.01703008734811029,0.7882624364244943,0.6849926582255871,0.6409526308248786,0.04404002740070845,0.6849926582255871,0.02604374989269217,0.034407373358404374,0.034407373358404374,0.09899667171898219,0.9102383107403629,0.826091139779228,89.23658029235186,0.1,0.1,0.4205687060858799,0.40659154040743134,17
18,0.6107760288757121,0.582892168473567,0.02788386040214519,0.6107760288757121,0.6289132538885007,0.6150056180270251,0.013907635861475587,0.6289132538885007,0.02000648424109611,0.014370428782167141,0.02000648424109611,0.5858844106302331,1.3699474744203772,0.8719457253846791,86.24693701691584,0.1,0.1,0.4542194083595716,0.4451850283355507,18
19,0.5225277959837086,0.5318652466022645,0.009337450618555954,0.5318652466022645,0.5898188664755907,0.6069044454835407,0.017085579007950047,0.6069044454835407,0.017858247993500238,0.012398675268381277,0.017858247993500238,0.7432311757882124,1.5573924970710276,0.925645997651047,89.55774534110967,0.1,0.1,0.42427778073159617,0.44652607698481506,19
20,0.6517737120846498,0.6362870826916569,0.015486629392992945,0.6517737120846498,0.6695976708636122,0.650481696122773,0.01911597474083926,0.6695976708636122,0.025970015764184513,0.022870909782765587,0.025970015764184513,0.6026173025596788,1.354654673516969,0.8424299663412421,82.72411080530193,0.1,0.1,0.42162920015294836,0.4354654176576738,20
21,0.5797579501842122,0.6032449457228022,0.023486995538590016,0.6032449457228022,0.6695437466699452,0.6458356717045748,0.023708074965370418,0.6695437466699452,0.014355858918085137,0.01730053520751291,0.01730053520751291,0.6107714029159329,1.3995328351947727,0.8803771427162297,86.7637575506724,0.1,0.1,0.44919401842946693,0.4545653301177166,21
22,0.6997025684559485,0.6511694250815581,0.04853314337439041,0.6997025684559485,0.7318888805880214,0.70228043544171,0.029608445146311335,0.7318888805880214,0.020086062101418042,0.05810466794104564,0.05810466794104564,0.9149791267129854,1.7321171618109497,0.9543849041049121,89.88518386077602,0.1,0.1,0.46632940746136015,0.45338433115505106,22
23,0.6275930373567808,0.5900883392581714,0.03750469809860946,0.6275930373567808,0.6796184678121466,0.6951260735862529,0.015507605774106259,0.6951260735862529,0.013336985395224356,0.014887189958039847,0.014887189958039847,0.5584425507654401,1.3564265695426188,0.8817504013919947,87.77824206548962,0.1,0.1,0.4606533750247176,0.4814731907185337,23
