,CVaR0,CVaR1,$|CVaR_2 - CVaR_1|$,Max CVaR,VaR0,VaR1,$|VaR_2 - VaR_1|$,Max VaR,SemiVar0,SemiVar1,Max SemiVar,Required Capital,Payout CVaR,Average Cost,Payout Cost,s_1,s_2,p1,p2,seed
0,0.8014677062077179,0.7327548738560946,0.06871283235162329,0.8014677062077179,0.7725402481178634,0.7192113923253683,0.05332885579249502,0.7725402481178634,0.04236725751547244,0.032628682406396034,0.04236725751547244,0.9153118092955403,1.757198332965551,0.9791832950643417,92.60751760370114,0.1,0.1,0.4776225582120192,0.47954862603483556,0
1,0.8143046137235926,0.896397742119332,0.08209312839573935,0.896397742119332,0.6463855914737358,0.7304245227451686,0.0840389312714328,0.7304245227451686,0.06382858137730546,0.04716492239359216,0.06382858137730546,0.27415492600399705,0.70716858198284,0.47413689487944255,47.6315021576727,0.3,0.3,0.2346599118417787,0.24320591296164218,1
2,0.6319550179876914,0.6450315347999577,0.013076516812266292,0.6450315347999577,0.6328689581840529,0.6568138211239785,0.023944862939925593,0.6568138211239785,0.009398520225349642,0.014408587131901927,0.014408587131901927,1.185782591820263,1.9810798878160298,0.9731646847688064,87.48270255953437,0.1,0.1,0.4866712949876,0.49993933085103953,2
3,0.6761642552260851,0.6116244458706628,0.06453980935542236,0.6761642552260851,0.6649096997307566,0.6305881672093288,0.03432153252142789,0.6649096997307566,0.013499361201199725,0.01222429739730714,0.013499361201199725,1.1208831580957568,1.9924194882229258,1.0396688038415325,95.8689963139886,0.1,0.1,0.5010599059487827,0.47944429708897773,3
4,0.6571450665837001,0.6634669260657774,0.006321859482077308,0.6634669260657774,0.6719794996435154,0.6716285024138272,0.00035099722968823244,0.6719794996435154,0.009991668029685331,0.013615496637890348,0.013615496637890348,1.154792304799492,1.9765190778163064,0.9949456187367383,90.38994503184962,0.1,0.1,0.48387370628128024,0.4859437432987941,4
5,0.6578858084707395,0.7083752059319101,0.05048939746117054,0.7083752059319101,0.700965410782706,0.7156429640510318,0.01467755326832576,0.7156429640510318,0.016030930586889265,0.006502944416608122,0.016030930586889265,0.900963487965458,1.7367161454162254,0.9708971806455862,91.9327923195844,0.1,0.1,0.47991218807767877,0.4652056924685434,5
6,0.5770448975965891,0.6157347441710204,0.03868984657443131,0.6157347441710204,0.6365302467479933,0.6623673814669699,0.02583713471897664,0.6623673814669699,0.008057489255978241,0.009559384458154825,0.009559384458154825,0.9507269303460375,1.7473595169893907,0.9392416261952589,87.62958453076888,0.1,0.1,0.47795897784096353,0.4807128257948484,6
7,0.6618829675948887,0.6193349737234266,0.04254799387146213,0.6618829675948887,0.6679436104361051,0.6496794064022333,0.018264204033871745,0.6679436104361051,0.013611657819476996,0.00933656989592225,0.013611657819476996,1.155084423427121,1.9734954273449397,0.991673667431887,90.02521043096007,0.1,0.1,0.5044764138928607,0.4854188123665291,7
8,0.814458917957759,0.8479065662257251,0.03344764826796609,0.8479065662257251,0.7601652375610748,0.7909391011133806,0.030773863552305825,0.7909391011133806,0.020506566451381672,0.019714392623206525,0.020506566451381672,0.38097244515399753,1.2025530143111394,0.8787264359302415,90.3738626072856,0.1,0.1,0.43884489688059247,0.42436665928648154,8
9,0.6823391780812073,0.6723124553020007,0.010026722779206576,0.6823391780812073,0.7303605833923208,0.7039250946725245,0.026435488719796285,0.7303605833923208,0.009868268923243516,0.006406019758341437,0.009868268923243516,1.1185523355223652,1.9238380284209597,0.9730685432269492,88.58142621884538,0.1,0.1,0.47092513287681104,0.47606199646000413,9
10,0.8614861959440291,0.8483591251637445,0.013127070780284633,0.8614861959440291,0.7437412597237467,0.7443339786939115,0.0005927189701647739,0.7443339786939115,0.04068120157753951,0.03197308046171748,0.04068120157753951,0.3153048403306199,1.1616018942096464,0.8935927799286195,93.09267592669292,0.1,0.1,0.4400483170486901,0.4594136439331561,10
11,0.6258960027379579,0.6104587196628007,0.015437283075157127,0.6258960027379579,0.6889275936299853,0.6711675918259423,0.017760001804043024,0.6889275936299853,0.014048024237275697,0.007828148560995708,0.014048024237275697,1.0588317165815546,1.8733324505686495,0.9733254914743281,89.59508073858044,0.1,0.1,0.4994176142340901,0.4926041075915036,11
12,0.7150757246820569,0.7156694387486147,0.0005937140665577267,0.7156694387486147,0.7478112801534542,0.7353571046551771,0.012454175498277098,0.7478112801534542,0.029597686317824216,0.022600175554307617,0.029597686317824216,0.7995330515171355,1.574821258368933,0.8952181645793678,85.2817027536977,0.1,0.1,0.4721529945632764,0.4511428597590792,12
13,0.7818024224819111,0.7488765717035265,0.03292585077838461,0.7818024224819111,0.7536976126420268,0.744769597587552,0.008928015054474825,0.7536976126420268,0.04673336296314336,0.03613444411042857,0.04673336296314336,0.7425920609460285,1.4899014694462367,0.8586982176421125,82.20403493502292,0.1,0.1,0.4781066184788154,0.4595111419955379,13
14,0.6187264922364203,0.6344994534325591,0.0157729611961388,0.6344994534325591,0.6818496428760373,0.6839204109192486,0.0020707680432112685,0.6839204109192486,0.014989249742801157,0.021671150638539666,0.021671150638539666,1.1512742104429092,1.9289076732670254,0.9503245943905524,85.53968091065279,0.1,0.1,0.48873854734270633,0.490922779919103,14
15,0.6650328522075294,0.6660384058298873,0.0010055536223578798,0.6660384058298873,0.7343052501877803,0.7150335770499718,0.01927167313780842,0.7343052501877803,0.021862847574372575,0.022314014883896702,0.022314014883896702,0.945669912877511,1.7485208383125754,0.944701412366691,88.3136017978571,0.1,0.1,0.49645985473044546,0.46915307086378705,15
