,CVaR0,CVaR1,$|CVaR_2 - CVaR_1|$,Max CVaR,VaR0,VaR1,$|VaR_2 - VaR_1|$,Max VaR,SemiVar0,SemiVar1,Max SemiVar,Required Capital,Payout CVaR,Average Cost,Payout Cost,a_1,a_2,b_1,b_2,p1,p2,seed
40,0.5238387903429564,0.5332562554679983,0.009417465125041824,0.5332562554679983,0.6282416338626708,0.618946926217213,0.009294707645457811,0.6282416338626708,0.02579909101990567,0.044849120276230635,0.044849120276230635,0.7483449005918119,1.3796884498740345,0.7435952843709943,69.44779042104452,1.46,1.2,0.42,0.32,0.39392614638744555,0.3647507458073255,40
41,0.5696425098842305,0.49008694076998277,0.07955556911424772,0.5696425098842305,0.6263829327395343,0.6272047633043978,0.0008218305648635127,0.6272047633043978,0.01861438591278029,0.08876935816749937,0.08876935816749937,0.9182930686526575,1.5134410371864284,0.7328919288316695,65.46627653871484,1.15,1.3,0.32,0.37,0.34017203801389095,0.3599684189380564,41
42,0.5212861850493865,0.5337074567994251,0.012421271750038598,0.5337074567994251,0.6113420942307803,0.6388031541169124,0.02746105988613201,0.6388031541169124,0.04355487452399673,0.034727072753020324,0.04355487452399673,1.0548582920991423,1.6541223602233117,0.7574928119390407,65.91904749365865,1.22,1.46,0.33,0.42,0.35237965610022465,0.390849869911658,42
43,0.550537874884796,0.5409039811366255,0.009633893748170475,0.550537874884796,0.6458714242333526,0.6387760848755225,0.007095339357830133,0.6458714242333526,0.031909611023864484,0.03537785682310474,0.03537785682310474,0.808136120211341,1.42497194930488,0.7380562471252402,67.85194120028928,1.25,1.35,0.33,0.38,0.3749017400265144,0.37046200190836187,43
44,0.4465614254226381,0.4690059543471344,0.022444528924496276,0.4690059543471344,0.6336534458986841,0.696205255490745,0.06255180959206086,0.696205255490745,0.11016649297722314,0.0954117752977915,0.11016649297722314,0.8201380758712298,1.5768103957717208,0.8796930312811755,83.23395518905403,1.42,1.57,0.42,0.46,0.3873506932504981,0.44090372098864256,44
45,0.5614382188842866,0.5851626176564844,0.023724398772197786,0.5851626176564844,0.6056299073338737,0.636882570059036,0.03125266272516236,0.636882570059036,0.01886110149187047,0.027302970166875207,0.027302970166875207,0.7934257693522537,1.3190457985242543,0.6446338945748387,57.81820320892004,1.2,1.12,0.34,0.31,0.32897743561379894,0.3258432407793605,45
46,0.4670604352953738,0.5831253611309974,0.11606492583562367,0.5831253611309974,0.6804383038831089,0.6189150747688364,0.06152322911427244,0.6804383038831089,0.05516619929883464,0.019452357683168987,0.05516619929883464,0.8548385021733534,1.4254104333349464,0.698797706487596,62.76291242777522,1.49,1.05,0.46,0.29,0.40833099837788506,0.30100839452969314,46
47,0.5377174266061379,0.4670284558934462,0.07068897071269165,0.5377174266061379,0.6319709423115485,0.6906561108132255,0.05868516850167704,0.6906561108132255,0.03367966130666424,0.06883405600782816,0.06883405600782816,1.003676648521619,1.7119697339056024,0.8588445826622262,77.91223939223813,1.34,1.72,0.38,0.47,0.38023841609833214,0.4819981014205962,47
48,0.5078420217909473,0.635426224936221,0.12758420314527374,0.635426224936221,0.6390045849191806,0.6692706175382177,0.030266032619037153,0.6692706175382177,0.05580668719932415,0.0087139622253805,0.05580668719932415,0.6922048833729112,1.268461461403521,0.6800873105365465,63.388223583367065,1.47,1.19,0.44,0.34,0.39367362773912373,0.36305663864892435,48
49,0.5093335915741424,0.5319352134610661,0.022601621886923717,0.5319352134610661,0.6108640486450293,0.6451369486318659,0.03427289998683658,0.6451369486318659,0.07044979459346043,0.05030523916242914,0.07044979459346043,0.7349460650143205,1.4421745445934695,0.8174703893312971,77.79513275370647,1.38,1.27,0.4,0.36,0.368021446505739,0.37590589676543934,49
50,0.4983946203179144,0.6172887881581389,0.1188941678402245,0.6172887881581389,0.6160677476206385,0.6302476560026515,0.014179908382012996,0.6302476560026515,0.04953725372331937,0.010132246798553549,0.04953725372331937,0.6869309753782834,1.279040564355937,0.6951492352843962,65.1320547875419,1.37,1.14,0.39,0.32,0.3552789122240005,0.336263435356695,50
51,0.5188501063134073,0.5725229780352774,0.053672871721870075,0.5725229780352774,0.6474141560464676,0.6509187849178403,0.003504628871372706,0.6509187849178403,0.06315749958512437,0.02723900943474415,0.06315749958512437,0.847053147817879,1.4417091211860553,0.7217139455408581,65.4121570704994,1.42,1.18,0.41,0.32,0.3908828235644872,0.3480918938098998,51
52,0.4882705557565808,0.5384611373488143,0.050190581592233496,0.5384611373488143,0.6203962637244111,0.6200127888033191,0.00038347492109203074,0.6203962637244111,0.0792444499860601,0.030934273128896454,0.0792444499860601,0.9362990451153395,1.559648707767146,0.7637945194191074,68.56846289169873,1.35,1.36,0.37,0.41,0.3645732591185229,0.34826901667227006,52
53,0.5752347047797185,0.546220694979927,0.029014009799791518,0.5752347047797185,0.6320807223337354,0.6515405211451069,0.019459798811371498,0.6515405211451069,0.018853440656458935,0.04121606755504028,0.04121606755504028,0.7679718850385203,1.3707390186073707,0.7179629163246284,66.3043846925735,1.12,1.45,0.28,0.42,0.363180844882979,0.394706236346845,53
54,0.5232171838409966,0.5096128091947255,0.013604374646271067,0.5232171838409966,0.6230758962403167,0.6258826482336789,0.002806751993362222,0.6258826482336789,0.0341611329784805,0.04817600042629758,0.04817600042629758,0.8425029828213798,1.5135878095826603,0.7974602741844874,73.81933094374084,1.32,1.52,0.36,0.44,0.3782619951886725,0.3997398708646722,54
55,0.5334145420494298,0.4483648938999734,0.08504964814945642,0.5334145420494298,0.6888999082296461,0.6245056264201407,0.06439428180950535,0.6888999082296461,0.03922527130779859,0.07851992216521639,0.07851992216521639,0.9215843012393233,1.6448607366519594,0.8615140805985346,79.56040789538996,1.53,1.53,0.42,0.42,0.4556544958849806,0.434257473684074,55
56,0.5380198651451813,0.5407624000797268,0.0027425349345454597,0.5407624000797268,0.6994692153749786,0.6458155681119075,0.05365364726307109,0.6994692153749786,0.07121700942678363,0.02915168057523014,0.07121700942678363,0.7845422640486578,1.442763187691038,0.7759022632496789,72.4043016006618,1.46,1.34,0.44,0.36,0.41788306135115777,0.3941939895038477,56
